date,infl
2000-01-01,0.03266666666666667
2000-04-01,0.03933333333333333
2000-07-01,0.04866666666666667
2000-10-01,0.057666666666666665
2001-01-01,0.05100000000000001
2001-04-01,0.05499999999999999
2001-07-01,0.038
2001-10-01,0.027
2002-01-01,0.03133333333333333
2002-04-01,0.02
2002-07-01,0.022333333333333334
2002-10-01,0.027666666666666662
2003-01-01,0.025333333333333333
2003-04-01,0.021666666666666667
2003-07-01,0.027333333333333334
2003-10-01,0.022000000000000002
2004-01-01,0.021
2004-04-01,0.027999999999999997
2004-07-01,0.017666666666666667
2004-10-01,0.019
2005-01-01,0.021
2005-04-01,0.026333333333333334
2005-07-01,0.03333333333333333
2005-10-01,0.03933333333333333
2006-01-01,0.04033333333333333
2006-04-01,0.03933333333333333
2006-07-01,0.03
2006-10-01,0.022333333333333334
2007-01-01,0.018
2007-04-01,0.018
2007-07-01,0.024333333333333335
2007-10-01,0.046000000000000006
2008-01-01,0.05533333333333334
2008-04-01,0.06266666666666666
2008-07-01,0.071
2008-10-01,0.043333333333333335
2009-01-01,0.03466666666666667
2009-04-01,0.026333333333333334
2009-07-01,0.012000000000000002
2009-10-01,0.016
2010-01-01,0.011000000000000001
2010-04-01,0.007666666666666666
2010-07-01,0.010333333333333333
2010-10-01,0.014333333333333332
2011-01-01,0.021666666666666667
2011-04-01,0.02266666666666667
2011-07-01,0.02033333333333333
2011-10-01,0.02366666666666667
2012-01-01,0.017
2012-04-01,0.03233333333333333
2012-07-01,0.041
2012-10-01,0.043666666666666666
2013-01-01,0.04133333333333333
2013-04-01,0.02366666666666667
2013-07-01,0.02266666666666667
2013-10-01,0.006666666666666667
2014-01-01,0.0003333333333333333
2014-04-01,0.0026666666666666666
2014-07-01,0.0033333333333333335
2014-10-01,0.0023333333333333335
2015-01-01,-0.0033333333333333335
2015-04-01,0.0
2015-07-01,-0.0026666666666666666
2015-10-01,-0.004
2016-01-01,-0.005666666666666667
2016-04-01,-0.011000000000000001
2016-07-01,-0.011000000000000001
2016-10-01,0.0019999999999999996
2017-01-01,0.011333333333333334
2017-04-01,0.011666666666666667
2017-07-01,0.014333333333333332
2017-10-01,0.015
2018-01-01,0.011000000000000001
2018-04-01,0.018000000000000002
2018-07-01,0.01966666666666667
2018-10-01,0.013333333333333334
2019-01-01,0.008333333333333333
2019-04-01,0.007666666666666666
2019-07-01,0.007
2019-10-01,0.009000000000000001
