date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2013-04-01,belgium,0.0032179106851444,0,1,0
2013-05-01,belgium,0.1114972130573974,0,1,0
2013-06-01,belgium,-0.0154123756987303,0,1,0
2013-07-01,belgium,-0.0105435651444487,0,1,0
2013-08-01,belgium,-0.0290137120239393,0,1,0
2013-09-01,belgium,-0.0515688418358735,0,1,0
2013-10-01,belgium,-0.0975121963308787,0,1,0
2013-11-01,belgium,0.0048895189349664,0,1,0
2013-12-01,belgium,-0.0223295135872909,0,1,0
2014-01-01,belgium,-0.1480650386317386,0,1,0
2014-02-01,belgium,-0.1883210459825086,0,1,0
2014-03-01,belgium,-0.2072183669459981,0,1,0
2014-04-01,belgium,-0.1273295367558518,0,1,0
2014-05-01,belgium,-0.1085985843413048,0,1,0
2014-06-01,belgium,-0.0113035681028925,0,1,0
2014-07-01,belgium,-0.0241841544152663,0,1,0
2014-08-01,belgium,-0.0036702410756355,0,1,0
2014-09-01,belgium,0.0385059882986595,0,1,0
2014-10-01,belgium,0.06221228202374,0,1,0
2014-11-01,belgium,-0.0432724525767795,0,1,0
2014-12-01,belgium,0.0406881104746226,0,1,0
2015-01-01,belgium,0.1072558719080873,0,1,0
2015-02-01,belgium,0.1289467630791385,0,1,0
2015-03-01,belgium,0.0888140798408336,0,1,0
2015-04-01,belgium,0.0919177378871651,0,1,0
2015-05-01,belgium,0.0362763764447322,0,1,0
2015-06-01,belgium,-0.0131560266101935,0,1,0
2015-07-01,belgium,0.0179463743294476,0,1,0
2015-08-01,belgium,0.0261969697145438,0,1,0
2015-09-01,belgium,0.0691257196982313,0,1,0
2015-10-01,belgium,0.0891106070480809,0,1,0
2015-11-01,belgium,-0.0007485010131631,0,1,0
2015-12-01,belgium,-0.1259255419530731,0,1,0
2016-01-01,belgium,-0.0682324560046261,0,1,0
2016-02-01,belgium,-0.0760295441095983,0,1,0
2016-03-01,belgium,0.0093466325015967,0,1,0
2013-04-01,netherlands,-0.0358780096349171,0,1,0
2013-05-01,netherlands,0.0284637458565235,0,1,0
2013-06-01,netherlands,-0.0304247442829215,0,1,0
2013-07-01,netherlands,-0.0290739829764099,0,1,0
2013-08-01,netherlands,-0.0325107028163209,0,1,0
2013-09-01,netherlands,-0.0239303024693313,0,1,0
2013-10-01,netherlands,-0.0737087325079706,0,1,0
2013-11-01,netherlands,-0.0080197656261375,0,1,0
2013-12-01,netherlands,-0.0216675345191994,0,1,0
2014-01-01,netherlands,-0.0770123139896945,0,1,0
2014-02-01,netherlands,-0.1143624709346688,0,1,0
2014-03-01,netherlands,-0.1387656955630412,0,1,0
