model,timeframe,timestamp,treatment_country,prox,incl_vars,incl_countries,incl_years,stat,sign_level,impl_date,months_cor,split_date,n_train,n_test,r2_pre_log_diff_stand,r2_pre_log_diff,r2_pre_log,r2_pre,lasso_alpha,n_pars,lasso_pars,lasso_coefs,normal_errors,shapiro_p,att_mean,att_std,att_sign,att_p,att_log_diff_mean,att_log_diff_std,att_log_diff_sign,att_log_diff_p
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-24,2011-04-01,123,103,0.7085870073001166,0.5858013962036823,0.932362149355303,0.930578802494421,0.07999999999999993,15,"['austria brent', 'belgium co2', 'bulgaria co2', 'bulgaria gdp', 'bulgaria pop', 'croatia pop', 'czech_republic gdp', 'czech_republic pop', 'greece brent', 'italy co2', 'netherlands co2', 'netherlands pop', 'romania co2', 'romania pop', 'spain unempl']","[-0.003, 0.378, 0.033, 0.064, -0.004, -0.002, 0.017, -0.069, -0.018, 0.131, 0.211, -0.006, 0.04, 0.015, -0.109]",0,0.00010095965990331024,3731164333.248053,2507290525.0244603,1,1.2755892894549014e-21,0.023595963886987245,0.03353002625328632,1,1.9814400083017663e-08
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-21,2011-07-01,126,100,0.7058414067452644,0.5872146952649139,0.9390293450324644,0.9383615808887786,0.08699999999999992,12,"['austria brent', 'belgium co2', 'bulgaria co2', 'bulgaria gdp', 'czech_republic gdp', 'czech_republic pop', 'greece brent', 'italy co2', 'netherlands co2', 'romania co2', 'romania pop', 'spain unempl']","[-0.002, 0.408, 0.021, 0.063, 0.026, -0.065, -0.012, 0.138, 0.197, 0.014, 0.002, -0.094]",0,0.00011629473738139495,2936577441.0767007,2335422163.913312,1,7.308298569737657e-18,0.02167449963924628,0.032809261226395055,1,9.99778056313529e-08
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-18,2011-10-01,129,97,0.7294181097748916,0.6026829615679412,0.947000272273649,0.9467150271277778,0.07099999999999995,18,"['austria brent', 'belgium co2', 'belgium pop', 'bulgaria co2', 'bulgaria gdp', 'bulgaria ind_prod', 'croatia pop', 'czech_republic gdp', 'czech_republic pop', 'greece brent', 'italy co2', 'netherlands co2', 'netherlands pop', 'romania co2', 'romania pop', 'slovakia pop', 'slovakia unempl', 'spain unempl']","[-0.009, 0.405, -0.038, 0.042, 0.056, -0.001, -0.0, 0.042, -0.071, -0.023, 0.14, 0.21, -0.003, 0.006, 0.023, -0.027, -0.008, -0.079]",0,5.600956137641333e-05,2445655132.703614,2255737034.753912,1,6.322902568133196e-15,0.0214493787006198,0.033349026781318035,1,1.9061699543339656e-07
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-15,2012-01-01,132,94,0.7249642390939735,0.5844837970391643,0.9370455751622966,0.9383453970970964,0.07999999999999993,12,"['austria brent', 'belgium co2', 'bulgaria gdp', 'czech_republic gdp', 'czech_republic pop', 'greece brent', 'italy co2', 'italy unempl', 'netherlands co2', 'romania pop', 'slovakia pop', 'spain unempl']","[-0.004, 0.399, 0.054, 0.027, -0.037, -0.017, 0.159, -0.034, 0.22, 0.003, -0.011, -0.102]",0,4.2438943637534976e-05,1056660578.6143867,2156094916.7395787,1,3.988536051091607e-05,0.01896392712730994,0.033045521524012446,1,2.3175445011876235e-06
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-12,2012-04-01,135,91,0.7501788791950814,0.6333230365575243,0.9364861742395073,0.93805881039981,0.05599999999999996,18,"['austria brent', 'austria unempl', 'belgium co2', 'belgium pop', 'bulgaria gdp', 'bulgaria pop', 'czech_republic gdp', 'czech_republic pop', 'greece brent', 'italy co2', 'italy unempl', 'netherlands co2', 'netherlands pop', 'netherlands unempl', 'romania pop', 'slovakia pop', 'slovakia unempl', 'spain unempl']","[-0.009, -0.003, 0.473, -0.096, 0.053, -0.011, 0.017, -0.044, -0.013, 0.144, -0.006, 0.176, -0.017, -0.012, 0.031, -0.087, -0.028, -0.081]",0,1.4655504855909385e-05,1158471376.0038664,2211941015.332245,1,1.3057066701114803e-05,0.020783917974209164,0.03250337921016053,1,2.1872885266318505e-07
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-9,2012-07-01,138,88,0.7404800168022352,0.7001025378392286,0.9504642844227039,0.9498432473983235,0.05099999999999997,18,"['austria brent', 'belgium co2', 'belgium pop', 'bulgaria pop', 'croatia ind_prod', 'czech_republic pop', 'greece brent', 'hungary co2', 'italy co2', 'italy unempl', 'lithuania gdp', 'netherlands co2', 'netherlands pop', 'netherlands unempl', 'romania pop', 'slovakia pop', 'slovakia unempl', 'spain unempl']","[-0.011, 0.488, -0.152, -0.009, 0.015, -0.06, -0.034, -0.017, 0.092, -0.006, 0.102, 0.216, -0.068, -0.025, 0.034, -0.096, -0.037, -0.008]",0,0.00016512487491127104,2827299607.6668177,2454360337.2649775,1,4.395175139163752e-16,0.020442273987275123,0.032367674290498666,1,2.919319447555616e-07
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-6,2012-10-01,141,85,0.7289562234958222,0.7041554885937602,0.9515333913092139,0.9497692358248494,0.053999999999999965,16,"['austria brent', 'belgium co2', 'belgium pop', 'croatia ind_prod', 'czech_republic pop', 'greece brent', 'hungary co2', 'italy co2', 'lithuania co2', 'lithuania gdp', 'netherlands co2', 'netherlands pop', 'netherlands unempl', 'romania pop', 'slovakia pop', 'slovakia unempl']","[-0.009, 0.523, -0.152, 0.008, -0.064, -0.016, -0.029, 0.078, 0.042, 0.107, 0.172, -0.059, -0.024, 0.031, -0.091, -0.019]",0,0.0007525820401497185,3247280262.8515873,2412449274.795744,1,2.488749295323398e-19,0.02078531495042687,0.03143464287315396,1,9.776612763024474e-08
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,-3,2013-01-01,144,82,0.6625666365950077,0.6802185050998204,0.9308568214806744,0.9257575903927245,0.07499999999999994,9,"['belgium co2', 'belgium pop', 'czech_republic pop', 'hungary co2', 'lithuania co2', 'lithuania gdp', 'netherlands co2', 'netherlands pop', 'romania pop']","[0.545, -0.097, -0.112, -0.011, 0.095, 0.087, 0.122, -0.064, 0.003]",0,0.04028266295790672,4587479840.930593,2832940668.377341,1,1.1621427826004992e-23,0.021474971844906987,0.03111106734021533,1,3.2954982349964553e-08
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,0,2013-04-01,147,79,0.6460275103585128,0.6553047207292975,0.9219793214215516,0.918946188501918,0.09899999999999992,8,"['belgium co2', 'belgium pop', 'czech_republic pop', 'germany co2', 'lithuania co2', 'lithuania gdp', 'netherlands co2', 'netherlands pop']","[0.531, -0.066, -0.078, 0.0, 0.08, 0.074, 0.11, -0.036]",0,0.03723748400807381,5249048982.551253,2559925008.951806,1,7.69086986811294e-30,0.02311965587468301,0.03052123393040337,1,2.5290398557784544e-09
arco,m,"2023-10-17, 16:03",united_kingdom,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2013-04-01,3,2013-07-01,150,76,0.6900901090706484,0.705743213785896,0.9141338366417695,0.9047753719047309,0.05799999999999996,15,"['austria brent', 'belgium co2', 'belgium pop', 'czech_republic pop', 'czech_republic unempl', 'greece brent', 'hungary co2', 'italy co2', 'lithuania co2', 'lithuania gdp', 'netherlands co2', 'netherlands pop', 'netherlands unempl', 'romania pop', 'slovakia pop']","[-0.005, 0.504, -0.103, -0.104, 0.026, -0.008, -0.054, 0.039, 0.123, 0.096, 0.175, -0.077, -0.003, 0.013, -0.019]",0,0.04274960979819298,5218312327.9933605,2915773049.3094454,1,3.37147790834923e-26,0.020615496118016177,0.031523639065686414,1,1.2796411476095265e-07
