date,belgium brent,belgium co2,belgium gdp,belgium ind_prod,belgium infl,belgium pop,netherlands co2,netherlands gdp,netherlands ind_prod,netherlands infl,netherlands pop,spain co2,spain ind_prod,spain infl
2003-11-01,-0.0294743748701407,0.0258365106289666,0.0096328940233333,-0.0069999999999999,0.005,0.0003527732826853,-0.0147454690600312,0.0065867617366666,-0.065,-0.001,0.0002871029283681,0.0210010245515377,-0.006,-0.0039999999999999
2003-12-01,0.0362061404466205,0.0252890663827933,0.0123097534566666,0.034,-0.003,0.000352648877584,-0.0461698496504148,0.0078195656333333,0.023,-0.003,0.0002870205239382,0.0693228652267805,-0.006,-0.001
2004-01-01,0.0481350079871303,-0.0285493493990109,0.01498661289,-0.019,-0.012,0.0003525245601885,0.0036928694541593,0.00905236953,-0.003,0.011,0.0002869381667949,0.0015294565674182,0.001,-0.01
2004-02-01,-0.0135180687420954,-0.0490480226797664,0.0131961302633333,0.013,0.032,0.0003844305669638,-0.0277612397081661,0.0076242333633333,0.027,0.001,0.0001434382142342,0.0248878469868074,0.008,0.009
2004-03-01,0.0859576788171634,0.0595227827151347,0.0114056476366666,0.008,-0.018,0.0003842828368938,0.0609886617013515,0.0061960971966666,0.001,0.002,0.0001434176426649,0.1040586477334741,0.01,0.0059999999999999
2004-04-01,-0.0011901221279768,-0.0153308649050138,0.00961516501,0.024,0.005,0.0003841352203188,0.0104288202644973,0.00476796103,-0.01,-0.005,0.0001433970769966,0.0588279878704298,-0.002,0.0069999999999999
2004-05-01,0.1119774559616764,0.0384638421225211,0.00931695523,-0.016,-0.003,0.000383987717111,0.0531301106116046,0.0036766014833333,0.0139999999999999,-0.001,0.0002662543154023,0.0401046009772088,0.006,-0.0079999999999999
2004-06-01,-0.0657281202764656,-0.0008605119672822,0.0090187454499999,0.019,-0.004,0.0003838403271387,0.01952342449243,0.0025852419366666,0.0,-0.009,0.000266183442914,0.0268429343334553,0.002,-0.004
2004-07-01,0.0828811995027147,-0.0200655386085983,0.00872053567,0.024,-0.009,0.0003836930502707,0.0246673967854675,0.00149388239,-0.017,0.0029999999999999,0.0002661126081449,0.0288577552925062,0.001,-0.009
2004-08-01,0.1117763110788749,-0.0070494968497989,0.0070022577733333,-0.025,0.027,0.000383545886379,0.0258119433490335,0.0017226349566666,0.053,0.006,0.000347886592479,0.0095218247160779,-0.012,0.012
2004-09-01,0.010705245359063,0.0054185891426499,0.0052839798766666,0.022,-0.018,0.0003833988353321,0.0214844454330354,0.0019513875233333,0.006,0.006,0.0003477656094865,0.0415809628893875,0.0139999999999999,-0.003
2004-10-01,0.1417728016893811,-0.1061881416019936,0.00356570198,0.026,0.006,0.000383251896995,-0.0758602431858825,0.00218014009,-0.043,-0.007,0.0003476447106116,0.0262416659297137,-0.0069999999999999,0.008
2004-11-01,-0.1438583081804028,0.0325937724226363,0.0041313049966666,-0.009,-0.007,0.0004788584107231,0.0597330785257632,0.0025296209533333,-0.008,-0.005,0.0001226692837654,0.0836977618552765,0.006,-0.008
2004-12-01,-0.0849258704986084,0.0374087865740833,0.0046969080133333,0.002,-0.001,0.0004786292150917,0.0416907591488104,0.0028791018166666,0.026,-0.004,0.000122654237856,0.0791769066651646,-0.02,-0.003
2005-01-01,0.1168847647673283,-0.0420167137335276,0.00526251103,0.019,-0.01,0.0004784002387552,-0.0425224602213489,0.00322858268,-0.038,0.013,0.0001226391956414,0.1148162528850633,0.003,-0.009
2005-02-01,0.0215587858545722,0.0454602409287865,0.0055052582466666,-0.0279999999999999,0.034,0.0005100414519247,0.0355090216442413,0.004497288,0.035,0.003,8.175110879449221e-05,0.0801659504355534,0.004,0.012
2005-03-01,0.154904259365558,-0.0399924799705289,0.0057480054633333,0.004,-0.015,0.0005097814422505,-0.0164342833258395,0.00576599332,0.01,0.001,8.174442609742982e-05,0.0153081221868767,0.009,0.007
2005-04-01,-0.0232435687996503,-0.0200102580813528,0.00599075268,0.0069999999999999,-0.004,0.0005095216975377,-0.0147773830096191,0.00703469864,-0.012,-0.008,8.173774449460325e-05,0.0123397711534742,0.009,0.0049999999999999
2005-05-01,-0.0642815508162288,-0.0470251534848884,0.0053122752366666,-0.031,-0.001,0.0005092622173847,-0.0192002378725248,0.00916630663,0.004,-0.002,0.0002043151363757,0.0421160887081342,-0.006,-0.0119999999999999
2005-06-01,0.1107928049352042,-0.0282970698042461,0.0046337977933333,0.022,0.002,0.0005090030013832,-0.0109118353748556,0.0112979146199999,0.023,-0.002,0.0002042734002287,0.0474315224941221,0.004,0.001
2005-07-01,0.0566880998455729,-0.0300716091567458,0.00395532035,-0.011,-0.013,0.000508744049128,-0.0160532906064503,0.01342952261,-0.026,0.0,0.0002042316811277,0.0429838397083948,0.002,-0.009
2005-08-01,0.1064378211085808,-0.0244875091127525,0.0051936744466666,-0.006,0.028,0.000572027854286,-0.0233858195318958,0.01105485149,-0.004,0.007,0.0002246066840143,0.0322625630374489,0.005,0.011
2005-09-01,-0.0168654009394337,-0.0339396922297083,0.0064320285433333,0.027,-0.018,0.0005717008254819,-0.0122094439059097,0.0086801803699999,-0.033,0.004,0.0002245562471792,0.010818076984993,-0.003,0.001
2005-10-01,-0.0719948523181983,-0.1041473860120554,0.00767038264,-0.013,-0.001,0.0005713741703878,-0.0662789701605213,0.00630550925,0.0069999999999999,-0.008,0.0002245058329926,0.0156797547759488,-0.004,0.002
2005-11-01,-0.0580229527226485,-0.0043232218927506,0.0071631119033333,0.06,0.001,0.0005710478883642,-0.0099697610094651,0.00628346575,0.047,-0.003,0.000102031446179,0.0258663735756137,0.012,-0.006
2005-12-01,0.0289047776817623,-0.0207534649037022,0.0066558411666666,0.03,0.0,0.0005707219787751,-0.0013898667919356,0.00626142225,-0.008,-0.002,0.0001020210368274,0.0368157927741528,0.008,0.0
2006-01-01,0.1023838774109835,0.0739940535078922,0.00614857043,-0.046,-0.013,0.0005703964409811,0.0663814562418956,0.00623937875,0.002,0.007,0.0001020106295932,0.0292147522801364,0.0069999999999999,-0.007
2006-02-01,-0.0451375321574811,-0.016221018242529,0.0052821706166666,0.022,0.036,0.0005384091722966,-0.0221658215872189,0.0091496901766666,0.027,0.003,2.040087723997885e-05,0.0036516159507691,-0.002,0.006
2006-03-01,0.0302632075438777,0.0625533766193413,0.0044157708033333,-0.006,-0.024,0.000538119443842,0.0370071971076022,0.0120600016033333,0.024,0.003,2.0400461050229524e-05,-0.033973207400038,0.005,0.0059999999999999
2006-04-01,0.1241009878174468,-0.0006491548840585,0.00354937099,0.008,0.007,0.0005378300270457,0.0111130082055375,0.01497031303,-0.019,-0.003,2.0400044881796475e-05,-0.0379232396579141,-0.005,0.0069999999999999
2006-05-01,-0.0068552110790527,-0.0698748918687037,0.00530097664,0.015,-0.002,0.0005375409213854,-0.0773792899555232,0.0119740511766666,-0.024,-0.005,0.0001427886628242,-0.0161516168210731,0.012,-0.0099999999999999
2006-06-01,-0.0176381614691036,-0.0056015812881682,0.00705258229,0.001,-0.003,0.000537252126378,-0.0281776783764335,0.0089777893233333,0.0139999999999999,-0.003,0.0001427682771293,-0.0235451929154919,0.003,-0.002
2006-07-01,0.0718863864051977,0.0168627679337056,0.00880418794,-0.018,-0.012,0.0005369636415117,-0.0262890202182575,0.00598152747,-0.034,0.0,0.0001427478972608,-0.002659497747917,-0.002,-0.008
2006-08-01,-0.0059904876217435,-0.0083400665061326,0.00965416968,-0.0069999999999999,0.028,0.0005997948250211,-0.0227731380519564,0.0067360198733333,0.006,0.008,0.0002242769625979,-0.0354877994969413,-0.003,0.008
2006-09-01,-0.1671161575243109,-0.0037255652239949,0.01050415142,0.025,-0.022,0.0005994352868299,-0.0269888190550382,0.0074905122766666,-0.03,0.0,0.0002242266737226,0.002860999502495,0.0069999999999999,-0.004
2006-10-01,-0.0693272444542829,-0.0037990017321334,0.01135413316,0.021,0.002,0.0005990761794159,-0.0336901721098321,0.00824500468,0.01,-0.007,0.0002241764073893,-0.0281796507728664,-0.001,0.006
2006-11-01,0.0162995802112915,-0.073218485284574,0.0122940207633333,-0.008,0.005,0.0006302190219606,-0.0777072106010869,0.0093156610466666,0.046,0.002,0.0001222568618182,-0.0954952517513199,0.013,-0.002
2006-12-01,0.0612250901998026,-0.0748909962769346,0.0132339083666666,0.044,-0.001,0.0006298220960836,-0.0905069134001621,0.0103863174133333,0.013,-0.003,0.0001222419169053,-0.047943488656589,0.013,0.001
2007-01-01,-0.1516459488420523,-0.1503879361962141,0.01417379597,-0.009,-0.018,0.0006294256698744,-0.108219317620307,0.0114569737799999,-0.011,0.001,0.0001222269756482,-0.0340580447815099,-0.0069999999999999,-0.0099999999999999
2007-02-01,0.0697873893557403,-0.1212629984878077,0.0109718560066666,-0.002,0.041,0.0006604708453537,-0.0580179079645475,0.0093434717633333,0.009,0.008,0.0001833124565919,-0.0884532501406667,-0.005,0.008
2007-03-01,0.075112629631449,-0.0992743510179146,0.0077699160433333,0.004,-0.024,0.0006600349115188,-0.0761202798006017,0.0072299697466666,-0.0139999999999999,0.007,0.0001832788592999,0.0127107160467652,0.01,0.007
2007-04-01,0.0840389271046992,-0.0756133672516021,0.00456797608,-0.004,0.005,0.0006595995527725,-0.0637309085580568,0.00511646773,-0.01,-0.007,0.0001832452743109,0.0689422113109898,-0.015,0.0059999999999999
2007-05-01,-0.0041573927734406,0.0191035215248724,0.0056189449866666,0.026,-0.006,0.0006591647679705,0.0428818137937554,0.0071359848466666,0.015,-0.006,0.0002849814781313,0.037814865166311,0.021,-0.011
2007-06-01,0.0555618085612348,-0.0017459186916504,0.0066699138933333,0.002,0.002,0.0006587305559797,0.0250712884422412,0.0091555019633333,0.03,-0.005,0.0002849002868288,0.0487576169169194,-0.001,-0.001
2007-07-01,0.0795120629277343,-0.0321475965549815,0.0077208827999999,-0.013,-0.012,0.0006582969156703,0.0203638133806087,0.01117501908,-0.009,-0.003,0.0002848191417719,0.0184932152162531,-0.016,-0.009
2007-08-01,-0.0836020481792587,-0.0135299520314227,0.0064999321566666,0.0139999999999999,0.027,0.0005639097893812,0.0250768583313885,0.0119600915433333,0.0139999999999999,0.009,0.0003254082885781,0.0548461896214469,0.0,0.009
2007-09-01,0.0867169111779269,0.026706796553217,0.0052789815133333,0.006,-0.018,0.0005635919743376,0.0483230851349816,0.0127451640066666,0.013,0.0059999999999999,0.000325302432472,0.0243576566643923,0.004,0.001
2007-10-01,0.0648462358722472,0.1182543256543482,0.00405803087,0.036,0.007,0.0005632745173329,0.1332326771303194,0.01353023647,0.01,-0.0059999999999999,0.0003251966452104,0.0708021360777273,0.001,0.01
2007-11-01,0.1153781815581895,0.0598189869217016,0.00414512026,-0.0289999999999999,0.004,0.0005942235393554,0.0815750297228135,0.01011192899,0.033,0.001,0.0002641444275788,0.1602828607043847,-0.0069999999999999,-0.006
2007-12-01,-0.0161452181621273,0.0398898184771034,0.00423220965,0.026,-0.005,0.0005938706474246,0.0837288512455707,0.00669362151,-0.012,-0.007,0.0002640746737263,0.0955781001224593,-0.001,-0.0029999999999999
2008-01-01,0.0136532075545412,0.0309446173583651,0.00431929904,0.025,-0.017,0.0005935181743943,0.0093773042359366,0.00327531403,-0.045,0.005,0.0002640049567048,-0.0726867447281875,0.001,-0.01
2008-02-01,0.0300284356097284,0.0340089651251922,0.0030911555666666,-0.011,0.038,0.0007179983763272,0.0211789659880068,0.00382549879,0.0139999999999999,0.008,0.0003045345213408,-0.010212552538551,-0.001,0.007
2008-03-01,0.0871517327918178,0.019388674988118,0.0018630120933333,-0.001,-0.018,0.0007174832245127,0.0364215809193133,0.00437568355,0.011,0.004,0.0003044418083,-0.0568595155798732,-0.017,0.008
2008-04-01,0.0510665222467423,0.1156273596184291,0.00063486862,0.012,-0.0049999999999999,0.0007169688113997,0.0960919961625599,0.00492586831,0.054,-0.008,0.000304349151694,-0.0709875649017917,0.004,0.002
2008-05-01,0.1185671377723904,-0.0270885466811172,-0.0015244961,-0.023,0.007,0.0007787313303353,-0.0287182663076457,0.0028767521033333,-0.084,0.0,0.0004867660576799,-0.0836919648855492,-0.024,-0.004
2008-06-01,0.0746662155623392,0.0136957247160829,-0.00368386082,0.0,-0.002,0.0007781253796892,0.0037263619438796,0.0008276358966666,0.0139999999999999,-0.007,0.0004865292317575,-0.1129103684342567,-0.0289999999999999,-0.0009999999999999
2008-07-01,0.0030184146068084,0.040929865250785,-0.00584322554,0.03,-0.016,0.0007775203713293,0.0116129763836205,-0.00122148031,0.001,0.002,0.0004862926361717,-0.0899017528059076,0.012,-0.011
2008-08-01,-0.1587321856384909,0.0247894367391126,-0.0111249284966666,-0.025,0.02,0.0007458512372586,0.0044594383653624,-0.0030141228166666,-0.015,0.002,0.0005063034891215,-0.0842701030328036,-0.024,0.003
2008-09-01,-0.1524301544221327,0.0458882567575997,-0.0164066314533333,0.002,-0.012,0.0007452953577704,0.0101307149789953,-0.0048067653233333,0.0289999999999999,0.004,0.0005060472756142,-0.0792977919774458,-0.006,0.001
2008-10-01,-0.3062636004836863,0.0143155067035181,-0.02168833441,-0.02,-0.001,0.0007447403062528,-0.0090911513693043,-0.00659940783,0.003,-0.007,0.000505791321288,-0.0852441440233029,-0.063,0.004
2008-11-01,-0.3109553704955732,-0.0332210851433494,-0.0177030693733333,-0.051,-0.0049999999999999,0.0004651811964606,-0.0196947632701558,-0.0163784078633333,-0.052,-0.002,0.0003437920294331,-0.0980949024419572,-0.021,-0.007
2008-12-01,-0.2722316626300225,0.0190808115961331,-0.0137178043366666,-0.006,0.0059999999999999,0.0004649649035286,0.0118316723000866,-0.0261574078966666,-0.039,-0.004,0.0003436738770901,-0.116210706305921,-0.054,-0.001
2009-01-01,0.0837520034133962,0.0541859891144049,-0.0097325393,-0.055,-0.018,0.0004647488116376,0.101417724847284,-0.03593640793,0.027,0.008,0.0003435558059372,-0.0435556411642501,-0.008,-0.008
2009-02-01,-0.00276625349289,-0.0421354558332822,-0.0063289834366666,-0.006,0.0419999999999999,0.000743149128489,0.0088670531790064,-0.0239492433566666,-0.039,0.01,0.0003636363676449,-0.1068075090165869,-0.004,0.013
2009-03-01,0.0716977357413557,-0.0712742685616056,-0.0029254275733333,-0.021,-0.0289999999999999,0.0007425972679477,-0.0270938085711023,-0.0119620787833333,-0.02,0.002,0.0003635041842997,-0.1011054650888567,-0.025,0.002
2009-04-01,0.0753043830641306,-0.1699064830509833,0.00047812829,-0.001,0.009,0.0007420462264278,-0.1180259144688626,2.508579e-05,-0.037,-0.009,0.0003633720970199,-0.0868208030142518,0.008,0.008
2009-05-01,0.1326840827824176,-0.0283323899089644,0.00453135034,0.1169999999999999,-0.004,0.0006797256641846,-0.003881267928147,0.0013524168866666,0.053,-0.002,0.0005246378101695,-0.1029606499895763,-0.006,-0.01
2009-06-01,0.1801376729821058,-0.0617180710397349,0.00858457239,-0.092,0.0,0.000679263951028,-0.025640676083384,0.0026797479833333,0.01,-0.005,0.0005243627096582,-0.0764950383226654,0.011,0.005
2009-07-01,-0.0627037383940258,-0.0525035685674204,0.01263779444,-0.006,-0.015,0.0006788028646944,-0.0247336801670812,0.00400707908,0.02,-0.012,0.000524087897503,-0.084053343424312,0.011,-0.013
2009-08-01,0.1179899250747276,-0.0266799194169884,0.01109949783,0.05,0.037,0.0007708079990678,-0.0154350048172879,0.00467914759,-0.009,0.018,0.000543954562989,-0.0930822279798242,0.006,0.012
2009-09-01,-0.0693771287667042,-0.0965255354651368,0.00956120122,-0.018,-0.025,0.0007702143116894,-0.0453239182853266,0.0053512161,-0.005,0.004,0.0005436588372766,-0.0976937178729784,0.0069999999999999,-0.006
2009-10-01,0.0729564277421976,-0.0619103487126508,0.00802290461,0.008,0.004,0.0007696215381329,-0.0251824933691757,0.00602328461,0.019,-0.003,0.0005433634329357,-0.1023876060612956,-0.003,0.009
2009-11-01,0.0520762775934136,-0.1025566755952738,0.0070756648833333,0.019,0.002,0.0007382798415811,-0.0708072672532829,0.0033859944266666,-0.003,-0.005,0.0003419663095911,-0.1817269881604204,-0.005,-0.0019999999999999
2009-12-01,-0.0291179915078378,-0.0415939658785653,0.0061284251566666,-0.012,0.0,0.00073773518654,-0.0045093766086523,0.0007487042433333,0.011,-0.0049999999999999,0.0003418494086133,-0.1077035458542212,-0.0069999999999999,-0.005
2010-01-01,0.0227056159401257,0.086245042614216,0.00518118543,0.035,-0.016,0.0007371913345295,0.0424597931550962,-0.0018885859399999,0.043,0.0039999999999999,0.0003417325875254,-0.0735195348520001,-0.009,-0.015
2010-02-01,-0.032286689164767,0.1016136763254742,0.0067386377566666,0.016,0.037,0.0007980111531189,0.0535077182103513,0.0002041114033333,-0.012,0.012,0.0003215240266456,-0.0259831852018415,0.0,0.013
2010-03-01,0.0666126398518871,0.0680892963627499,0.0082960900833333,-0.003,-0.018,0.0007973748390703,0.0251298332149971,0.0022968087466666,0.016,0.0059999999999999,0.0003214206821695,-0.0333252901434022,0.02,0.026
2010-04-01,0.0732377289746279,0.136824215520054,0.00985354241,-0.005,-0.001,0.0007967395389734,0.1030599986145226,0.00438950609,-0.001,-0.012,0.0003213174041079,-0.0965669978135217,0.006,-0.017
2010-05-01,-0.1104561350046626,0.1668162555044929,0.0079595257433333,0.024,-0.001,0.0008267120298164,0.1267654424115534,0.0043990432733333,0.048,-0.004,0.0005018518438006,-0.0485921896437808,-0.004,-0.0069999999999999
2010-06-01,-0.0157922464544197,0.0665755049985286,0.0060655090766666,0.009,-0.003,0.0008260291415496,0.0507129726332564,0.0044085804566666,-0.061,-0.0059999999999999,0.0005016001148483,-0.0587748222250041,0.004,0.001
2010-07-01,0.010908715333981,0.0648217226680571,0.00417149241,0.004,-0.018,0.0008253473805233,0.0545660901646556,0.00441811764,-0.0139999999999999,0.0009999999999999,0.0005013486383091,-0.0389756520582764,-0.009,-0.012
2010-08-01,0.019133069568527,0.0416234355230287,0.0044651152166666,-0.018,0.038,0.0007941356556599,0.0497645250569114,0.0067059207,0.024,0.007,0.0004810583375984,-0.0289128936281564,-0.006,0.013
2010-09-01,0.0103306703878791,0.0584725806295765,0.0047587380233333,0.017,-0.019,0.0007935055046175,0.0519656724119563,0.0089937237599999,-0.012,0.007,0.000480827031744,-0.006751412519435,0.0,0.007
2010-10-01,0.0602013413868345,0.0447514857596615,0.00505236083,0.0279999999999999,0.0,0.0007928763528326,0.0197737365018362,0.01128152682,0.027,-0.006,0.0004805959482148,-0.0420750255394928,0.005,-0.005
2010-11-01,0.0310831811529501,0.1118675465195551,0.0049728064566666,0.011,0.0,0.0021315477010865,0.0967208482716976,0.0094448598233333,0.011,-0.004,0.0003002552191908,0.0306153924916188,0.02,-0.001
2010-12-01,0.0698524144193406,0.1044239090609124,0.0048932520833333,-0.027,0.005,0.0021270138678559,0.0796807403804145,0.0076081928266666,0.003,-0.001,0.0003001650930514,-0.0240623784212097,-0.02,0.003
2011-01-01,0.0539578659199566,-0.0996882665338994,0.00481369771,0.02,-0.019,0.0021224992807518,-0.0777729147105574,0.00577152583,-0.015,0.001,0.0003000750210091,0.0750213642242734,0.005,-0.019
2011-02-01,0.071944719913632,-0.0714265513355201,0.0038997651333333,0.019,0.037,0.0006964104864124,-0.0567190136758171,0.0035496698533333,0.009,0.012,0.0002999850029965,0.0639341427371604,0.003,0.014
2011-03-01,0.100101822849453,-0.0484933404412046,0.0029858325566666,0.025,-0.021,0.0006959258363465,-0.0008259970295689,0.0013278138766666,-0.006,0.0039999999999999,0.0002998950389851,0.0942940336107476,-0.0069999999999999,0.023
2011-04-01,0.0724991620141803,-0.149772385051488,0.00207189998,-0.024,0.0,0.0006954418603655,-0.0946439399882734,-0.0008940421,-0.033,-0.0079999999999999,0.0002998051289146,0.0274007655915617,-0.006,-0.015
2011-05-01,-0.0694507774735235,-0.1148437559147552,0.0023360682299999,-0.005,-0.001,0.0008157716291954,-0.0988383581261871,-0.0005947454366666,0.0139999999999999,-0.005,0.0004595266955966,0.0398173201583809,-0.009,-0.01
2011-06-01,-0.0101390607234481,-0.0481257253971918,0.00260023648,-0.02,0.001,0.0008151066882504,-0.0355943206604081,-0.0002954487733333,-0.008,-0.007,0.0004593156278041,0.0196866887644979,0.002,-0.001
