date,spain brent,spain co2,spain ind_prod,spain infl,spain unempl
2001-01-01,-0.001560062718902,-0.1312609274532974,-0.022,-0.0099999999999999,-0.0363676441708746
2001-02-01,0.0708127082039373,-0.0413893315648081,-0.004,0.0069999999999999,-0.0093023926623136
2001-03-01,-0.1155128871218442,-0.1104522219417631,-0.006,0.008,-0.0188684843043827
2001-04-01,0.0462602416368089,-0.0789217437658464,-0.0069999999999999,0.001,-0.0095694510161505
2001-05-01,0.0982817399363176,0.0148809598417578,0.012,-0.005,0.0190481949706944
2001-06-01,-0.0163821327505151,0.0251248131366708,0.003,-0.001,-0.0094787439545438
2001-07-01,-0.1236801019703284,0.031074345501409,-0.012,-0.0099999999999999,0.0
2001-08-01,0.042559614418796,0.0286615005123529,0.027,0.008,0.0094787439545438
2001-09-01,-0.0023391823531722,0.0039106338275338,-0.017,0.004,-0.0094787439545438
2001-10-01,-0.2209990919681761,0.0224421420677103,-0.009,-0.001,0.0
2001-11-01,-0.0885173346645085,0.0568281957842344,-0.016,-0.001,0.0094787439545438
2001-12-01,-0.0047987295499054,0.1804446839239943,0.0,0.0,0.0093897403498388
2002-01-01,0.0372453225771804,0.1675178596038762,0.009,-0.005,0.0367013668504281
2002-02-01,0.0433317158598036,0.1223658727168128,0.006,0.003,0.0354019270509158
2002-03-01,0.1558398694181031,0.1650864820317075,-0.002,0.008,-0.0264332570681555
2002-04-01,0.0821825781525671,0.1304232460863659,0.0069999999999999,0.0049999999999999,0.0
2002-05-01,-0.0148788962564605,0.0757146525530814,-0.008,-0.011,0.0
2002-06-01,-0.0513971095965719,0.0381933038924238,0.001,-0.003,0.017699577099401
2002-07-01,0.0666645817273603,0.0326907299477099,0.004,-0.0069999999999999,0.0259754864032606
2002-08-01,0.0347429484438728,0.0222555340559438,0.008,0.0099999999999999,0.0085106896679088
2002-09-01,0.0635999945553069,0.0320190999521017,0.002,0.0,-0.0085106896679088
2002-10-01,-0.0307496518666514,0.0286280766219633,0.006,0.006,-0.0085837436913913
2002-11-01,-0.1235184057411276,-0.0281725553182923,-0.004,-0.007,0.0
2002-12-01,0.151800226283044,-0.1097410263029949,-0.006,0.001,0.0
2003-01-01,0.0958555497872053,-0.0216600113724361,0.0069999999999999,-0.007,0.0085837436913913
2003-02-01,0.0497365990810925,0.0440447080348853,0.004,0.006,0.0
2003-03-01,-0.0681867097534021,-0.0145117389209126,-0.002,0.006,-0.0085837436913913
2003-04-01,-0.2024509280891204,-0.0126550252904884,0.001,0.0,-0.0173917427118692
2003-05-01,0.0338215484755108,0.015007108726273,-0.0069999999999999,-0.009,-0.0088106296821548
2003-06-01,0.0669283546246322,0.0452573340531046,0.003,0.002,0.0175443096509093
2003-07-01,0.0250013022054176,0.0526186029262873,0.002,-0.007,0.0086580627431147
2003-08-01,0.0528969461220851,0.0777025785444358,0.002,0.011,-0.0086580627431147
2003-09-01,-0.0976213127852725,0.0367940789777456,-0.006,-0.003,0.0
2003-10-01,0.0882094786029261,0.047392662258332,0.015,0.0049999999999999,-0.0087336799687545
2003-11-01,-0.0294743748701407,0.0210010245515377,-0.006,-0.0039999999999999,-0.0088106296821548
2003-12-01,0.0362061404466205,0.0693228652267805,-0.006,-0.001,0.0088106296821548
2004-01-01,0.0481350079871303,0.0015294565674182,0.001,-0.01,-0.0088106296821548
2004-02-01,-0.0135180687420954,0.0248878469868074,0.008,0.009,-0.0088889474172462
2004-03-01,0.0859576788171634,0.1040586477334741,0.01,0.0059999999999999,-0.0089686699827602
2004-04-01,-0.0011901221279768,0.0588279878704298,-0.002,0.0069999999999999,0.0089686699827602
2004-05-01,0.1119774559616764,0.0401046009772088,0.006,-0.0079999999999999,0.0
2004-06-01,-0.0657281202764656,0.0268429343334553,0.002,-0.004,0.0
2004-07-01,0.0828811995027147,0.0288577552925062,0.001,-0.009,-0.018018505502678
2004-08-01,0.1117763110788749,0.0095218247160779,-0.012,0.012,0.0
2004-09-01,0.010705245359063,0.0415809628893875,0.0139999999999999,-0.003,-0.0091324835632726
2004-10-01,0.1417728016893811,0.0262416659297137,-0.0069999999999999,0.008,-0.0185190477672376
2004-11-01,-0.1438583081804028,0.0836977618552765,0.006,-0.008,-0.0093897403498388
2004-12-01,-0.0849258704986084,0.0791769066651646,-0.02,-0.003,-0.0287101058824315
2005-01-01,0.1168847647673283,0.1148162528850633,0.003,-0.009,-0.0196084713883761
2005-02-01,0.0215587858545722,0.0801659504355534,0.004,0.012,-0.0200006667066694
2005-03-01,0.154904259365558,0.0153081221868767,0.009,0.007,-0.0204088716312074
2005-04-01,-0.0232435687996503,0.0123397711534742,0.009,0.0049999999999999,0.0
2005-05-01,-0.0642815508162288,0.0421160887081342,-0.006,-0.0119999999999999,-0.0314161962333785
2005-06-01,0.1107928049352042,0.0474315224941221,0.004,0.001,-0.032435275753154
2005-07-01,0.0566880998455729,0.0429838397083948,0.002,-0.009,-0.0335226920386433
2005-08-01,0.1064378211085808,0.0322625630374489,0.005,0.011,-0.022989518224699
2005-09-01,-0.0168654009394337,0.010818076984993,-0.003,0.001,-0.0116960397631911
2005-10-01,-0.0719948523181983,0.0156797547759488,-0.004,0.002,0.0116960397631911
2005-11-01,-0.0580229527226485,0.0258663735756137,0.012,-0.006,0.0115608224010759
2005-12-01,0.0289047776817623,0.0368157927741528,0.008,0.0,0.0114286958236231
2006-01-01,0.1023838774109835,0.0292147522801364,0.0069999999999999,-0.007,0.0
2006-02-01,-0.0451375321574811,0.0036516159507691,-0.002,0.006,-0.0114286958236231
2006-03-01,0.0302632075438777,-0.033973207400038,0.005,0.0059999999999999,0.0
2006-04-01,0.1241009878174468,-0.0379232396579141,-0.005,0.0069999999999999,-0.0115608224010759
2006-05-01,-0.0068552110790527,-0.0161516168210731,0.012,-0.0099999999999999,-0.0116960397631911
2006-06-01,-0.0176381614691036,-0.0235451929154919,0.003,-0.002,-0.0118344576470028
2006-07-01,0.0718863864051977,-0.002659497747917,-0.002,-0.008,-0.0119761910467155
2006-08-01,-0.0059904876217435,-0.0354877994969413,-0.003,0.008,0.0
2006-09-01,-0.1671161575243109,0.002860999502495,0.0069999999999999,-0.004,-0.0121213605323449
2006-10-01,-0.0693272444542829,-0.0281796507728664,-0.001,0.006,0.0
2006-11-01,0.0162995802112915,-0.0954952517513199,0.013,-0.002,0.0121213605323449
2006-12-01,0.0612250901998026,-0.047943488656589,0.013,0.001,0.0
2007-01-01,-0.1516459488420523,-0.0340580447815099,-0.0069999999999999,-0.0099999999999999,0.0
2007-02-01,0.0697873893557403,-0.0884532501406667,-0.005,0.008,-0.0121213605323449
2007-03-01,0.075112629631449,0.0127107160467652,0.01,0.007,-0.0122700925918142
2007-04-01,0.0840389271046992,0.0689422113109898,-0.015,0.0059999999999999,-0.0124225199985574
2007-05-01,-0.0041573927734406,0.037814865166311,0.021,-0.011,-0.0125787822068601
2007-06-01,0.0555618085612348,0.0487576169169194,-0.001,-0.001,0.0125787822068601
2007-07-01,0.0795120629277343,0.0184932152162531,-0.016,-0.009,0.0124225199985574
2007-08-01,-0.0836020481792587,0.0548461896214469,0.0,0.009,0.0243914531241591
2007-09-01,0.0867169111779269,0.0243576566643923,0.004,0.001,0.0
2007-10-01,0.0648462358722472,0.0708021360777273,0.001,0.01,0.0119761910467155
2007-11-01,0.1153781815581895,0.1602828607043847,-0.0069999999999999,-0.006,0.0235304974101939
2007-12-01,-0.0161452181621273,0.0955781001224593,-0.001,-0.0029999999999999,0.022989518224699
2008-01-01,0.0136532075545412,-0.0726867447281875,0.001,-0.01,0.0335226920386433
2008-02-01,0.0300284356097284,-0.010212552538551,-0.001,0.007,0.021739986636406
2008-03-01,0.0871517327918178,-0.0568595155798732,-0.017,0.008,0.0212773984472849
2008-04-01,0.0510665222467423,-0.0709875649017917,0.004,0.002,0.0512932943875505
2008-05-01,0.1185671377723904,-0.0836919648855492,-0.024,-0.004,0.0392207131532811
2008-06-01,0.0746662155623392,-0.1129103684342567,-0.0289999999999999,-0.0009999999999999,0.0377403279828469
2008-07-01,0.0030184146068084,-0.0899017528059076,0.012,-0.011,0.0273989741881144
2008-08-01,-0.1587321856384909,-0.0842701030328036,-0.024,0.003,0.0354019270509158
2008-09-01,-0.1524301544221327,-0.0792977919774458,-0.006,0.001,0.042559614418796
2008-10-01,-0.3062636004836863,-0.0852441440233029,-0.063,0.004,0.0723206615796261
2008-11-01,-0.3109553704955732,-0.0980949024419572,-0.021,-0.007,0.0674412807955326
2008-12-01,-0.2722316626300225,-0.116210706305921,-0.054,-0.001,0.0699585886069102
2009-01-01,0.0837520034133962,-0.0435556411642501,-0.008,-0.008,0.0716919284561163
2009-02-01,-0.00276625349289,-0.1068075090165869,-0.004,0.013,0.0550597771830274
2009-03-01,0.0716977357413557,-0.1011054650888567,-0.025,0.002,0.0408219945202552
2009-04-01,0.0753043830641306,-0.0868208030142518,0.008,0.008,0.016997576368571
2009-05-01,0.1326840827824176,-0.1029606499895763,-0.006,-0.01,0.0056022555486696
2009-06-01,0.1801376729821058,-0.0764950383226654,0.011,0.005,0.0
2009-07-01,-0.0627037383940258,-0.084053343424312,0.011,-0.013,0.0055710450494554
2009-08-01,0.1179899250747276,-0.0930822279798242,0.006,0.012,0.0110498361865849
2009-09-01,-0.0693771287667042,-0.0976937178729784,0.0069999999999999,-0.006,0.0109290705321902
2009-10-01,0.0729564277421976,-0.1023876060612956,-0.003,0.009,0.0108109161042158
2009-11-01,0.0520762775934136,-0.1817269881604204,-0.005,-0.0019999999999999,0.0053619431413851
2009-12-01,-0.0291179915078378,-0.1077035458542212,-0.0069999999999999,-0.005,0.0106383982050557
2010-01-01,0.0227056159401257,-0.0735195348520001,-0.009,-0.015,0.0105264129869877
2010-02-01,-0.032286689164767,-0.0259831852018415,0.0,0.013,0.0052219439811513
2010-03-01,0.0666126398518871,-0.0333252901434022,0.02,0.026,0.0103627870355464
2010-04-01,0.0732377289746279,-0.0965669978135217,0.006,-0.017,0.0204088716312071
2010-05-01,-0.1104561350046626,-0.0485921896437808,-0.004,-0.0069999999999999,0.0100503358535015
2010-06-01,-0.0157922464544197,-0.0587748222250041,0.004,0.001,0.0049875415110389
2010-07-01,0.010908715333981,-0.0389756520582764,-0.009,-0.012,-0.0100000833345834
2010-08-01,0.019133069568527,-0.0289128936281564,-0.006,0.013,0.0050125418235444
2010-09-01,0.0103306703878791,-0.006751412519435,0.0,0.007,0.0049875415110389
2010-10-01,0.0602013413868345,-0.0420750255394928,0.005,-0.005,0.0
2010-11-01,0.0310831811529501,0.0306153924916188,0.02,-0.001,0.0049627893421289
2010-12-01,0.0698524144193406,-0.0240623784212097,-0.02,0.003,0.0098522964430116
2011-01-01,0.0539578659199566,0.0750213642242734,0.005,-0.019,0.0
2011-02-01,0.071944719913632,0.0639341427371604,0.003,0.014,0.0048899852941919
2011-03-01,0.100101822849453,0.0942940336107476,-0.0069999999999999,0.023,0.0048661896511728
2011-04-01,0.0724991620141803,0.0274007655915617,-0.006,-0.015,0.0
2011-05-01,-0.0694507774735235,0.0398173201583809,-0.009,-0.01,0.0048426244757879
2011-06-01,-0.0101390607234481,0.0196866887644979,0.002,-0.001,0.0143887374520996
2011-07-01,0.0272113843254908,-0.0069602498002367,0.001,-0.01,0.0188684843043827
2011-08-01,-0.0594391232075262,0.0026634250927131,-0.004,0.012,0.0139213385186081
2011-09-01,0.0234038926952653,-0.0346868165700797,-0.01,0.012,0.0182653479772934
2011-10-01,-0.0295011951088799,-0.0095577492104439,-0.0139999999999999,-0.008,0.0134833503372868
2011-11-01,0.0110749134873664,0.0015357764040437,-0.004,-0.002,0.0088889474172462
2011-12-01,-0.0265291811415036,0.0354004087620296,0.01,-0.002,0.0131870042819535
2012-01-01,0.0258067030101942,-0.0454691831974791,-0.016,-0.017,0.017316450011461
2012-02-01,0.075159262984032,0.04092392325553,-0.013,0.017,0.0127933514599094
2012-03-01,0.0500145084308671,-0.0767691031634427,-0.016,0.022,0.0126317469059005
2012-04-01,-0.0465010365214064,0.0117547985021992,-0.009,-0.011,0.0124741742251757
2012-05-01,-0.0818397284467407,-0.0302422928548722,0.005,-0.013,0.0163938097756766
2012-06-01,-0.1480068224095276,0.0094491077737863,0.0,0.0,0.0040568006956143
2012-07-01,0.0754731600790625,-0.0066290621310436,-0.006,-0.006,0.0120725812342692
2012-08-01,0.0995357498686058,0.004914810377862,0.016,0.013,0.0079681696491769
2012-09-01,-0.0044204828414313,-0.0162455682135451,-0.0279999999999999,0.0139999999999999,0.0079051795071132
2012-10-01,-0.010241884958237,0.0166183263736954,0.003,-0.0139999999999999,0.0117418178766832
2012-11-01,-0.0240080380848413,-0.0264515444411053,-0.023,-0.007,0.0077519768043179
2012-12-01,0.0039350313874182,-0.0532857818770793,0.004,0.002,0.00385356931599
2013-01-01,0.0312005528595982,-0.0948614846814663,0.006,-0.018,0.0076628727455689
2013-02-01,0.0269873589755142,-0.1445101635189765,-0.003,0.019,0.0076045993852194
2013-03-01,-0.0675474956683199,-0.0707400202410255,0.0069999999999999,0.018,0.0
2013-04-01,-0.0590528421292146,-0.0785228982812569,-0.009,-0.018,-0.0037950709685516
2013-05-01,0.0030271982494483,-0.0782493476838155,0.005,0.0,-0.0038095284166677
2013-06-01,0.0035039942411838,-0.1300591062439906,0.0069999999999999,0.0,-0.0038240964384033
2013-07-01,0.0475308814237118,-0.0985956581305558,-0.001,-0.012,0.0
2013-08-01,0.0305666787779319,-0.1028163865866815,0.0069999999999999,0.013,0.0
2013-09-01,0.0028715023320229,-0.0786935530788568,-0.002,0.006,-0.0038387763071656
2013-10-01,-0.0228394919698224,-0.0940208200090566,-0.006,-0.008,0.0
2013-11-01,-0.0118966681838506,-0.0644031117456691,0.0069999999999999,0.0,-0.00385356931599
2013-12-01,0.0271808085092235,-0.0273653393652431,0.003,0.0,-0.0116506172199752
2014-01-01,-0.024123976894514,-0.0129711461303614,0.001,-0.019,-0.0039138993211362
2014-02-01,0.0071883085306678,-0.0370485699224261,0.005,0.018,-0.0078740564309061
2014-03-01,-0.013125246191624,-0.0296777828949643,-0.006,0.017,-0.0079365495957361
2014-04-01,0.0026017483548184,-0.0760357611043822,0.01,-0.01,-0.0120241929668016
2014-05-01,0.0163832472534659,-0.0124066637236666,-0.005,-0.006,-0.0080972102326193
2014-06-01,0.0204217813654237,0.029021124414541,-0.005,0.0,-0.0122700925918144
2014-07-01,-0.0460345725307878,0.0102978966256941,-0.001,-0.015,0.0
2014-08-01,-0.0495350326924208,0.0123598929438202,0.004,0.016,-0.0082645098498934
2014-09-01,-0.0455035721157361,0.0271778055870086,0.004,0.009,-0.0041580101486637
2014-10-01,-0.1047999101892545,0.0034019332330537,-0.005,-0.009,-0.0041753714104806
2014-11-01,-0.0958364534558819,-0.0241332519387,-0.004,-0.003,-0.0041928782600357
2014-12-01,-0.2423987453977263,0.0168468930916816,0.003,-0.0049999999999999,-0.0042105325363437
2015-01-01,-0.2664148052548443,0.080513260822169,0.005,-0.015,-0.0127390257774298
2015-02-01,0.1959771947735191,0.0571679534429385,0.012,0.023,-0.0085837436913913
2015-03-01,-0.0387801905762588,0.0194418130737084,0.0069999999999999,0.019,-0.0130153681120703
2015-04-01,0.0629269172432298,0.0724678814008612,0.005,-0.013,-0.0087719860728368
2015-05-01,0.0738199122352671,0.0248492556845327,0.008,-0.0029999999999999,-0.0088496152769825
2015-06-01,-0.0414203840897089,0.0565335853446207,0.004,-0.002,-0.0134230203321406
2015-07-01,-0.0834098970820775,0.0989179751765796,0.0069999999999999,-0.017,-0.0136056520557787
