date,pop
2000-01-01,
2000-02-01,0.0005665900872422469
2000-03-01,0.0005662692446897211
2000-04-01,0.0005659487653026929
2000-05-01,0.0006912804674321649
2000-06-01,0.0006908029288439366
2000-07-01,0.0006903260495683128
2000-08-01,0.0007316436176907359
2000-09-01,0.0007311087066490529
2000-10-01,0.0007305745771901684
2000-11-01,0.0005840756126751501
2000-12-01,0.0005837346674795185
2001-01-01,0.0005833941200990012
2001-02-01,0.0005206001596107512
2001-03-01,0.000520329276096021
2001-04-01,0.0005200586743399072
2001-05-01,0.0006652806898195252
2001-06-01,0.0006648383856600049
2001-07-01,0.0006643966692365666
2001-08-01,0.0007054381270634735
2001-09-01,0.0007049408348969166
2001-10-01,0.000704444243364577
2001-11-01,0.00047625457742483945
2001-12-01,0.00047602786696643307
2002-01-01,0.00047580137225011754
2002-02-01,0.00037220844102137107
2002-03-01,0.00037206995344263305
2002-04-01,0.00037193156887838086
2002-05-01,0.000495693671467734
2002-06-01,0.0004954480809864492
2002-07-01,0.000495202733734601
2002-08-01,0.0005155755483912117
2002-09-01,0.00051530986721815
2002-10-01,0.0005150444597212811
2002-11-01,0.00035007877129800136
2002-12-01,0.00034995625903988525
2003-01-01,0.0003498338325016448
2003-02-01,0.0002880065849986124
2003-03-01,0.00028792366108731926
2003-04-01,0.0002878407849138398
2003-05-01,0.0003699593086956554
2003-06-01,0.00036982248942152296
2003-07-01,0.0003696857713073598
2003-08-01,0.0003900756590944354
2003-09-01,0.0003899235593998185
2003-10-01,0.0003897715782805733
2003-11-01,0.00028710292836819917
2003-12-01,0.00028702052393825284
2004-01-01,0.00028693816679492556
2004-02-01,0.0001434382142342372
2004-03-01,0.0001434176426649003
2004-04-01,0.00014339707699662085
2004-05-01,0.0002662543154023922
2004-06-01,0.0002661834429140697
2004-07-01,0.00026611260814490834
2004-08-01,0.00034788659247908527
2004-09-01,0.0003477656094865722
2004-10-01,0.0003476447106116609
2004-11-01,0.00012266928376547526
2004-12-01,0.000122654237856068
2005-01-01,0.00012263919564148296
2005-02-01,8.175110879449221e-05
2005-03-01,8.174442609742982e-05
2005-04-01,8.173774449460325e-05
2005-05-01,0.0002043151363757545
2005-06-01,0.0002042734002287716
2005-07-01,0.00020423168112770895
2005-08-01,0.00022460668401436124
2005-09-01,0.0002245562471792084
2005-10-01,0.0002245058329926053
2005-11-01,0.00010203144617904059
2005-12-01,0.00010202103682743768
2006-01-01,0.00010201062959325213
2006-02-01,2.0400877239978854e-05
2006-03-01,2.0400461050229524e-05
2006-04-01,2.0400044881796475e-05
2006-05-01,0.00014278866282424474
2006-06-01,0.00014276827712933482
2006-07-01,0.00014274789726087533
2006-08-01,0.00022427696259796903
2006-09-01,0.0002242266737226828
2006-10-01,0.00022417640738936484
2006-11-01,0.00012225686181821516
2006-12-01,0.00012224191690535235
2007-01-01,0.00012222697564823193
2007-02-01,0.00018331245659197748
2007-03-01,0.00018327885929991794
2007-04-01,0.00018324527431090587
2007-05-01,0.0002849814781313853
2007-06-01,0.0002849002868288153
2007-07-01,0.00028481914177191925
2007-08-01,0.0003254082885781884
2007-09-01,0.00032530243247208546
2007-10-01,0.0003251966452104682
2007-11-01,0.0002641444275788274
2007-12-01,0.0002640746737263555
2008-01-01,0.00026400495670486634
2008-02-01,0.0003045345213408268
2008-03-01,0.00030444180830002665
2008-04-01,0.0003043491516940833
2008-05-01,0.00048676605767994374
2008-06-01,0.0004865292317575154
2008-07-01,0.0004862926361717257
2008-08-01,0.0005063034891215068
2008-09-01,0.0005060472756142076
2008-10-01,0.0005057913212880294
2008-11-01,0.00034379202943313203
2008-12-01,0.00034367387709011155
2009-01-01,0.00034355580593725676
2009-02-01,0.000363636367644915
2009-03-01,0.0003635041842997566
2009-04-01,0.0003633720970199761
2009-05-01,0.000524637810169537
2009-06-01,0.000524362709658277
2009-07-01,0.0005240878975030228
2009-08-01,0.0005439545629890574
2009-09-01,0.0005436588372766948
2009-10-01,0.0005433634329357062
2009-11-01,0.00034196630959115737
2009-12-01,0.00034184940861337054
2010-01-01,0.0003417325875254562
2010-02-01,0.0003215240266456476
2010-03-01,0.00032142068216955977
2010-04-01,0.00032131740410790144
2010-05-01,0.0005018518438006936
2010-06-01,0.000501600114848344
2010-07-01,0.0005013486383091958
2010-08-01,0.0004810583375984834
2010-09-01,0.0004808270317440133
2010-10-01,0.00048059594821481255
2010-11-01,0.0003002552191908592
2010-12-01,0.0003001650930514188
2011-01-01,0.0003000750210091496
2011-02-01,0.00029998500299655007
2011-03-01,0.0002998950389851984
2011-04-01,0.00029980512891469857
2011-05-01,0.00045952669559667925
2011-06-01,0.0004593156278041022
2011-07-01,0.0004591047538085036
2011-08-01,0.0004389465353789035
2011-09-01,0.0004387539458541312
2011-10-01,0.00043856152525023617
2011-11-01,0.00021920865762581343
2011-12-01,0.00021916061572113676
2012-01-01,0.00021911259487339407
2012-02-01,0.00015932446460809047
2012-03-01,0.00015929908436618234
2012-04-01,0.00015927371221025055
2012-05-01,0.00033837243184819954
2012-06-01,0.00033825797467201824
2012-07-01,0.00033814359490236257
2012-08-01,0.00035790981054972804
2012-09-01,0.0003577817569464514
2012-10-01,0.0003576537949427916
2012-11-01,0.00013905304896155712
2012-12-01,0.0001390337159001831
2013-01-01,0.00013901438821406487
2013-02-01,0.00013899506589964972
2013-03-01,0.00013897574895338494
2013-04-01,0.00013895643738237595
2013-05-01,0.00033738526740378916
2013-06-01,0.0003372714769724894
2013-07-01,0.00033715776327625235
2013-08-01,0.00037668890898245877
2013-09-01,0.0003765470678800398
