date,gdp_cap
2000-01-01,8.737436682574378
2000-02-01,8.743878698538543
2000-03-01,8.750284369659457
2000-04-01,8.756654132968267
2000-05-01,8.761915218284011
2000-06-01,8.76715430925646
2000-07-01,8.772371614975066
2000-08-01,8.777361500949866
2000-09-01,8.782331146710805
2000-10-01,8.787280736155344
2000-11-01,8.796114336697073
2000-12-01,8.804951624243625
2001-01-01,8.81379294641917
2001-02-01,8.824207402085932
2001-03-01,8.83461369010325
2001-04-01,8.845012382896712
2001-05-01,8.852165482529513
2001-06-01,8.859276842244771
2001-07-01,8.866347004579223
2001-08-01,8.87423090065954
2001-09-01,8.882062071265288
2001-10-01,8.889841281304424
2001-11-01,8.899249732849535
2001-12-01,8.908576448590992
2002-01-01,8.91782288947908
2002-02-01,8.926599683889975
2002-03-01,8.935306785193395
2002-04-01,8.943945346390908
2002-05-01,8.952139301005515
2002-06-01,8.960277223934268
2002-07-01,8.968359954687283
2002-08-01,8.974591240637743
2002-09-01,8.980790961214973
2002-10-01,8.986959473910797
2002-11-01,8.993196846604963
2002-12-01,8.999400230903904
2003-01-01,9.005570022256753
2003-02-01,9.0099248387236
2003-03-01,9.014264639791515
2003-04-01,9.018589543643936
2003-05-01,9.024046160025861
2003-06-01,9.029479808262892
2003-07-01,9.034890712777882
2003-08-01,9.043112534138082
2003-09-01,9.051275353422273
2003-10-01,9.059380072539453
2003-11-01,9.064809506253273
2003-12-01,9.070212843271156
2004-01-01,9.07559034960722
2004-02-01,9.084711161256502
2004-03-01,9.093756311307597
2004-04-01,9.102727102814875
2004-05-01,9.11229678460895
2004-06-01,9.121786752414078
2004-07-01,9.131198420169037
2004-08-01,9.139665083872185
2004-09-01,9.148068631087904
2004-10-01,9.156410058416117
2004-11-01,9.167240305916847
2004-12-01,9.177960650728565
2005-01-01,9.188573364094097
2005-02-01,9.196817553223694
2005-03-01,9.205000636056335
2005-04-01,9.213123560437701
2005-05-01,9.221197101858472
2005-06-01,9.229215398931254
2005-07-01,9.23717927189262
2005-08-01,9.24558926283104
2005-09-01,9.25393771628745
2005-10-01,9.262225592995323
2005-11-01,9.26900554272318
2005-12-01,9.275744009331921
2006-01-01,9.282441523977917
2006-02-01,9.291478549116041
2006-03-01,9.300441732412045
2006-04-01,9.30933233091783
2006-05-01,9.31956766821371
2006-06-01,9.329711180692646
2006-07-01,9.339764613439817
2006-08-01,9.348022577814975
2006-09-01,9.35622026648407
2006-10-01,9.364358609454731
2006-11-01,9.373989331395872
2006-12-01,9.383533628378384
2007-01-01,9.39299308749754
2007-02-01,9.404348730047602
2007-03-01,9.4155857995817
2007-04-01,9.426706842150471
2007-05-01,9.435475455115794
2007-06-01,9.444177870992807
2007-07-01,9.452815162416607
2007-08-01,9.46442075863386
2007-09-01,9.475903455020054
2007-10-01,9.487265938683494
2007-11-01,9.496841218468116
2007-12-01,9.506330048241471
2008-01-01,9.515734014978941
2008-02-01,9.524080782881335
2008-03-01,9.532364292503038
2008-04-01,9.540585541259805
2008-05-01,9.54929026364559
2008-06-01,9.557929039178436
2008-07-01,9.566502933178898
2008-08-01,9.571021781637949
2008-09-01,9.575523644271726
2008-10-01,9.580008662035647
2008-11-01,9.565691066691091
2008-12-01,9.551160365463678
2009-01-01,9.536410195780908
2009-02-01,9.537007432561548
2009-03-01,9.537604736975348
2009-04-01,9.538202109140366
2009-05-01,9.54452866505238
2009-06-01,9.550824151062438
2009-07-01,9.55708891933133
2009-08-01,9.548734788408497
2009-09-01,9.540300517685456
2009-10-01,9.531784644082386
2009-11-01,9.54100870020546
2009-12-01,9.55015591185036
2010-01-01,9.559227613266723
2010-02-01,9.567586631696079
2010-03-01,9.57588568878874
2010-04-01,9.584125710171742
2010-05-01,9.589828597061326
2010-06-01,9.595509357689512
2010-07-01,9.601168211708808
2010-08-01,9.60684750191056
2010-09-01,9.612502965413885
2010-10-01,9.61813484172545
2010-11-01,9.623134390230918
2010-12-01,9.628141134819655
2011-01-01,9.633155153929103
2011-02-01,9.64264588986087
2011-03-01,9.652110413609295
2011-04-01,9.661549255787785
2011-05-01,9.665743456581158
2011-06-01,9.66992520458955
2011-07-01,9.674094591591329
2011-08-01,9.67675569195552
2011-09-01,9.679413101228425
2011-10-01,9.682066836447957
2011-11-01,9.68634370010527
2011-12-01,9.690606488196943
2012-01-01,9.694855308635073
2012-02-01,9.694891328745227
2012-03-01,9.694927380382781
2012-04-01,9.69496346358917
2012-05-01,9.696769747960305
2012-06-01,9.69857492971649
2012-07-01,9.700379012805595
2012-08-01,9.70148572802806
2012-09-01,9.702592341122527
2012-10-01,9.70369885278061
2012-11-01,9.704027487804467
2012-12-01,9.704356132092515
2013-01-01,9.704684785662895
2013-02-01,9.705976117975224
2013-03-01,9.707266410409435
2013-04-01,9.708555665293884
2013-05-01,9.713665974269912
2013-06-01,9.718756532797663
2013-07-01,9.723827520732351
2013-08-01,9.728043076186758
2013-09-01,9.732246323820013
2013-10-01,9.73643735442306
2013-11-01,9.742287408568455
2013-12-01,9.748106212355548
2014-01-01,9.753894113246506
2014-02-01,9.759201752950059
2014-03-01,9.764483211935278
2014-04-01,9.769738756555123
2014-05-01,9.772220182685126
2014-06-01,9.774699661124158
2014-07-01,9.777177201777201
2014-08-01,9.780860311750569
2014-09-01,9.784535933217036
2014-10-01,9.788204113745682
2014-11-01,9.789778575726833
2014-12-01,9.791350969677715
2015-01-01,9.792921301610134
2015-02-01,9.79611498991859
2015-03-01,9.799299599864408
2015-04-01,9.802475186182006
2015-05-01,9.810495342555559
2015-06-01,9.8184607239037
