date,cows
2009-02-01,1990000.0
2009-03-01,1810000.0
2009-04-01,1670000.0
2009-05-01,1810000.0
2009-06-01,1790000.0
2009-07-01,1650000.0
2009-08-01,1630000.0
2009-09-01,2020000.0
2009-10-01,2100000.0
2009-11-01,2120000.0
2009-12-01,1990000.0
2010-01-01,1650000.0
2010-02-01,1660000.0
2010-03-01,1840000.0
2010-04-01,1780000.0
2010-05-01,1740000.0
2010-06-01,1520000.0
2010-07-01,1680000.0
2010-08-01,1330000.0
2010-09-01,56450000.0
2010-10-01,2049999.9999999998
2010-11-01,56450000.0
2010-12-01,2270000.0
2011-01-01,56450000.0
2011-02-01,1910000.0
2011-03-01,2080000.0
2011-04-01,1690000.0
2011-05-01,1920000.0
2011-06-01,1810000.0
2011-07-01,1830000.0
2011-08-01,2150000.0
2011-09-01,1800000.0
2011-10-01,1990000.0
2011-11-01,2330000.0
2011-12-01,3140000.0
2012-01-01,2000000.0
2012-02-01,1670000.0
2012-03-01,2040000.0
2012-04-01,1700000.0
2012-05-01,2069999.9999999998
2012-06-01,1800000.0
2012-07-01,1860000.0
2012-08-01,1680000.0
2012-09-01,2130000.0
2012-10-01,2760000.0
2012-11-01,2780000.0
2012-12-01,2530000.0
2013-01-01,2630000.0
2013-02-01,2470000.0
2013-03-01,2020000.0
2013-04-01,2220000.0
2013-05-01,1790000.0
2013-06-01,1770000.0
2013-07-01,1740000.0
2013-08-01,1780000.0
2013-09-01,1770000.0
2013-10-01,2610000.0
2013-11-01,2330000.0
2013-12-01,2450000.0
2014-01-01,2130000.0
2014-02-01,1600000.0
2014-03-01,1850000.0
2014-04-01,1140000.0
2014-05-01,1610000.0
2014-06-01,1650000.0
2014-07-01,1770000.0
2014-08-01,1400000.0
2014-09-01,1760000.0
2014-10-01,2480000.0
2014-11-01,2470000.0
2014-12-01,2990000.0
2015-01-01,2029999.9999999998
2015-02-01,2210000.0
2015-03-01,1880000.0
2015-04-01,1830000.0
2015-05-01,1800000.0
2015-06-01,1640000.0
2015-07-01,1710000.0
2015-08-01,2080000.0
2015-09-01,2180000.0
2015-10-01,2550000.0
2015-11-01,2710000.0
2015-12-01,2580000.0
2016-01-01,0.0
2016-02-01,2890000.0
2016-03-01,3300000.0
2016-04-01,2060000.0
2016-05-01,1500000.0
2016-06-01,1930000.0
2016-07-01,1940000.0
2016-08-01,2470000.0
2016-09-01,1820000.0
2016-10-01,3320000.0
2016-11-01,3790000.0
2016-12-01,3560000.0
2017-01-01,2460000.0
2017-02-01,2910000.0
2017-03-01,2770000.0
2017-04-01,2220000.0
2017-05-01,2860000.0
2017-06-01,2580000.0
2017-07-01,2350000.0
2017-08-01,2240000.0
2017-09-01,2510000.0
2017-10-01,4570000.0
2017-11-01,4270000.0
2017-12-01,3330000.0
2018-01-01,3570000.0
2018-02-01,2690000.0
2018-03-01,3110000.0
2018-04-01,2400000.0
2018-05-01,2460000.0
2018-06-01,2040000.0
2018-07-01,2080000.0
2018-08-01,2250000.0
2018-09-01,3080000.0
2018-10-01,3680000.0
2018-11-01,3370000.0
2018-12-01,3500000.0
2019-01-01,2310000.0
2019-02-01,2089999.9999999998
2019-03-01,2180000.0
2019-04-01,1790000.0
2019-05-01,2210000.0
2019-06-01,1530000.0
2019-07-01,1630000.0
2019-08-01,2100000.0
2019-09-01,2780000.0
2019-10-01,2920000.0
