date,co2_cap
2000-01-01,6.400559411866925
2000-02-01,6.284571676403688
2000-03-01,6.3121839576155025
2000-04-01,6.209061855246417
2000-05-01,6.172205810841252
2000-06-01,6.184336018090744
2000-07-01,6.192371051800907
2000-08-01,6.203841167493261
2000-09-01,6.209817697417922
2000-10-01,6.253653436498664
2000-11-01,6.276672704499311
2000-12-01,6.331635352908887
2001-01-01,6.372584301327797
2001-02-01,6.290020426246008
2001-03-01,6.322032465613174
2001-04-01,6.301432262089248
2001-05-01,6.248292952521626
2001-06-01,6.254124011688108
2001-07-01,6.291243358515815
2001-08-01,6.27811532745804
2001-09-01,6.294029521988327
2001-10-01,6.314262702939032
2001-11-01,6.406129119503474
2001-12-01,6.519370258610338
2002-01-01,6.4291151149080825
2002-02-01,6.2652124534748195
2002-03-01,6.317889093092016
2002-04-01,6.2868595309855815
2002-05-01,6.202616240003326
2002-06-01,6.208858332896316
2002-07-01,6.227322543333848
2002-08-01,6.205842340187165
2002-09-01,6.248908949746298
2002-10-01,6.305813139848029
2002-11-01,6.331668374359909
2002-12-01,6.422396911360283
2003-01-01,6.460117071440574
2003-02-01,6.454496922173224
2003-03-01,6.432250971115133
2003-04-01,6.366220905997417
2003-05-01,6.329538021864532
2003-06-01,6.344760248871578
2003-07-01,6.386050903674697
2003-08-01,6.385602598049572
2003-09-01,6.364589286705055
2003-10-01,6.407754684477128
2003-11-01,6.39302706344097
2003-12-01,6.462558979923838
2004-01-01,6.497309071930722
2004-02-01,6.412792575456456
2004-03-01,6.428706940410036
2004-04-01,6.345068579919676
2004-05-01,6.307062925085184
2004-06-01,6.310791719514909
2004-07-01,6.321644691136977
2004-08-01,6.302952650083582
2004-09-01,6.317632719121082
2004-10-01,6.374837360009643
2004-11-01,6.423581389340089
2004-12-01,6.489621442629811
2005-01-01,6.47409920205435
2005-02-01,6.445155681644921
2005-03-01,6.463157692491029
2005-04-01,6.346104965919583
2005-05-01,6.31589660835035
2005-06-01,6.346810102754597
2005-07-01,6.369069173008963
2005-08-01,6.3468451475089935
2005-09-01,6.35729427856801
2005-10-01,6.391657385259346
2005-11-01,6.440928213745644
2005-12-01,6.487376450910094
2006-01-01,6.540200557657658
2006-02-01,6.4713153984570555
2006-03-01,6.478438290851564
2006-04-01,6.361973512029302
2006-05-01,6.35608243988341
2006-06-01,6.380753205105579
2006-07-01,6.406756661951937
2006-08-01,6.374435776243371
2006-09-01,6.393619738887888
2006-10-01,6.41738218252304
2006-11-01,6.450149355895377
2006-12-01,6.489233269557921
2007-01-01,6.5290742917556255
2007-02-01,6.491946421110719
2007-03-01,6.492701397120402
2007-04-01,6.423200240431799
2007-05-01,6.413358907969754
2007-06-01,6.433619526015543
2007-07-01,6.450514311955773
2007-08-01,6.440364781773482
2007-09-01,6.441023879679042
2007-10-01,6.509185028012899
2007-11-01,6.585088397201655
2007-12-01,6.631004482733062
2008-01-01,6.58444437263531
2008-02-01,6.484045212587508
2008-03-01,6.443324084202229
2008-04-01,6.423255929565273
2008-05-01,6.385066418018004
2008-06-01,6.39630482906389
2008-07-01,6.425572008867576
2008-08-01,6.395060186836277
2008-09-01,6.431652099418386
2008-10-01,6.477880141374771
2008-11-01,6.5152260858509
2008-12-01,6.5468648769795905
2009-01-01,6.460228453342121
2009-02-01,6.3500604365517885
2009-03-01,6.355937684914861
2009-04-01,6.238455767029898
2009-05-01,6.215480180211108
