date,austria brent,austria co2,austria gdp,austria ind_prod,austria infl,austria pop,belgium co2,belgium gdp,belgium ind_prod,belgium infl,belgium pop,bulgaria co2,bulgaria gdp,bulgaria ind_prod,bulgaria pop,croatia co2,croatia gdp,croatia ind_prod,croatia infl,croatia pop,czech_republic co2,czech_republic gdp,czech_republic ind_prod,czech_republic pop,germany co2,germany gdp,germany ind_prod,germany infl,germany pop,greece gdp,greece ind_prod,greece infl,greece pop,hungary co2,hungary gdp,hungary ind_prod,italy co2,italy gdp,italy ind_prod,italy infl,italy pop,lithuania co2,lithuania gdp,lithuania ind_prod,lithuania infl,lithuania pop,romania co2,romania gdp,romania ind_prod,romania pop,slovakia co2,slovakia ind_prod,slovakia infl,slovakia pop,spain co2,spain gdp,spain ind_prod,spain infl,spain pop
2002-01-01,-0.2813725979202779,0.0520595191071038,0.0091571755096993,-0.125,-0.004,0.0017140308201462,-0.0526901078026753,-0.0157666491939778,-0.227,-0.001,0.0016411527912616,0.0374519939917981,0.0266202521212157,-0.027,-0.0010534270939022,0.164355310608613,0.0392882835857193,-0.067,-0.021,0.0514181637907249,-0.117724184412193,-0.041457250253643,-0.1679999999999999,0.0014535729446372,-0.0505702892056696,-0.0204649306919542,-0.102,0.0069999999999999,0.0008461808127258,-0.0114806293621647,-0.042,0.016,-0.000956785673857,0.0666496313980395,0.0001356322379635,-0.2259999999999999,0.1289991221731838,-0.0377365396417097,-0.078,-0.002,0.0002697442944814,0.0122620105636102,-0.0246129350967372,-0.162,0.033,0.0002220996456561,0.0350803108104784,0.0165810348911215,-0.126,-0.0257641089404216,-0.0181324138453895,-0.121,-0.0099999999999999,0.0035440248255298,0.1675178596038762,0.0022407262106582,-0.009,0.002,0.0061093802577083
2002-02-01,-0.2944204932958714,-0.0252427139340234,0.0202987297240504,-0.11,-0.001,0.0015677288094924,-0.0999139606964298,-0.0068865326329259,-0.161,0.0,0.0016400115637473,-0.0394701980781597,0.0298451321242296,-0.099,0.0077815538675718,-0.0028049587180802,0.035789758665448,-0.0099999999999999,-0.026,0.0495243552314956,-0.1149981220920004,-0.0441609478922444,-0.0949999999999999,0.0015840024646287,-0.1080332985835177,-0.0187635302254491,-0.101,0.0,0.000649773925641,-0.0001354056847411,-0.003,0.0039999999999999,-0.0010873769941959,-0.0183770920111356,-0.0105613042227261,-0.133,0.0175051886454866,-0.0305771592454959,-0.0569999999999999,0.01,0.0004953465889805,-0.0555759522422469,-0.015647489611215,-0.27,0.0279999999999999,0.0002220996456561,-0.0469593030178323,0.0126781358998506,-0.153,-0.0258184856238727,-0.0549959791251204,0.068,-0.0189999999999999,0.0035747123919129,0.1223658727168128,0.0060852897842025,-0.015,0.0049999999999999,0.0073487010311943
2002-03-01,0.081951115216877,0.0179995622236646,0.031382058830701,-0.103,-0.0019999999999999,0.0014215102463719,-0.0779261769437695,0.0019107584615412,-0.069,0.0029999999999999,0.0016388523906663,-0.0143659877155677,0.0330263425142192,0.003,0.0166625678678631,0.1022427132149879,0.032314913982951,-0.055,-0.0119999999999999,0.0476296437413861,-0.0198666219313992,-0.0468410000239103,-0.107,0.001714457480574,-0.03607080525218,-0.0170728655143044,-0.067,0.0009999999999999,0.0004533954223688,0.0110788961957375,0.0689999999999999,0.0109999999999999,-0.0012179051461487,0.0311061696536754,-0.0210990088029028,0.018,0.0699246981085295,-0.0234503487313411,-0.052,0.0029999999999999,0.0007208688857893,-0.043914074384407,-0.0068361631780291,0.164,0.009,0.0002220996456561,-0.0207896303575019,0.0088180944684843,-0.101,-0.0258728907005192,-0.0308635192559449,-0.041,-0.028,0.0036053940546327,0.1650864820317075,0.0098830324744021,-0.003,0.002,0.0085855763775839
2002-04-01,-0.1172044828231979,0.0287859563340973,0.0424077904851927,-0.019,-0.009,0.0012753750578724,-0.0565421937108219,0.0106264736506034,0.002,-0.0119999999999999,0.0016376753003548,-0.0203324958765449,0.0361647774301623,0.034,0.0255900638644188,0.0480347922073534,0.028863514537651,-0.07,-0.0349999999999999,0.0457340263858974,0.0338835240166197,-0.0494977230385238,-0.102,0.0018449380002358,0.0031764758291181,-0.0153928341473488,-0.026,-0.007,0.000257045295644,0.0221648802560743,0.116,0.0039999999999999,-0.0013483701704153,-0.0043978707419505,-0.0314812650389413,-0.076,0.0342249908196663,-0.0163558292167635,-0.031,-0.0049999999999999,0.0009463112331076,0.0166738740822935,0.0018252921128301,0.057,0.0039999999999999,0.0002220996456561,0.0078820649711026,0.0050001891854343,-0.059,-0.0259273241914037,0.0068368173578789,0.056,-0.0339999999999999,0.0036360698146982,0.1304232460863659,0.013634812244998,0.044,0.001,0.0098200144699092
2002-05-01,-0.1307760533237387,0.0544591534221403,0.0472183876895542,0.0,-0.0129999999999999,0.0011622853183403,0.0132481950772707,0.0170520567669996,-0.053,-0.019,0.0013125651798802,-0.0514486429224092,0.0354109625388616,-0.008,0.0256874083083609,0.0346746027553663,0.0387731078596758,-0.0439999999999999,-0.0419999999999999,0.0438526846551887,-0.0078107755764662,-0.0492635555299862,-0.093,0.0022360977902557,0.0574394554816102,-0.0135866225723439,-0.03,-0.0179999999999999,8.529104356469475e-05,0.016516109730837,-0.0069999999999999,-0.001,-0.0014787306541599,0.0021241375095577,-0.0289436132836051,-0.102,0.0341289505935442,-0.0107117154923237,-0.003,-0.0029999999999999,0.0011652445253673,-0.0078118708721852,0.0012454510255643,-0.2,-0.015,0.0002220996456561,-0.0100938576031488,-0.0101989322400868,-0.147,-0.0279167751032893,0.0053782935814403,-0.0059999999999999,-0.0399999999999999,0.0036853494184665,0.0757146525530814,0.0119903800968721,-0.012,-0.0009999999999999,0.0109492638443597
2002-06-01,-0.0777759187946069,-0.0207604429167247,0.0520054109761645,0.009,-0.011,0.0010492633632548,-0.0745890444879009,0.0234353300649878,-0.109,-0.022,0.0009876680264113,-0.0510497905560853,0.0346627139611861,0.057,0.0257848652599985,0.0304429935966723,0.0485794612347625,-0.053,-0.028,0.0419704353707413,-0.050121133800566,-0.04903803179808,-0.091,0.0026273340982321,-0.0314520886597549,-0.0117946988789547,-0.037,-0.015,-8.644287485992663e-05,0.0109395592395671,0.046,-0.0089999999999999,-0.0016090273059461,0.0071860912400651,-0.0264469046287274,0.043,0.0431653949310124,-0.0050878030374406,-0.017,-0.0039999999999999,0.0013841000751213,0.0360964217849613,0.0006735225296168,-0.1,-0.024,0.0002220996456561,0.0156081823911264,-0.0252936756514792,-0.003,-0.0299101918211981,0.0111840914252425,-0.09,-0.047,0.0037346229219785,0.0381933038924238,0.0103648005532654,-0.02,-0.003,0.0120761964688931
2002-07-01,0.197940489093471,0.0570500135749085,0.0567690494668369,-0.016,-0.0129999999999999,0.000936309131724,-0.0757556049444936,0.0297767442297782,0.0029999999999999,-0.015,0.0006629836228064,-0.0697171240659244,0.0339199954187598,0.051,0.0258824349148589,0.0382270957659081,0.0582843411383322,0.0499999999999999,-0.0069999999999999,0.0400872756406762,0.0440862567490363,-0.0488209254453693,-0.017,0.0030186469541071,0.0720284439556202,-0.0100169063676567,0.019,-0.01,-0.0002581564638823,0.0054337733598437,0.036,-0.0059999999999999,-0.0017392601666976,-0.0363699317673038,-0.0239901487392906,0.073,0.0482446605053965,0.0005160395730143,-0.001,0.002,0.0016028779289065,0.1387742678309997,0.0001093489418977,-0.1169999999999999,-0.0139999999999999,0.0002220996456561,0.0472880817683183,-0.0402855496579555,-0.041,-0.0319075901877212,0.0383587296566076,0.0309999999999999,-0.0579999999999999,0.0037838903260123,0.0326907299477099,0.0087577495282964,0.045,0.011,0.0132008201780031
2002-08-01,0.1992061173491559,0.0443326354433786,0.0536213598299468,-0.043,-0.004,0.0007946339602735,-0.084014920078193,0.0329415695048673,-0.046,-0.013,0.0005007694228531,-0.0780641458422906,0.0294944813578617,0.065,0.0260035410893362,0.0349240062496356,0.0531978120618035,-0.025,-0.024,0.0335690924310529,0.0223380541271467,-0.0464542132500866,-0.049,0.0035085107255099,0.0131691344037534,-0.0114395939903992,-0.004,-0.011,-0.0004502954934295,0.0053266118220172,0.0,-0.002,-0.001860247745455,-0.0585108838425689,-0.0161629967192737,-0.047,0.0074905396851576,0.007985936332755,0.0049999999999999,0.005,0.0018174859738167,0.0662923363530438,-0.0019975004631085,0.0849999999999999,-0.037,0.0002220996456561,0.0095556685947606,-0.0406578625958715,0.011,-0.0322226866136752,0.0118487630468528,0.038,-0.047,0.0038828046902548,0.0222555340559438,0.0053583899336295,-0.047,0.016,0.0134684340178914
2002-09-01,0.3603835642284005,0.0079261728599213,0.0504940895592902,0.0019999999999999,-0.008,0.0006530599010989,-0.0976413642689166,0.0360813824454027,0.0,-0.0069999999999999,0.0003386676275809,-0.0509065746151726,0.0251227381889869,0.077,0.0261247727937803,0.0485325041243811,0.0481613855141667,0.0329999999999999,-0.0159999999999999,0.0270081436025275,0.0059770002833765,-0.0441086225004205,-0.001,0.0039984969566617,0.0184474896772819,-0.0128582333808395,0.014,-0.007,-0.0006424121462735,0.0052133513531771,0.003,-0.002,-0.0019811785852539,-0.0407804281705139,-0.0084433172205145,0.134,0.0277485240416908,0.015409287326026,0.017,0.0089999999999999,0.0020320171968961,-0.0038039145179453,-0.0040649188854757,0.121,-0.037,0.0002220996456561,0.02178871114846,-0.041025219070125,-0.005,-0.032537882356685,0.0079390034628339,0.051,-0.0419999999999999,0.0039817166226931,0.0320190999521017,0.0019963857825651,0.003,0.012,0.0137346144948722
2002-10-01,0.7035871330212107,0.1056643795118432,0.0473870286547501,-0.037,-0.0069999999999999,0.0005115868446523,0.1080008222898349,0.0391964903208688,0.061,-0.008,0.0001766781195655,-0.0142304033700426,0.0208037776816425,0.061,0.026246130224349,0.1712306633980667,0.0431742885546952,0.037,-0.004,0.0204038642788511,0.0865421003839017,-0.0417838694732779,0.0289999999999999,0.0044886057174053,0.1195555056866091,-0.0142728429931935,0.041,-0.004,-0.0008345064272319,0.0050941810538525,0.025,0.008,-0.0021020527191275,0.0605679824956695,-0.0008287933289956,-0.048,0.0669809878078702,0.0227866100034859,0.022,0.0059999999999999,0.0022464716442023,0.108203240858419,-0.0060940049625948,-0.27,-0.034,0.0002220996456561,0.0426464920923699,-0.0413877174107,0.007,-0.0328531774793745,0.077120151951,0.04,-0.036,0.0040806261236934,0.0286280766219633,-0.0013288828450512,0.021,0.015,0.0139993691274149
