date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2011-04-01,belgium,-0.149772385051488,0,0,0
2011-05-01,belgium,-0.1148437559147552,0,0,0
2011-06-01,belgium,-0.0481257253971918,0,0,0
2011-07-01,belgium,-0.0678877363773793,0,0,0
2011-08-01,belgium,-0.06405318864741,0,0,0
2011-09-01,belgium,-0.0758413807241851,0,0,0
2011-10-01,belgium,-0.0629736003892311,0,0,0
2011-11-01,belgium,-0.0536892276249538,0,0,0
2011-12-01,belgium,-0.1741804371781725,0,0,0
2012-01-01,belgium,-0.0858993358011233,0,0,0
2012-02-01,belgium,0.1203011841273671,0,0,0
2012-03-01,belgium,-0.0762883394620566,0,0,0
2012-04-01,belgium,0.1255729220592911,0,0,0
2012-05-01,belgium,-0.0579590168478567,0,0,0
2012-06-01,belgium,-0.0252239386259063,0,0,0
2012-07-01,belgium,-0.0290262741674141,0,0,0
2012-08-01,belgium,-0.0054227810981792,0,0,0
2012-09-01,belgium,0.0242534771015137,0,0,0
2012-10-01,belgium,-0.0141897055205824,0,0,0
2012-11-01,belgium,-0.01156131682594,0,0,0
2012-12-01,belgium,0.000407427547266,0,0,0
2013-01-01,belgium,0.1022756300191467,0,0,0
2013-02-01,belgium,-0.0424640489131675,0,0,0
2013-03-01,belgium,0.1869367520397276,0,0,0
2013-04-01,belgium,0.0032179106851444,0,0,0
2013-05-01,belgium,0.1114972130573974,0,0,0
2013-06-01,belgium,-0.0154123756987303,0,0,0
2013-07-01,belgium,-0.0105435651444487,0,0,0
2013-08-01,belgium,-0.0290137120239393,0,0,0
2013-09-01,belgium,-0.0515688418358735,0,0,0
2013-10-01,belgium,-0.0975121963308787,0,0,0
2013-11-01,belgium,0.0048895189349664,0,0,0
2013-12-01,belgium,-0.0223295135872909,0,0,0
2014-01-01,belgium,-0.1480650386317386,0,0,0
2014-02-01,belgium,-0.1883210459825086,0,0,0
2014-03-01,belgium,-0.2072183669459981,0,0,0
