date,austria gdp,belgium gdp,belgium pop,bulgaria gdp,bulgaria pop,croatia pop,czech_republic gdp,czech_republic pop,germany gdp,italy gdp,lithuania gdp,netherlands gdp,netherlands pop,romania gdp,romania pop,slovakia gdp,slovakia pop
2001-01-01,-0.00208751373,0.00056388046,0.0002921271747737,0.00790666431,-0.0046586761956515,-0.0075477309232212,0.01186158643,-0.0012373015384206,0.0202280697999999,0.00595756384,0.02410439042,0.00108520684,0.000583394120099,0.0269563160899999,-0.0002273340192857,0.00709826378,-0.0014179876243183
2001-02-01,-0.0016700383233333,0.0004358737833333,0.0002595969771519,0.0085253122433333,-0.0048013161767261,0.0003958136933359,0.0086799302333333,-0.0001303313676856,0.0133305612266666,0.00280452194,0.01726157109,0.0024090346766666,0.0005206001596107,0.0210158791299999,-0.0001709060028574,0.0082581386133333,1.8589260983858932e-05
2001-03-01,-0.0012525629166666,0.0003078671066666,0.000259529604051,0.0091439601766666,-0.0048244800756727,0.000395657086841,0.0054982740366666,-0.0001303483561656,0.0064330526533333,-0.0003485199599999,0.01041875176,0.0037328625133333,0.000520329276096,0.01507544217,-0.0001709352167154,0.0094180134466666,1.8588915430939323e-05
2001-04-01,-0.00083508751,0.00017986043,0.0002594622659124,0.00976260811,-0.0048478685665678,0.0003955006042222,0.00231661784,-0.0001303653490758,-0.00046445592,-0.00350156186,0.00357593243,0.00505669035,0.0005200586743399,0.00913500521,-0.0001709644405565,0.01057788828,1.8588569888677853e-05
2001-05-01,-0.00042316294,-0.00051548561,0.0004214826525057,0.0108763863733333,-0.0006397414316072,0.0003875938994735,0.00298414691,-0.0001955798950099,-0.0010066679166666,-0.00339021064,0.0090799889633333,0.0039504195866666,0.0006652806898195,0.0125147363166666,0.0,0.0083172524566666,0.0
2001-06-01,-1.1238370000000044e-05,-0.00121083165,0.0004213050797154,0.0119901646366666,-0.0006401509627131,0.0003874437286466,0.00365167598,-0.0001956181539881,-0.0015488799133333,-0.00327885942,0.0145840454966666,0.0028441488233333,0.00066483838566,0.0158944674233333,0.0,0.0060566166333333,0.0
2001-07-01,0.0004006862,-0.00190617769,0.0004211276564944,0.0131039429,-0.0006405610184803,0.0003872936741391,0.00431920505,-0.0001956564279375,-0.00209109191,-0.0031675082,0.02008810203,0.00173787806,0.0006643966692365,0.01927419853,0.0,0.00379598081,0.0
2001-08-01,0.0015246832666666,-0.0016031014933333,0.0003885758743251,0.01317125285,-0.0005734815546727,0.0,0.00534885852,-0.0002609348003979,-0.00166570445,-0.00277745614,0.02129722089,0.0022336363766666,0.0007054381270634,0.0155548536066666,0.0,0.0097899463533333,-1.8588569888677853e-05
2001-09-01,0.0026486803333333,-0.0013000252966666,0.0003884249417644,0.0132385628,-0.0005738106244894,0.0,0.00637851199,-0.0002610029051375,-0.00124031699,-0.0023874040799999,0.02250633975,0.0027293946933333,0.0007049408348969,0.0118355086833333,0.0,0.0157839118966666,-1.8588915430939323e-05
2001-10-01,0.0037726774,-0.0009969491,0.0003882741264078,0.01330587275,-0.0005741400721728,0.0,0.00740816546,-0.0002610710454433,-0.00081492953,-0.00199735202,0.02371545861,0.0032251530099999,0.0007044442433645,0.00811616376,0.0,0.02177787744,-1.8589260983858932e-05
2001-11-01,0.00583070277,0.00220094942,0.0004204602484456,0.0140985018666666,-0.0003209866142359,0.0001006717906868,0.0042842623933333,-0.0003264346833162,-0.00225208656,-0.0007785250533333,0.0161771155766666,0.0001161687099999,0.0004762545774248,0.01298811077,-0.0087011801302061,0.0155588985733333,-2.478621886403687e-05
2001-12-01,0.00788872814,0.00539884794,0.0004202835359201,0.0148911309833333,-0.0003210896797245,0.0001006616568979,0.0011603593266666,-0.0003265412777189,-0.0036892435899999,0.0004403019133333,0.0086387725433333,-0.00299281559,0.0004760278669664,0.01786005778,-0.0087775557096385,0.0093399197066666,-2.4786833234813344e-05
2002-01-01,0.00994675351,0.00859674646,0.0004201069718767,0.0156837601,-0.0003211928114232,0.00010065152515,-0.00196354374,-0.0003266479417582,-0.00512640062,0.00165912888,0.00110042951,-0.00610179989,0.0004758013722501,0.02273200479,-0.0088552839613988,0.00312094084,-2.478744763756424e-05
2002-02-01,0.0083497850233333,0.00858424269,0.0003553373319249,0.0156196993233333,-0.0003847218952106,0.0,0.0003625425766666,-6.534239416566834e-05,-0.00197325551,0.0023133255033333,0.0111737051066666,-0.002906988,0.0003722084410213,0.01863669423,-0.0002625833946368,0.0054273869866666,-1.239395422913958e-05
2002-03-01,0.0067528165366666,0.00857173892,0.0003552111121543,0.0155556385466666,-0.0003848699631117,0.0,0.0026886288933333,-6.534666407631562e-05,0.0011798896,0.0029675221266666,0.0212469807033333,0.0002878238899999,0.0003720699534426,0.01454138367,-0.0002626523627853,0.0077338331333333,-1.2394107841373623e-05
2002-04-01,0.00515584805,0.00855923515,0.0003550849820221,0.01549157777,-0.0003850181450335,0.0,0.00501471521,-6.535093454473895e-05,0.00433303471,0.00362171875,0.0313202563,0.00348263578,0.0003719315688783,0.01044607311,-0.000262721367175,0.01004027928,-1.2394261457160384e-05
