date,co2_cap
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,-0.0675395025076746
2002-04-01,-0.023491158571472326
2002-07-01,0.05963665617762626
2002-10-01,-0.07095998059378239
2003-01-01,0.1288504430831363
2003-04-01,-0.019840133157346784
2003-07-01,-0.019164482531721205
2003-10-01,0.012656082680399194
2004-01-01,-0.07011509856084608
2004-04-01,0.022794264367647088
2004-07-01,-0.03247256764859863
2004-10-01,-0.014472241255139906
2005-01-01,-0.0009451393581549894
2005-04-01,-0.02219179248887837
2005-07-01,-0.003971632225230337
2005-10-01,0.01765358562225927
2006-01-01,0.09651234032865119
2006-04-01,0.03604457658870519
2006-07-01,0.0563449726462375
2006-10-01,-0.022693405488084295
2007-01-01,-0.21221837825225265
2007-04-01,-0.06881480057064415
2007-07-01,-0.00067211982657156
2007-10-01,0.10391536363157705
2008-01-01,0.15985084738668043
2008-04-01,0.07128760944647627
2008-07-01,-0.03893787105660618
2008-10-01,-0.09695148021061328
2009-01-01,-0.03868997014868292
2009-04-01,-0.14833889603607542
2009-07-01,-0.10003145040242245
2009-10-01,-0.05319001164923165
2010-01-01,0.0026051677014535812
2010-04-01,0.260341618990954
2010-07-01,0.1934841234937874
2010-10-01,0.1518461344097215
2011-01-01,0.024170426508552723
2011-04-01,-0.18420998021912016
2011-07-01,-0.147463513694869
2011-10-01,-0.14818297733131303
2012-01-01,-0.04712779130344735
2012-04-01,0.06088373163568761
2012-07-01,0.09922872008310879
2012-10-01,0.12847539557088616
2013-01-01,0.10079103029574554
2013-04-01,-0.006038376684395885
2013-07-01,-0.03257047927313472
2013-10-01,-0.0942360220515166
2014-01-01,-0.20942601660847515
2014-04-01,-0.03976803999086709
2014-07-01,-0.0158848298050831
2014-10-01,0.024002136215022674
2015-01-01,0.17581652179875995
2015-04-01,0.004732708752023029
2015-07-01,2.1069422235342472e-05
2015-10-01,-0.02406717204139497
2016-01-01,-0.09041923319465006
2016-04-01,0.029915168316515306
2016-07-01,-0.012667991478289231
2016-10-01,0.0741153778885284
2017-01-01,0.03544055569616056
2017-04-01,0.012618652402349717
2017-07-01,0.053644269551711865
2017-10-01,-0.13438669679692428
2018-01-01,-0.018174464865767348
2018-04-01,-0.0577177612617108
2018-07-01,-0.09087418894382715
2018-10-01,0.08963136192703569
2019-01-01,-0.025630802771955175
2019-04-01,-0.029316124186045123
2019-07-01,-0.018834066105500646
2019-10-01,-0.0545187321668843
