date,austria,belgium,bulgaria,croatia,czech_republic,germany,greece,hungary,italy,lithuania,netherlands,romania,slovakia,spain,united_kingdom
2017-01-01,10801993660.0,12744923580.0,5842668772.0,3225539221.0,14405717960.0,100114704700.0,8471206416.999999,7969879918.0,48107961140.0,1989137107.0,20130541920.0,12460927760.0,4667588154.0,32819604180.000004,45614054440.0
2017-02-01,9432371179.0,10639877700.0,4960176350.0,2412119627.0,12775292290.0,86418840320.0,6710375190.0,6028522172.0,38330921530.0,1914849403.0,17519563110.0,10574251500.0,4194690264.0,26934889600.0,40171614500.0
2017-03-01,8914352012.0,10075343770.0,4779255731.0,2181099697.0,11797586780.0,81234078150.0,6223479693.0,5360938089.0,35794976430.0,1922571101.0,16637150750.0,9451157756.0,3978052400.0,25338932770.0,39056119860.0
2017-04-01,8364035615.999999,10106883830.0,4174797170.0,1993371423.0,10944418580.0,76163448120.0,5505958569.0,4973381452.0,32005795610.0,1845209143.0,15861851370.0,8729294559.0,3755509805.0,23763270610.0,36440582520.0
2017-05-01,7303821794.0,8119650428.0,4115723400.0,1659450136.0,9135594467.0,65652901470.0,5534124950.0,4644520395.0,27111507650.0,1585907390.0,13376242910.0,6881476065.0,3282617847.0,25091264530.0,32455148900.0
2017-06-01,6595620655.0,7768700805.0,3971081710.0,1635736154.0,7964715260.0,57478305120.0,5630631717.0,4528519977.0,27448006450.0,1440192544.0,13304669730.0,6140338633.0,3059412941.0,26120267980.0,28644957980.0
2017-07-01,6486143821.0,7635460810.0,4254419555.000001,1633044237.0,7851774635.0,57557483270.0,5858902628.0,4578588807.0,28041825230.0,1382812723.0,13013769170.0,5984638796.0,2955928950.0,25808545390.0,28820548400.0
2017-08-01,6234629364.0,7390996166.0,4242790082.000001,1573224309.0,7942239940.0,56991524950.0,5885176195.0,4593636006.0,26663710760.0,1386993482.0,12037557220.0,5955713135.0,2842403821.0,24590121460.0,28189841530.0
2017-09-01,7280192547.0,7983102534.0,4376858682.0,1645336473.0,8889130151.0,65034431050.0,5793632836.0,4738461504.0,27012904660.0,1561742407.0,12866385630.0,6579343340.0,3129892054.0,24699963800.0,31031169790.0
2017-10-01,8210617493.0,9038717001.0,4725694140.0,1999237659.0,10586729110.0,70134832150.0,6008117901.0,5143861343.0,30869901400.0,1866773578.0,14607522390.0,8815656565.0,3746257191.0,26615944810.0,33759517520.0
2017-11-01,9197380952.0,11002697030.0,5083356884.0,2411980401.0,12066498280.0,83285144880.0,6696683982.0,6077696821.0,39462271190.0,1907851029.0,17493403230.0,9903468118.0,4036604909.0,30317513290.0,41804633420.0
2017-12-01,9856172866.0,11529888860.0,4904740666.0,2657776737.0,12596413580.0,85062731380.0,6868275829.0,6474823224.0,44314809880.0,1967823601.0,18267129250.0,10405925370.0,4221981529.0,31225738280.0,43586062760.0
2018-01-01,10981443920.0,12775866900.0,5642946502.0,3100052994.0,14320342680.0,95832955160.0,7739435307.0,7677357819.0,47005548530.0,1979583223.0,19678664440.0,12587255810.0,4579146086.0,31849648540.0,43794959050.0
2018-02-01,9288130944.0,10700231150.0,4828423932.0,2325083794.0,12483384900.0,85596623180.0,6547670928.0,5793785636.0,37568568400.0,1897409226.0,17319194480.0,10671647270.0,4133460227.0,26984150740.0,39676454200.0
2018-03-01,8532498734.999999,10110504230.0,4684782684.0,2113108778.0,11586086240.0,79646571020.0,6120791098.0,5174977518.0,35192937840.0,1923711994.0,16285517830.0,9565126240.0,3960846382.0,26211376480.0,39124520900.0
2018-04-01,7853258742.0,10165734000.0,4153605973.0,1940628477.0,10794094330.0,74869331740.0,5598896736.0,4978495789.0,31596158190.0,1845579172.0,15302828800.0,8850841819.0,3715635518.0,23994313920.0,36609155460.0
2018-05-01,6616244204.0,8195998954.000001,4061138127.0,1619270448.0,8884138780.0,62682558740.0,5382587547.0,4656778381.0,26830936380.0,1651692425.0,12487454690.0,6961258769.0,3235441378.0,24413140720.0,32146749430.0
2018-06-01,6208931162.0,7813216517.0,3901292212.0,1592011487.0,7931311473.0,54655694470.0,5589071380.0,4530997647.0,27117454570.0,1458471581.0,12899549950.0,6214350573.0,3027023946.0,24884903980.0,29150089680.0
2018-07-01,6017933066.0,7632261106.0,4148013053.0,1585418601.0,7852794183.0,54504569350.0,5923710971.0,4551698697.0,27629692860.0,1368221674.0,12533054250.0,6047774337.0,2909073780.0,25034683290.0,29730050900.0
2018-08-01,5844032675.0,7404058950.0,4138912127.0,1532845911.0,7900935588.0,54139161860.0,5816286572.0,4615146659.0,26340715060.0,1387194184.0,12059834410.0,6012474937.0,2841053405.0,24471355050.0,28685120170.0
2018-09-01,6750718323.0,7994011001.0,4278442380.000001,1607389529.0,8972246200.0,61193672100.0,5663498614.0,4708204596.0,26697246060.0,1557699628.0,12617868000.0,6676999246.0,3112446911.0,24706945060.0,30865724030.0
2018-10-01,7826882206.0,9121257825.0,4628062293.0,1943910081.0,10485042480.0,69898589150.0,5957345447.0,5134848429.0,30368757530.0,1852420393.0,14231887060.0,8959616268.0,3681882052.0,26047727840.0,34268215710.0
2018-11-01,9010078524.0,11024841720.0,4960184525.0,2336590360.0,12047829890.0,82058829670.0,6457160649.0,6117270411.0,38750438810.0,1900676755.0,16809823810.000002,10036256560.0,4010895313.0,29426460910.0,41488091520.0
2018-12-01,9562582406.0,11560019910.0,4832002787.0,2559675976.0,12394304460.0,86445033900.0,6518283057.0,6499791661.0,43386672500.0,1966787677.0,17914085800.0,10514372610.0,4238125037.0,30440359160.0,43142096730.0
2019-01-01,11186003830.0,12642732550.0,5480778409.0,3113793700.0,14140152860.0,91568570730.0,7551640962.0,7570449764.0,45866461730.0,2029110926.0,19137688950.0,12439161260.0,4849031813.0,29534794590.0,43139434260.0
2019-02-01,9436579483.0,10579298840.0,4701905991.0,2354343683.0,11927731910.0,81363270430.0,6087777501.0,5777730190.0,36651578250.0,1934384309.0,16510673630.000002,10535649620.0,4217512632.0,25384169410.0,38366591340.0
2019-03-01,8688717189.0,10023338630.0,4584056451.0,2149633643.0,11305233720.0,75044578020.0,5821974774.0,5227461626.0,33714260890.0,1918038565.0,15871049460.0,9448987409.0,3961449620.0,25074425670.0,38423068160.0
2019-04-01,7990027087.0,10059489660.0,4100544368.0,1976952136.0,10745594020.0,70669234710.0,5170200564.0,5022331196.0,30708410300.0,1880821355.0,15201724010.0,8758373806.0,3706924015.0,23182368650.0,36464534610.0
2019-05-01,6737029698.0,8112324912.0,3989945338.0,1661600508.0,8612237039.0,58322513180.0,5059941123.0,4700972177.0,26436034980.0,1719696488.0,13064202750.0,6884585165.0,3141796619.0,23138327200.0,32182609380.0
2019-06-01,6377809921.0,7762798158.0,3821901501.0,1632776548.0,7668239197.0,50993612070.0,5056933898.0,4564509105.0,27455816900.0,1422688965.0,12588576380.0,6158226009.0,2904430587.0,23572032410.0,28648508080.0
2019-07-01,6211966328.0,7620466996.0,4044793983.0,1629444210.0,7352692261.0,50327813970.0,5234456233.0,4580115695.0,27580466160.0,1401462343.0,12603380100.0,5985817055.0,2800236730.0,23662823950.0,28720321410.0
2019-08-01,5968172223.0,7374782912.0,4040129290.0,1574024697.0,7603085389.0,50177575070.0,5233702584.0,4628247590.0,26584871340.0,1399120864.0,11534540000.0,5944709083.0,2704287648.0,23326657180.0,28098511690.0
2019-09-01,6944311845.0,7963942259.0,4189639098.0,1650836326.0,9087655700.0,56976506230.0,5246327419.0,4741940678.0,26745927080.0,1689799864.0,12304667030.0,6598415222.0,3029328188.0,23553543130.0,30706976470.0
2019-10-01,7984085903.0,9034333656.0,4538404361.0,1987930428.0,10332150090.0,65964145800.0,5466576025.0,5163321418.0,30090516110.0,1879629308.0,13855815300.0,8855137479.0,3682270154.0,24694717710.0,33522607000.000004
