date,co2_cap
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,-0.006194595354022336
2001-04-01,0.019766656668137816
2001-07-01,-0.0447133269219413
2001-10-01,0.05258405438929348
2002-01-01,-0.08294617413529859
2002-04-01,-0.0015423604543887137
2002-07-01,0.0252236675589258
2002-10-01,-0.024669317242498545
2003-01-01,0.12539456652032133
2003-04-01,-0.028003204732325315
2003-07-01,-0.01290832836883371
2003-10-01,-0.005505175547265484
2004-01-01,0.001442829162436654
2004-04-01,0.056497590726900304
2004-07-01,0.021018961497709654
2004-10-01,-0.0038361277415921435
2005-01-01,-0.053207719382431184
2005-04-01,-0.01627648765050438
2005-07-01,-0.010941173933178616
2005-10-01,-0.01529178135940179
2006-01-01,0.021230081070191753
2006-04-01,-0.026004765166490973
2006-07-01,0.043823474090988745
2006-10-01,-0.009088492106519963
2007-01-01,-0.017169201720542704
2007-04-01,0.015083408054745284
2007-07-01,0.009339504323353953
2007-10-01,0.06400450091794796
2008-01-01,-0.04478038376334892
2008-04-01,0.008982627061662418
2008-07-01,-0.04197738124128925
2008-10-01,-0.08023926410741011
2009-01-01,0.009696115395186222
2009-04-01,-0.14003418928999922
2009-07-01,-0.09801887007952481
2009-10-01,-0.03931887525216604
2010-01-01,-0.049841674722041596
2010-04-01,0.053210450852538616
2010-07-01,0.047874058440733
2010-10-01,0.032897533873914364
2011-01-01,0.03196705668858346
2011-04-01,0.01139130784146225
2011-07-01,-0.06373765838017431
2011-10-01,-0.043397232721931855
2012-01-01,-0.056786396006311746
2012-04-01,-0.05117504489921798
2012-07-01,-0.006371756415617713
2012-10-01,0.021546365544236945
2013-01-01,0.01748687776812541
2013-04-01,-0.03887261618881588
2013-07-01,-0.03464647171937152
2013-10-01,-0.0695040268323539
2014-01-01,-0.08325173280232345
2014-04-01,0.0002551217158879293
2014-07-01,0.007297632264210208
2014-10-01,0.021960333258487008
2015-01-01,0.04522721811362107
2015-04-01,-0.006803726348627359
2015-07-01,0.009820574213716626
2015-10-01,-0.011256479227248706
2016-01-01,-0.013319098611459967
2016-04-01,0.028862362747654746
2016-07-01,-0.0003268659419928266
2016-10-01,0.050168999622901334
2017-01-01,0.019981114163700298
2017-04-01,0.037100176877277735
2017-07-01,0.01647866410024723
2017-10-01,-0.053377216430606333
2018-01-01,-0.018429605715682973
2018-04-01,-0.018940566604198628
2018-07-01,-0.001846442111626545
2018-10-01,-0.012954468088768989
2019-01-01,-0.030696576615073745
2019-04-01,-0.025400734961963267
2019-07-01,-0.032028290957452854
2019-10-01,-0.028776516021935983
