model,timestamp,timeframe,stat,sign_level,treatment_country,incl_vars,incl_countries,incl_years,impl_date,n_train,n_test,r2_pre_log_diff,r2_pre_log,r2_pre,shapiro_p,normal_errors,att_mean,att_std,att_p,att_sign,att_log_diff_mean,att_log_diff_std,att_log_diff_p,att_log_diff_sign,prox,months_cor,split_date,r2_pre_log_diff_stand,lasso_alpha,n_pars,pars,coefs
nn,"2023-10-24, 23:29",m,stat,0.1,switzerland,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",2008-01-01,99,127,0.9717893533449058,0.9866662770652429,0.9833934722921365,0.5904736518859863,1,-282826977.6386473,347808265.40293026,2.479440370842879e-17,1,-0.0029886944472085277,0.05568102091254558,0.5234609180851162,0,False,15,2009-04-01,0.9947356931408674,,,,
nn,"2023-10-24, 23:29",m,stat,0.1,ireland,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",2010-05-01,127,99,0.9191053919518951,0.5570948244883083,0.46755211464802016,0.0554906390607357,0,-233504454.0843131,528262070.8545504,6.8243473800173154e-06,1,0.014385544714154017,0.0786990259664131,0.05345035181886748,1,False,15,2011-08-01,0.983639713827341,,,,
nn,"2023-10-24, 23:29",m,stat,0.1,united_kingdom,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",2013-04-01,147,79,0.9889472614956547,0.9853122417965474,0.9844319060791037,5.667790219376911e-07,0,-4266754412.8953295,3074338242.0516396,5.172110015923102e-20,1,-0.016980422824786328,0.047200907712648885,0.0020032291965464077,1,False,0,2013-04-01,0.9927058429150512,,,,
nn,"2023-10-24, 23:29",m,stat,0.1,france,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",2014-04-01,156,70,0.9477935406756123,0.8621861323479117,0.848968248983937,5.505615263246e-05,0,2760504150.5007167,2856951193.79027,3.8522070516947725e-11,1,0.004955658460228157,0.0469959828451608,0.39118975090866626,0,False,-3,2014-01-01,0.9501369493964025,,,,
nn,"2023-10-24, 23:30",m,stat,0.1,portugal,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",2015-01-01,183,43,0.9485787896745753,0.22578474867823728,0.3948086086875009,2.3291195638819318e-09,0,1078762803.237201,611151288.4407552,2.537540465942966e-19,1,0.0028987440122548907,0.06802784209813355,0.7467347827035592,0,False,15,2016-04-01,0.9658572624734759,,,,
