date,co2_cap
2000-01-01,7.185115478566685
2000-02-01,7.136101449670813
2000-03-01,7.119781986468305
2000-04-01,6.977196820238628
2000-05-01,6.812220454647675
2000-06-01,6.769916718829892
2000-07-01,6.742158742159457
2000-08-01,6.687503815557512
2000-09-01,6.733962501751135
2000-10-01,6.929957525451607
2000-11-01,7.044432555068216
2000-12-01,7.101773469929219
2001-01-01,7.15329397019791
2001-02-01,7.084469966907746
2001-03-01,7.102878183307196
2001-04-01,6.996802786242789
2001-05-01,6.804287671237452
2001-06-01,6.792359581107594
2001-07-01,6.76563868458303
2001-08-01,6.722619311133873
2001-09-01,6.825262048534581
2001-10-01,6.824182866076247
2001-11-01,7.0900326577590285
2001-12-01,7.176736934394025
2002-01-01,7.096135232460663
2002-02-01,6.979991635921974
2002-03-01,7.0202919545659785
2002-04-01,6.935504918018413
2002-05-01,6.812878979300978
2002-06-01,6.713212363631541
2002-07-01,6.685423547284185
2002-08-01,6.63421105151732
2002-09-01,6.7232934905080715
2002-10-01,6.927922593404298
2002-11-01,6.986356359793031
2002-12-01,7.086080600219317
2003-01-01,7.154063145773828
2003-02-01,7.12791166282592
2003-03-01,7.030717821000739
2003-04-01,6.935734310294873
2003-05-01,6.807243118061727
2003-06-01,6.738546252477836
2003-07-01,6.736976360237766
2003-08-01,6.689344504404793
2003-09-01,6.728164015479316
2003-10-01,7.004930982643311
2003-11-01,7.007983555529555
2003-12-01,7.107194026962835
2004-01-01,7.121371807117395
2004-02-01,7.074658918892984
2004-03-01,7.085973194740336
2004-04-01,6.916073392918363
2004-05-01,6.84137857368341
2004-06-01,6.7333590186989145
2004-07-01,6.712585763226751
2004-08-01,6.677907420250753
2004-09-01,6.729132532448114
2004-10-01,6.894230327983454
2004-11-01,7.035938729766294
2004-12-01,7.13983823501351
2005-01-01,7.074464639181894
2005-02-01,7.115103094734838
2005-03-01,7.040839151077519
2005-04-01,6.890796184667501
2005-05-01,6.788961195528736
2005-06-01,6.699544561550642
2005-07-01,6.676871715727119
2005-08-01,6.6475889908272086
2005-09-01,6.689173617917461
2005-10-01,6.783875597397065
2005-11-01,7.025315973821566
2005-12-01,7.112693143294147
2006-01-01,7.141975069671902
2006-02-01,7.092370085754052
2006-03-01,7.096852198957007
2006-04-01,6.883578392714086
2006-05-01,6.7124893878866745
2006-06-01,6.68731781536412
2006-07-01,6.68708109917009
2006-08-01,6.632567772859603
2006-09-01,6.678739166770648
2006-10-01,6.773340007733086
2006-11-01,6.94530172947155
2006-12-01,7.030947287834461
2007-01-01,6.984673245064039
2007-02-01,6.964071137181542
2007-03-01,6.990419982386717
2007-04-01,6.800685390384378
2007-05-01,6.72419165048686
2007-06-01,6.6780491593181805
2007-07-01,6.647289431986657
2007-08-01,6.611429635235374
2007-09-01,6.697873621043544
2007-10-01,6.884057792769192
2007-11-01,6.997620171257621
2007-12-01,7.063372512624592
2008-01-01,7.008189176230916
2008-02-01,6.990593888584268
2008-03-01,7.002264995339371
2008-04-01,6.9087117187087195
2008-05-01,6.68938250594929
2008-06-01,6.683904891354097
2008-07-01,6.680260081101625
2008-08-01,6.628077914390785
2008-09-01,6.735439016834012
2008-10-01,6.889868972716661
2008-11-01,6.956023801701114
2008-12-01,7.074206945551467
2009-01-01,7.054257556038819
2009-02-01,6.940315672692323
2009-03-01,6.922822852675669
2009-04-01,6.7306122841406095
2009-05-01,6.652956170189349
2009-06-01,6.614191735892049
2009-07-01,6.619860145618521
2009-08-01,6.593476671296306
2009-09-01,6.63096723873747
2009-10-01,6.81998750014072
2009-11-01,6.845222903597431
2009-12-01,7.0240959868814805
2010-01-01,7.131713163338722
2010-02-01,7.033085051678854
2010-03-01,6.982013074128353
2010-04-01,6.858482731438052
2010-05-01,6.810671671105597
2010-06-01,6.671519721111815
2010-07-01,6.675287803991986
2010-08-01,6.625682714868152
2010-09-01,6.67999913622293
2010-10-01,6.8552750479415705
2010-11-01,6.946233244298668
2010-12-01,7.116273411442758
2011-01-01,7.018393104358963
2011-02-01,6.948128308564183
2011-03-01,6.920090990910722
2011-04-01,6.695382901288745
2011-05-01,6.682511410493646
2011-06-01,6.610088413470723
2011-07-01,6.5941053899208155
2011-08-01,6.548797364216053
2011-09-01,6.591787588967461
2011-10-01,6.780392757205153
2011-11-01,6.882224819628217
2011-12-01,6.933359030351347
2012-01-01,6.925340856535535
2012-02-01,7.061521992185309
2012-03-01,6.837140281116807
2012-04-01,6.814538302339742
2012-05-01,6.618500254672086
2012-06-01,6.579177255724227
2012-07-01,6.5597563552050815
2012-08-01,6.53790368240697
2012-09-01,6.610422145319559
2012-10-01,6.7604362308730375
2012-11-01,6.865019537054718
2012-12-01,6.928245229205685
2013-01-01,7.022217877077908
2013-02-01,7.0138710696948285
2013-03-01,7.019101749403422
2013-04-01,6.812992373176562
2013-05-01,6.725265644938807
2013-06-01,6.559065046495381
2013-07-01,6.544544918030196
2013-08-01,6.504403377746451
2013-09-01,6.554547849245716
2013-10-01,6.658799577874951
2013-11-01,6.865905584955749
2013-12-01,6.90203314346818
2014-01-01,6.870391078524278
2014-02-01,6.821550854028601
2014-03-01,6.807646972887489
2014-04-01,6.68118935665124
2014-05-01,6.612195447840267
2014-06-01,6.543291731089742
2014-07-01,6.515892880210863
2014-08-01,6.4960883358471335
2014-09-01,6.5882322561329305
2014-10-01,6.7160136345698955
2014-11-01,6.817428737053994
2014-12-01,6.937310853991408
2015-01-01,6.972030711021073
2015-02-01,6.9448544288864875
2015-03-01,6.890790942095467
2015-04-01,6.7674100878535235
