date,cows
2000-01-01,18.101026292257313
2000-02-01,18.02763815584276
2000-03-01,18.099510827339596
2000-04-01,18.036928202749852
2000-05-01,18.12952598202161
2000-06-01,18.06529068847651
2000-07-01,17.992202861535127
2000-08-01,18.03192524940715
2000-09-01,18.046132738478924
2000-10-01,18.15162413562375
2000-11-01,18.00683057930976
2000-12-01,17.959914320059113
2001-01-01,17.920300378047912
2001-02-01,17.798178402961753
2001-03-01,18.138185198187884
2001-04-01,18.11917016356405
2001-05-01,18.06471983074729
2001-06-01,18.035459342321243
2001-07-01,17.998933803269917
2001-08-01,18.070981413750058
2001-09-01,18.116598250132803
2001-10-01,18.28440272565974
2001-11-01,18.306839927528607
2001-12-01,18.260394614019024
2002-01-01,18.190008926217363
2002-02-01,18.15410763471082
2002-03-01,18.225273947609754
2002-04-01,18.1490032456423
2002-05-01,18.19302703716027
2002-06-01,18.07804958001557
2002-07-01,18.100199959749197
2002-08-01,18.136193562397104
2002-09-01,18.14215660928535
2002-10-01,18.2405966820986
2002-11-01,18.169137718116456
2002-12-01,18.19252465081461
2003-01-01,18.190386688609316
2003-02-01,18.07522830575037
2003-03-01,18.135262773153652
2003-04-01,18.10006217125432
2003-05-01,18.078190435005588
2003-06-01,18.037221716106817
2003-07-01,17.916665212114925
2003-08-01,17.94457855624476
2003-09-01,18.124428720817516
2003-10-01,18.157886387008364
2003-11-01,18.014215135510618
2003-12-01,18.148346948447383
2004-01-01,18.086745286983124
2004-02-01,18.001674365277534
2004-03-01,18.1190349644832
2004-04-01,18.035606325491933
2004-05-01,17.954828485829108
2004-06-01,18.079457237905665
2004-07-01,17.922442235691847
2004-08-01,18.02377886650469
2004-09-01,18.07875365664819
2004-10-01,18.09384195629939
2004-11-01,18.163721844143424
2004-12-01,18.20810614398739
2005-01-01,18.016015316014766
2005-02-01,17.954987810293716
2005-03-01,18.068424594175344
2005-04-01,18.004407437127597
2005-05-01,18.049906875634132
2005-06-01,18.001826398725186
2005-07-01,17.87042105094097
2005-08-01,18.03280994424515
2005-09-01,18.093564602255178
2005-10-01,18.127785104447696
2005-11-01,18.12496649980332
2005-12-01,18.147033060464388
2006-01-01,18.071406915493945
2006-02-01,17.97984749200641
2006-03-01,18.12617544615246
2006-04-01,17.99235634169812
2006-05-01,18.082687350959215
2006-06-01,17.998323768173982
2006-07-01,17.845494361025985
2006-08-01,18.022886142148423
2006-09-01,18.045987294510955
2006-10-01,18.09978653729447
2006-11-01,18.092593256865545
2006-12-01,18.081845718141963
2007-01-01,18.05482089043656
2007-02-01,17.939737494668243
2007-03-01,18.085208007664235
2007-04-01,18.01015284150174
2007-05-01,18.03339930627783
2007-06-01,18.004407437127597
2007-07-01,17.939575721635457
2007-08-01,18.065861220513092
2007-09-01,17.995421008516022
2007-10-01,18.113883807640903
2007-11-01,18.05870606691873
2007-12-01,18.091481991297652
2008-01-01,18.02363013444522
2008-02-01,17.96890988296769
2008-03-01,18.031482608308075
2008-04-01,18.032367694661765
2008-05-01,18.038394908791606
2008-06-01,18.03501826314038
2008-07-01,17.933897114666614
2008-08-01,17.97142047584453
2008-09-01,18.078190435005588
2008-10-01,18.091759923483988
2008-11-01,17.99174227965856
2008-12-01,18.152801298796764
2009-01-01,18.031482608308075
2009-02-01,17.924415271517706
2009-03-01,18.045114186190066
2009-04-01,18.0260071969224
2009-05-01,17.962921841123066
2009-06-01,18.0051652999907
2009-07-01,17.90852089717324
2009-08-01,17.96165661874964
2009-09-01,17.984653330261562
2009-10-01,18.037368440485334
2009-11-01,18.033693857089975
2009-12-01,18.094396433718643
2010-01-01,17.960072836346992
2010-02-01,17.901486870515857
2010-03-01,18.07452174174161
2010-04-01,18.01316353171807
2010-05-01,18.040298416211666
2010-06-01,18.001674365277534
2010-07-01,17.91467681046559
2010-08-01,18.07268233549253
2010-09-01,18.11211546058416
2010-10-01,18.117546566941662
2010-11-01,18.221009548823297
2010-12-01,18.211316816046526
2011-01-01,18.132598591479244
2011-02-01,18.020800014138104
2011-03-01,18.126041190933087
2011-04-01,18.06757086617813
2011-05-01,18.100475479795026
2011-06-01,18.061860643667245
2011-07-01,17.937632401185823
2011-08-01,18.080300882500136
2011-09-01,18.10610697603227
2011-10-01,18.10308914109444
2011-11-01,18.11429144403489
2011-12-01,18.143081006842095
2012-01-01,18.0332519983303
2012-02-01,17.98804996777143
2012-03-01,18.090925895078676
2012-04-01,18.06799782128317
2012-05-01,18.054388270918672
2012-06-01,18.01196034312353
2012-07-01,17.962447570305546
2012-08-01,18.022141595914935
2012-09-01,17.99128148554857
2012-10-01,18.15462969162688
2012-11-01,18.043365679260546
2012-12-01,18.080441420761908
2013-01-01,18.01196034312353
