date,cows
2000-01-01,72640000.0
2000-02-01,67500000.0
2000-03-01,72530000.0
2000-04-01,68130000.0
2000-05-01,74740000.0
2000-06-01,70090000.0
2000-07-01,65150000.00000001
2000-08-01,67790000.0
2000-09-01,68760000.0
2000-10-01,76410000.0
2000-11-01,66110000.0
2000-12-01,63080000.0
2001-01-01,60630000.0
2001-02-01,53660000.0
2001-03-01,75390000.0
2001-04-01,73970000.0
2001-05-01,70050000.0
2001-06-01,68030000.0
2001-07-01,65590000.0
2001-08-01,70490000.0
2001-09-01,73780000.0
2001-10-01,87260000.0
2001-11-01,89240000.0
2001-12-01,85190000.0
2002-01-01,79400000.0
2002-02-01,76600000.0
2002-03-01,82250000.0
2002-04-01,76210000.0
2002-05-01,79640000.0
2002-06-01,70990000.0
2002-07-01,72580000.0
2002-08-01,75240000.0
2002-09-01,75690000.0
2002-10-01,83520000.0
2002-11-01,77760000.0
2002-12-01,79600000.0
2003-01-01,79430000.0
2003-02-01,70790000.0
2003-03-01,75170000.0
2003-04-01,72570000.0
2003-05-01,71000000.0
2003-06-01,68150000.0
2003-07-01,60410000.0
2003-08-01,62120000.0
2003-09-01,74360000.0
2003-10-01,76890000.0
2003-11-01,66599999.99999999
2003-12-01,76160000.0
2004-01-01,71610000.0
2004-02-01,65769999.99999999
2004-03-01,73960000.0
2004-04-01,68040000.0
2004-05-01,62760000.0
2004-06-01,71090000.0
2004-07-01,60760000.0
2004-08-01,67240000.0
2004-09-01,71040000.0
2004-10-01,72120000.0
2004-11-01,77340000.0
2004-12-01,80850000.0
2005-01-01,66720000.0
2005-02-01,62770000.0
2005-03-01,70310000.0
2005-04-01,65950000.0
2005-05-01,69020000.0
2005-06-01,65780000.0
2005-07-01,57680000.0
2005-08-01,67850000.0
2005-09-01,72100000.0
2005-10-01,74610000.0
2005-11-01,74400000.0
2005-12-01,76060000.0
2006-01-01,70520000.0
2006-02-01,64349999.99999999
2006-03-01,74490000.0
2006-04-01,65160000.0
2006-05-01,71320000.0
2006-06-01,65550000.0
2006-07-01,56260000.0
2006-08-01,67180000.0
2006-09-01,68750000.0
2006-10-01,72550000.0
2006-11-01,72030000.0
2006-12-01,71260000.0
2007-01-01,69360000.0
2007-02-01,61820000.0
2007-03-01,71500000.0
2007-04-01,66330000.0
2007-05-01,67890000.0
2007-06-01,65950000.0
2007-07-01,61810000.0
2007-08-01,70130000.0
2007-09-01,65360000.0
2007-10-01,73580000.0
2007-11-01,69630000.0
2007-12-01,71950000.0
2008-01-01,67230000.0
2008-02-01,63650000.0
2008-03-01,67760000.0
2008-04-01,67820000.0
2008-05-01,68230000.0
2008-06-01,68000000.0
2008-07-01,61460000.0
2008-08-01,63810000.0
2008-09-01,71000000.0
2008-10-01,71970000.0
2008-11-01,65120000.00000001
2008-12-01,76500000.0
2009-01-01,67760000.0
2009-02-01,60880000.0
2009-03-01,68690000.0
2009-04-01,67390000.0
2009-05-01,63270000.0
2009-06-01,66000000.0
2009-07-01,59920000.0
2009-08-01,63190000.0
2009-09-01,64660000.0
2009-10-01,68160000.0
