date,gdp
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,0.057598889694627786
2001-02-01,0.052459507009654516
2001-03-01,0.04737103939624632
2001-04-01,0.042332669062414396
2001-05-01,0.038793209340934
2001-06-01,0.03527808234192875
2001-07-01,0.03178701651007643
2001-08-01,0.029133335072092592
2001-09-01,0.02650153396290378
2001-10-01,0.02389133467683635
2001-11-01,0.02992003767768381
2001-12-01,0.03590010904305885
2002-01-01,0.04183224050064993
2002-02-01,0.04557297437672858
2002-03-01,0.049281797857787524
2002-04-01,0.052959142713017826
2002-05-01,0.05584526610793361
2002-06-01,0.05871341240691663
2002-07-01,0.0615637607398547
2002-08-01,0.062074904576959966
2002-09-01,0.06258291640830649
2002-10-01,0.06308782499770516
2002-11-01,0.05596328078770085
2002-12-01,0.048888463219800116
2003-01-01,0.041862678270831566
2003-02-01,0.036574270270378406
2003-03-01,0.03132286727436551
2003-04-01,0.026108010573100415
2003-05-01,0.023371387173234837
2003-06-01,0.020652215496269832
2003-07-01,0.017950319178492435
2003-08-01,0.017306894133639616
2003-09-01,0.016667327275438737
2003-10-01,0.01603158387556647
2003-11-01,0.021445817703725112
2003-12-01,0.026831408607097984
2004-01-01,0.032188660769147504
2004-02-01,0.03505643148355375
2004-03-01,0.037911002906994895
2004-04-01,0.040752477507972173
2004-05-01,0.042137089258165616
2004-06-01,0.04351472531059031
2004-07-01,0.04488543954579427
2004-08-01,0.04414324089828625
2004-09-01,0.04340447245851209
2004-10-01,0.04266911030108389
2004-11-01,0.03979572798831654
2004-12-01,0.03694479091465652
2005-01-01,0.03411602565750016
2005-02-01,0.03408738058547911
2005-03-01,0.0340589480094593
2005-04-01,0.03403072557364695
2005-05-01,0.03543256395880334
2005-06-01,0.03682347124826535
2005-07-01,0.03820357613120606
2005-08-01,0.04299945137091399
2005-09-01,0.047753939989267025
2005-10-01,0.05246762846130437
2005-11-01,0.0568117297413302
2005-12-01,0.061115601280871346
2006-01-01,0.06537983865558061
2006-02-01,0.06682457236107808
2006-03-01,0.06825656839924932
2006-04-01,0.06967599593451368
2006-05-01,0.07029889454340221
2006-06-01,0.07091569113146079
2006-07-01,0.07152647504191734
2006-08-01,0.06865369531012533
2006-09-01,0.06581116248519692
2006-10-01,0.06299839006885222
2006-11-01,0.061606312094866666
2006-12-01,0.06023117523175614
2007-01-01,0.05887267082183456
2007-02-01,0.055951503399437996
2007-03-01,0.05305182543452247
2007-04-01,0.050173388609433545
2007-05-01,0.04877138222263255
2007-06-01,0.04738203264591334
2007-07-01,0.046005167934769275
2007-08-01,0.04574646865587795
2007-09-01,0.045489694462578
2007-10-01,0.04523482393814149
2007-11-01,0.044479818139752325
2007-12-01,0.0437324066195508
2008-01-01,0.04299247516389926
2008-02-01,0.044463012684705205
2008-03-01,0.04592484195334379
2008-04-01,0.04737804164258819
2008-05-01,0.04560132467622324
2008-06-01,0.04383506207164345
2008-07-01,0.04207915909698201
2008-08-01,0.03328411848906754
2008-09-01,0.024475077898209463
2008-10-01,0.015651661251780524
2008-11-01,0.008748085311889753
2008-12-01,0.0018614933111607002
2009-01-01,-0.00500834005014994
2009-02-01,-0.007487052850535747
2009-03-01,-0.009953568302325522
2009-04-01,-0.012407983664072475
2009-05-01,-0.007817150373117698
2009-06-01,-0.003266088251212551
2009-07-01,0.0012457638145946248
2009-08-01,0.012245361508185226
2009-09-01,0.023238320936151524
2009-10-01,0.034225311768135924
2009-11-01,0.04165901813320261
2009-12-01,0.049070525608286175
2010-01-01,0.05646013613782941
2010-02-01,0.062127903774975124
2010-03-01,0.06774991843677824
2010-04-01,0.07332681968975763
2010-05-01,0.07013428507497466
2010-06-01,0.06697381812882597
2010-07-01,0.06384492255710228
2010-08-01,0.06190177288028664
2010-09-01,0.059977315514213814
2010-10-01,0.058071278518507796
2010-11-01,0.055701809912928724
2010-12-01,0.05335134687484455
2011-01-01,0.0510196552360469
2011-02-01,0.04689179159872481
2011-03-01,0.04280353790722913
2011-04-01,0.038754293074084956
2011-05-01,0.038616282388616696
2011-06-01,0.038479204433038205
2011-07-01,0.038343049782302074
2011-08-01,0.0367652607996618
2011-09-01,0.035197160205310496
2011-10-01,0.03363865712499248
2011-11-01,0.0349450405474272
2011-12-01,0.03624231740082706
2012-01-01,0.03753058365519735
2012-02-01,0.0373959981789298
2012-03-01,0.03726213748104712
2012-04-01,0.03712899572138895
2012-05-01,0.03769077616616201
2012-06-01,0.03824852433811543
2012-07-01,0.038802283581294006
2012-08-01,0.03958288654395048
2012-09-01,0.04035931279719307
2012-10-01,0.04113159600571592
2012-11-01,0.03905739927374796
2012-12-01,0.03699608318811798
2013-01-01,0.0349475237992678
2013-02-01,0.03634560377381035
2013-03-01,0.03773440481546331
2013-04-01,0.03911402031999245
2013-05-01,0.038369888118594986
2013-06-01,0.037630962751887154
2013-07-01,0.03689718956094623
2013-08-01,0.036669733974338925
2013-09-01,0.036443620204238414
2013-10-01,0.03621883640627033
2013-11-01,0.036535718518010185
2013-12-01,0.036851184890398514
2014-01-01,0.037165245005564174
2014-02-01,0.03537836169861208
2014-03-01,0.033602649187084666
2014-04-01,0.03183800027167294
2014-05-01,0.03209626134086463
2014-06-01,0.03235283948988865
2014-07-01,0.032607751123432394
2014-08-01,0.03162462303201252
2014-09-01,0.030646113716930046
2014-10-01,0.029672190240500385
2014-11-01,0.028520144881984066
2014-12-01,0.027372289879785683
