date,unempl
2000-01-01,
2000-04-01,-0.003333333333333327
2000-07-01,-0.0030000000000000027
2000-10-01,-0.00233333333333334
2001-01-01,-0.0020000000000000018
2001-04-01,-0.0006666666666666626
2001-07-01,-0.0010000000000000009
2001-10-01,-0.00033333333333333826
2002-01-01,-0.0016666666666666774
2002-04-01,0.0
2002-07-01,0.0010000000000000148
2002-10-01,0.0010000000000000009
2003-01-01,-0.0010000000000000009
2003-04-01,0.0020000000000000018
2003-07-01,-0.00033333333333333826
2003-10-01,0.0036666666666666653
2004-01-01,0.0006666666666666765
2004-04-01,-0.0010000000000000009
2004-07-01,0.0006666666666666626
2004-10-01,0.0006666666666666626
2005-01-01,-0.0030000000000000027
2005-04-01,0.0016666666666666774
2005-07-01,0.0016666666666666635
2005-10-01,0.0013333333333333391
2006-01-01,0.0006666666666666626
2006-04-01,-0.00233333333333334
2006-07-01,0.0
2006-10-01,-0.005666666666666667
2007-01-01,0.0010000000000000009
2007-04-01,-0.0036666666666666653
2007-07-01,-0.0010000000000000009
2007-10-01,-0.0050000000000000044
2008-01-01,-0.0036666666666666653
2008-04-01,0.0016666666666666774
2008-07-01,0.0023333333333333123
2008-10-01,0.0026666666666666783
2009-01-01,0.007666666666666669
2009-04-01,0.006000000000000005
2009-07-01,0.00033333333333333826
2009-10-01,0.003333333333333327
2010-01-01,-0.0013333333333333253
2010-04-01,-0.0013333333333333391
2010-07-01,-0.0006666666666666626
2010-10-01,0.0
2011-01-01,-0.00033333333333333826
2011-04-01,-0.0006666666666666626
2011-07-01,0.0010000000000000009
2011-10-01,0.0016666666666666635
2012-01-01,0.0013333333333333391
2012-04-01,0.0016666666666666496
2012-07-01,0.0006666666666666626
2012-10-01,0.004333333333333342
2013-01-01,0.002333333333333354
2013-04-01,0.0003333333333333105
2013-07-01,-0.00233333333333334
2013-10-01,-0.0003333333333333244
2014-01-01,0.0003333333333333244
2014-04-01,-0.0006666666666666626
2014-07-01,0.0010000000000000009
2014-10-01,0.00233333333333334
2015-01-01,-0.000999999999999987
2015-04-01,0.0006666666666666488
2015-07-01,-0.0013333333333333114
2015-10-01,-0.00033333333333335213
2016-01-01,0.0003333333333333244
2016-04-01,-0.0030000000000000027
2016-07-01,-0.0013333333333333114
2016-10-01,0.001999999999999988
2017-01-01,-0.004333333333333342
2017-04-01,-0.0013333333333333114
2017-07-01,-0.00033333333333333826
2017-10-01,-0.004333333333333342
2018-01-01,0.00233333333333334
2018-04-01,-0.0016666666666666635
2018-07-01,-0.0020000000000000018
2018-10-01,-0.0010000000000000009
2019-01-01,-0.0006666666666666765
2019-04-01,-0.002333333333333326
2019-07-01,-0.0020000000000000018
2019-10-01,-0.0010000000000000148
