date,gdp_cap
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,0.06298308585692247
2001-04-01,0.05278229363937825
2001-07-01,0.04901897504527142
2001-10-01,0.04222170428214511
2002-01-01,0.043732371944914306
2002-04-01,0.04365927007052406
2002-07-01,0.03544107861143608
2002-10-01,0.02566132286762901
2003-01-01,0.001721093310136368
2003-04-01,-0.01906493218444716
2003-07-01,-0.01872924227212991
2003-10-01,-0.012243853183482756
2004-01-01,0.009051571636117473
2004-04-01,0.028958638616442656
2004-07-01,0.03132888780195131
2004-10-01,0.04254422594790519
2005-01-01,0.04188225483095742
2005-04-01,0.04443434516282885
2005-07-01,0.05381447161267339
2005-10-01,0.05616109235599076
2006-01-01,0.06257234622177243
2006-04-01,0.07241482288937462
2006-07-01,0.06473162450324921
2006-10-01,0.058136705775577724
2007-01-01,0.05714046166729503
2007-04-01,0.04803892621310091
2007-07-01,0.048207843785153415
2007-10-01,0.0446096010076964
2008-01-01,0.039928584485615204
2008-04-01,0.02895319308246691
2008-07-01,0.026922284242418826
2008-10-01,0.012389755354048404
2009-01-01,-0.013787921734035535
2009-04-01,-0.013910937112843413
2009-07-01,-0.018802640542046944
2009-10-01,0.0020221917627925023
2010-01-01,0.022351713474593637
2010-04-01,0.032477406222566785
2010-07-01,0.03948217155120659
2010-10-01,0.03875234154281415
2011-01-01,0.05191317757950742
2011-04-01,0.045649049568856626
2011-07-01,0.04268449185691914
2011-10-01,0.028863318986326547
2012-01-01,0.0062388386499225845
2012-04-01,0.0010705416675165225
2012-07-01,0.0038792760261951997
2012-10-01,0.016142439002640785
2013-01-01,0.036546807427855654
2013-04-01,0.055111402572201484
2013-07-01,0.051920439004733865
2013-10-01,0.05223936511273308
2014-01-01,0.03200476514207473
2014-04-01,0.015066935116113456
2014-07-01,0.01378547864873525
2014-10-01,0.0008641143367835724
2015-01-01,0.006539934716705886
2015-04-01,0.012587009615591782
2015-07-01,0.01704697286555401
2015-10-01,0.029253588499798866
2016-01-01,0.04417024105680589
2016-04-01,0.047339942539673885
2016-07-01,0.04809533257281373
2016-10-01,0.049970071568493424
2017-01-01,0.04003181556088187
2017-04-01,0.037541052405098085
2017-07-01,0.03763016078899817
2017-10-01,0.03634725676114847
2018-01-01,0.03263054418888878
2018-04-01,0.038782932113468505
2018-07-01,0.041873123304576154
2018-10-01,0.05208863655891882
2019-01-01,0.07378787488727134
2019-04-01,0.08485043865654518
2019-07-01,0.0882016238204546
2019-10-01,0.07769916709430724
