LOCATION,Country,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME,Period,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1990-Q3,Q3-1990,PER,Persons,3,Thousands,,,58294.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1990-Q4,Q4-1990,PER,Persons,3,Thousands,,,58367.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1991-Q1,Q1-1991,PER,Persons,3,Thousands,,,58438.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1991-Q2,Q2-1991,PER,Persons,3,Thousands,,,58511,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1991-Q3,Q3-1991,PER,Persons,3,Thousands,,,58584.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1991-Q4,Q4-1991,PER,Persons,3,Thousands,,,58658.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1992-Q1,Q1-1992,PER,Persons,3,Thousands,,,58733.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1992-Q2,Q2-1992,PER,Persons,3,Thousands,,,58806.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1992-Q3,Q3-1992,PER,Persons,3,Thousands,,,58875.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1992-Q4,Q4-1992,PER,Persons,3,Thousands,,,58942.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1993-Q1,Q1-1993,PER,Persons,3,Thousands,,,59005.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1993-Q2,Q2-1993,PER,Persons,3,Thousands,,,59066.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1993-Q3,Q3-1993,PER,Persons,3,Thousands,,,59125.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1993-Q4,Q4-1993,PER,Persons,3,Thousands,,,59181,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1994-Q1,Q1-1994,PER,Persons,3,Thousands,,,59234.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1994-Q2,Q2-1994,PER,Persons,3,Thousands,,,59287.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1994-Q3,Q3-1994,PER,Persons,3,Thousands,,,59341.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1994-Q4,Q4-1994,PER,Persons,3,Thousands,,,59395.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1995-Q1,Q1-1995,PER,Persons,3,Thousands,,,59449.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1995-Q2,Q2-1995,PER,Persons,3,Thousands,,,59503.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1995-Q3,Q3-1995,PER,Persons,3,Thousands,,,59556.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1995-Q4,Q4-1995,PER,Persons,3,Thousands,,,59609.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1996-Q1,Q1-1996,PER,Persons,3,Thousands,,,59662.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1996-Q2,Q2-1996,PER,Persons,3,Thousands,,,59715.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1996-Q3,Q3-1996,PER,Persons,3,Thousands,,,59768.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1996-Q4,Q4-1996,PER,Persons,3,Thousands,,,59821.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1997-Q1,Q1-1997,PER,Persons,3,Thousands,,,59875.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1997-Q2,Q2-1997,PER,Persons,3,Thousands,,,59928.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1997-Q3,Q3-1997,PER,Persons,3,Thousands,,,59981.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1997-Q4,Q4-1997,PER,Persons,3,Thousands,,,60032.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1998-Q1,Q1-1998,PER,Persons,3,Thousands,,,60083.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1998-Q2,Q2-1998,PER,Persons,3,Thousands,,,60141.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1998-Q3,Q3-1998,PER,Persons,3,Thousands,,,60204.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1998-Q4,Q4-1998,PER,Persons,3,Thousands,,,60275.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1999-Q1,Q1-1999,PER,Persons,3,Thousands,,,60351.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1999-Q2,Q2-1999,PER,Persons,3,Thousands,,,60436.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1999-Q3,Q3-1999,PER,Persons,3,Thousands,,,60528.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,1999-Q4,Q4-1999,PER,Persons,3,Thousands,,,60629.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2000-Q1,Q1-2000,PER,Persons,3,Thousands,,,60738,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2000-Q2,Q2-2000,PER,Persons,3,Thousands,,,60847.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2000-Q3,Q3-2000,PER,Persons,3,Thousands,,,60957.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2000-Q4,Q4-2000,PER,Persons,3,Thousands,,,61068.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q1,Q1-2001,PER,Persons,3,Thousands,,,61179.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q2,Q2-2001,PER,Persons,3,Thousands,,,61291.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q3,Q3-2001,PER,Persons,3,Thousands,,,61403.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2001-Q4,Q4-2001,PER,Persons,3,Thousands,,,61516.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q1,Q1-2002,PER,Persons,3,Thousands,,,61629.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q2,Q2-2002,PER,Persons,3,Thousands,,,61741.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q3,Q3-2002,PER,Persons,3,Thousands,,,61851.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2002-Q4,Q4-2002,PER,Persons,3,Thousands,,,61961.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q1,Q1-2003,PER,Persons,3,Thousands,,,62069,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q2,Q2-2003,PER,Persons,3,Thousands,,,62178.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q3,Q3-2003,PER,Persons,3,Thousands,,,62290.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2003-Q4,Q4-2003,PER,Persons,3,Thousands,,,62403.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q1,Q1-2004,PER,Persons,3,Thousands,,,62518.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q2,Q2-2004,PER,Persons,3,Thousands,,,62634.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q3,Q3-2004,PER,Persons,3,Thousands,,,62752.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2004-Q4,Q4-2004,PER,Persons,3,Thousands,,,62872.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q1,Q1-2005,PER,Persons,3,Thousands,,,62993.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q2,Q2-2005,PER,Persons,3,Thousands,,,63111.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q3,Q3-2005,PER,Persons,3,Thousands,,,63227.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2005-Q4,Q4-2005,PER,Persons,3,Thousands,,,63340.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q1,Q1-2006,PER,Persons,3,Thousands,,,63451.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q2,Q2-2006,PER,Persons,3,Thousands,,,63559,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q3,Q3-2006,PER,Persons,3,Thousands,,,63663.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2006-Q4,Q4-2006,PER,Persons,3,Thousands,,,63764.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q1,Q1-2007,PER,Persons,3,Thousands,,,63862.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q2,Q2-2007,PER,Persons,3,Thousands,,,63957.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q3,Q3-2007,PER,Persons,3,Thousands,,,64051.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2007-Q4,Q4-2007,PER,Persons,3,Thousands,,,64142.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q1,Q1-2008,PER,Persons,3,Thousands,,,64231.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q2,Q2-2008,PER,Persons,3,Thousands,,,64319,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q3,Q3-2008,PER,Persons,3,Thousands,,,64404.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2008-Q4,Q4-2008,PER,Persons,3,Thousands,,,64488.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q1,Q1-2009,PER,Persons,3,Thousands,,,64570.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q2,Q2-2009,PER,Persons,3,Thousands,,,64651.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q3,Q3-2009,PER,Persons,3,Thousands,,,64732.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2009-Q4,Q4-2009,PER,Persons,3,Thousands,,,64812.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q1,Q1-2010,PER,Persons,3,Thousands,,,64891.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q2,Q2-2010,PER,Persons,3,Thousands,,,64971.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q3,Q3-2010,PER,Persons,3,Thousands,,,65050.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2010-Q4,Q4-2010,PER,Persons,3,Thousands,,,65130.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q1,Q1-2011,PER,Persons,3,Thousands,,,65210.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q2,Q2-2011,PER,Persons,3,Thousands,,,65290.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q3,Q3-2011,PER,Persons,3,Thousands,,,65369.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2011-Q4,Q4-2011,PER,Persons,3,Thousands,,,65448.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q1,Q1-2012,PER,Persons,3,Thousands,,,65527.6,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q2,Q2-2012,PER,Persons,3,Thousands,,,65608.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q3,Q3-2012,PER,Persons,3,Thousands,,,65691.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2012-Q4,Q4-2012,PER,Persons,3,Thousands,,,65776.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q1,Q1-2013,PER,Persons,3,Thousands,,,65863.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q2,Q2-2013,PER,Persons,3,Thousands,,,65949.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q3,Q3-2013,PER,Persons,3,Thousands,,,66033.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2013-Q4,Q4-2013,PER,Persons,3,Thousands,,,66117.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q1,Q1-2014,PER,Persons,3,Thousands,,,66199.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q2,Q2-2014,PER,Persons,3,Thousands,,,66277.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q3,Q3-2014,PER,Persons,3,Thousands,,,66351.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2014-Q4,Q4-2014,PER,Persons,3,Thousands,,,66420.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q1,Q1-2015,PER,Persons,3,Thousands,,,66486.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q2,Q2-2015,PER,Persons,3,Thousands,,,66550.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q3,Q3-2015,PER,Persons,3,Thousands,,,66613,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2015-Q4,Q4-2015,PER,Persons,3,Thousands,,,66674.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q1,Q1-2016,PER,Persons,3,Thousands,,,66734.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q2,Q2-2016,PER,Persons,3,Thousands,,,66797,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q3,Q3-2016,PER,Persons,3,Thousands,,,66862.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2016-Q4,Q4-2016,PER,Persons,3,Thousands,,,66930.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q1,Q1-2017,PER,Persons,3,Thousands,,,67000.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q2,Q2-2017,PER,Persons,3,Thousands,,,67075.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q3,Q3-2017,PER,Persons,3,Thousands,,,67153.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2017-Q4,Q4-2017,PER,Persons,3,Thousands,,,67236.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q1,Q1-2018,PER,Persons,3,Thousands,,,67323.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q2,Q2-2018,PER,Persons,3,Thousands,,,67408.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q3,Q3-2018,PER,Persons,3,Thousands,,,67491.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2018-Q4,Q4-2018,PER,Persons,3,Thousands,,,67571.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q1,Q1-2019,PER,Persons,3,Thousands,,,67650.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q2,Q2-2019,PER,Persons,3,Thousands,,,67724.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q3,Q3-2019,PER,Persons,3,Thousands,,,67792.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2019-Q4,Q4-2019,PER,Persons,3,Thousands,,,67856.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q1,Q1-2020,PER,Persons,3,Thousands,,,67914.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q2,Q2-2020,PER,Persons,3,Thousands,,,67973.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q3,Q3-2020,PER,Persons,3,Thousands,,,68031.7,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2020-Q4,Q4-2020,PER,Persons,3,Thousands,,,68090.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q1,Q1-2021,PER,Persons,3,Thousands,,,68149,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q2,Q2-2021,PER,Persons,3,Thousands,,,68207.1,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q3,Q3-2021,PER,Persons,3,Thousands,,,68264.8,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2021-Q4,Q4-2021,PER,Persons,3,Thousands,,,68321.9,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q1,Q1-2022,PER,Persons,3,Thousands,,,68378.5,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q2,Q2-2022,PER,Persons,3,Thousands,,,68435.3,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q3,Q3-2022,PER,Persons,3,Thousands,,,68492.2,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2022-Q4,Q4-2022,PER,Persons,3,Thousands,,,68549.4,,
FRA,France,POPNC,Total population,PER,Persons,Q,Quarterly,2023-Q1,Q1-2023,PER,Persons,3,Thousands,,,68606.8,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1991-Q1,Q1-1991,PER,Persons,3,Thousands,,,79815,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1991-Q2,Q2-1991,PER,Persons,3,Thousands,,,79908,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1991-Q3,Q3-1991,PER,Persons,3,Thousands,,,80021,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1991-Q4,Q4-1991,PER,Persons,3,Thousands,,,80149,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1992-Q1,Q1-1992,PER,Persons,3,Thousands,,,80267,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1992-Q2,Q2-1992,PER,Persons,3,Thousands,,,80403,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1992-Q3,Q3-1992,PER,Persons,3,Thousands,,,80584,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1992-Q4,Q4-1992,PER,Persons,3,Thousands,,,80746,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1993-Q1,Q1-1993,PER,Persons,3,Thousands,,,80832,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1993-Q2,Q2-1993,PER,Persons,3,Thousands,,,80934,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1993-Q3,Q3-1993,PER,Persons,3,Thousands,,,80997,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1993-Q4,Q4-1993,PER,Persons,3,Thousands,,,81021,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1994-Q1,Q1-1994,PER,Persons,3,Thousands,,,81112,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1994-Q2,Q2-1994,PER,Persons,3,Thousands,,,81142,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1994-Q3,Q3-1994,PER,Persons,3,Thousands,,,81156,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1994-Q4,Q4-1994,PER,Persons,3,Thousands,,,81180,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q1,Q1-1995,PER,Persons,3,Thousands,,,81234,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q2,Q2-1995,PER,Persons,3,Thousands,,,81275,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q3,Q3-1995,PER,Persons,3,Thousands,,,81335,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1995-Q4,Q4-1995,PER,Persons,3,Thousands,,,81388,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q1,Q1-1996,PER,Persons,3,Thousands,,,81420,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q2,Q2-1996,PER,Persons,3,Thousands,,,81449,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q3,Q3-1996,PER,Persons,3,Thousands,,,81486,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1996-Q4,Q4-1996,PER,Persons,3,Thousands,,,81511,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q1,Q1-1997,PER,Persons,3,Thousands,,,81516,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q2,Q2-1997,PER,Persons,3,Thousands,,,81531,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q3,Q3-1997,PER,Persons,3,Thousands,,,81520,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1997-Q4,Q4-1997,PER,Persons,3,Thousands,,,81474,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q1,Q1-1998,PER,Persons,3,Thousands,,,81493,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q2,Q2-1998,PER,Persons,3,Thousands,,,81465,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q3,Q3-1998,PER,Persons,3,Thousands,,,81425,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1998-Q4,Q4-1998,PER,Persons,3,Thousands,,,81402,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q1,Q1-1999,PER,Persons,3,Thousands,,,81402,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q2,Q2-1999,PER,Persons,3,Thousands,,,81413,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q3,Q3-1999,PER,Persons,3,Thousands,,,81435,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,1999-Q4,Q4-1999,PER,Persons,3,Thousands,,,81440,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q1,Q1-2000,PER,Persons,3,Thousands,,,81452,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q2,Q2-2000,PER,Persons,3,Thousands,,,81454,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q3,Q3-2000,PER,Persons,3,Thousands,,,81459,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2000-Q4,Q4-2000,PER,Persons,3,Thousands,,,81462,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q1,Q1-2001,PER,Persons,3,Thousands,,,81476,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q2,Q2-2001,PER,Persons,3,Thousands,,,81506,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q3,Q3-2001,PER,Persons,3,Thousands,,,81531,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2001-Q4,Q4-2001,PER,Persons,3,Thousands,,,81557,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q1,Q1-2002,PER,Persons,3,Thousands,,,81569,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q2,Q2-2002,PER,Persons,3,Thousands,,,81579,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q3,Q3-2002,PER,Persons,3,Thousands,,,81582,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2002-Q4,Q4-2002,PER,Persons,3,Thousands,,,81584,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q1,Q1-2003,PER,Persons,3,Thousands,,,81579,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q2,Q2-2003,PER,Persons,3,Thousands,,,81560,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q3,Q3-2003,PER,Persons,3,Thousands,,,81540,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2003-Q4,Q4-2003,PER,Persons,3,Thousands,,,81517,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q1,Q1-2004,PER,Persons,3,Thousands,,,81499,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q2,Q2-2004,PER,Persons,3,Thousands,,,81471,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q3,Q3-2004,PER,Persons,3,Thousands,,,81442,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2004-Q4,Q4-2004,PER,Persons,3,Thousands,,,81413,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q1,Q1-2005,PER,Persons,3,Thousands,,,81382,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q2,Q2-2005,PER,Persons,3,Thousands,,,81354,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q3,Q3-2005,PER,Persons,3,Thousands,,,81326,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2005-Q4,Q4-2005,PER,Persons,3,Thousands,,,81286,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2006-Q1,Q1-2006,PER,Persons,3,Thousands,,,81241,,
DEU,Germany,POPNC,Total population,PERSA,"Persons, seasonally adjusted",Q,Quarterly,2006-Q2,Q2-2006,PER,Persons,3,Thousands,,,81203,,
