date,co2_cap
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,-0.017995632595859234
2002-02-01,-0.1147825955400874
2002-03-01,-0.12353100736969846
2002-04-01,-0.09100613160553905
2002-05-01,-0.04943935824038004
2002-06-01,-0.02336452495602881
2002-07-01,0.16534019111408416
2002-08-01,0.0010530073671528584
2002-09-01,-0.015188392043623544
2002-10-01,0.03887533682660038
2002-11-01,-0.08344058316578007
2002-12-01,-0.04964256466938277
2003-01-01,0.08536261231000886
2003-02-01,0.2004991199691437
2003-03-01,0.08732361526830701
2003-04-01,0.03047333365778826
2003-05-01,0.032474037758875696
2003-06-01,-0.062076547084226164
2003-07-01,-0.17061803029683897
2003-08-01,-0.08861007421070699
2003-09-01,-0.008102654107031704
2003-10-01,-0.11081768937724856
2003-11-01,-0.032979078364697045
2003-12-01,-0.1891321910634911
2004-01-01,-0.07111985931128384
2004-02-01,-0.1892399318451785
2004-03-01,-0.022979893002646357
2004-04-01,-0.0011071652395120424
2004-05-01,0.11389453742771583
2004-06-01,0.14581023902498025
2004-07-01,0.11494491977219745
2004-08-01,0.08894987583659919
2004-09-01,0.10377762602642981
2004-10-01,-0.0123283917899224
2004-11-01,0.11350266692774014
2004-12-01,0.20152581532462754
2005-01-01,-0.02917181180442796
2005-02-01,0.18851296389556005
2005-03-01,0.16301181742891568
2005-04-01,-0.002302580414016653
2005-05-01,-0.11701208440010902
2005-06-01,-0.09809489205304267
2005-07-01,-0.04088746972658619
2005-08-01,-0.01912205581389692
2005-09-01,-0.09831011999259509
2005-10-01,0.07329569500048372
2005-11-01,-0.04937232277305448
2005-12-01,0.05006253570057417
2006-01-01,0.09587848975726754
2006-02-01,-0.13510282548793828
2006-03-01,-0.17397912528926174
2006-04-01,0.02169393773075612
2006-05-01,0.05480748998783014
2006-06-01,0.04801963131638942
2006-07-01,0.008433520090795454
2006-08-01,-0.02324127221470551
2006-09-01,0.04323905850581511
2006-10-01,-0.060113137964304286
2006-11-01,-0.04703682222835681
2006-12-01,-0.2107508347463094
2007-01-01,-0.10343498716975308
2007-02-01,0.11333339324501779
2007-03-01,-0.04260246957224556
2007-04-01,0.01016561424683271
2007-05-01,-0.026277153932928954
2007-06-01,-0.01719538839186452
2007-07-01,0.03729178744110495
2007-08-01,0.08461021851941108
2007-09-01,0.10568413633417073
2007-10-01,0.14402532994385364
2007-11-01,0.17684812094355173
2007-12-01,0.2684716488132892
2008-01-01,0.07357955040787267
2008-02-01,-0.19562471181099106
2008-03-01,0.10750250680696993
2008-04-01,-0.07500829458015534
2008-05-01,-0.031065520149614834
2008-06-01,-0.032939213029900216
2008-07-01,-0.07243716977750658
2008-08-01,-0.07239366804114855
2008-09-01,-0.08012765942013989
2008-10-01,-0.1296422403720383
2008-11-01,-0.16784767417314317
2008-12-01,-0.11704958193517978
2009-01-01,-0.14987528459249067
2009-02-01,0.004498213907395687
2009-03-01,-0.1764336812152978
2009-04-01,-0.1680101823839113
2009-05-01,-0.18453041474334686
2009-06-01,-0.16460814863907824
2009-07-01,-0.17861320865113672
2009-08-01,-0.1749737518462524
2009-09-01,-0.24588266500352063
2009-10-01,-0.06900607773523948
2009-11-01,-0.1517484256615198
2009-12-01,-0.09172237093853752
2010-01-01,0.17211342698819632
2010-02-01,0.06725591974011991
2010-03-01,0.12203410168012407
2010-04-01,0.24994696287860396
2010-05-01,0.2346483093143661
2010-06-01,0.19967028635010475
2010-07-01,0.23056386744764978
2010-08-01,0.15443501879283783
2010-09-01,0.24272189572022196
2010-10-01,0.07312542721720394
2010-11-01,0.2162446811941372
2010-12-01,0.11585192270939171
2011-01-01,-0.09481324986456485
2011-02-01,0.15682112236935364
2011-03-01,0.10422805194237661
2011-04-01,-0.021270422007551026
2011-05-01,-0.04337974979547177
2011-06-01,-0.09948123274181686
2011-07-01,-0.0549954685304872
2011-08-01,0.009917504652738884
2011-09-01,-0.07710767736485824
2011-10-01,-0.02475741700706724
2011-11-01,-0.0342929354571595
2011-12-01,-0.1878166976045339
2012-01-01,-0.041368433938545834
2012-02-01,-0.18162690504282875
2012-03-01,-0.15264828793681495
2012-04-01,-0.020128521775294672
2012-05-01,0.06474339647407756
2012-06-01,0.2243424739484441
2012-07-01,0.09548632510012123
2012-08-01,0.04113099221365868
2012-09-01,0.11480410643788463
2012-10-01,0.08251903308600372
2012-11-01,-0.0009111546130533554
2012-12-01,0.23882519715591943
2013-01-01,0.11275117104329535
2013-02-01,-0.09803207729457597
2013-03-01,0.08297137700082935
2013-04-01,-0.04026971986273242
2013-05-01,-0.21361008887808364
2013-06-01,-0.2653093521756844
2013-07-01,-0.19025234787643086
2013-08-01,-0.11988295811055405
2013-09-01,-0.11579871348107051
2013-10-01,-0.13573297812063156
2013-11-01,-0.06822895433433906
2013-12-01,-0.26126049958862385
2014-01-01,-0.08963257890453402
2014-02-01,0.12227434289966155
2014-03-01,-0.1862523494780257
2014-04-01,-0.03588899591033812
2014-05-01,0.2111831847708867
2014-06-01,0.12881185423834118
2014-07-01,0.10295396949356839
2014-08-01,0.09600911417534164
2014-09-01,0.0299168613676839
2014-10-01,0.1258032630371444
2014-11-01,0.10154104886805371
2014-12-01,0.2119378616863301
