country,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01
austria,-0.0763549742166311,0.0992554991788594,0.0129459135640424,0.039922469895405,0.0127026068251439,0.013056741419188,0.006776397724348,0.0245576985062072,-0.0133420293115591,0.0153807891735269,-0.0779537441523707,-0.1046904444343503,-0.0868841311092616,-0.1295060196844879,-0.0462360037094349,0.0003041497854354,-0.0031197655321726,-0.0114144089699266,0.008193955565293,-0.0155801193957607,-0.0250791133621852,-0.044203547383212,0.0045668299487786,0.0123640138354659,0.0593346631178093,0.0718619128846889,0.0312726805713516,-0.0295075058568556,-0.033792551987716,0.0106396290252916,-0.0120291067434905,0.0233219718254282,0.0455481908067909,0.0201549138318952,0.010102741050094,0.0402471653634073,-0.0585468793550276,-0.0095354980701785,0.0054110870112751,0.0178552949490189,0.0318371960694356,-0.0142337815508035,-0.0269772590674648,-0.0377743450545082,0.017356421110847,0.0648397696443012,0.0668687581966125,0.0713012757600317,0.03880388032767,-0.0256854952753613,0.0429681103002472,0.038644445327705,0.0449295700059551,0.0866891358203645,0.0750754410899219,0.0917637419091796,-0.0361833858813085,-0.0330210811303253,-0.0532684513200045,0.0164762167469696,-0.0154101731327855,-0.0437803099939522,-0.0630124677843291,-0.0988698764184548,-0.0604171261611554,-0.0749243258602732,-0.0646980478610075,-0.0755083931779232,-0.0478638879284076,-0.0205749776081702,-0.0302401290648752,0.0184564068024641,0.0158562291053883,0.0181430556209711,0.0172655778624459,0.018091261997629,0.026836000342822,0.0317336289490199,0.0210196351488924,0.0282739674591923,0.019886053335373
belgium,-0.0424640489131675,0.1869367520397276,0.0032179106851444,0.1114972130573974,-0.0154123756987303,-0.0105435651444487,-0.0290137120239393,-0.0515688418358735,-0.0975121963308787,0.0048895189349664,-0.0223295135872909,-0.1480650386317386,-0.1883210459825086,-0.2072183669459981,-0.1273295367558518,-0.1085985843413048,-0.0113035681028925,-0.0241841544152663,-0.0036702410756355,0.0385059882986595,0.06221228202374,-0.0432724525767795,0.0406881104746226,0.1072558719080873,0.1289467630791385,0.0888140798408336,0.0919177378871651,0.0362763764447322,-0.0131560266101935,0.0179463743294476,0.0261969697145438,0.0691257196982313,0.0891106070480809,-0.0007485010131631,-0.1259255419530731,-0.0682324560046261,-0.0760295441095983,0.0093466325015967,-0.0010916077137217,-0.0588834996583678,0.0152451221329208,-0.0024594300105462,-0.0111144772245701,-0.1128427535333109,0.0120556244292835,0.081537373071356,0.1491889179450787,0.1288108298882093,-0.017243473761578,-0.1035772928614271,0.0328642173822331,-0.0040547824488932,-0.0044477752275078,-0.008162584046218,-0.0209697527384982,0.0222752806030399,-0.1266741946848917,-0.0115931338208277,-0.0276516163742961,0.0024249511540404,0.0056563545517249,0.0034836778280471,0.0058058940197582,0.0093590002454533,0.005713781197759,-0.0004191462307794,0.0017658315284272,0.0013655118205342,0.0090904743204411,0.002010637476264,0.0026098905286566,-0.0104754447794981,-0.0113661920159273,-0.0086586694046495,-0.0105062192696401,-0.0102616034522604,-0.0064738684627734,-0.0015464921778871,-0.0039618904604061,-0.003768500520767,-0.0095755440708842
bulgaria,-0.2045035168736113,-0.0616745431406684,-0.0544283851966795,-0.0845114143161858,-0.1136389166945086,-0.079220856251343,-0.0823448069420962,-0.051783078191633,-0.0554981216596601,-0.0741903241468442,-0.0647776891988698,0.0136331241373532,-0.013080065149353,-0.0176423596794386,0.0360014982150715,0.0677996836658003,0.1007877664455634,0.0678235808445393,0.0706244375104816,0.0856336460053022,0.0668845224575669,0.0771757436542124,0.0189633420489236,0.0695943852743461,0.1004519335543001,0.1010945490747694,0.0563979803370671,0.0081611898371889,0.0063668317216958,0.0464433195326314,0.0327511015552808,0.0007750892161482,0.0175765667801819,0.0600589971999738,0.0461512475149739,-0.0494379682853676,-0.1502107963120416,-0.104993677314269,-0.1414434787075364,-0.1097319155268827,-0.0699054846495563,-0.0316985521626733,-0.0145801007540526,0.0147732242329396,0.0341220343388535,0.0212166580318786,0.0544011573496945,0.142823448060259,0.1812511289528835,0.109280992614309,0.1256650362842251,0.1215286913484199,0.0294791839570898,-0.0204441550371896,-0.0165261576265471,-0.0115997694834852,-0.0117638698502169,0.0223953379684012,-0.1011814290422457,-0.034781315438888,-0.0269211882003936,-0.0199653004394413,-0.0050889089705385,-0.0133513533708189,-0.0177306939522843,-0.0253289007338075,-0.0247881089884351,-0.0227422577413349,-0.0208761888255253,-0.0245289046268055,-0.014941182851679,-0.0291592222134653,-0.0265521498289338,-0.0217352350017669,-0.0128571285365275,-0.0176857301181492,-0.0205597607656393,-0.0251988192398364,-0.0241562881145291,-0.0209744173531909,-0.0195627813256784
croatia,-0.1625463859016065,0.1484051781374091,-0.0374637000941575,-0.0060455685080462,-0.0182851110709201,-0.0157272373379271,-0.0193019009710582,-0.0073970230394984,-0.0453078349509965,0.0632173581678081,-0.0511248582095937,-0.096852934095299,-0.133373820912265,-0.1643538264421913,-0.0209611571086938,2.054256370342955e-06,-0.0287812218478649,-0.0408655852654504,-0.0485700773017505,-0.0293496341011412,0.0047021040018329,-0.0525874221309727,-0.0019438509540599,0.0521664774089885,0.1137030761363071,0.0711116504461983,0.0440891728555179,-0.029228057760843,0.0078178058540672,0.0245542809427412,0.0299634604659786,0.0145192362520241,0.0707634397906744,0.0583938274353421,-0.0170367820659329,0.0439754068116258,-0.1291415608681525,0.0050226980469609,-0.0594660146628776,0.0129390614962154,0.0150420286849488,0.0033164482030194,0.0067509518693356,0.0209225025431649,0.056828586849015,0.040578317245,0.1096232542093851,0.1602763391416246,0.0544296932026568,-0.0922120930054717,0.0714665672102441,0.0292602296387585,0.0306194573804532,0.0397052894569043,0.0212754747031986,0.0007283344868866,-0.054977458123961,0.0080405689079583,-0.0847477310399646,-0.0396809303977043,-0.0367497954154139,-0.0316689801064029,-0.0268155098113673,-0.0245105970520462,-0.0270946472647892,-0.0295974289895681,-0.0260011332405802,-0.0233334536297853,-0.0280644870571649,-0.0317553975702935,-0.0376092815435704,0.0044226158363613,0.0125059189363909,0.017137211346899,0.0185444556466514,0.0258055922394291,0.0252836665046025,0.027390507175351,0.0265097603086843,0.0266705712139696,0.0223926613073146
czech_republic,-0.1357870094447157,0.1015046541419124,-0.0290055020837769,-0.0152345116228929,-0.0769963952665619,-0.0483829780866855,-0.0467052272864023,-0.011960814736895,-0.0080804124627178,0.0139423641943174,-0.193226390063451,-0.1129678414126509,-0.0138210319615055,-0.1188174815005496,-0.0138545269185215,0.0084704921301224,0.013149162589471,-0.0025503003700748,0.025787517699495,0.00362751021445,0.0034057215821903,0.0129019974488464,0.0527037327351074,0.0124579842034258,0.0593469166047775,0.0721518339568447,0.0102477715301958,-0.0100635993484843,-0.0197143335766973,0.001946261366843,0.0048943253762985,0.0255228885816087,0.0015839521369542,-0.0526924451737009,0.0188960826900661,0.0370336787727332,-0.0638868668040366,-0.010952543885903,0.0524263674326483,-0.0089830565291748,0.0463057899682759,0.0212438009175528,0.0306522324346829,-0.0415166085144989,0.0198422439310803,0.1245448963663626,0.0145518817245431,0.0573651513283337,0.0471397324628739,-0.044821107707289,0.0321690553709892,0.0692229487650664,0.0155195056154866,0.0180164104255204,-0.0144333037872357,0.0505603018897637,-0.0516446035679045,-0.0540189997778632,-0.046542219580079,-0.0059441169081146,-0.023114463543763,-0.0180900842740889,-0.0138304443177119,-0.0279107362133288,-0.0042027906381783,0.0001298409416072,-0.0052141624647283,0.0093068582519713,-0.009651530145355,-0.0015483237681657,-0.0161750875824893,-0.0126626205370214,-0.0455324506053109,-0.0245391365587153,-0.0045033513185614,-0.0310834238601138,-0.033731384302893,-0.06580287517016,-0.0384270441768954,0.0127809189290992,-0.0146893140066168
germany,-0.063990398611839,0.1817983382359251,0.0185638239164553,0.0508895768810688,-0.0336513892534178,0.0047579748822172,0.0006030389275117,0.0226092185965427,0.0101300121112082,0.0494322753270424,-0.1334319225200069,-0.1223958186883393,-0.0910275633710142,-0.1702234113452014,-0.0648572325588858,-0.0085081553163774,0.0095394270598134,-0.0040402668914509,0.0137084451643438,-0.0211963555496055,-0.0329752376985936,-0.0237133981001314,0.039918548826126,0.0036550885203681,0.0878051351672688,0.0653874725843017,0.0152711650943402,-0.0292684705708516,-0.0417495055256686,-0.0285974646787892,-0.0103968867063386,0.0343448581137799,0.0381508093313804,-0.074087645517153,-0.0240541225542862,0.0036520849668484,-0.0908455884245214,-0.0214482493813967,0.0357248309540594,-0.0257123917939807,0.0357456686710051,0.0264814497376306,0.0122256181752362,-0.0731092817149985,0.0010301020168803,0.1185211146654978,0.0173392446460347,0.0531707317083345,-0.0020286170224146,-0.0796217720027137,0.0058109373864816,0.0609108864938825,0.002589430809639,0.0209194175835207,-0.0020662427899651,0.0842791339728279,-0.1190134144925139,-0.0756476935528631,-0.0789579470187149,-0.0437099502273241,-0.0095598777600081,-0.0197358559431712,-0.0171373135447368,-0.046298556885322,-0.0503541662497042,-0.0544996180313717,-0.0513447686010302,-0.0608730509975607,-0.0033740977251461,-0.0148337754657212,0.0161197651879803,-0.0455185269033933,-0.0507218855798043,-0.0595166742667103,-0.0577340250189166,-0.0720950592190163,-0.0693530367462891,-0.0797266535301517,-0.0759895879517991,-0.0714047756485491,-0.0579341162414124
greece,-0.2167952886039295,-0.1008109721579657,-0.0689257469770794,-0.0803712390712867,-0.1034301587498696,-0.0735539398493543,-0.0757686959192085,-0.0525483119209511,-0.0701819215294818,-0.0615867785240453,-0.071820662920448,-0.0518268617527013,-0.0436710437788505,-0.0557037749384434,0.0231566086891596,-0.0278753636193123,0.013152595351876,-0.0033812060218068,-2.48165595913008e-05,-0.0339889484247137,-0.0699192467791434,-0.0392730942928523,-0.1086569398938337,-0.0157898333441472,-0.0590734531236698,-0.0177162187426453,-0.1015471081958381,-0.0602715065883288,-0.071297018762813,0.0360994147604394,-0.0018377681943171,-0.0013971419388916,-0.0037613525939867,-0.0162351165833669,0.0792685698879083,-0.0121512228622933,-0.0828547777676078,-0.0391873061595617,-0.0679076254500508,-0.0480330500861647,-0.022944647409318,-0.1055203458110973,-0.0683777266795466,-0.0200817171545288,0.0395500491901614,0.0823208392742955,0.0352929988459074,0.1319746406115243,0.104404196470714,-0.010907779537419,0.0408367044951596,0.0492720056173752,0.0151998770842034,-0.0232129032173702,-0.0080837949017222,-0.0352260033610676,-0.0530389077606017,-0.0243119432512415,-0.1509044719332166,-0.0903442054534622,-0.0245454615716589,-0.0166378339492432,0.0167386849114521,-0.0277642444722836,-0.0074084896417652,0.0110007845087132,-0.0117746678839729,-0.0227176967128208,-0.0084865512097422,-0.0364227826647187,-0.0523020972583694,-0.0245638415831628,-0.072826330151301,-0.0500518401106546,-0.0796580853249082,-0.0618143677816185,-0.1000528010952663,-0.1237001382296938,-0.1055430334079083,-0.0765135383599115,-0.0859725218289781
hungary,-0.2152071182051926,0.130115461081484,-0.0066134730701215,-0.0261208387794802,-0.0443403398307005,-0.0289202505515575,-0.0300204239531609,-0.0090346155811218,-0.0484958165087725,-0.0066450949170437,-0.0458927336031145,-0.0441634938455095,-0.0443879153516562,-0.1665496503058783,0.0054402424515842,0.0183754474524953,0.0297499136984953,0.0154994099341472,3.615286392388839e-05,0.0217276568752922,0.0651781242435696,0.0542361661943928,-0.0088056992978557,0.0263062880570963,0.0887275744857163,0.1144193480598403,0.067407874243262,0.0334031828698755,0.0122160554864798,0.0385046838285667,0.0627643085815492,0.0413348430916222,0.0763625332841861,0.0693797131252615,0.0227701849539379,0.0481443744466183,-0.1374545046850599,-0.0166761939144493,-0.0263337200147582,0.0238047594962189,0.0453508746118842,0.0126571469690368,0.009794461403608,0.0147103271236694,0.0488488853598454,0.032136876972487,0.0900448618070974,0.1650062887524157,0.1408884779614858,-0.025534985844569,0.0985654736104848,0.0326795379258868,0.0212713534465684,0.0260907338439615,0.0283895717650395,0.0196904101042854,-0.0553723851517489,0.0065498890085429,-0.0846610065424968,-0.0373939719563658,-0.0397160003529251,-0.0353039815793962,0.0010278136127261,0.0026357594550567,0.0005469761558174,-0.0058903266159653,0.0046717775640772,-0.0064058602571037,-0.0017537057684968,0.0064901738820815,0.0038488183338927,-0.0140229742948818,-0.0027749962138869,0.0100908167056559,0.0087664125766018,0.0094454589902355,0.0073688273895839,0.0062237554352506,0.0028346599570596,0.0071398321054267,0.0055297323654137
italy,-0.1369475732548686,0.0449069505216925,-0.0966888000421306,-0.0635420897766323,-0.1123535045213586,-0.101425684175691,-0.1062928402909726,-0.0679607588462118,-0.0706125963242136,0.0103828024164371,-0.0656298321104493,-0.0799652671749413,-0.1538083360666071,-0.0736468935140663,-0.0093030098342019,-0.0106829057870072,-0.0127593301318249,-0.065118429190619,-0.0585816667824623,-0.0348195681412235,-0.0004019993742581,-0.0630259362401908,-0.0132942333561061,0.0111260007697211,0.0778836616795608,0.0052256559781049,0.0070886764528204,-0.0204300010237723,0.0175385837042867,0.1098532409937647,0.0584689421139508,0.0297039398507621,0.0418766298948511,0.0461935983019543,-0.0029339485455466,0.0054548453456426,-0.0913685588142598,-0.0078929339031716,-0.0689793267530056,0.0099843335316123,-0.0366434223935812,-0.0776526287632854,-0.049789918095648,0.0031110829798706,0.041443761516831,0.0451400169184736,0.0486553643133937,0.1150284939010646,0.0151589902784401,-0.0864925348277942,0.0391464311536786,-0.0363897884363986,0.0191799515187724,-0.0180263264552529,-0.0052514264747749,-0.0899071150370609,-0.0746059111619459,0.0238467894084877,-0.0048297490906783,-0.0231820271101454,-0.0200891671181508,-0.0169621274462805,-0.0128814622772281,-0.0104027099713839,-0.0121159399170132,-0.0148061311469867,-0.0121876501107109,-0.0117542859265107,-0.0163672773451466,-0.018202975840218,-0.0211666212933927,-0.0245314798468179,-0.024711263827676,-0.0429245132733306,-0.0284989687205978,-0.0148275235100854,0.012400453802428,-0.0017832483701845,0.0092264641222712,0.0018217867916057,-0.0092043244194073
lithuania,-0.1263941753916775,0.0524014339323386,-0.0012556684614075,-0.1252316166033829,-0.0878782264852446,-0.0844215119706284,-0.0550003386634827,-0.0210190856571514,-0.0633417110549992,-0.0431493996603613,-0.1395655801314745,-0.0280467968504218,-0.0025851800325789,-0.1323162630862455,-0.0356100119123077,0.0874862206269391,0.0424682802125353,0.0200671099823779,0.0425434279712995,0.0104324281699703,0.0639962044415867,0.0591424338870858,0.0723343653367223,-0.0251137512272379,0.0601071684296279,0.0695959431047796,0.0883431157223313,0.0774116121183929,0.0428960376206859,0.0686476405570992,0.0787731029853411,0.0736858246139071,0.0660625080988985,0.0279216389605778,0.0322942776676917,0.1031051239909182,-0.0751829868679081,-0.0459093072499605,-0.0666699255258578,-0.0970498667111883,0.0275267240691903,-0.0335683568073292,-0.0881884039432243,0.0037018625636449,-0.0594677813887081,0.129900207396524,-0.0056445287235398,-0.0541751627279651,0.1045306971177382,0.0612815865585538,0.1120527087044003,0.1162233812212392,0.0157019836445222,0.0803010664574941,0.1226826636176063,0.0188790968235821,0.0459193709288463,-0.1076729561971205,0.0315333659625629,-0.004814601010306,-0.0091495884010335,0.0005932444415961,0.0002005148871475,0.0406437450242833,0.0126122092878979,-0.0106077814491669,0.000144692446593,-0.0025919899892734,-0.0077184768362705,-0.0037674833388727,-0.0005265699459187,0.0247114005149917,0.0192996988781892,-0.0029535666291913,0.0189154297954097,0.0403473404388066,-0.0248403067821953,0.0240043737223025,0.0085609506724999,0.0813999627169472,0.0145814762790443
