date,gdp
2000-01-01,0.01067102183
2000-02-01,0.010414751596666667
2000-03-01,0.010158481363333334
2000-04-01,0.009902211130000001
2000-05-01,0.008618754260000002
2000-06-01,0.00733529739
2000-07-01,0.006051840520000001
2000-08-01,0.005924648393333334
2000-09-01,0.0057974562666666665
2000-10-01,0.00567026414
2000-11-01,0.00614626402
2000-12-01,0.0066222639000000005
2001-01-01,0.007098263780000001
2001-02-01,0.008258138613333334
2001-03-01,0.009418013446666668
2001-04-01,0.010577888280000001
2001-05-01,0.008317252456666667
2001-06-01,0.006056616633333334
2001-07-01,0.00379598081
2001-08-01,0.009789946353333334
2001-09-01,0.01578391189666667
2001-10-01,0.021777877440000003
2001-11-01,0.015558898573333334
2001-12-01,0.009339919706666667
2002-01-01,0.00312094084
2002-02-01,0.005427386986666666
2002-03-01,0.007733833133333333
2002-04-01,0.01004027928
2002-05-01,0.014202359826666667
2002-06-01,0.018364440373333332
2002-07-01,0.02252652092
2002-08-01,0.01720743141666667
2002-09-01,0.011888341913333334
2002-10-01,0.00656925241
2002-11-01,0.010315276903333333
2002-12-01,0.014061301396666667
2003-01-01,0.01780732589
2003-02-01,0.01690953753
2003-03-01,0.01601174917
2003-04-01,0.01511396081
2003-05-01,0.011373031673333334
2003-06-01,0.007632102536666667
2003-07-01,0.0038911734
2003-08-01,0.0082242975
2003-09-01,0.012557421599999999
2003-10-01,0.0168905457
2003-11-01,0.015591127403333334
2003-12-01,0.014291709106666666
2004-01-01,0.012992290810000001
2004-02-01,0.010850892156666667
2004-03-01,0.008709493503333334
2004-04-01,0.00656809485
2004-05-01,0.01212495182
2004-06-01,0.01768180879
2004-07-01,0.02323866576
2004-08-01,0.02060239964333333
2004-09-01,0.017966133526666667
2004-10-01,0.01532986741
2004-11-01,0.014336114970000001
2004-12-01,0.01334236253
2005-01-01,0.012348610090000002
2005-02-01,0.015232941703333334
2005-03-01,0.01811727331666667
2005-04-01,0.02100160493
2005-05-01,0.019447788020000002
2005-06-01,0.01789397111
2005-07-01,0.016340154200000002
2005-08-01,0.015745518903333335
2005-09-01,0.015150883606666667
2005-10-01,0.01455624831
2005-11-01,0.01763456745
2005-12-01,0.02071288659
2006-01-01,0.023791205729999997
2006-02-01,0.023649713673333333
2006-03-01,0.023508221616666665
2006-04-01,0.02336672956
2006-05-01,0.021936571566666667
2006-06-01,0.020506413573333337
2006-07-01,0.019076255580000003
2006-08-01,0.02211320462666667
2006-09-01,0.025150153673333335
2006-10-01,0.028187102720000003
2006-11-01,0.025786478833333334
2006-12-01,0.02338585494666667
2007-01-01,0.02098523106
2007-02-01,0.02224547115666667
2007-03-01,0.023505711253333336
2007-04-01,0.024765951350000003
2007-05-01,0.024409440600000002
2007-06-01,0.02405292985
2007-07-01,0.0236964191
2007-08-01,0.037034326066666665
2007-09-01,0.05037223303333333
2007-10-01,0.06371014
2007-11-01,0.033005790103333335
2007-12-01,0.0023014402066666648
2008-01-01,-0.028402909690000002
2008-02-01,-0.014732312486666668
2008-03-01,-0.0010617152833333338
2008-04-01,0.012608881919999999
2008-05-01,0.013221254066666667
2008-06-01,0.013833626213333334
2008-07-01,0.014445998360000002
2008-08-01,0.013754994503333335
2008-09-01,0.013063990646666667
2008-10-01,0.01237298679
2008-11-01,-0.02420527529666667
2008-12-01,-0.060783537383333336
2009-01-01,-0.09736179947000001
2009-02-01,-0.05919667101333334
2009-03-01,-0.02103154255666667
2009-04-01,0.017133585899999998
2009-05-01,0.017425823413333333
2009-06-01,0.017718060926666668
2009-07-01,0.018010298440000003
2009-08-01,0.01879492372666667
2009-09-01,0.019579549013333336
2009-10-01,0.020364174300000003
2009-11-01,0.020333918163333336
2009-12-01,0.02030366202666667
2010-01-01,0.020273405890000002
2010-02-01,0.017677592750000002
2010-03-01,0.015081779610000002
2010-04-01,0.01248596647
2010-05-01,0.01218422931
2010-06-01,0.01188249215
2010-07-01,0.011580754989999999
2010-08-01,0.010024004476666666
2010-09-01,0.008467253963333332
2010-10-01,0.00691050345
2010-11-01,0.005617555626666666
2010-12-01,0.004324607803333333
2011-01-01,0.00303165998
2011-02-01,0.0043281003
2011-03-01,0.00562454062
2011-04-01,0.00692098094
2011-05-01,0.0061440976766666665
2011-06-01,0.005367214413333333
2011-07-01,0.00459033115
2011-08-01,0.005595459476666667
2011-09-01,0.006600587803333334
2011-10-01,0.00760571613
2011-11-01,0.0057931743199999995
2011-12-01,0.00398063251
2012-01-01,0.0021680907
2012-02-01,0.0019567329466666666
2012-03-01,0.0017453751933333335
2012-04-01,0.0015340174400000001
2012-05-01,0.0013041872466666667
2012-06-01,0.0010743570533333334
2012-07-01,0.00084452686
2012-08-01,0.00015141654000000004
2012-09-01,-0.0005416937799999999
2012-10-01,-0.0012348041
2012-11-01,-0.0007103664233333333
2012-12-01,-0.00018592874666666656
2013-01-01,0.00033850893000000003
2013-02-01,0.0012821284766666666
2013-03-01,0.002225748023333333
2013-04-01,0.00316936757
2013-05-01,0.0036303331000000004
2013-06-01,0.00409129863
2013-07-01,0.0045522641600000005
2013-08-01,0.004951977386666667
2013-09-01,0.005351690613333334
2013-10-01,0.0057514038400000005
2013-11-01,0.005877043346666667
2013-12-01,0.006002682853333334
2014-01-01,0.006128322360000001
2014-02-01,0.006604911220000001
2014-03-01,0.00708150008
2014-04-01,0.00755808894
2014-05-01,0.008218417026666666
2014-06-01,0.008878745113333333
2014-07-01,0.0095390732
2014-08-01,0.009986753683333334
2014-09-01,0.010434434166666668
2014-10-01,0.010882114650000002
2014-11-01,0.013617926410000002
