Country,Subject,TIME,Period,Unit Code,PowerCode Code,PowerCode,Value
Austria,Total population,2013-Q2,Q2-2013,PER,3,Thousands,8467.7
Austria,Total population,2013-Q3,Q3-2013,PER,3,Thousands,8483
Austria,Total population,2013-Q4,Q4-2013,PER,3,Thousands,8500.8
Austria,Total population,2014-Q1,Q1-2014,PER,3,Thousands,8516.1
Austria,Total population,2014-Q2,Q2-2014,PER,3,Thousands,8531.4
Austria,Total population,2014-Q3,Q3-2014,PER,3,Thousands,8552.5
Austria,Total population,2014-Q4,Q4-2014,PER,3,Thousands,8575.8
Austria,Total population,2015-Q1,Q1-2015,PER,3,Thousands,8592.4
Austria,Total population,2015-Q2,Q2-2015,PER,3,Thousands,8609.3
Austria,Total population,2015-Q3,Q3-2015,PER,3,Thousands,8637.8
Austria,Total population,2015-Q4,Q4-2015,PER,3,Thousands,8678.7
Austria,Total population,2016-Q1,Q1-2016,PER,3,Thousands,8712.1
Austria,Total population,2016-Q2,Q2-2016,PER,3,Thousands,8730.7
Austria,Total population,2016-Q3,Q3-2016,PER,3,Thousands,8749.4
Austria,Total population,2016-Q4,Q4-2016,PER,3,Thousands,8767
Austria,Total population,2017-Q1,Q1-2017,PER,3,Thousands,8776.9
Austria,Total population,2017-Q2,Q2-2017,PER,3,Thousands,8785.8
Austria,Total population,2017-Q3,Q3-2017,PER,3,Thousands,8800.8
Austria,Total population,2017-Q4,Q4-2017,PER,3,Thousands,8816.7
Austria,Total population,2018-Q1,Q1-2018,PER,3,Thousands,8824.7
Austria,Total population,2018-Q2,Q2-2018,PER,3,Thousands,8830.2
Austria,Total population,2018-Q3,Q3-2018,PER,3,Thousands,8841.6
Austria,Total population,2018-Q4,Q4-2018,PER,3,Thousands,8854.4
Austria,Total population,2019-Q1,Q1-2019,PER,3,Thousands,8862.6
Austria,Total population,2019-Q2,Q2-2019,PER,3,Thousands,8869.4
Austria,Total population,2019-Q3,Q3-2019,PER,3,Thousands,8882
Austria,Total population,2019-Q4,Q4-2019,PER,3,Thousands,8896.6
Austria,Total population,2020-Q1,Q1-2020,PER,3,Thousands,8905.3
Austria,Total population,2020-Q2,Q2-2020,PER,3,Thousands,8910.8
Austria,Total population,2020-Q3,Q3-2020,PER,3,Thousands,8921
Austria,Total population,2020-Q4,Q4-2020,PER,3,Thousands,8930.2
Austria,Total population,2021-Q1,Q1-2021,PER,3,Thousands,8933.8
Austria,Total population,2021-Q2,Q2-2021,PER,3,Thousands,8941.2
Austria,Total population,2021-Q3,Q3-2021,PER,3,Thousands,8958.1
Austria,Total population,2021-Q4,Q4-2021,PER,3,Thousands,8972.9
Austria,Total population,2022-Q1,Q1-2022,PER,3,Thousands,9001.3
Austria,Total population,2022-Q2,Q2-2022,PER,3,Thousands,9041.5
Austria,Total population,2022-Q3,Q3-2022,PER,3,Thousands,9074.3
Austria,Total population,2022-Q4,Q4-2022,PER,3,Thousands,9097.7
Austria,Total population,2023-Q1,Q1-2023,PER,3,Thousands,9113.1
Belgium,Total population,2000-Q1,Q1-2000,PER,3,Thousands,10242
Belgium,Total population,2000-Q2,Q2-2000,PER,3,Thousands,10247
Belgium,Total population,2000-Q3,Q3-2000,PER,3,Thousands,10253
Belgium,Total population,2000-Q4,Q4-2000,PER,3,Thousands,10262
Belgium,Total population,2001-Q1,Q1-2001,PER,3,Thousands,10271
Belgium,Total population,2001-Q2,Q2-2001,PER,3,Thousands,10279
Belgium,Total population,2001-Q3,Q3-2001,PER,3,Thousands,10292
Belgium,Total population,2001-Q4,Q4-2001,PER,3,Thousands,10304
Belgium,Total population,2002-Q1,Q1-2002,PER,3,Thousands,10317
Belgium,Total population,2002-Q2,Q2-2002,PER,3,Thousands,10328
Belgium,Total population,2002-Q3,Q3-2002,PER,3,Thousands,10338
Belgium,Total population,2002-Q4,Q4-2002,PER,3,Thousands,10348
Belgium,Total population,2003-Q1,Q1-2003,PER,3,Thousands,10360
Belgium,Total population,2003-Q2,Q2-2003,PER,3,Thousands,10370
Belgium,Total population,2003-Q3,Q3-2003,PER,3,Thousands,10382
Belgium,Total population,2003-Q4,Q4-2003,PER,3,Thousands,10392
Belgium,Total population,2004-Q1,Q1-2004,PER,3,Thousands,10403
Belgium,Total population,2004-Q2,Q2-2004,PER,3,Thousands,10415
Belgium,Total population,2004-Q3,Q3-2004,PER,3,Thousands,10427
Belgium,Total population,2004-Q4,Q4-2004,PER,3,Thousands,10439
Belgium,Total population,2005-Q1,Q1-2005,PER,3,Thousands,10454
Belgium,Total population,2005-Q2,Q2-2005,PER,3,Thousands,10470
Belgium,Total population,2005-Q3,Q3-2005,PER,3,Thousands,10486
Belgium,Total population,2005-Q4,Q4-2005,PER,3,Thousands,10504
Belgium,Total population,2006-Q1,Q1-2006,PER,3,Thousands,10522
Belgium,Total population,2006-Q2,Q2-2006,PER,3,Thousands,10539
Belgium,Total population,2006-Q3,Q3-2006,PER,3,Thousands,10556
Belgium,Total population,2006-Q4,Q4-2006,PER,3,Thousands,10575
Belgium,Total population,2007-Q1,Q1-2007,PER,3,Thousands,10595
Belgium,Total population,2007-Q2,Q2-2007,PER,3,Thousands,10616
Belgium,Total population,2007-Q3,Q3-2007,PER,3,Thousands,10637
Belgium,Total population,2007-Q4,Q4-2007,PER,3,Thousands,10655
Belgium,Total population,2008-Q1,Q1-2008,PER,3,Thousands,10674
Belgium,Total population,2008-Q2,Q2-2008,PER,3,Thousands,10697
Belgium,Total population,2008-Q3,Q3-2008,PER,3,Thousands,10722
Belgium,Total population,2008-Q4,Q4-2008,PER,3,Thousands,10746
Belgium,Total population,2009-Q1,Q1-2009,PER,3,Thousands,10761
Belgium,Total population,2009-Q2,Q2-2009,PER,3,Thousands,10785
Belgium,Total population,2009-Q3,Q3-2009,PER,3,Thousands,10807
Belgium,Total population,2009-Q4,Q4-2009,PER,3,Thousands,10832
Belgium,Total population,2010-Q1,Q1-2010,PER,3,Thousands,10856
Belgium,Total population,2010-Q2,Q2-2010,PER,3,Thousands,10882
Belgium,Total population,2010-Q3,Q3-2010,PER,3,Thousands,10909
Belgium,Total population,2010-Q4,Q4-2010,PER,3,Thousands,10935
Belgium,Total population,2011-Q1,Q1-2011,PER,3,Thousands,11005
Belgium,Total population,2011-Q2,Q2-2011,PER,3,Thousands,11028
Belgium,Total population,2011-Q3,Q3-2011,PER,3,Thousands,11055
Belgium,Total population,2011-Q4,Q4-2011,PER,3,Thousands,11066
Belgium,Total population,2012-Q1,Q1-2012,PER,3,Thousands,11084
Belgium,Total population,2012-Q2,Q2-2012,PER,3,Thousands,11099
Belgium,Total population,2012-Q3,Q3-2012,PER,3,Thousands,11114
Belgium,Total population,2012-Q4,Q4-2012,PER,3,Thousands,11130
Belgium,Total population,2013-Q1,Q1-2013,PER,3,Thousands,11144
Belgium,Total population,2013-Q2,Q2-2013,PER,3,Thousands,11152
Belgium,Total population,2013-Q3,Q3-2013,PER,3,Thousands,11166
Belgium,Total population,2013-Q4,Q4-2013,PER,3,Thousands,11176
Belgium,Total population,2014-Q1,Q1-2014,PER,3,Thousands,11186
Belgium,Total population,2014-Q2,Q2-2014,PER,3,Thousands,11202
Belgium,Total population,2014-Q3,Q3-2014,PER,3,Thousands,11216
Belgium,Total population,2014-Q4,Q4-2014,PER,3,Thousands,11232
Belgium,Total population,2015-Q1,Q1-2015,PER,3,Thousands,11249
Belgium,Total population,2015-Q2,Q2-2015,PER,3,Thousands,11266
Belgium,Total population,2015-Q3,Q3-2015,PER,3,Thousands,11282
Belgium,Total population,2015-Q4,Q4-2015,PER,3,Thousands,11300
Belgium,Total population,2016-Q1,Q1-2016,PER,3,Thousands,11314
Belgium,Total population,2016-Q2,Q2-2016,PER,3,Thousands,11326
Belgium,Total population,2016-Q3,Q3-2016,PER,3,Thousands,11338
Belgium,Total population,2016-Q4,Q4-2016,PER,3,Thousands,11348
Belgium,Total population,2017-Q1,Q1-2017,PER,3,Thousands,11357
Belgium,Total population,2017-Q2,Q2-2017,PER,3,Thousands,11370
Belgium,Total population,2017-Q3,Q3-2017,PER,3,Thousands,11381
Belgium,Total population,2017-Q4,Q4-2017,PER,3,Thousands,11392
Belgium,Total population,2018-Q1,Q1-2018,PER,3,Thousands,11406
Belgium,Total population,2018-Q2,Q2-2018,PER,3,Thousands,11419
Belgium,Total population,2018-Q3,Q3-2018,PER,3,Thousands,11434
Belgium,Total population,2018-Q4,Q4-2018,PER,3,Thousands,11449
Belgium,Total population,2019-Q1,Q1-2019,PER,3,Thousands,11464
Belgium,Total population,2019-Q2,Q2-2019,PER,3,Thousands,11482
Belgium,Total population,2019-Q3,Q3-2019,PER,3,Thousands,11496
Belgium,Total population,2019-Q4,Q4-2019,PER,3,Thousands,11513
Belgium,Total population,2020-Q1,Q1-2020,PER,3,Thousands,11536
Belgium,Total population,2020-Q2,Q2-2020,PER,3,Thousands,11537
Belgium,Total population,2020-Q3,Q3-2020,PER,3,Thousands,11548
Belgium,Total population,2020-Q4,Q4-2020,PER,3,Thousands,11555
Belgium,Total population,2021-Q1,Q1-2021,PER,3,Thousands,11568
Belgium,Total population,2021-Q2,Q2-2021,PER,3,Thousands,11584
Belgium,Total population,2021-Q3,Q3-2021,PER,3,Thousands,11599
Belgium,Total population,2021-Q4,Q4-2021,PER,3,Thousands,11617
Belgium,Total population,2022-Q1,Q1-2022,PER,3,Thousands,11642
Belgium,Total population,2022-Q2,Q2-2022,PER,3,Thousands,11689
Belgium,Total population,2022-Q3,Q3-2022,PER,3,Thousands,11710
Belgium,Total population,2022-Q4,Q4-2022,PER,3,Thousands,11729
Belgium,Total population,2023-Q1,Q1-2023,PER,3,Thousands,11749
Denmark,Total population,2000-Q1,Q1-2000,PER,3,Thousands,5331
Denmark,Total population,2000-Q2,Q2-2000,PER,3,Thousands,5336
Denmark,Total population,2000-Q3,Q3-2000,PER,3,Thousands,5341
Denmark,Total population,2000-Q4,Q4-2000,PER,3,Thousands,5346
Denmark,Total population,2001-Q1,Q1-2001,PER,3,Thousands,5351
Denmark,Total population,2001-Q2,Q2-2001,PER,3,Thousands,5355
Denmark,Total population,2001-Q3,Q3-2001,PER,3,Thousands,5359
Denmark,Total population,2001-Q4,Q4-2001,PER,3,Thousands,5364
Denmark,Total population,2002-Q1,Q1-2002,PER,3,Thousands,5370
Denmark,Total population,2002-Q2,Q2-2002,PER,3,Thousands,5374
Denmark,Total population,2002-Q3,Q3-2002,PER,3,Thousands,5378
Denmark,Total population,2002-Q4,Q4-2002,PER,3,Thousands,5381
Denmark,Total population,2003-Q1,Q1-2003,PER,3,Thousands,5384
Denmark,Total population,2003-Q2,Q2-2003,PER,3,Thousands,5387
Denmark,Total population,2003-Q3,Q3-2003,PER,3,Thousands,5391
Denmark,Total population,2003-Q4,Q4-2003,PER,3,Thousands,5395
Denmark,Total population,2004-Q1,Q1-2004,PER,3,Thousands,5398
Denmark,Total population,2004-Q2,Q2-2004,PER,3,Thousands,5401
Denmark,Total population,2004-Q3,Q3-2004,PER,3,Thousands,5405
Denmark,Total population,2004-Q4,Q4-2004,PER,3,Thousands,5408
Denmark,Total population,2005-Q1,Q1-2005,PER,3,Thousands,5413
Denmark,Total population,2005-Q2,Q2-2005,PER,3,Thousands,5417
Denmark,Total population,2005-Q3,Q3-2005,PER,3,Thousands,5420
Denmark,Total population,2005-Q4,Q4-2005,PER,3,Thousands,5425
Denmark,Total population,2006-Q1,Q1-2006,PER,3,Thousands,5429
Denmark,Total population,2006-Q2,Q2-2006,PER,3,Thousands,5435
Denmark,Total population,2006-Q3,Q3-2006,PER,3,Thousands,5439
Denmark,Total population,2006-Q4,Q4-2006,PER,3,Thousands,5444
Denmark,Total population,2007-Q1,Q1-2007,PER,3,Thousands,5450
Denmark,Total population,2007-Q2,Q2-2007,PER,3,Thousands,5457
Denmark,Total population,2007-Q3,Q3-2007,PER,3,Thousands,5464
Denmark,Total population,2007-Q4,Q4-2007,PER,3,Thousands,5471
Denmark,Total population,2008-Q1,Q1-2008,PER,3,Thousands,5479
Denmark,Total population,2008-Q2,Q2-2008,PER,3,Thousands,5488
Denmark,Total population,2008-Q3,Q3-2008,PER,3,Thousands,5497
Denmark,Total population,2008-Q4,Q4-2008,PER,3,Thousands,5507
Denmark,Total population,2009-Q1,Q1-2009,PER,3,Thousands,5514
Denmark,Total population,2009-Q2,Q2-2009,PER,3,Thousands,5519
Denmark,Total population,2009-Q3,Q3-2009,PER,3,Thousands,5526
Denmark,Total population,2009-Q4,Q4-2009,PER,3,Thousands,5532
Denmark,Total population,2010-Q1,Q1-2010,PER,3,Thousands,5538
Denmark,Total population,2010-Q2,Q2-2010,PER,3,Thousands,5544
Denmark,Total population,2010-Q3,Q3-2010,PER,3,Thousands,5551
Denmark,Total population,2010-Q4,Q4-2010,PER,3,Thousands,5557
Denmark,Total population,2011-Q1,Q1-2011,PER,3,Thousands,5563
Denmark,Total population,2011-Q2,Q2-2011,PER,3,Thousands,5568
Denmark,Total population,2011-Q3,Q3-2011,PER,3,Thousands,5573
Denmark,Total population,2011-Q4,Q4-2011,PER,3,Thousands,5578
Denmark,Total population,2012-Q1,Q1-2012,PER,3,Thousands,5583
Denmark,Total population,2012-Q2,Q2-2012,PER,3,Thousands,5588
Denmark,Total population,2012-Q3,Q3-2012,PER,3,Thousands,5593
Denmark,Total population,2012-Q4,Q4-2012,PER,3,Thousands,5599
Denmark,Total population,2013-Q1,Q1-2013,PER,3,Thousands,5604
Denmark,Total population,2013-Q2,Q2-2013,PER,3,Thousands,5610
Denmark,Total population,2013-Q3,Q3-2013,PER,3,Thousands,5616
Denmark,Total population,2013-Q4,Q4-2013,PER,3,Thousands,5623
Denmark,Total population,2014-Q1,Q1-2014,PER,3,Thousands,5631
Denmark,Total population,2014-Q2,Q2-2014,PER,3,Thousands,5639
Denmark,Total population,2014-Q3,Q3-2014,PER,3,Thousands,5647
Denmark,Total population,2014-Q4,Q4-2014,PER,3,Thousands,5655
Denmark,Total population,2015-Q1,Q1-2015,PER,3,Thousands,5665
Denmark,Total population,2015-Q2,Q2-2015,PER,3,Thousands,5675
Denmark,Total population,2015-Q3,Q3-2015,PER,3,Thousands,5692
Denmark,Total population,2015-Q4,Q4-2015,PER,3,Thousands,5697
Denmark,Total population,2016-Q1,Q1-2016,PER,3,Thousands,5714
Denmark,Total population,2016-Q2,Q2-2016,PER,3,Thousands,5721
Denmark,Total population,2016-Q3,Q3-2016,PER,3,Thousands,5739
Denmark,Total population,2016-Q4,Q4-2016,PER,3,Thousands,5741
Denmark,Total population,2017-Q1,Q1-2017,PER,3,Thousands,5753
Denmark,Total population,2017-Q2,Q2-2017,PER,3,Thousands,5761
Denmark,Total population,2017-Q3,Q3-2017,PER,3,Thousands,5769
Denmark,Total population,2017-Q4,Q4-2017,PER,3,Thousands,5777
Denmark,Total population,2018-Q1,Q1-2018,PER,3,Thousands,5784
Denmark,Total population,2018-Q2,Q2-2018,PER,3,Thousands,5791
Denmark,Total population,2018-Q3,Q3-2018,PER,3,Thousands,5797
Denmark,Total population,2018-Q4,Q4-2018,PER,3,Thousands,5804
Denmark,Total population,2019-Q1,Q1-2019,PER,3,Thousands,5809
Denmark,Total population,2019-Q2,Q2-2019,PER,3,Thousands,5816
Denmark,Total population,2019-Q3,Q3-2019,PER,3,Thousands,5820
Denmark,Total population,2019-Q4,Q4-2019,PER,3,Thousands,5822
Denmark,Total population,2020-Q1,Q1-2020,PER,3,Thousands,5824
Denmark,Total population,2020-Q2,Q2-2020,PER,3,Thousands,5828
Denmark,Total population,2020-Q3,Q3-2020,PER,3,Thousands,5831
Denmark,Total population,2020-Q4,Q4-2020,PER,3,Thousands,5836
Denmark,Total population,2021-Q1,Q1-2021,PER,3,Thousands,5842
Denmark,Total population,2021-Q2,Q2-2021,PER,3,Thousands,5850
Denmark,Total population,2021-Q3,Q3-2021,PER,3,Thousands,5858
Denmark,Total population,2021-Q4,Q4-2021,PER,3,Thousands,5868
Denmark,Total population,2022-Q1,Q1-2022,PER,3,Thousands,5879
Denmark,Total population,2022-Q2,Q2-2022,PER,3,Thousands,5900
Denmark,Total population,2022-Q3,Q3-2022,PER,3,Thousands,5919
Denmark,Total population,2022-Q4,Q4-2022,PER,3,Thousands,5928
Denmark,Total population,2023-Q1,Q1-2023,PER,3,Thousands,5938
Finland,Total population,2000-Q1,Q1-2000,PER,3,Thousands,5172
Finland,Total population,2000-Q2,Q2-2000,PER,3,Thousands,5174.8
Finland,Total population,2000-Q3,Q3-2000,PER,3,Thousands,5178.4
Finland,Total population,2000-Q4,Q4-2000,PER,3,Thousands,5179.6
Finland,Total population,2001-Q1,Q1-2001,PER,3,Thousands,5182.4
Finland,Total population,2001-Q2,Q2-2001,PER,3,Thousands,5186
Finland,Total population,2001-Q3,Q3-2001,PER,3,Thousands,5190
Finland,Total population,2001-Q4,Q4-2001,PER,3,Thousands,5193.6
Finland,Total population,2002-Q1,Q1-2002,PER,3,Thousands,5195.6
Finland,Total population,2002-Q2,Q2-2002,PER,3,Thousands,5198.8
Finland,Total population,2002-Q3,Q3-2002,PER,3,Thousands,5202.4
Finland,Total population,2002-Q4,Q4-2002,PER,3,Thousands,5205.6
Finland,Total population,2003-Q1,Q1-2003,PER,3,Thousands,5206.8
Finland,Total population,2003-Q2,Q2-2003,PER,3,Thousands,5210.8
Finland,Total population,2003-Q3,Q3-2003,PER,3,Thousands,5215.2
Finland,Total population,2003-Q4,Q4-2003,PER,3,Thousands,5219.2
Finland,Total population,2004-Q1,Q1-2004,PER,3,Thousands,5221.6
Finland,Total population,2004-Q2,Q2-2004,PER,3,Thousands,5225.2
Finland,Total population,2004-Q3,Q3-2004,PER,3,Thousands,5230.8
Finland,Total population,2004-Q4,Q4-2004,PER,3,Thousands,5235.2
Finland,Total population,2005-Q1,Q1-2005,PER,3,Thousands,5238.8
Finland,Total population,2005-Q2,Q2-2005,PER,3,Thousands,5243.2
Finland,Total population,2005-Q3,Q3-2005,PER,3,Thousands,5249.2
Finland,Total population,2005-Q4,Q4-2005,PER,3,Thousands,5253.2
Finland,Total population,2006-Q1,Q1-2006,PER,3,Thousands,5256.4
Finland,Total population,2006-Q2,Q2-2006,PER,3,Thousands,5264.8
Finland,Total population,2006-Q3,Q3-2006,PER,3,Thousands,5269.6
Finland,Total population,2006-Q4,Q4-2006,PER,3,Thousands,5274.4
Finland,Total population,2007-Q1,Q1-2007,PER,3,Thousands,5279.2
Finland,Total population,2007-Q2,Q2-2007,PER,3,Thousands,5284.8
Finland,Total population,2007-Q3,Q3-2007,PER,3,Thousands,5292
Finland,Total population,2007-Q4,Q4-2007,PER,3,Thousands,5298.8
Finland,Total population,2008-Q1,Q1-2008,PER,3,Thousands,5304
Finland,Total population,2008-Q2,Q2-2008,PER,3,Thousands,5309.6
Finland,Total population,2008-Q3,Q3-2008,PER,3,Thousands,5317.2
Finland,Total population,2008-Q4,Q4-2008,PER,3,Thousands,5322.8
Finland,Total population,2009-Q1,Q1-2009,PER,3,Thousands,5328.8
Finland,Total population,2009-Q2,Q2-2009,PER,3,Thousands,5334.8
Finland,Total population,2009-Q3,Q3-2009,PER,3,Thousands,5342.8
Finland,Total population,2009-Q4,Q4-2009,PER,3,Thousands,5349.2
Finland,Total population,2010-Q1,Q1-2010,PER,3,Thousands,5353.6
Finland,Total population,2010-Q2,Q2-2010,PER,3,Thousands,5359.6
Finland,Total population,2010-Q3,Q3-2010,PER,3,Thousands,5367.2
Finland,Total population,2010-Q4,Q4-2010,PER,3,Thousands,5373.2
Finland,Total population,2011-Q1,Q1-2011,PER,3,Thousands,5378
Finland,Total population,2011-Q2,Q2-2011,PER,3,Thousands,5383.6
Finland,Total population,2011-Q3,Q3-2011,PER,3,Thousands,5392.4
Finland,Total population,2011-Q4,Q4-2011,PER,3,Thousands,5399.2
Finland,Total population,2012-Q1,Q1-2012,PER,3,Thousands,5404.8
Finland,Total population,2012-Q2,Q2-2012,PER,3,Thousands,5409.2
Finland,Total population,2012-Q3,Q3-2012,PER,3,Thousands,5417.2
Finland,Total population,2012-Q4,Q4-2012,PER,3,Thousands,5424.8
Finland,Total population,2013-Q1,Q1-2013,PER,3,Thousands,5429.2
Finland,Total population,2013-Q2,Q2-2013,PER,3,Thousands,5434.4
Finland,Total population,2013-Q3,Q3-2013,PER,3,Thousands,5442.8
Finland,Total population,2013-Q4,Q4-2013,PER,3,Thousands,5449.6
Finland,Total population,2014-Q1,Q1-2014,PER,3,Thousands,5453.6
Finland,Total population,2014-Q2,Q2-2014,PER,3,Thousands,5458.8
Finland,Total population,2014-Q3,Q3-2014,PER,3,Thousands,5466
Finland,Total population,2014-Q4,Q4-2014,PER,3,Thousands,5471.6
Finland,Total population,2015-Q1,Q1-2015,PER,3,Thousands,5474
Finland,Total population,2015-Q2,Q2-2015,PER,3,Thousands,5476.8
Finland,Total population,2015-Q3,Q3-2015,PER,3,Thousands,5483.6
Finland,Total population,2015-Q4,Q4-2015,PER,3,Thousands,5487.6
Finland,Total population,2016-Q1,Q1-2016,PER,3,Thousands,5488.4
Finland,Total population,2016-Q2,Q2-2016,PER,3,Thousands,5492.4
Finland,Total population,2016-Q3,Q3-2016,PER,3,Thousands,5498
Finland,Total population,2016-Q4,Q4-2016,PER,3,Thousands,5502.4
Finland,Total population,2017-Q1,Q1-2017,PER,3,Thousands,5502.8
Finland,Total population,2017-Q2,Q2-2017,PER,3,Thousands,5505.6
Finland,Total population,2017-Q3,Q3-2017,PER,3,Thousands,5510.8
Finland,Total population,2017-Q4,Q4-2017,PER,3,Thousands,5513.6
Finland,Total population,2018-Q1,Q1-2018,PER,3,Thousands,5514
Finland,Total population,2018-Q2,Q2-2018,PER,3,Thousands,5514.4
Finland,Total population,2018-Q3,Q3-2018,PER,3,Thousands,5517.6
Finland,Total population,2018-Q4,Q4-2018,PER,3,Thousands,5518.8
Finland,Total population,2019-Q1,Q1-2019,PER,3,Thousands,5518
Finland,Total population,2019-Q2,Q2-2019,PER,3,Thousands,5519.6
Finland,Total population,2019-Q3,Q3-2019,PER,3,Thousands,5523.2
Finland,Total population,2019-Q4,Q4-2019,PER,3,Thousands,5525.6
Finland,Total population,2020-Q1,Q1-2020,PER,3,Thousands,5528
Finland,Total population,2020-Q2,Q2-2020,PER,3,Thousands,5528.4
Finland,Total population,2020-Q3,Q3-2020,PER,3,Thousands,5532
Finland,Total population,2020-Q4,Q4-2020,PER,3,Thousands,5534.4
Finland,Total population,2021-Q1,Q1-2021,PER,3,Thousands,5535.6
Finland,Total population,2021-Q2,Q2-2021,PER,3,Thousands,5538.8
Finland,Total population,2021-Q3,Q3-2021,PER,3,Thousands,5544
Finland,Total population,2021-Q4,Q4-2021,PER,3,Thousands,5547.6
Finland,Total population,2022-Q1,Q1-2022,PER,3,Thousands,5549.5
Finland,Total population,2022-Q2,Q2-2022,PER,3,Thousands,5552
Finland,Total population,2022-Q3,Q3-2022,PER,3,Thousands,5559.4
Finland,Total population,2022-Q4,Q4-2022,PER,3,Thousands,5564.8
Finland,Total population,2023-Q1,Q1-2023,PER,3,Thousands,5565.6
France,Total population,2000-Q1,Q1-2000,PER,3,Thousands,60738
France,Total population,2000-Q2,Q2-2000,PER,3,Thousands,60847.2
France,Total population,2000-Q3,Q3-2000,PER,3,Thousands,60957.3
France,Total population,2000-Q4,Q4-2000,PER,3,Thousands,61068.1
France,Total population,2001-Q1,Q1-2001,PER,3,Thousands,61179.6
France,Total population,2001-Q2,Q2-2001,PER,3,Thousands,61291.6
France,Total population,2001-Q3,Q3-2001,PER,3,Thousands,61403.9
France,Total population,2001-Q4,Q4-2001,PER,3,Thousands,61516.6
France,Total population,2002-Q1,Q1-2002,PER,3,Thousands,61629.7
France,Total population,2002-Q2,Q2-2002,PER,3,Thousands,61741.5
France,Total population,2002-Q3,Q3-2002,PER,3,Thousands,61851.9
