Country,Subject,TIME,Period,Unit Code,PowerCode Code,PowerCode,Value
France,Total population,2002-Q4,Q4-2002,PER,3,Thousands,61961.1
France,Total population,2003-Q1,Q1-2003,PER,3,Thousands,62069
France,Total population,2003-Q2,Q2-2003,PER,3,Thousands,62178.7
France,Total population,2003-Q3,Q3-2003,PER,3,Thousands,62290.1
France,Total population,2003-Q4,Q4-2003,PER,3,Thousands,62403.3
France,Total population,2004-Q1,Q1-2004,PER,3,Thousands,62518.3
France,Total population,2004-Q2,Q2-2004,PER,3,Thousands,62634.8
France,Total population,2004-Q3,Q3-2004,PER,3,Thousands,62752.8
France,Total population,2004-Q4,Q4-2004,PER,3,Thousands,62872.2
France,Total population,2005-Q1,Q1-2005,PER,3,Thousands,62993.2
France,Total population,2005-Q2,Q2-2005,PER,3,Thousands,63111.6
France,Total population,2005-Q3,Q3-2005,PER,3,Thousands,63227.4
France,Total population,2005-Q4,Q4-2005,PER,3,Thousands,63340.7
France,Total population,2006-Q1,Q1-2006,PER,3,Thousands,63451.5
France,Total population,2006-Q2,Q2-2006,PER,3,Thousands,63559
France,Total population,2006-Q3,Q3-2006,PER,3,Thousands,63663.2
France,Total population,2006-Q4,Q4-2006,PER,3,Thousands,63764.3
France,Total population,2007-Q1,Q1-2007,PER,3,Thousands,63862.1
France,Total population,2007-Q2,Q2-2007,PER,3,Thousands,63957.8
France,Total population,2007-Q3,Q3-2007,PER,3,Thousands,64051.3
France,Total population,2007-Q4,Q4-2007,PER,3,Thousands,64142.6
France,Total population,2008-Q1,Q1-2008,PER,3,Thousands,64231.7
France,Total population,2008-Q2,Q2-2008,PER,3,Thousands,64319
France,Total population,2008-Q3,Q3-2008,PER,3,Thousands,64404.6
France,Total population,2008-Q4,Q4-2008,PER,3,Thousands,64488.4
France,Total population,2009-Q1,Q1-2009,PER,3,Thousands,64570.3
France,Total population,2009-Q2,Q2-2009,PER,3,Thousands,64651.7
France,Total population,2009-Q3,Q3-2009,PER,3,Thousands,64732.3
France,Total population,2009-Q4,Q4-2009,PER,3,Thousands,64812.3
France,Total population,2010-Q1,Q1-2010,PER,3,Thousands,64891.6
France,Total population,2010-Q2,Q2-2010,PER,3,Thousands,64971.1
France,Total population,2010-Q3,Q3-2010,PER,3,Thousands,65050.7
France,Total population,2010-Q4,Q4-2010,PER,3,Thousands,65130.5
France,Total population,2011-Q1,Q1-2011,PER,3,Thousands,65210.5
France,Total population,2011-Q2,Q2-2011,PER,3,Thousands,65290.2
France,Total population,2011-Q3,Q3-2011,PER,3,Thousands,65369.7
France,Total population,2011-Q4,Q4-2011,PER,3,Thousands,65448.8
France,Total population,2012-Q1,Q1-2012,PER,3,Thousands,65527.6
France,Total population,2012-Q2,Q2-2012,PER,3,Thousands,65608.5
France,Total population,2012-Q3,Q3-2012,PER,3,Thousands,65691.4
France,Total population,2012-Q4,Q4-2012,PER,3,Thousands,65776.4
France,Total population,2013-Q1,Q1-2013,PER,3,Thousands,65863.4
France,Total population,2013-Q2,Q2-2013,PER,3,Thousands,65949.2
France,Total population,2013-Q3,Q3-2013,PER,3,Thousands,66033.8
France,Total population,2013-Q4,Q4-2013,PER,3,Thousands,66117.1
France,Total population,2014-Q1,Q1-2014,PER,3,Thousands,66199.3
France,Total population,2014-Q2,Q2-2014,PER,3,Thousands,66277.3
France,Total population,2014-Q3,Q3-2014,PER,3,Thousands,66351.1
France,Total population,2014-Q4,Q4-2014,PER,3,Thousands,66420.7
France,Total population,2015-Q1,Q1-2015,PER,3,Thousands,66486.1
France,Total population,2015-Q2,Q2-2015,PER,3,Thousands,66550.2
France,Total population,2015-Q3,Q3-2015,PER,3,Thousands,66613
France,Total population,2015-Q4,Q4-2015,PER,3,Thousands,66674.4
France,Total population,2016-Q1,Q1-2016,PER,3,Thousands,66734.4
France,Total population,2016-Q2,Q2-2016,PER,3,Thousands,66797
France,Total population,2016-Q3,Q3-2016,PER,3,Thousands,66862.2
France,Total population,2016-Q4,Q4-2016,PER,3,Thousands,66930.1
France,Total population,2017-Q1,Q1-2017,PER,3,Thousands,67000.5
France,Total population,2017-Q2,Q2-2017,PER,3,Thousands,67075.1
France,Total population,2017-Q3,Q3-2017,PER,3,Thousands,67153.7
France,Total population,2017-Q4,Q4-2017,PER,3,Thousands,67236.5
France,Total population,2018-Q1,Q1-2018,PER,3,Thousands,67323.5
France,Total population,2018-Q2,Q2-2018,PER,3,Thousands,67408.4
France,Total population,2018-Q3,Q3-2018,PER,3,Thousands,67491.2
France,Total population,2018-Q4,Q4-2018,PER,3,Thousands,67571.9
France,Total population,2019-Q1,Q1-2019,PER,3,Thousands,67650.7
France,Total population,2019-Q2,Q2-2019,PER,3,Thousands,67724.3
France,Total population,2019-Q3,Q3-2019,PER,3,Thousands,67792.8
France,Total population,2019-Q4,Q4-2019,PER,3,Thousands,67856.3
France,Total population,2020-Q1,Q1-2020,PER,3,Thousands,67914.7
France,Total population,2020-Q2,Q2-2020,PER,3,Thousands,67973.1
France,Total population,2020-Q3,Q3-2020,PER,3,Thousands,68031.7
France,Total population,2020-Q4,Q4-2020,PER,3,Thousands,68090.3
France,Total population,2021-Q1,Q1-2021,PER,3,Thousands,68149
France,Total population,2021-Q2,Q2-2021,PER,3,Thousands,68207.1
France,Total population,2021-Q3,Q3-2021,PER,3,Thousands,68264.8
France,Total population,2021-Q4,Q4-2021,PER,3,Thousands,68321.9
France,Total population,2022-Q1,Q1-2022,PER,3,Thousands,68378.5
France,Total population,2022-Q2,Q2-2022,PER,3,Thousands,68435.3
France,Total population,2022-Q3,Q3-2022,PER,3,Thousands,68492.2
France,Total population,2022-Q4,Q4-2022,PER,3,Thousands,68549.4
France,Total population,2023-Q1,Q1-2023,PER,3,Thousands,68606.8
Germany,Total population,2000-Q1,Q1-2000,PER,3,Thousands,81452
Germany,Total population,2000-Q2,Q2-2000,PER,3,Thousands,81454
Germany,Total population,2000-Q3,Q3-2000,PER,3,Thousands,81459
Germany,Total population,2000-Q4,Q4-2000,PER,3,Thousands,81462
Germany,Total population,2001-Q1,Q1-2001,PER,3,Thousands,81476
Germany,Total population,2001-Q2,Q2-2001,PER,3,Thousands,81506
Germany,Total population,2001-Q3,Q3-2001,PER,3,Thousands,81531
Germany,Total population,2001-Q4,Q4-2001,PER,3,Thousands,81557
Germany,Total population,2002-Q1,Q1-2002,PER,3,Thousands,81569
Germany,Total population,2002-Q2,Q2-2002,PER,3,Thousands,81579
Germany,Total population,2002-Q3,Q3-2002,PER,3,Thousands,81582
Germany,Total population,2002-Q4,Q4-2002,PER,3,Thousands,81584
Germany,Total population,2003-Q1,Q1-2003,PER,3,Thousands,81579
Germany,Total population,2003-Q2,Q2-2003,PER,3,Thousands,81560
Germany,Total population,2003-Q3,Q3-2003,PER,3,Thousands,81540
Germany,Total population,2003-Q4,Q4-2003,PER,3,Thousands,81517
Germany,Total population,2004-Q1,Q1-2004,PER,3,Thousands,81499
Germany,Total population,2004-Q2,Q2-2004,PER,3,Thousands,81471
Germany,Total population,2004-Q3,Q3-2004,PER,3,Thousands,81442
Germany,Total population,2004-Q4,Q4-2004,PER,3,Thousands,81413
Germany,Total population,2005-Q1,Q1-2005,PER,3,Thousands,81382
Germany,Total population,2005-Q2,Q2-2005,PER,3,Thousands,81354
Germany,Total population,2005-Q3,Q3-2005,PER,3,Thousands,81326
Germany,Total population,2005-Q4,Q4-2005,PER,3,Thousands,81286
Germany,Total population,2006-Q1,Q1-2006,PER,3,Thousands,81241
Germany,Total population,2006-Q2,Q2-2006,PER,3,Thousands,81203
Germany,Total population,2006-Q3,Q3-2006,PER,3,Thousands,81150
Germany,Total population,2006-Q4,Q4-2006,PER,3,Thousands,81101
Germany,Total population,2007-Q1,Q1-2007,PER,3,Thousands,81050
Germany,Total population,2007-Q2,Q2-2007,PER,3,Thousands,81017
Germany,Total population,2007-Q3,Q3-2007,PER,3,Thousands,80972
Germany,Total population,2007-Q4,Q4-2007,PER,3,Thousands,80932
Germany,Total population,2008-Q1,Q1-2008,PER,3,Thousands,80852
Germany,Total population,2008-Q2,Q2-2008,PER,3,Thousands,80801
Germany,Total population,2008-Q3,Q3-2008,PER,3,Thousands,80744
Germany,Total population,2008-Q4,Q4-2008,PER,3,Thousands,80659
Germany,Total population,2009-Q1,Q1-2009,PER,3,Thousands,80577
Germany,Total population,2009-Q2,Q2-2009,PER,3,Thousands,80501
Germany,Total population,2009-Q3,Q3-2009,PER,3,Thousands,80451
Germany,Total population,2009-Q4,Q4-2009,PER,3,Thousands,80404
Germany,Total population,2010-Q1,Q1-2010,PER,3,Thousands,80321
Germany,Total population,2010-Q2,Q2-2010,PER,3,Thousands,80296
Germany,Total population,2010-Q3,Q3-2010,PER,3,Thousands,80268
Germany,Total population,2010-Q4,Q4-2010,PER,3,Thousands,80254
Germany,Total population,2011-Q1,Q1-2011,PER,3,Thousands,80250
Germany,Total population,2011-Q2,Q2-2011,PER,3,Thousands,80261
Germany,Total population,2011-Q3,Q3-2011,PER,3,Thousands,80285
Germany,Total population,2011-Q4,Q4-2011,PER,3,Thousands,80306
Germany,Total population,2012-Q1,Q1-2012,PER,3,Thousands,80357
Germany,Total population,2012-Q2,Q2-2012,PER,3,Thousands,80399
Germany,Total population,2012-Q3,Q3-2012,PER,3,Thousands,80447
Germany,Total population,2012-Q4,Q4-2012,PER,3,Thousands,80502
Germany,Total population,2013-Q1,Q1-2013,PER,3,Thousands,80562
Germany,Total population,2013-Q2,Q2-2013,PER,3,Thousands,80595
Germany,Total population,2013-Q3,Q3-2013,PER,3,Thousands,80670
Germany,Total population,2013-Q4,Q4-2013,PER,3,Thousands,80757
Germany,Total population,2014-Q1,Q1-2014,PER,3,Thousands,80837
Germany,Total population,2014-Q2,Q2-2014,PER,3,Thousands,80917
Germany,Total population,2014-Q3,Q3-2014,PER,3,Thousands,81025
Germany,Total population,2014-Q4,Q4-2014,PER,3,Thousands,81154
Germany,Total population,2015-Q1,Q1-2015,PER,3,Thousands,81393
Germany,Total population,2015-Q2,Q2-2015,PER,3,Thousands,81529
Germany,Total population,2015-Q3,Q3-2015,PER,3,Thousands,81738
Germany,Total population,2015-Q4,Q4-2015,PER,3,Thousands,82088
Germany,Total population,2016-Q1,Q1-2016,PER,3,Thousands,82221
Germany,Total population,2016-Q2,Q2-2016,PER,3,Thousands,82321
Germany,Total population,2016-Q3,Q3-2016,PER,3,Thousands,82388
Germany,Total population,2016-Q4,Q4-2016,PER,3,Thousands,82467
Germany,Total population,2017-Q1,Q1-2017,PER,3,Thousands,82548
Germany,Total population,2017-Q2,Q2-2017,PER,3,Thousands,82642
Germany,Total population,2017-Q3,Q3-2017,PER,3,Thousands,82696
Germany,Total population,2017-Q4,Q4-2017,PER,3,Thousands,82742
Germany,Total population,2018-Q1,Q1-2018,PER,3,Thousands,82817
Germany,Total population,2018-Q2,Q2-2018,PER,3,Thousands,82867
Germany,Total population,2018-Q3,Q3-2018,PER,3,Thousands,82938
Germany,Total population,2018-Q4,Q4-2018,PER,3,Thousands,83001
Germany,Total population,2019-Q1,Q1-2019,PER,3,Thousands,83042
Germany,Total population,2019-Q2,Q2-2019,PER,3,Thousands,83078
Germany,Total population,2019-Q3,Q3-2019,PER,3,Thousands,83106
Germany,Total population,2019-Q4,Q4-2019,PER,3,Thousands,83146
Germany,Total population,2020-Q1,Q1-2020,PER,3,Thousands,83176
Germany,Total population,2020-Q2,Q2-2020,PER,3,Thousands,83147
Germany,Total population,2020-Q3,Q3-2020,PER,3,Thousands,83158
Germany,Total population,2020-Q4,Q4-2020,PER,3,Thousands,83163
Germany,Total population,2021-Q1,Q1-2021,PER,3,Thousands,83159
Germany,Total population,2021-Q2,Q2-2021,PER,3,Thousands,83170
Germany,Total population,2021-Q3,Q3-2021,PER,3,Thousands,83204
Germany,Total population,2021-Q4,Q4-2021,PER,3,Thousands,83251
Germany,Total population,2022-Q1,Q1-2022,PER,3,Thousands,83180
Germany,Total population,2022-Q2,Q2-2022,PER,3,Thousands,83810
Germany,Total population,2022-Q3,Q3-2022,PER,3,Thousands,84030
Germany,Total population,2022-Q4,Q4-2022,PER,3,Thousands,84168
Germany,Total population,2023-Q1,Q1-2023,PER,3,Thousands,84446
Ireland,Total population,2000-Q1,Q1-2000,PER,3,Thousands,3783.4
Ireland,Total population,2000-Q2,Q2-2000,PER,3,Thousands,3795.2
Ireland,Total population,2000-Q3,Q3-2000,PER,3,Thousands,3809.6
Ireland,Total population,2000-Q4,Q4-2000,PER,3,Thousands,3828.7
Ireland,Total population,2001-Q1,Q1-2001,PER,3,Thousands,3839.9
Ireland,Total population,2001-Q2,Q2-2001,PER,3,Thousands,3855
Ireland,Total population,2001-Q3,Q3-2001,PER,3,Thousands,3871.6
Ireland,Total population,2001-Q4,Q4-2001,PER,3,Thousands,3888.7
Ireland,Total population,2002-Q1,Q1-2002,PER,3,Thousands,3906.1
Ireland,Total population,2002-Q2,Q2-2002,PER,3,Thousands,3924.9
Ireland,Total population,2002-Q3,Q3-2002,PER,3,Thousands,3940.1
Ireland,Total population,2002-Q4,Q4-2002,PER,3,Thousands,3956.2
Ireland,Total population,2003-Q1,Q1-2003,PER,3,Thousands,3973.4
Ireland,Total population,2003-Q2,Q2-2003,PER,3,Thousands,3988.3
Ireland,Total population,2003-Q3,Q3-2003,PER,3,Thousands,4004.8
Ireland,Total population,2003-Q4,Q4-2003,PER,3,Thousands,4021.3
Ireland,Total population,2004-Q1,Q1-2004,PER,3,Thousands,4037.7
Ireland,Total population,2004-Q2,Q2-2004,PER,3,Thousands,4055.2
Ireland,Total population,2004-Q3,Q3-2004,PER,3,Thousands,4076.7
Ireland,Total population,2004-Q4,Q4-2004,PER,3,Thousands,4099.8
Ireland,Total population,2005-Q1,Q1-2005,PER,3,Thousands,4122.5
Ireland,Total population,2005-Q2,Q2-2005,PER,3,Thousands,4145.4
Ireland,Total population,2005-Q3,Q3-2005,PER,3,Thousands,4172.6
Ireland,Total population,2005-Q4,Q4-2005,PER,3,Thousands,4199.8
Ireland,Total population,2006-Q1,Q1-2006,PER,3,Thousands,4226.2
Ireland,Total population,2006-Q2,Q2-2006,PER,3,Thousands,4245.4
Ireland,Total population,2006-Q3,Q3-2006,PER,3,Thousands,4287.4
Ireland,Total population,2006-Q4,Q4-2006,PER,3,Thousands,4320.8
Ireland,Total population,2007-Q1,Q1-2007,PER,3,Thousands,4354.4
Ireland,Total population,2007-Q2,Q2-2007,PER,3,Thousands,4386.2
Ireland,Total population,2007-Q3,Q3-2007,PER,3,Thousands,4415.7
Ireland,Total population,2007-Q4,Q4-2007,PER,3,Thousands,4444.8
Ireland,Total population,2008-Q1,Q1-2008,PER,3,Thousands,4472.1
Ireland,Total population,2008-Q2,Q2-2008,PER,3,Thousands,4491.7
Ireland,Total population,2008-Q3,Q3-2008,PER,3,Thousands,4504.6
Ireland,Total population,2008-Q4,Q4-2008,PER,3,Thousands,4515.8
Ireland,Total population,2009-Q1,Q1-2009,PER,3,Thousands,4526.6
Ireland,Total population,2009-Q2,Q2-2009,PER,3,Thousands,4537.8
Ireland,Total population,2009-Q3,Q3-2009,PER,3,Thousands,4545.2
Ireland,Total population,2009-Q4,Q4-2009,PER,3,Thousands,4547
Ireland,Total population,2010-Q1,Q1-2010,PER,3,Thousands,4552.2
Ireland,Total population,2010-Q2,Q2-2010,PER,3,Thousands,4556.7
Ireland,Total population,2010-Q3,Q3-2010,PER,3,Thousands,4562.1
Ireland,Total population,2010-Q4,Q4-2010,PER,3,Thousands,4567.9
Ireland,Total population,2011-Q1,Q1-2011,PER,3,Thousands,4572.2
Ireland,Total population,2011-Q2,Q2-2011,PER,3,Thousands,4576.9
Ireland,Total population,2011-Q3,Q3-2011,PER,3,Thousands,4580.5
Ireland,Total population,2011-Q4,Q4-2011,PER,3,Thousands,4584.6
Ireland,Total population,2012-Q1,Q1-2012,PER,3,Thousands,4590
Ireland,Total population,2012-Q2,Q2-2012,PER,3,Thousands,4594.8
Ireland,Total population,2012-Q3,Q3-2012,PER,3,Thousands,4600.1
Ireland,Total population,2012-Q4,Q4-2012,PER,3,Thousands,4604.8
Ireland,Total population,2013-Q1,Q1-2013,PER,3,Thousands,4610.3
Ireland,Total population,2013-Q2,Q2-2013,PER,3,Thousands,4616.1
Ireland,Total population,2013-Q3,Q3-2013,PER,3,Thousands,4623.1
Ireland,Total population,2013-Q4,Q4-2013,PER,3,Thousands,4630.5
Ireland,Total population,2014-Q1,Q1-2014,PER,3,Thousands,4638.3
Ireland,Total population,2014-Q2,Q2-2014,PER,3,Thousands,4647.1
Ireland,Total population,2014-Q3,Q3-2014,PER,3,Thousands,4657
Ireland,Total population,2014-Q4,Q4-2014,PER,3,Thousands,4667.4
Ireland,Total population,2015-Q1,Q1-2015,PER,3,Thousands,4677.8
Ireland,Total population,2015-Q2,Q2-2015,PER,3,Thousands,4689.5
Ireland,Total population,2015-Q3,Q3-2015,PER,3,Thousands,4702
Ireland,Total population,2015-Q4,Q4-2015,PER,3,Thousands,4713.9
Ireland,Total population,2016-Q1,Q1-2016,PER,3,Thousands,4726
Ireland,Total population,2016-Q2,Q2-2016,PER,3,Thousands,4741.2
Ireland,Total population,2016-Q3,Q3-2016,PER,3,Thousands,4758
Ireland,Total population,2016-Q4,Q4-2016,PER,3,Thousands,4771.3
Ireland,Total population,2017-Q1,Q1-2017,PER,3,Thousands,4783.4
Ireland,Total population,2017-Q2,Q2-2017,PER,3,Thousands,4793.7
Ireland,Total population,2017-Q3,Q3-2017,PER,3,Thousands,4807.1
Ireland,Total population,2017-Q4,Q4-2017,PER,3,Thousands,4825.3
Ireland,Total population,2018-Q1,Q1-2018,PER,3,Thousands,4828.9
Ireland,Total population,2018-Q2,Q2-2018,PER,3,Thousands,4857.8
Ireland,Total population,2018-Q3,Q3-2018,PER,3,Thousands,4870.6
Ireland,Total population,2018-Q4,Q4-2018,PER,3,Thousands,4885.5
Ireland,Total population,2019-Q1,Q1-2019,PER,3,Thousands,4902.4
Ireland,Total population,2019-Q2,Q2-2019,PER,3,Thousands,4922.1
Ireland,Total population,2019-Q3,Q3-2019,PER,3,Thousands,4935.1
Ireland,Total population,2019-Q4,Q4-2019,PER,3,Thousands,4949.1
Ireland,Total population,2020-Q1,Q1-2020,PER,3,Thousands,4962.5
Ireland,Total population,2020-Q2,Q2-2020,PER,3,Thousands,4978.3
Ireland,Total population,2020-Q3,Q3-2020,PER,3,Thousands,4988.2
Ireland,Total population,2020-Q4,Q4-2020,PER,3,Thousands,4992
Ireland,Total population,2021-Q1,Q1-2021,PER,3,Thousands,5003.1
Ireland,Total population,2021-Q2,Q2-2021,PER,3,Thousands,5012.2
Ireland,Total population,2021-Q3,Q3-2021,PER,3,Thousands,5021.6
Ireland,Total population,2021-Q4,Q4-2021,PER,3,Thousands,5037.2
Ireland,Total population,2022-Q1,Q1-2022,PER,3,Thousands,5058.6
Ireland,Total population,2022-Q2,Q2-2022,PER,3,Thousands,5102.2
Ireland,Total population,2022-Q3,Q3-2022,PER,3,Thousands,5133.2
Ireland,Total population,2022-Q4,Q4-2022,PER,3,Thousands,5164.3
Ireland,Total population,2023-Q1,Q1-2023,PER,3,Thousands,5193.5
Italy,Total population,2000-Q1,Q1-2000,PER,3,Thousands,56929
Italy,Total population,2000-Q2,Q2-2000,PER,3,Thousands,56937.6
Italy,Total population,2000-Q3,Q3-2000,PER,3,Thousands,56946.4
Italy,Total population,2000-Q4,Q4-2000,PER,3,Thousands,56955.4
Italy,Total population,2001-Q1,Q1-2001,PER,3,Thousands,56964.7
Italy,Total population,2001-Q2,Q2-2001,PER,3,Thousands,56974.5
Italy,Total population,2001-Q3,Q3-2001,PER,3,Thousands,56984.7
Italy,Total population,2001-Q4,Q4-2001,PER,3,Thousands,56995.3
Italy,Total population,2002-Q1,Q1-2002,PER,3,Thousands,57015.8
Italy,Total population,2002-Q2,Q2-2002,PER,3,Thousands,57065.4
Italy,Total population,2002-Q3,Q3-2002,PER,3,Thousands,57114.5
Italy,Total population,2002-Q4,Q4-2002,PER,3,Thousands,57163.5
Italy,Total population,2003-Q1,Q1-2003,PER,3,Thousands,57239.9
Italy,Total population,2003-Q2,Q2-2003,PER,3,Thousands,57345.6
Italy,Total population,2003-Q3,Q3-2003,PER,3,Thousands,57452.2
Italy,Total population,2003-Q4,Q4-2003,PER,3,Thousands,57559.1
Italy,Total population,2004-Q1,Q1-2004,PER,3,Thousands,57666.1
Italy,Total population,2004-Q2,Q2-2004,PER,3,Thousands,57773.8
Italy,Total population,2004-Q3,Q3-2004,PER,3,Thousands,57882.3
Italy,Total population,2004-Q4,Q4-2004,PER,3,Thousands,57990.7
Italy,Total population,2005-Q1,Q1-2005,PER,3,Thousands,58074.9
Italy,Total population,2005-Q2,Q2-2005,PER,3,Thousands,58135.8
Italy,Total population,2005-Q3,Q3-2005,PER,3,Thousands,58197.4
Italy,Total population,2005-Q4,Q4-2005,PER,3,Thousands,58258.7
Italy,Total population,2006-Q1,Q1-2006,PER,3,Thousands,58316.3
Italy,Total population,2006-Q2,Q2-2006,PER,3,Thousands,58371.5
Italy,Total population,2006-Q3,Q3-2006,PER,3,Thousands,58427.7
Italy,Total population,2006-Q4,Q4-2006,PER,3,Thousands,58484.1
Italy,Total population,2007-Q1,Q1-2007,PER,3,Thousands,58572.7
Italy,Total population,2007-Q2,Q2-2007,PER,3,Thousands,58694.1
Italy,Total population,2007-Q3,Q3-2007,PER,3,Thousands,58817.4
Italy,Total population,2007-Q4,Q4-2007,PER,3,Thousands,58940.6
Italy,Total population,2008-Q1,Q1-2008,PER,3,Thousands,59054.8
Italy,Total population,2008-Q2,Q2-2008,PER,3,Thousands,59158.3
Italy,Total population,2008-Q3,Q3-2008,PER,3,Thousands,59263.3
Italy,Total population,2008-Q4,Q4-2008,PER,3,Thousands,59368.5
Italy,Total population,2009-Q1,Q1-2009,PER,3,Thousands,59454.5
Italy,Total population,2009-Q2,Q2-2009,PER,3,Thousands,59521.3
Italy,Total population,2009-Q3,Q3-2009,PER,3,Thousands,59589.3
Italy,Total population,2009-Q4,Q4-2009,PER,3,Thousands,59656.9
Italy,Total population,2010-Q1,Q1-2010,PER,3,Thousands,59723.5
Italy,Total population,2010-Q2,Q2-2010,PER,3,Thousands,59787.2
Italy,Total population,2010-Q3,Q3-2010,PER,3,Thousands,59851.1
Italy,Total population,2010-Q4,Q4-2010,PER,3,Thousands,59915.7
Italy,Total population,2011-Q1,Q1-2011,PER,3,Thousands,59967.9
Italy,Total population,2011-Q2,Q2-2011,PER,3,Thousands,60006.5
Italy,Total population,2011-Q3,Q3-2011,PER,3,Thousands,60046.5
Italy,Total population,2011-Q4,Q4-2011,PER,3,Thousands,60086.3
Italy,Total population,2012-Q1,Q1-2012,PER,3,Thousands,60126.8
Italy,Total population,2012-Q2,Q2-2012,PER,3,Thousands,60169.5
Italy,Total population,2012-Q3,Q3-2012,PER,3,Thousands,60212.9
Italy,Total population,2012-Q4,Q4-2012,PER,3,Thousands,60255.6
Italy,Total population,2013-Q1,Q1-2013,PER,3,Thousands,60285.5
Italy,Total population,2013-Q2,Q2-2013,PER,3,Thousands,60302.7
Italy,Total population,2013-Q3,Q3-2013,PER,3,Thousands,60320.2
Italy,Total population,2013-Q4,Q4-2013,PER,3,Thousands,60338
Italy,Total population,2014-Q1,Q1-2014,PER,3,Thousands,60339.1
Italy,Total population,2014-Q2,Q2-2014,PER,3,Thousands,60327.1
Italy,Total population,2014-Q3,Q3-2014,PER,3,Thousands,60314.9
Italy,Total population,2014-Q4,Q4-2014,PER,3,Thousands,60301.7
Italy,Total population,2015-Q1,Q1-2015,PER,3,Thousands,60279.5
Italy,Total population,2015-Q2,Q2-2015,PER,3,Thousands,60246.5
Italy,Total population,2015-Q3,Q3-2015,PER,3,Thousands,60212.8
Italy,Total population,2015-Q4,Q4-2015,PER,3,Thousands,60179.7
Italy,Total population,2016-Q1,Q1-2016,PER,3,Thousands,60150.9
Italy,Total population,2016-Q2,Q2-2016,PER,3,Thousands,60127
Italy,Total population,2016-Q3,Q3-2016,PER,3,Thousands,60103.6
Italy,Total population,2016-Q4,Q4-2016,PER,3,Thousands,60079.2
Italy,Total population,2017-Q1,Q1-2017,PER,3,Thousands,60052.2
Italy,Total population,2017-Q2,Q2-2017,PER,3,Thousands,60019.9
Italy,Total population,2017-Q3,Q3-2017,PER,3,Thousands,59986.1
Italy,Total population,2017-Q4,Q4-2017,PER,3,Thousands,59951
Italy,Total population,2018-Q1,Q1-2018,PER,3,Thousands,59916.2
Italy,Total population,2018-Q2,Q2-2018,PER,3,Thousands,59886.8
Italy,Total population,2018-Q3,Q3-2018,PER,3,Thousands,59863.1
Italy,Total population,2018-Q4,Q4-2018,PER,3,Thousands,59842.7
Italy,Total population,2019-Q1,Q1-2019,PER,3,Thousands,59800.7
Italy,Total population,2019-Q2,Q2-2019,PER,3,Thousands,59740.1
Italy,Total population,2019-Q3,Q3-2019,PER,3,Thousands,59702.3
Italy,Total population,2019-Q4,Q4-2019,PER,3,Thousands,59673.2
Italy,Total population,2020-Q1,Q1-2020,PER,3,Thousands,59585.7
Italy,Total population,2020-Q2,Q2-2020,PER,3,Thousands,59445.6
Italy,Total population,2020-Q3,Q3-2020,PER,3,Thousands,59386.7
Italy,Total population,2020-Q4,Q4-2020,PER,3,Thousands,59337.6
Italy,Total population,2021-Q1,Q1-2021,PER,3,Thousands,59216.5
Italy,Total population,2021-Q2,Q2-2021,PER,3,Thousands,59141.2
Italy,Total population,2021-Q3,Q3-2021,PER,3,Thousands,59104.9
Italy,Total population,2021-Q4,Q4-2021,PER,3,Thousands,59070.2
Italy,Total population,2022-Q1,Q1-2022,PER,3,Thousands,59025
Italy,Total population,2022-Q2,Q2-2022,PER,3,Thousands,58948.2
Italy,Total population,2022-Q3,Q3-2022,PER,3,Thousands,58907.1
Italy,Total population,2022-Q4,Q4-2022,PER,3,Thousands,58886.1
Italy,Total population,2023-Q1,Q1-2023,PER,3,Thousands,58836.6
Luxembourg,Total population,2000-Q1,Q1-2000,PER,3,Thousands,435.1
Luxembourg,Total population,2000-Q2,Q2-2000,PER,3,Thousands,436.3
Luxembourg,Total population,2000-Q3,Q3-2000,PER,3,Thousands,437.6
Luxembourg,Total population,2000-Q4,Q4-2000,PER,3,Thousands,438.8
Luxembourg,Total population,2001-Q1,Q1-2001,PER,3,Thousands,439.8
Luxembourg,Total population,2001-Q2,Q2-2001,PER,3,Thousands,441.3
Luxembourg,Total population,2001-Q3,Q3-2001,PER,3,Thousands,442.4
Luxembourg,Total population,2001-Q4,Q4-2001,PER,3,Thousands,443.9
Luxembourg,Total population,2002-Q1,Q1-2002,PER,3,Thousands,445.1
Luxembourg,Total population,2002-Q2,Q2-2002,PER,3,Thousands,446.2
Luxembourg,Total population,2002-Q3,Q3-2002,PER,3,Thousands,447.1
Luxembourg,Total population,2002-Q4,Q4-2002,PER,3,Thousands,448.1
Luxembourg,Total population,2003-Q1,Q1-2003,PER,3,Thousands,449.8
Luxembourg,Total population,2003-Q2,Q2-2003,PER,3,Thousands,451.5
Luxembourg,Total population,2003-Q3,Q3-2003,PER,3,Thousands,453.1
Luxembourg,Total population,2003-Q4,Q4-2003,PER,3,Thousands,454.7
Luxembourg,Total population,2004-Q1,Q1-2004,PER,3,Thousands,455.8
Luxembourg,Total population,2004-Q2,Q2-2004,PER,3,Thousands,458
Luxembourg,Total population,2004-Q3,Q3-2004,PER,3,Thousands,459.3
Luxembourg,Total population,2004-Q4,Q4-2004,PER,3,Thousands,460.9
Luxembourg,Total population,2005-Q1,Q1-2005,PER,3,Thousands,462.6
Luxembourg,Total population,2005-Q2,Q2-2005,PER,3,Thousands,464.6
Luxembourg,Total population,2005-Q3,Q3-2005,PER,3,Thousands,466.9
