model,timeframe,timestamp,treatment_country,prox,incl_vars,incl_countries,incl_years,stat,sign_level,impl_date,months_cor,split_date,n_train,n_test,r2_pre_log_diff_stand,r2_pre_log_diff,r2_pre_log,r2_pre,lasso_alpha,n_pars,lasso_pars,lasso_coefs,normal_errors,shapiro_p,att_mean,att_std,att_sign,att_p,att_log_diff_mean,att_log_diff_std,att_log_diff_sign,att_log_diff_p
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-24,2013-01-01,144,82,0.19296242951551468,0.186098012841731,0.470975473716165,0.42105737510767194,0.45599999999999963,1,['spain co2'],[0.177],1,0.26211661100387573,-562393315.8364477,490488123.5835258,1,4.238342224345991e-12,-0.012248235326359462,0.06588510243972016,0,0.1622768275042637
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-21,2013-04-01,147,79,0.18157742966505763,0.17364488501542197,0.4290487949576097,0.386462381872702,0.47099999999999964,1,['spain co2'],[0.164],1,0.2309996783733368,-655810459.7751614,490407993.06554943,1,1.9166919549483662e-14,-0.013625776279836424,0.0666236626246106,0,0.124871372735589
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-18,2013-07-01,150,76,0.14237149092375134,0.1408338228106638,0.38716409646803873,0.34140794369485084,0.4869999999999996,1,['spain co2'],[0.129],1,0.20925967395305634,-625300598.3591652,506511388.25423265,1,3.4301433037809983e-13,-0.013797650702811396,0.06861598615955743,0,0.1311976859466041
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-15,2013-10-01,153,73,0.13387833681810646,0.13324427288896956,0.356985051512104,0.3171554592071426,0.4879999999999996,1,['spain co2'],[0.122],1,0.20535995066165924,-682905941.9406408,506112971.8005509,1,1.3727908130203043e-14,-0.01463759822915027,0.06903792773681944,0,0.11189493591634732
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-12,2014-01-01,156,70,0.1086435676021591,0.11324268182178132,0.3586784492812759,0.30862630536865543,0.4919999999999996,1,['spain co2'],[0.1],1,0.19480584561824799,-573285870.5599883,521104838.57697743,1,1.6225629016081828e-11,-0.013583789432390586,0.07022947540512757,0,0.14624035107909739
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-9,2014-04-01,159,67,0.09201765119457661,0.09546093861017413,0.3004578090175799,0.26086389085083406,0.5069999999999996,1,['spain co2'],[0.084],1,0.1889621466398239,-672258956.8115519,521891048.26275605,1,7.558396265410147e-14,-0.015078061485534365,0.07120260646034042,0,0.11232519102293995
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-6,2014-07-01,162,64,0.07648022497607632,0.07908229023320656,0.28895298171200456,0.24560825323701918,0.5219999999999996,1,['spain co2'],[0.069],1,0.18170690536499023,-629633644.1705068,530869755.0199778,1,1.365745746191349e-12,-0.014780559826090622,0.07212420598338343,0,0.12412631572789147
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,-3,2014-10-01,165,61,0.07277333035104339,0.07514725987257864,0.30228691604996505,0.25271289568652777,0.5259999999999996,1,['spain co2'],[0.065],1,0.17969180643558502,-563786019.4722254,536582927.9533137,1,6.823600509454432e-11,-0.014020063932055831,0.07235425099223208,0,0.1455258033898482
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,0,2015-01-01,168,58,0.06363139288892639,0.06591389599405695,0.30322931049179513,0.24874442832405563,0.5309999999999996,1,['spain co2'],[0.057],1,0.1760619878768921,-500694998.2625072,544175226.054391,1,3.094410619724919e-09,-0.013374490998012785,0.07286196397706686,0,0.16754590642488862
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,3,2015-04-01,171,55,0.12739153117968505,0.13005890718951552,0.41839268184199974,0.3531441953995892,0.4779999999999996,1,['spain co2'],[0.119],1,0.20335085690021515,-314407015.23165065,530943205.62312806,1,3.285773479175281e-05,-0.010198404003302073,0.06926462422937121,0,0.26684793359817666
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,6,2015-07-01,174,52,0.12974274114297868,0.1303865068814124,0.416631906843417,0.3481846347703028,0.4819999999999996,1,['spain co2'],[0.12],1,0.20382732152938843,-206997544.64296073,537969583.1990124,1,0.004863286697296591,-0.008931647615839679,0.0692135896743403,0,0.3298713012531236
arco,m,"2023-10-17, 16:04",portugal,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2015-01-01,9,2015-10-01,177,49,0.1591907896889383,0.15771382298846826,0.4429435860244676,0.37483976405467956,0.4539999999999996,1,['spain co2'],[0.15],1,0.21987399458885193,-121995447.59756364,531906389.14017296,1,0.08607326254030259,-0.0075070879059662195,0.06756975250443514,0,0.4010227149320156
