date,co2_cap
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,-0.010857777935181834
2002-04-01,-0.12366404055983571
2002-07-01,-0.031245147290905717
2002-10-01,-0.10646120692324057
2003-01-01,0.08944685616278847
2003-04-01,0.0348904217108178
2003-07-01,-0.05044695438964619
2003-10-01,0.12374617318139058
2004-01-01,-0.08980168070444838
2004-04-01,0.08738423431867304
2004-07-01,0.10636546292748375
2004-10-01,-0.09830932088126842
2005-01-01,0.048982337517909924
2005-04-01,-0.10474822829657154
2005-07-01,-0.022034812728483677
2005-10-01,0.06291513902988866
2006-01-01,-0.008705151486776863
2006-04-01,0.056506946744076025
2006-07-01,-0.024244295683106737
2006-10-01,-0.0928892220100036
2007-01-01,-0.16165103212746157
2007-04-01,-0.0925723116795148
2007-07-01,0.02049441766558785
2007-10-01,0.1051979774311389
2008-01-01,0.18664816038637866
2008-04-01,0.13122677705001196
2008-07-01,-0.019951206518775744
2008-10-01,-0.04379620883305724
2009-01-01,-0.021868748841812002
2009-04-01,-0.12415467175686284
2009-07-01,-0.09191782985689353
2009-10-01,-0.02857687558140043
2010-01-01,-0.02710399874691727
2010-04-01,0.1284219044561143
2010-07-01,0.1534737998148965
2010-10-01,0.06951928741632174
2011-01-01,-0.0910802742091642
2011-04-01,-0.1549566203376871
2011-07-01,-0.1253772245000395
2011-10-01,-0.1540015182691722
2012-01-01,0.11797585738182903
2012-04-01,0.12891382664584677
2012-07-01,0.07306291709949791
2012-10-01,0.15690336236644575
2013-01-01,0.009281859908212509
2013-04-01,0.01425039564311359
2013-07-01,-0.013976744330055801
2013-10-01,-0.05207755956284432
2014-01-01,-0.1851618807250891
2014-04-01,-0.14809296121703486
2014-07-01,0.02518460513813678
2014-10-01,-0.08594817666332422
2015-01-01,0.16300410438420898
2015-04-01,0.056847728548966525
2015-07-01,-0.09579609160444802
2015-10-01,0.09283689998857109
2016-01-01,-0.002279526537140697
2016-04-01,0.06718782852275085
2016-07-01,0.038992633525145086
2016-10-01,0.04688861484415863
2017-01-01,-0.03998245394339561
2017-04-01,-0.07808763443719477
2017-07-01,0.07102302772954497
2017-10-01,-0.06706797615962967
2018-01-01,-0.00897686544823928
2018-04-01,0.019132540549708504
2018-07-01,-0.05660470240114852
2018-10-01,-0.013140842480189485
2019-01-01,0.028157592761757666
2019-04-01,0.039714072020712476
2019-07-01,0.03220468501790269
2019-10-01,0.03473976332195422
