date,act,pred
2002-01-01,,-0.029753252670915695
2002-02-01,,-0.04138904707441444
2002-03-01,,-0.05146910310543388
2002-04-01,,-0.05349594769143457
2002-05-01,,0.0023107429384102546
2002-06-01,,-0.05056795087789268
2002-07-01,,-0.051586339600951284
2002-08-01,,-0.061587480959788235
2002-09-01,,-0.10343676593055719
2002-10-01,,0.12942116721427854
2002-11-01,,-0.07216886335473612
2002-12-01,,-0.07791409297335307
2003-01-01,,0.055361295623030125
2003-02-01,,0.12936427261405137
2003-03-01,,0.0383168936870349
2003-04-01,,0.019139603888488104
2003-05-01,,-0.017307000306448626
2003-06-01,,0.037468228888968134
2003-07-01,,0.047806189121385734
2003-08-01,,0.05470654535395824
2003-09-01,,0.04512031890122419
2003-10-01,,-0.039809204100329454
2003-11-01,,0.042389185168828766
2003-12-01,,0.02411092815770811
2004-01-01,-0.024710964095852717,-0.05261525679570001
2004-02-01,-0.0751221098155952,-0.11746704419987704
2004-03-01,0.03551930640390921,0.026917932953702827
2004-04-01,0.002918926879726058,-0.009313328064031068
2004-05-01,0.003994768497456391,0.01894761855142668
2004-06-01,-0.06274358679752723,-0.01869817261917069
2004-07-01,-0.02230158333992094,-0.03579984897764179
2004-08-01,0.015607420106192649,-0.032222091305671684
2004-09-01,-0.07636809845787695,-0.006762384271442653
2004-10-01,-0.05293888841587702,-0.11101529472154635
2004-11-01,0.00695034952478224,0.011459208958695847
2004-12-01,-0.05728692305825689,0.018466261128789744
2005-01-01,-0.0035349833647906337,-0.017350554618774494
2005-02-01,0.005514963273064666,0.048908352465848
2005-03-01,-0.10131633411983287,-0.06081829810731931
2005-04-01,0.022076148925485484,-0.010474463303677515
2005-05-01,0.036339768959326335,-0.053015131518066874
2005-06-01,0.04753164931942777,-0.019544972475897936
2005-07-01,-0.007846925466111543,-0.014020061481974381
2005-08-01,-0.06404137844988611,-0.019024442885831775
2005-09-01,0.0449433162157149,-0.024682097621892652
2005-10-01,-0.04345784908700878,0.0019063135700939974
2005-11-01,-0.005822677354110795,-0.030425871613046437
2005-12-01,0.052842248108571965,-0.03355950197021283
2006-01-01,0.07533463924799122,0.07046495313537253
2006-02-01,0.015415123666414843,-0.03739447869681169
2006-03-01,0.11033554584865968,0.05408423552129659
2006-04-01,-0.07746887906692379,0.013905167375085127
2006-05-01,-0.08783440270580911,-0.022195204805470953
2006-06-01,-0.015897077323074882,0.005102964395546914
2006-07-01,0.01846302639206243,0.01634924780629775
2006-08-01,0.050880117335847075,0.005618594422255957
2006-09-01,-0.005514801860794449,0.008108938189612157
2006-10-01,0.045908871395333506,0.04683345521465581
2006-11-01,-0.055859537546993465,-0.04424151595211741
2006-12-01,-0.04415280327809157,-0.04277258794689571
2007-01-01,-0.14880431865581656,-0.13126546247787485
2007-02-01,-0.09244805743173856,-0.05349918698792993
2007-03-01,-0.14501067751262298,-0.09362111423711558
2007-04-01,0.010290510370591477,-0.05019888852257961
2007-05-01,0.08991051320074561,0.05977410437987153
2007-06-01,0.027151595057180344,0.010394300029478757
2007-07-01,-0.05196167137890839,-0.012818665572549069
2007-08-01,-0.04284298349772797,0.005724165644473381
2007-09-01,0.00883691299288003,0.026245544981506608
