date,co2
2002-01-01,-0.1323601174204789
2002-02-01,-0.1072944253181589
2002-03-01,-0.1049200997907071
2002-04-01,-0.0672575870677256
2002-05-01,-0.0019988169625442
2002-06-01,-0.0459375107960902
2002-07-01,-0.0783048662582679
2002-08-01,-0.070539334835157
2002-09-01,-0.0193199147575668
2002-10-01,0.1795638706469695
2002-11-01,-0.0445729655591335
2002-12-01,-0.0734196257045418
2003-01-01,0.08773752974475
2003-02-01,0.145114026306274
2003-03-01,0.0690382828211859
2003-04-01,0.0674625982014625
2003-05-01,-0.0070725212448188
2003-06-01,0.0485590911565729
2003-07-01,0.0647509357598004
2003-08-01,0.038709198137905
2003-09-01,0.0397769428586762
2003-10-01,-0.0654910961080226
2003-11-01,0.0635221847822613
2003-12-01,0.0572100672624138
2004-01-01,-0.0247109640958527
2004-02-01,-0.0751221098155952
2004-03-01,0.0355193064039092
2004-04-01,0.002918926879726
2004-05-01,0.0039947684974563
2004-06-01,-0.0627435867975272
2004-07-01,-0.0223015833399209
2004-08-01,0.0156074201061926
2004-09-01,-0.0763680984578769
2004-10-01,-0.052938888415877
2004-11-01,0.0069503495247822
2004-12-01,-0.0572869230582568
2005-01-01,-0.0035349833647906
2005-02-01,0.0055149632730646
2005-03-01,-0.1013163341198328
2005-04-01,0.0220761489254854
2005-05-01,0.0363397689593263
2005-06-01,0.0475316493194277
2005-07-01,-0.0078469254661115
2005-08-01,-0.0640413784498861
2005-09-01,0.0449433162157149
2005-10-01,-0.0434578490870087
2005-11-01,-0.0058226773541107
2005-12-01,0.0528422481085719
2006-01-01,0.0753346392479912
2006-02-01,0.0154151236664148
2006-03-01,0.1103355458486596
2006-04-01,-0.0774688790669237
2006-05-01,-0.0878344027058091
2006-06-01,-0.0158970773230748
2006-07-01,0.0184630263920624
2006-08-01,0.050880117335847
2006-09-01,-0.0055148018607944
2006-10-01,0.0459088713953335
2006-11-01,-0.0558595375469934
2006-12-01,-0.0441528032780915
2007-01-01,-0.1488043186558165
2007-02-01,-0.0924480574317385
2007-03-01,-0.1450106775126229
2007-04-01,0.0102905103705914
2007-05-01,0.0899105132007456
2007-06-01,0.0271515950571803
2007-07-01,-0.0519616713789083
2007-08-01,-0.0428429834977279
2007-09-01,0.00883691299288
2007-10-01,0.0642318850312371
2007-11-01,0.0364814473139993
2007-12-01,0.0437892575864715
2008-01-01,0.0637028239189234
2008-02-01,0.058067182109788
2008-03-01,0.0751177970371017
2008-04-01,0.0802612174790446
2008-05-01,-0.1426265252456389
2008-06-01,-0.0423962945533169
2008-07-01,0.0315316392302875
2008-08-01,0.0016271324880428
2008-09-01,-0.0080219797852976
2008-10-01,-0.0691979425956645
2008-11-01,-0.0607583638446449
2008-12-01,-0.0557917780064443
2009-01-01,0.0116453257603517
2009-02-01,-0.0570519436786298
2009-03-01,-0.1123325158508095
2009-04-01,-0.2268575747202312
2009-05-01,0.0405463683367628
2009-06-01,-0.080679745493839
2009-07-01,-0.11763373748391
2009-08-01,-0.0809745066082214
2009-09-01,-0.1061269175528138
2009-10-01,-0.0935233607155723
2009-11-01,-0.0531127256652617
2009-12-01,-0.0131322745157369
2010-01-01,0.031266166976767
2010-02-01,0.1086852743113198
2010-03-01,0.1636020015006281
2010-04-01,0.2246389443297722
2010-05-01,0.1108345550021994
2010-06-01,0.1163624973110337
2010-07-01,0.1538354058861166
2010-08-01,0.1185996099722501
2010-09-01,0.1220645994487803
2010-10-01,0.1079949965395385
2010-11-01,0.1753293680415275
2010-12-01,0.1203164917065287
2011-01-01,-0.0971549241705247
2011-02-01,-0.1478345956746132
2011-03-01,-0.0815734394595182
2011-04-01,-0.1650761201159731
2011-05-01,-0.1297207866515357
2011-06-01,-0.0189862464674313
2011-07-01,-0.0881388676855614
2011-08-01,-0.042452590296012
2011-09-01,-0.0552053227824416
2011-10-01,-0.0529991899937343
2011-11-01,-0.1802147525989035
2011-12-01,-0.2481696299829678
2012-01-01,0.0236238781742343
2012-02-01,0.1999172126497193
2012-03-01,0.0225962315963741
2012-04-01,0.2670674634918022
2012-05-01,0.1420469998161415
2012-06-01,0.0450075763446768
2012-07-01,0.094076194081726
2012-08-01,0.0330772774728451
2012-09-01,0.0675375557598307
2012-10-01,0.1618914897651855
2012-11-01,0.1879022730353092
2012-12-01,0.2279793574504331
2013-01-01,0.0925306583803546
2013-02-01,-0.0957851253250012
2013-03-01,0.1292437817691158
2013-04-01,-0.1704305907254415
2013-05-01,-0.0870831904517643
2013-06-01,-0.0838777773027281
2013-07-01,-0.0646280888006316
2013-08-01,-0.0253248834658279
2013-09-01,-0.033132555968919
2013-10-01,-0.2409115504192556
2013-11-01,-0.1040069299755046
2013-12-01,-0.1217213237263052
2014-01-01,-0.1425775005206588
2014-02-01,-0.1299517228625824
2014-03-01,-0.2710243772596641
2014-04-01,-0.095305685084849
2014-05-01,-0.0555364144461769
2014-06-01,-0.0119771162157853
2014-07-01,-0.0251650798954159
2014-08-01,-0.0260092730756191
2014-09-01,-0.025301265617589
2014-10-01,0.1425980010865046
2014-11-01,-0.026076632650664
2014-12-01,0.0943880059413366
2015-01-01,0.0903369179380995
2015-02-01,0.1687755403686459
2015-03-01,0.1548332614753462
2015-04-01,0.1194887828201309
2015-05-01,0.0740167825202426
2015-06-01,0.0519958117273269
2015-07-01,0.0157293962942546
2015-08-01,0.0099992315536567
2015-09-01,0.0364970587689796
2015-10-01,-0.011544662614451
2015-11-01,-0.0126715758862516
2015-12-01,-0.1815545100144291
2016-01-01,-0.079030237627478
2016-02-01,-0.1153398246255399
