date,unempl
2000-01-01,0.04800000000000001
2000-04-01,0.046000000000000006
2000-07-01,0.042666666666666665
2000-10-01,0.039
2001-01-01,0.03966666666666666
2001-04-01,0.04
2001-07-01,0.043666666666666666
2001-10-01,0.043666666666666666
2002-01-01,0.04533333333333334
2002-04-01,0.04633333333333334
2002-07-01,0.045000000000000005
2002-10-01,0.052333333333333336
2003-01-01,0.04833333333333334
2003-04-01,0.04800000000000001
2003-07-01,0.050333333333333334
2003-10-01,0.04733333333333334
2004-01-01,0.051333333333333335
2004-04-01,0.04666666666666667
2004-07-01,0.04533333333333334
2004-10-01,0.04666666666666667
2005-01-01,0.044333333333333336
2005-04-01,0.04866666666666667
2005-07-01,0.04700000000000001
2005-10-01,0.04533333333333334
2006-01-01,0.04700000000000001
2006-04-01,0.04733333333333334
2006-07-01,0.049999999999999996
2006-10-01,0.04666666666666667
2007-01-01,0.04900000000000001
2007-04-01,0.05000000000000001
2007-07-01,0.04900000000000001
2007-10-01,0.052
2008-01-01,0.05366666666666667
2008-04-01,0.059666666666666666
2008-07-01,0.07366666666666667
2008-10-01,0.08533333333333333
2009-01-01,0.10866666666666665
2009-04-01,0.126
2009-07-01,0.133
2009-10-01,0.13833333333333334
2010-01-01,0.138
2010-04-01,0.14366666666666666
2010-07-01,0.1456666666666667
2010-10-01,0.15666666666666665
2011-01-01,0.15133333333333332
2011-04-01,0.15033333333333332
2011-07-01,0.156
2011-10-01,0.15866666666666665
2012-01-01,0.15933333333333333
2012-04-01,0.15533333333333332
2012-07-01,0.15466666666666665
2012-10-01,0.15
2013-01-01,0.14533333333333334
2013-04-01,0.14366666666666664
2013-07-01,0.13333333333333333
2013-10-01,0.12866666666666668
2014-01-01,0.12833333333333333
2014-04-01,0.122
2014-07-01,0.11666666666666665
2014-10-01,0.109
2015-01-01,0.10633333333333334
2015-04-01,0.09999999999999999
2015-07-01,0.09566666666666668
2015-10-01,0.09466666666666668
2016-01-01,0.08933333333333333
2016-04-01,0.08800000000000001
2016-07-01,0.08233333333333333
2016-10-01,0.07566666666666666
2017-01-01,0.07266666666666667
2017-04-01,0.06666666666666667
2017-07-01,0.06666666666666667
2017-10-01,0.06433333333333334
2018-01-01,0.059
2018-04-01,0.058666666666666666
2018-07-01,0.057
2018-10-01,0.056666666666666664
2019-01-01,0.04933333333333334
2019-04-01,0.051666666666666666
2019-07-01,0.049999999999999996
2019-10-01,0.04800000000000001
