,country,date,year,month,infl
1154,czech_republic,2016-03-01,2016,3,0.0
1155,czech_republic,2016-04-01,2016,4,0.006
1156,czech_republic,2016-05-01,2016,5,-0.002
1157,czech_republic,2016-06-01,2016,6,0.001
1158,czech_republic,2016-07-01,2016,7,0.004
1159,czech_republic,2016-08-01,2016,8,-0.002
1160,czech_republic,2016-09-01,2016,9,-0.002
1161,czech_republic,2016-10-01,2016,10,0.002
1162,czech_republic,2016-11-01,2016,11,0.004
1163,czech_republic,2016-12-01,2016,12,0.003
1164,czech_republic,2017-01-01,2017,1,0.008
1165,czech_republic,2017-02-01,2017,2,0.004
1166,czech_republic,2017-03-01,2017,3,0.0
1167,czech_republic,2017-04-01,2017,4,0.001
1168,czech_republic,2017-05-01,2017,5,0.002
1169,czech_republic,2017-06-01,2017,6,0.0
1170,czech_republic,2017-07-01,2017,7,0.004
1171,czech_republic,2017-08-01,2017,8,-0.002
1172,czech_republic,2017-09-01,2017,9,-0.001
1173,czech_republic,2017-10-01,2017,10,0.005
1174,czech_republic,2017-11-01,2017,11,0.001
1175,czech_republic,2017-12-01,2017,12,0.0
1176,czech_republic,2018-01-01,2018,1,0.006999999999999999
1177,czech_republic,2018-02-01,2018,2,-0.001
1178,czech_republic,2018-03-01,2018,3,0.0
1179,czech_republic,2018-04-01,2018,4,0.003
1180,czech_republic,2018-05-01,2018,5,0.005
1181,czech_republic,2018-06-01,2018,6,0.004
1182,czech_republic,2018-07-01,2018,7,0.002
1183,czech_republic,2018-08-01,2018,8,0.0
1184,czech_republic,2018-09-01,2018,9,-0.004
1185,czech_republic,2018-10-01,2018,10,0.004
1186,czech_republic,2018-11-01,2018,11,-0.003
1187,czech_republic,2018-12-01,2018,12,0.0
1188,czech_republic,2019-01-01,2019,1,0.01
1189,czech_republic,2019-02-01,2019,2,0.003
1190,czech_republic,2019-03-01,2019,3,0.002
1191,czech_republic,2019-04-01,2019,4,0.001
1192,czech_republic,2019-05-01,2019,5,0.006999999999999999
1193,czech_republic,2019-06-01,2019,6,0.002
1194,czech_republic,2019-07-01,2019,7,0.004
1195,czech_republic,2019-08-01,2019,8,0.001
1196,czech_republic,2019-09-01,2019,9,-0.005
1197,czech_republic,2019-10-01,2019,10,0.005
1198,czech_republic,2019-11-01,2019,11,0.001
1199,czech_republic,2019-12-01,2019,12,0.002
1200,france,2000-01-01,2000,1,0.0
1201,france,2000-02-01,2000,2,0.001
1202,france,2000-03-01,2000,3,0.005
1203,france,2000-04-01,2000,4,0.0
1204,france,2000-05-01,2000,5,0.002
1205,france,2000-06-01,2000,6,0.003
1206,france,2000-07-01,2000,7,-0.002
1207,france,2000-08-01,2000,8,0.002
1208,france,2000-09-01,2000,9,0.005
1209,france,2000-10-01,2000,10,-0.001
1210,france,2000-11-01,2000,11,0.002
1211,france,2000-12-01,2000,12,0.0
1212,france,2001-01-01,2001,1,-0.004
1213,france,2001-02-01,2001,2,0.003
1214,france,2001-03-01,2001,3,0.005
1215,france,2001-04-01,2001,4,0.005
1216,france,2001-05-01,2001,5,0.006
1217,france,2001-06-01,2001,6,0.001
1218,france,2001-07-01,2001,7,-0.002
1219,france,2001-08-01,2001,8,0.0
1220,france,2001-09-01,2001,9,0.002
1221,france,2001-10-01,2001,10,0.001
1222,france,2001-11-01,2001,11,-0.003
1223,france,2001-12-01,2001,12,0.001
1224,france,2002-01-01,2002,1,0.005
1225,france,2002-02-01,2002,2,0.001
1226,france,2002-03-01,2002,3,0.004
1227,france,2002-04-01,2002,4,0.004
1228,france,2002-05-01,2002,5,0.001
1229,france,2002-06-01,2002,6,0.0
1230,france,2002-07-01,2002,7,-0.001
1231,france,2002-08-01,2002,8,0.002
1232,france,2002-09-01,2002,9,0.002
1233,france,2002-10-01,2002,10,0.002
1234,france,2002-11-01,2002,11,-0.001
1235,france,2002-12-01,2002,12,0.002
1236,france,2003-01-01,2003,1,0.002
1237,france,2003-02-01,2003,2,0.008
1238,france,2003-03-01,2003,3,0.004
1239,france,2003-04-01,2003,4,-0.002
1240,france,2003-05-01,2003,5,-0.001
1241,france,2003-06-01,2003,6,0.002
1242,france,2003-07-01,2003,7,-0.001
1243,france,2003-08-01,2003,8,0.003
1244,france,2003-09-01,2003,9,0.004
1245,france,2003-10-01,2003,10,0.002
1246,france,2003-11-01,2003,11,0.001
1247,france,2003-12-01,2003,12,0.001
1248,france,2004-01-01,2004,1,0.0
1249,france,2004-02-01,2004,2,0.005
1250,france,2004-03-01,2004,3,0.005
1251,france,2004-04-01,2004,4,0.003
1252,france,2004-05-01,2004,5,0.004
1253,france,2004-06-01,2004,6,0.0
1254,france,2004-07-01,2004,7,-0.002
1255,france,2004-08-01,2004,8,0.002
1256,france,2004-09-01,2004,9,0.001
1257,france,2004-10-01,2004,10,0.003
1258,france,2004-11-01,2004,11,0.0
1259,france,2004-12-01,2004,12,0.001
1260,france,2005-01-01,2005,1,-0.006
1261,france,2005-02-01,2005,2,0.006999999999999999
1262,france,2005-03-01,2005,3,0.006999999999999999
1263,france,2005-04-01,2005,4,0.002
1264,france,2005-05-01,2005,5,0.001
1265,france,2005-06-01,2005,6,0.001
1266,france,2005-07-01,2005,7,-0.002
1267,france,2005-08-01,2005,8,0.004
1268,france,2005-09-01,2005,9,0.004
1269,france,2005-10-01,2005,10,0.0
1270,france,2005-11-01,2005,11,-0.002
1271,france,2005-12-01,2005,12,0.001
1272,france,2006-01-01,2006,1,-0.001
1273,france,2006-02-01,2006,2,0.004
1274,france,2006-03-01,2006,3,0.004
1275,france,2006-04-01,2006,4,0.004
1276,france,2006-05-01,2006,5,0.004
1277,france,2006-06-01,2006,6,0.0
1278,france,2006-07-01,2006,7,-0.002
1279,france,2006-08-01,2006,8,0.003
1280,france,2006-09-01,2006,9,-0.002
1281,france,2006-10-01,2006,10,-0.002
1282,france,2006-11-01,2006,11,0.001
1283,france,2006-12-01,2006,12,0.002
1284,france,2007-01-01,2007,1,-0.004
1285,france,2007-02-01,2007,2,0.002
1286,france,2007-03-01,2007,3,0.005
1287,france,2007-04-01,2007,4,0.005
1288,france,2007-05-01,2007,5,0.003
1289,france,2007-06-01,2007,6,0.001
1290,france,2007-07-01,2007,7,-0.003
1291,france,2007-08-01,2007,8,0.004
1292,france,2007-09-01,2007,9,0.001
1293,france,2007-10-01,2007,10,0.003
1294,france,2007-11-01,2007,11,0.006
1295,france,2007-12-01,2007,12,0.004
1296,france,2008-01-01,2008,1,0.0
1297,france,2008-02-01,2008,2,0.002
1298,france,2008-03-01,2008,3,0.008
1299,france,2008-04-01,2008,4,0.004
1300,france,2008-05-01,2008,5,0.006
1301,france,2008-06-01,2008,6,0.004
1302,france,2008-07-01,2008,7,-0.003
1303,france,2008-08-01,2008,8,-0.001
1304,france,2008-09-01,2008,9,0.0
1305,france,2008-10-01,2008,10,-0.001
1306,france,2008-11-01,2008,11,-0.005
1307,france,2008-12-01,2008,12,-0.003
1308,france,2009-01-01,2009,1,-0.004
1309,france,2009-02-01,2009,2,0.004
1310,france,2009-03-01,2009,3,0.002
1311,france,2009-04-01,2009,4,0.002
1312,france,2009-05-01,2009,5,0.001
1313,france,2009-06-01,2009,6,0.001
1314,france,2009-07-01,2009,7,-0.005
1315,france,2009-08-01,2009,8,0.006
1316,france,2009-09-01,2009,9,-0.002
1317,france,2009-10-01,2009,10,0.001
1318,france,2009-11-01,2009,11,0.002
1319,france,2009-12-01,2009,12,0.003
1320,france,2010-01-01,2010,1,-0.002
1321,france,2010-02-01,2010,2,0.006
1322,france,2010-03-01,2010,3,0.005
1323,france,2010-04-01,2010,4,0.003
1324,france,2010-05-01,2010,5,0.001
1325,france,2010-06-01,2010,6,0.0
1326,france,2010-07-01,2010,7,-0.003
1327,france,2010-08-01,2010,8,0.003
1328,france,2010-09-01,2010,9,0.0
1329,france,2010-10-01,2010,10,0.001
1330,france,2010-11-01,2010,11,0.001
1331,france,2010-12-01,2010,12,0.005
1332,france,2011-01-01,2011,1,-0.003
1333,france,2011-02-01,2011,2,0.005
1334,france,2011-03-01,2011,3,0.009000000000000001
1335,france,2011-04-01,2011,4,0.004
1336,france,2011-05-01,2011,5,0.001
1337,france,2011-06-01,2011,6,0.001
1338,france,2011-07-01,2011,7,-0.005
1339,france,2011-08-01,2011,8,0.006
1340,france,2011-09-01,2011,9,0.0
1341,france,2011-10-01,2011,10,0.003
1342,france,2011-11-01,2011,11,0.003
1343,france,2011-12-01,2011,12,0.004
1344,france,2012-01-01,2012,1,-0.004
1345,france,2012-02-01,2012,2,0.005
1346,france,2012-03-01,2012,3,0.009000000000000001
1347,france,2012-04-01,2012,4,0.002
1348,france,2012-05-01,2012,5,-0.001
1349,france,2012-06-01,2012,6,0.001
1350,france,2012-07-01,2012,7,-0.005
1351,france,2012-08-01,2012,8,0.006999999999999999
1352,france,2012-09-01,2012,9,-0.003
1353,france,2012-10-01,2012,10,0.002
1354,france,2012-11-01,2012,11,-0.002
1355,france,2012-12-01,2012,12,0.004
1356,france,2013-01-01,2013,1,-0.006
1357,france,2013-02-01,2013,2,0.003
1358,france,2013-03-01,2013,3,0.008
1359,france,2013-04-01,2013,4,-0.001
1360,france,2013-05-01,2013,5,0.0
1361,france,2013-06-01,2013,6,0.002
1362,france,2013-07-01,2013,7,-0.004
1363,france,2013-08-01,2013,8,0.005
1364,france,2013-09-01,2013,9,-0.002
1365,france,2013-10-01,2013,10,-0.001
1366,france,2013-11-01,2013,11,0.0
1367,france,2013-12-01,2013,12,0.004
1368,france,2014-01-01,2014,1,-0.006
1369,france,2014-02-01,2014,2,0.006
1370,france,2014-03-01,2014,3,0.005
1371,france,2014-04-01,2014,4,0.0
1372,france,2014-05-01,2014,5,0.0
1373,france,2014-06-01,2014,6,0.0
1374,france,2014-07-01,2014,7,-0.004
1375,france,2014-08-01,2014,8,0.005
1376,france,2014-09-01,2014,9,-0.004
1377,france,2014-10-01,2014,10,0.0
1378,france,2014-11-01,2014,11,-0.002
1379,france,2014-12-01,2014,12,0.001
1380,france,2015-01-01,2015,1,-0.011000000000000001
1381,france,2015-02-01,2015,2,0.006999999999999999
1382,france,2015-03-01,2015,3,0.008
1383,france,2015-04-01,2015,4,0.001
1384,france,2015-05-01,2015,5,0.003
1385,france,2015-06-01,2015,6,-0.001
1386,france,2015-07-01,2015,7,-0.005
1387,france,2015-08-01,2015,8,0.004
1388,france,2015-09-01,2015,9,-0.004
1389,france,2015-10-01,2015,10,0.001
1390,france,2015-11-01,2015,11,-0.002
1391,france,2015-12-01,2015,12,0.002
1392,france,2016-01-01,2016,1,-0.011000000000000001
1393,france,2016-02-01,2016,2,0.003
1394,france,2016-03-01,2016,3,0.008
1395,france,2016-04-01,2016,4,0.001
1396,france,2016-05-01,2016,5,0.005
1397,france,2016-06-01,2016,6,0.001
1398,france,2016-07-01,2016,7,-0.004
1399,france,2016-08-01,2016,8,0.003
1400,france,2016-09-01,2016,9,-0.002
1401,france,2016-10-01,2016,10,0.0
1402,france,2016-11-01,2016,11,0.0
1403,france,2016-12-01,2016,12,0.003
1404,france,2017-01-01,2017,1,-0.003
1405,france,2017-02-01,2017,2,0.002
1406,france,2017-03-01,2017,3,0.006999999999999999
1407,france,2017-04-01,2017,4,0.001
1408,france,2017-05-01,2017,5,0.0
1409,france,2017-06-01,2017,6,0.0
1410,france,2017-07-01,2017,7,-0.004
1411,france,2017-08-01,2017,8,0.006
1412,france,2017-09-01,2017,9,-0.002
1413,france,2017-10-01,2017,10,0.001
1414,france,2017-11-01,2017,11,0.001
1415,france,2017-12-01,2017,12,0.004
1416,france,2018-01-01,2018,1,-0.001
1417,france,2018-02-01,2018,2,0.0
1418,france,2018-03-01,2018,3,0.011000000000000001
1419,france,2018-04-01,2018,4,0.002
1420,france,2018-05-01,2018,5,0.005
1421,france,2018-06-01,2018,6,0.0
1422,france,2018-07-01,2018,7,-0.001
1423,france,2018-08-01,2018,8,0.005
1424,france,2018-09-01,2018,9,-0.002
1425,france,2018-10-01,2018,10,0.001
1426,france,2018-11-01,2018,11,-0.002
1427,france,2018-12-01,2018,12,0.001
1428,france,2019-01-01,2019,1,-0.006
1429,france,2019-02-01,2019,2,0.001
1430,france,2019-03-01,2019,3,0.009000000000000001
1431,france,2019-04-01,2019,4,0.004
1432,france,2019-05-01,2019,5,0.001
1433,france,2019-06-01,2019,6,0.003
1434,france,2019-07-01,2019,7,-0.002
1435,france,2019-08-01,2019,8,0.005
1436,france,2019-09-01,2019,9,-0.004
1437,france,2019-10-01,2019,10,-0.001
1438,france,2019-11-01,2019,11,0.001
1439,france,2019-12-01,2019,12,0.005
1440,germany,2000-01-01,2000,1,0.003
1441,germany,2000-02-01,2000,2,0.001
1442,germany,2000-03-01,2000,3,0.0
1443,germany,2000-04-01,2000,4,0.0
1444,germany,2000-05-01,2000,5,-0.003
1445,germany,2000-06-01,2000,6,0.006
1446,germany,2000-07-01,2000,7,0.004
1447,germany,2000-08-01,2000,8,-0.003
1448,germany,2000-09-01,2000,9,0.003
1449,germany,2000-10-01,2000,10,-0.001
1450,germany,2000-11-01,2000,11,0.0
1451,germany,2000-12-01,2000,12,0.011000000000000001
1452,germany,2001-01-01,2001,1,-0.006
1453,germany,2001-02-01,2001,2,0.006
1454,germany,2001-03-01,2001,3,0.0
1455,germany,2001-04-01,2001,4,0.004
1456,germany,2001-05-01,2001,5,0.005
1457,germany,2001-06-01,2001,6,0.001
1458,germany,2001-07-01,2001,7,0.001
1459,germany,2001-08-01,2001,8,-0.002
1460,germany,2001-09-01,2001,9,-0.001
1461,germany,2001-10-01,2001,10,-0.002
1462,germany,2001-11-01,2001,11,-0.002
1463,germany,2001-12-01,2001,12,0.011000000000000001
1464,germany,2002-01-01,2002,1,0.0
1465,germany,2002-02-01,2002,2,0.004
1466,germany,2002-03-01,2002,3,0.001
1467,germany,2002-04-01,2002,4,0.0
1468,germany,2002-05-01,2002,5,0.001
1469,germany,2002-06-01,2002,6,-0.001
1470,germany,2002-07-01,2002,7,0.004
1471,germany,2002-08-01,2002,8,-0.002
1472,germany,2002-09-01,2002,9,-0.001
1473,germany,2002-10-01,2002,10,-0.001
1474,germany,2002-11-01,2002,11,-0.004
1475,germany,2002-12-01,2002,12,0.011000000000000001
1476,germany,2003-01-01,2003,1,0.0
1477,germany,2003-02-01,2003,2,0.005
1478,germany,2003-03-01,2003,3,0.001
1479,germany,2003-04-01,2003,4,-0.002
1480,germany,2003-05-01,2003,5,-0.002
1481,germany,2003-06-01,2003,6,0.002
1482,germany,2003-07-01,2003,7,0.002
1483,germany,2003-08-01,2003,8,0.0
1484,germany,2003-09-01,2003,9,-0.001
1485,germany,2003-10-01,2003,10,0.0
1486,germany,2003-11-01,2003,11,-0.002
1487,germany,2003-12-01,2003,12,0.009000000000000001
1488,germany,2004-01-01,2004,1,0.0
1489,germany,2004-02-01,2004,2,0.002
1490,germany,2004-03-01,2004,3,0.004
1491,germany,2004-04-01,2004,4,0.004
1492,germany,2004-05-01,2004,5,0.002
1493,germany,2004-06-01,2004,6,0.0
1494,germany,2004-07-01,2004,7,0.002
1495,germany,2004-08-01,2004,8,0.002
1496,germany,2004-09-01,2004,9,-0.004
1497,germany,2004-10-01,2004,10,0.002
1498,germany,2004-11-01,2004,11,-0.005
1499,germany,2004-12-01,2004,12,0.012
1500,germany,2005-01-01,2005,1,-0.006
1501,germany,2005-02-01,2005,2,0.004
1502,germany,2005-03-01,2005,3,0.004
1503,germany,2005-04-01,2005,4,0.0
1504,germany,2005-05-01,2005,5,0.004
1505,germany,2005-06-01,2005,6,0.001
1506,germany,2005-07-01,2005,7,0.005
1507,germany,2005-08-01,2005,8,0.002
1508,germany,2005-09-01,2005,9,0.003
1509,germany,2005-10-01,2005,10,0.0
1510,germany,2005-11-01,2005,11,-0.006
1511,germany,2005-12-01,2005,12,0.011000000000000001
1512,germany,2006-01-01,2006,1,-0.006
1513,germany,2006-02-01,2006,2,0.003
1514,germany,2006-03-01,2006,3,0.001
1515,germany,2006-04-01,2006,4,0.003
1516,germany,2006-05-01,2006,5,0.002
1517,germany,2006-06-01,2006,6,0.001
1518,germany,2006-07-01,2006,7,0.005
1519,germany,2006-08-01,2006,8,-0.001
1520,germany,2006-09-01,2006,9,-0.005
1521,germany,2006-10-01,2006,10,0.001
1522,germany,2006-11-01,2006,11,-0.001
1523,germany,2006-12-01,2006,12,0.009000000000000001
1524,germany,2007-01-01,2007,1,-0.002
1525,germany,2007-02-01,2007,2,0.005
1526,germany,2007-03-01,2007,3,0.002
1527,germany,2007-04-01,2007,4,0.005
1528,germany,2007-05-01,2007,5,0.001
1529,germany,2007-06-01,2007,6,0.001
1530,germany,2007-07-01,2007,7,0.006
1531,germany,2007-08-01,2007,8,-0.002
1532,germany,2007-09-01,2007,9,0.002
1533,germany,2007-10-01,2007,10,0.001
1534,germany,2007-11-01,2007,11,0.006
1535,germany,2007-12-01,2007,12,0.006999999999999999
1536,germany,2008-01-01,2008,1,-0.003
1537,germany,2008-02-01,2008,2,0.004
1538,germany,2008-03-01,2008,3,0.006
1539,germany,2008-04-01,2008,4,-0.002
1540,germany,2008-05-01,2008,5,0.006999999999999999
1541,germany,2008-06-01,2008,6,0.003
1542,germany,2008-07-01,2008,7,0.005
1543,germany,2008-08-01,2008,8,-0.003
1544,germany,2008-09-01,2008,9,0.0
1545,germany,2008-10-01,2008,10,-0.003
1546,germany,2008-11-01,2008,11,-0.005
1547,germany,2008-12-01,2008,12,0.003
1548,germany,2009-01-01,2009,1,-0.004
1549,germany,2009-02-01,2009,2,0.005
1550,germany,2009-03-01,2009,3,-0.002
1551,germany,2009-04-01,2009,4,0.001
1552,germany,2009-05-01,2009,5,-0.001
1553,germany,2009-06-01,2009,6,0.004
1554,germany,2009-07-01,2009,7,-0.001
1555,germany,2009-08-01,2009,8,0.003
1556,germany,2009-09-01,2009,9,-0.004
1557,germany,2009-10-01,2009,10,0.0
1558,germany,2009-11-01,2009,11,-0.001
1559,germany,2009-12-01,2009,12,0.009000000000000001
1560,germany,2010-01-01,2010,1,-0.006999999999999999
1561,germany,2010-02-01,2010,2,0.003
1562,germany,2010-03-01,2010,3,0.005
1563,germany,2010-04-01,2010,4,-0.001
1564,germany,2010-05-01,2010,5,0.001
1565,germany,2010-06-01,2010,6,0.001
1566,germany,2010-07-01,2010,7,0.002
1567,germany,2010-08-01,2010,8,0.001
1568,germany,2010-09-01,2010,9,-0.002
1569,germany,2010-10-01,2010,10,0.001
1570,germany,2010-11-01,2010,11,0.001
1571,germany,2010-12-01,2010,12,0.012
1572,germany,2011-01-01,2011,1,-0.005
1573,germany,2011-02-01,2011,2,0.006
1574,germany,2011-03-01,2011,3,0.006
1575,germany,2011-04-01,2011,4,0.002
1576,germany,2011-05-01,2011,5,-0.001
1577,germany,2011-06-01,2011,6,0.0
1578,germany,2011-07-01,2011,7,0.004
1579,germany,2011-08-01,2011,8,0.0
1580,germany,2011-09-01,2011,9,0.001
1581,germany,2011-10-01,2011,10,0.001
1582,germany,2011-11-01,2011,11,0.0
1583,germany,2011-12-01,2011,12,0.006999999999999999
1584,germany,2012-01-01,2012,1,-0.004
1585,germany,2012-02-01,2012,2,0.008
1586,germany,2012-03-01,2012,3,0.004
1587,germany,2012-04-01,2012,4,0.001
1588,germany,2012-05-01,2012,5,-0.002
1589,germany,2012-06-01,2012,6,-0.002
1590,germany,2012-07-01,2012,7,0.004
1591,germany,2012-08-01,2012,8,0.004
1592,germany,2012-09-01,2012,9,0.0
1593,germany,2012-10-01,2012,10,0.0
1594,germany,2012-11-01,2012,11,-0.002
1595,germany,2012-12-01,2012,12,0.009000000000000001
1596,germany,2013-01-01,2013,1,-0.006
1597,germany,2013-02-01,2013,2,0.006999999999999999
1598,germany,2013-03-01,2013,3,0.005
1599,germany,2013-04-01,2013,4,-0.006
1600,germany,2013-05-01,2013,5,0.002
1601,germany,2013-06-01,2013,6,0.002
1602,germany,2013-07-01,2013,7,0.004
1603,germany,2013-08-01,2013,8,0.0
1604,germany,2013-09-01,2013,9,0.0
1605,germany,2013-10-01,2013,10,-0.003
1606,germany,2013-11-01,2013,11,0.002
1607,germany,2013-12-01,2013,12,0.005
1608,germany,2014-01-01,2014,1,-0.006999999999999999
1609,germany,2014-02-01,2014,2,0.006
1610,germany,2014-03-01,2014,3,0.002
1611,germany,2014-04-01,2014,4,-0.002
1612,germany,2014-05-01,2014,5,-0.002
1613,germany,2014-06-01,2014,6,0.004
1614,germany,2014-07-01,2014,7,0.002
1615,germany,2014-08-01,2014,8,0.001
1616,germany,2014-09-01,2014,9,0.0
1617,germany,2014-10-01,2014,10,-0.004
1618,germany,2014-11-01,2014,11,0.0
1619,germany,2014-12-01,2014,12,0.001
1620,germany,2015-01-01,2015,1,-0.013000000000000001
1621,germany,2015-02-01,2015,2,0.009000000000000001
1622,germany,2015-03-01,2015,3,0.006999999999999999
1623,germany,2015-04-01,2015,4,0.005
1624,germany,2015-05-01,2015,5,0.004
1625,germany,2015-06-01,2015,6,-0.001
1626,germany,2015-07-01,2015,7,0.004
1627,germany,2015-08-01,2015,8,-0.001
1628,germany,2015-09-01,2015,9,-0.003
1629,germany,2015-10-01,2015,10,0.0
1630,germany,2015-11-01,2015,11,-0.01
1631,germany,2015-12-01,2015,12,0.001
1632,germany,2016-01-01,2016,1,-0.011000000000000001
1633,germany,2016-02-01,2016,2,0.004
1634,germany,2016-03-01,2016,3,0.009000000000000001
1635,germany,2016-04-01,2016,4,0.001
1636,germany,2016-05-01,2016,5,0.006
1637,germany,2016-06-01,2016,6,0.001
1638,germany,2016-07-01,2016,7,0.006
1639,germany,2016-08-01,2016,8,-0.001
1640,germany,2016-09-01,2016,9,0.0
1641,germany,2016-10-01,2016,10,0.001
1642,germany,2016-11-01,2016,11,-0.009000000000000001
1643,germany,2016-12-01,2016,12,0.009000000000000001
1644,germany,2017-01-01,2017,1,-0.01
1645,germany,2017-02-01,2017,2,0.008
1646,germany,2017-03-01,2017,3,0.003
1647,germany,2017-04-01,2017,4,0.006
1648,germany,2017-05-01,2017,5,-0.001
1649,germany,2017-06-01,2017,6,0.005
1650,germany,2017-07-01,2017,7,0.006
1651,germany,2017-08-01,2017,8,0.001
1652,germany,2017-09-01,2017,9,0.0
1653,germany,2017-10-01,2017,10,-0.003
1654,germany,2017-11-01,2017,11,-0.006999999999999999
1655,germany,2017-12-01,2017,12,0.006999999999999999
1656,germany,2018-01-01,2018,1,-0.01
1657,germany,2018-02-01,2018,2,0.005
1658,germany,2018-03-01,2018,3,0.008
1659,germany,2018-04-01,2018,4,0.002
1660,germany,2018-05-01,2018,5,0.011000000000000001
1661,germany,2018-06-01,2018,6,0.001
1662,germany,2018-07-01,2018,7,0.008
1663,germany,2018-08-01,2018,8,0.0
1664,germany,2018-09-01,2018,9,0.001
1665,germany,2018-10-01,2018,10,0.001
1666,germany,2018-11-01,2018,11,-0.011000000000000001
1667,germany,2018-12-01,2018,12,0.002
1668,germany,2019-01-01,2019,1,-0.01
1669,germany,2019-02-01,2019,2,0.005
1670,germany,2019-03-01,2019,3,0.005
1671,germany,2019-04-01,2019,4,0.01
1672,germany,2019-05-01,2019,5,0.003
1673,germany,2019-06-01,2019,6,0.003
1674,germany,2019-07-01,2019,7,0.004
1675,germany,2019-08-01,2019,8,-0.001
1676,germany,2019-09-01,2019,9,-0.001
1677,germany,2019-10-01,2019,10,0.001
1678,germany,2019-11-01,2019,11,-0.008
1679,germany,2019-12-01,2019,12,0.006
1680,greece,2000-01-01,2000,1,-0.013000000000000001
1681,greece,2000-02-01,2000,2,-0.004
1682,greece,2000-03-01,2000,3,0.026000000000000002
1683,greece,2000-04-01,2000,4,0.006
1684,greece,2000-05-01,2000,5,0.003
1685,greece,2000-06-01,2000,6,-0.006
1686,greece,2000-07-01,2000,7,-0.017
1687,greece,2000-08-01,2000,8,0.002
1688,greece,2000-09-01,2000,9,0.021
1689,greece,2000-10-01,2000,10,0.011000000000000001
1690,greece,2000-11-01,2000,11,0.004
1691,greece,2000-12-01,2000,12,0.005
1692,greece,2001-01-01,2001,1,-0.018000000000000002
1693,greece,2001-02-01,2001,2,-0.002
1694,greece,2001-03-01,2001,3,0.023
1695,greece,2001-04-01,2001,4,0.011000000000000001
1696,greece,2001-05-01,2001,5,0.005
1697,greece,2001-06-01,2001,6,-0.001
1698,greece,2001-07-01,2001,7,-0.02
1699,greece,2001-08-01,2001,8,0.0
1700,greece,2001-09-01,2001,9,0.021
1701,greece,2001-10-01,2001,10,0.003
1702,greece,2001-11-01,2001,11,0.001
1703,greece,2001-12-01,2001,12,0.011000000000000001
1704,greece,2002-01-01,2002,1,-0.006
1705,greece,2002-02-01,2002,2,-0.012
1706,greece,2002-03-01,2002,3,0.028999999999999998
1707,greece,2002-04-01,2002,4,0.009000000000000001
1708,greece,2002-05-01,2002,5,0.002
1709,greece,2002-06-01,2002,6,-0.003
1710,greece,2002-07-01,2002,7,-0.02
1711,greece,2002-08-01,2002,8,0.002
1712,greece,2002-09-01,2002,9,0.021
1713,greece,2002-10-01,2002,10,0.005
1714,greece,2002-11-01,2002,11,0.0
1715,greece,2002-12-01,2002,12,0.006999999999999999
1716,greece,2003-01-01,2003,1,-0.008
1717,greece,2003-02-01,2003,2,-0.002
1718,greece,2003-03-01,2003,3,0.025
1719,greece,2003-04-01,2003,4,0.002
1720,greece,2003-05-01,2003,5,0.004
1721,greece,2003-06-01,2003,6,-0.001
1722,greece,2003-07-01,2003,7,-0.021
1723,greece,2003-08-01,2003,8,0.0
1724,greece,2003-09-01,2003,9,0.021
1725,greece,2003-10-01,2003,10,0.004
1726,greece,2003-11-01,2003,11,0.002
1727,greece,2003-12-01,2003,12,0.005
1728,greece,2004-01-01,2004,1,-0.008
1729,greece,2004-02-01,2004,2,-0.006
1730,greece,2004-03-01,2004,3,0.027999999999999997
1731,greece,2004-04-01,2004,4,0.004
1732,greece,2004-05-01,2004,5,0.004
1733,greece,2004-06-01,2004,6,-0.002
1734,greece,2004-07-01,2004,7,-0.019
1735,greece,2004-08-01,2004,8,-0.003
1736,greece,2004-09-01,2004,9,0.022000000000000002
1737,greece,2004-10-01,2004,10,0.006999999999999999
1738,greece,2004-11-01,2004,11,0.0
1739,greece,2004-12-01,2004,12,0.005
1740,greece,2005-01-01,2005,1,0.002
1741,greece,2005-02-01,2005,2,-0.017
1742,greece,2005-03-01,2005,3,0.026000000000000002
1743,greece,2005-04-01,2005,4,0.008
1744,greece,2005-05-01,2005,5,0.003
1745,greece,2005-06-01,2005,6,-0.002
1746,greece,2005-07-01,2005,7,-0.013000000000000001
1747,greece,2005-08-01,2005,8,-0.006
1748,greece,2005-09-01,2005,9,0.024
1749,greece,2005-10-01,2005,10,0.006
1750,greece,2005-11-01,2005,11,-0.002
1751,greece,2005-12-01,2005,12,0.006
1752,greece,2006-01-01,2006,1,-0.002
1753,greece,2006-02-01,2006,2,-0.016
1754,greece,2006-03-01,2006,3,0.027000000000000003
1755,greece,2006-04-01,2006,4,0.01
1756,greece,2006-05-01,2006,5,0.001
1757,greece,2006-06-01,2006,6,-0.001
1758,greece,2006-07-01,2006,7,-0.008
1759,greece,2006-08-01,2006,8,-0.01
1760,greece,2006-09-01,2006,9,0.02
1761,greece,2006-10-01,2006,10,0.006999999999999999
1762,greece,2006-11-01,2006,11,-0.002
1763,greece,2006-12-01,2006,12,0.006
1764,greece,2007-01-01,2007,1,-0.004
1765,greece,2007-02-01,2007,2,-0.016
1766,greece,2007-03-01,2007,3,0.025
1767,greece,2007-04-01,2007,4,0.008
1768,greece,2007-05-01,2007,5,0.002
1769,greece,2007-06-01,2007,6,0.0
1770,greece,2007-07-01,2007,7,-0.008
1771,greece,2007-08-01,2007,8,-0.01
1772,greece,2007-09-01,2007,9,0.023
