,country,date,year,month,infl
2338,ireland,2014-11-01,2014,11,-0.003
2339,ireland,2014-12-01,2014,12,-0.004
2340,ireland,2015-01-01,2015,1,-0.006999999999999999
2341,ireland,2015-02-01,2015,2,0.006
2342,ireland,2015-03-01,2015,3,0.006999999999999999
2343,ireland,2015-04-01,2015,4,-0.001
2344,ireland,2015-05-01,2015,5,0.005
2345,ireland,2015-06-01,2015,6,0.004
2346,ireland,2015-07-01,2015,7,-0.003
2347,ireland,2015-08-01,2015,8,0.003
2348,ireland,2015-09-01,2015,9,-0.005
2349,ireland,2015-10-01,2015,10,-0.003
2350,ireland,2015-11-01,2015,11,-0.003
2351,ireland,2015-12-01,2015,12,-0.001
2352,ireland,2016-01-01,2016,1,-0.009000000000000001
2353,ireland,2016-02-01,2016,2,0.004
2354,ireland,2016-03-01,2016,3,0.003
2355,ireland,2016-04-01,2016,4,0.003
2356,ireland,2016-05-01,2016,5,0.005
2357,ireland,2016-06-01,2016,6,0.006999999999999999
2358,ireland,2016-07-01,2016,7,-0.003
2359,ireland,2016-08-01,2016,8,-0.002
2360,ireland,2016-09-01,2016,9,-0.004
2361,ireland,2016-10-01,2016,10,-0.004
2362,ireland,2016-11-01,2016,11,-0.001
2363,ireland,2016-12-01,2016,12,-0.001
2364,ireland,2017-01-01,2017,1,-0.005
2365,ireland,2017-02-01,2017,2,0.005
2366,ireland,2017-03-01,2017,3,0.006
2367,ireland,2017-04-01,2017,4,0.004
2368,ireland,2017-05-01,2017,5,-0.002
2369,ireland,2017-06-01,2017,6,0.001
2370,ireland,2017-07-01,2017,7,0.001
2371,ireland,2017-08-01,2017,8,0.004
2372,ireland,2017-09-01,2017,9,-0.006
2373,ireland,2017-10-01,2017,10,-0.001
2374,ireland,2017-11-01,2017,11,-0.001
2375,ireland,2017-12-01,2017,12,-0.001
2376,ireland,2018-01-01,2018,1,-0.006999999999999999
2377,ireland,2018-02-01,2018,2,0.009000000000000001
2378,ireland,2018-03-01,2018,3,0.004
2379,ireland,2018-04-01,2018,4,-0.002
2380,ireland,2018-05-01,2018,5,0.006
2381,ireland,2018-06-01,2018,6,0.001
2382,ireland,2018-07-01,2018,7,0.004
2383,ireland,2018-08-01,2018,8,0.003
2384,ireland,2018-09-01,2018,9,-0.003
2385,ireland,2018-10-01,2018,10,-0.002
2386,ireland,2018-11-01,2018,11,-0.004
2387,ireland,2018-12-01,2018,12,-0.001
2388,ireland,2019-01-01,2019,1,-0.006999999999999999
2389,ireland,2019-02-01,2019,2,0.008
2390,ireland,2019-03-01,2019,3,0.008
2391,ireland,2019-04-01,2019,4,0.004
2392,ireland,2019-05-01,2019,5,-0.001
2393,ireland,2019-06-01,2019,6,0.002
2394,ireland,2019-07-01,2019,7,-0.002
2395,ireland,2019-08-01,2019,8,0.004
2396,ireland,2019-09-01,2019,9,-0.003
2397,ireland,2019-10-01,2019,10,-0.002
2398,ireland,2019-11-01,2019,11,-0.002
2399,ireland,2019-12-01,2019,12,0.002
2400,italy,2000-01-01,2000,1,0.001
2401,italy,2000-02-01,2000,2,0.004
2402,italy,2000-03-01,2000,3,0.003
2403,italy,2000-04-01,2000,4,0.0
2404,italy,2000-05-01,2000,5,0.004
2405,italy,2000-06-01,2000,6,0.003
2406,italy,2000-07-01,2000,7,0.003
2407,italy,2000-08-01,2000,8,0.0
2408,italy,2000-09-01,2000,9,0.003
2409,italy,2000-10-01,2000,10,0.003
2410,italy,2000-11-01,2000,11,0.003
2411,italy,2000-12-01,2000,12,0.001
2412,italy,2001-01-01,2001,1,-0.001
2413,italy,2001-02-01,2001,2,-0.005
2414,italy,2001-03-01,2001,3,0.009000000000000001
2415,italy,2001-04-01,2001,4,0.008
2416,italy,2001-05-01,2001,5,0.003
2417,italy,2001-06-01,2001,6,0.003
2418,italy,2001-07-01,2001,7,-0.003
2419,italy,2001-08-01,2001,8,-0.003
2420,italy,2001-09-01,2001,9,0.003
2421,italy,2001-10-01,2001,10,0.005
2422,italy,2001-11-01,2001,11,0.003
2423,italy,2001-12-01,2001,12,0.001
2424,italy,2002-01-01,2002,1,-0.001
2425,italy,2002-02-01,2002,2,-0.003
2426,italy,2002-03-01,2002,3,0.009000000000000001
2427,italy,2002-04-01,2002,4,0.008
2428,italy,2002-05-01,2002,5,0.003
2429,italy,2002-06-01,2002,6,0.001
2430,italy,2002-07-01,2002,7,-0.001
2431,italy,2002-08-01,2002,8,-0.003
2432,italy,2002-09-01,2002,9,0.006
2433,italy,2002-10-01,2002,10,0.005
2434,italy,2002-11-01,2002,11,0.003
2435,italy,2002-12-01,2002,12,0.003
2436,italy,2003-01-01,2003,1,-0.003
2437,italy,2003-02-01,2003,2,-0.005
2438,italy,2003-03-01,2003,3,0.013000000000000001
2439,italy,2003-04-01,2003,4,0.008
2440,italy,2003-05-01,2003,5,0.001
2441,italy,2003-06-01,2003,6,0.001
2442,italy,2003-07-01,2003,7,-0.001
2443,italy,2003-08-01,2003,8,-0.002
2444,italy,2003-09-01,2003,9,0.006999999999999999
2445,italy,2003-10-01,2003,10,0.004
2446,italy,2003-11-01,2003,11,0.002
2447,italy,2003-12-01,2003,12,0.0
2448,italy,2004-01-01,2004,1,-0.006
2449,italy,2004-02-01,2004,2,-0.002
2450,italy,2004-03-01,2004,3,0.011000000000000001
2451,italy,2004-04-01,2004,4,0.009000000000000001
2452,italy,2004-05-01,2004,5,0.001
2453,italy,2004-06-01,2004,6,0.001
2454,italy,2004-07-01,2004,7,-0.002
2455,italy,2004-08-01,2004,8,-0.001
2456,italy,2004-09-01,2004,9,0.005
2457,italy,2004-10-01,2004,10,0.004
2458,italy,2004-11-01,2004,11,0.001
2459,italy,2004-12-01,2004,12,0.004
2460,italy,2005-01-01,2005,1,-0.01
2461,italy,2005-02-01,2005,2,-0.001
2462,italy,2005-03-01,2005,3,0.012
2463,italy,2005-04-01,2005,4,0.006999999999999999
2464,italy,2005-05-01,2005,5,0.004
2465,italy,2005-06-01,2005,6,0.0
2466,italy,2005-07-01,2005,7,-0.002
2467,italy,2005-08-01,2005,8,-0.001
2468,italy,2005-09-01,2005,9,0.005
2469,italy,2005-10-01,2005,10,0.006999999999999999
2470,italy,2005-11-01,2005,11,0.0
2471,italy,2005-12-01,2005,12,0.0
2472,italy,2006-01-01,2006,1,-0.008
2473,italy,2006-02-01,2006,2,-0.001
2474,italy,2006-03-01,2006,3,0.012
2475,italy,2006-04-01,2006,4,0.009000000000000001
2476,italy,2006-05-01,2006,5,0.002
2477,italy,2006-06-01,2006,6,0.001
2478,italy,2006-07-01,2006,7,-0.002
2479,italy,2006-08-01,2006,8,-0.002
2480,italy,2006-09-01,2006,9,0.006999999999999999
2481,italy,2006-10-01,2006,10,0.001
2482,italy,2006-11-01,2006,11,0.001
2483,italy,2006-12-01,2006,12,0.001
2484,italy,2007-01-01,2007,1,-0.01
2485,italy,2007-02-01,2007,2,0.001
2486,italy,2007-03-01,2007,3,0.011000000000000001
2487,italy,2007-04-01,2007,4,0.006999999999999999
2488,italy,2007-05-01,2007,5,0.003
2489,italy,2007-06-01,2007,6,0.002
2490,italy,2007-07-01,2007,7,-0.006
2491,italy,2007-08-01,2007,8,-0.002
2492,italy,2007-09-01,2007,9,0.008
2493,italy,2007-10-01,2007,10,0.006999999999999999
2494,italy,2007-11-01,2007,11,0.003
2495,italy,2007-12-01,2007,12,0.003
2496,italy,2008-01-01,2008,1,-0.006999999999999999
2497,italy,2008-02-01,2008,2,0.0
2498,italy,2008-03-01,2008,3,0.016
2499,italy,2008-04-01,2008,4,0.006
2500,italy,2008-05-01,2008,5,0.006999999999999999
2501,italy,2008-06-01,2008,6,0.004
2502,italy,2008-07-01,2008,7,-0.005
2503,italy,2008-08-01,2008,8,0.0
2504,italy,2008-09-01,2008,9,0.004
2505,italy,2008-10-01,2008,10,0.004
2506,italy,2008-11-01,2008,11,-0.004
2507,italy,2008-12-01,2008,12,-0.001
2508,italy,2009-01-01,2009,1,-0.016
2509,italy,2009-02-01,2009,2,0.002
2510,italy,2009-03-01,2009,3,0.011000000000000001
2511,italy,2009-04-01,2009,4,0.006999999999999999
2512,italy,2009-05-01,2009,5,0.002
2513,italy,2009-06-01,2009,6,0.002
2514,italy,2009-07-01,2009,7,-0.012
2515,italy,2009-08-01,2009,8,0.002
2516,italy,2009-09-01,2009,9,0.006999999999999999
2517,italy,2009-10-01,2009,10,0.004
2518,italy,2009-11-01,2009,11,0.001
2519,italy,2009-12-01,2009,12,0.001
2520,italy,2010-01-01,2010,1,-0.013999999999999999
2521,italy,2010-02-01,2010,2,-0.001
2522,italy,2010-03-01,2010,3,0.015
2523,italy,2010-04-01,2010,4,0.01
2524,italy,2010-05-01,2010,5,0.0
2525,italy,2010-06-01,2010,6,0.001
2526,italy,2010-07-01,2010,7,-0.009000000000000001
2527,italy,2010-08-01,2010,8,0.001
2528,italy,2010-09-01,2010,9,0.006999999999999999
2529,italy,2010-10-01,2010,10,0.008
2530,italy,2010-11-01,2010,11,0.0
2531,italy,2010-12-01,2010,12,0.003
2532,italy,2011-01-01,2011,1,-0.015
2533,italy,2011-02-01,2011,2,0.001
2534,italy,2011-03-01,2011,3,0.022000000000000002
2535,italy,2011-04-01,2011,4,0.011000000000000001
2536,italy,2011-05-01,2011,5,0.001
2537,italy,2011-06-01,2011,6,0.001
2538,italy,2011-07-01,2011,7,-0.018000000000000002
2539,italy,2011-08-01,2011,8,0.003
2540,italy,2011-09-01,2011,9,0.02
2541,italy,2011-10-01,2011,10,0.008
2542,italy,2011-11-01,2011,11,0.0
2543,italy,2011-12-01,2011,12,0.003
2544,italy,2012-01-01,2012,1,-0.018000000000000002
2545,italy,2012-02-01,2012,2,0.002
2546,italy,2012-03-01,2012,3,0.025
2547,italy,2012-04-01,2012,4,0.009000000000000001
2548,italy,2012-05-01,2012,5,0.0
2549,italy,2012-06-01,2012,6,0.002
2550,italy,2012-07-01,2012,7,-0.018000000000000002
2551,italy,2012-08-01,2012,8,0.001
2552,italy,2012-09-01,2012,9,0.02
2553,italy,2012-10-01,2012,10,0.002
2554,italy,2012-11-01,2012,11,-0.002
2555,italy,2012-12-01,2012,12,0.003
2556,italy,2013-01-01,2013,1,-0.02
2557,italy,2013-02-01,2013,2,-0.002
2558,italy,2013-03-01,2013,3,0.024
2559,italy,2013-04-01,2013,4,0.003
2560,italy,2013-05-01,2013,5,0.0
2561,italy,2013-06-01,2013,6,0.002
2562,italy,2013-07-01,2013,7,-0.018000000000000002
2563,italy,2013-08-01,2013,8,0.0
2564,italy,2013-09-01,2013,9,0.018000000000000002
2565,italy,2013-10-01,2013,10,0.0
2566,italy,2013-11-01,2013,11,-0.003
2567,italy,2013-12-01,2013,12,0.003
2568,italy,2014-01-01,2014,1,-0.02
2569,italy,2014-02-01,2014,2,-0.004
2570,italy,2014-03-01,2014,3,0.022000000000000002
2571,italy,2014-04-01,2014,4,0.005
2572,italy,2014-05-01,2014,5,-0.001
2573,italy,2014-06-01,2014,6,0.001
2574,italy,2014-07-01,2014,7,-0.021
2575,italy,2014-08-01,2014,8,-0.001
2576,italy,2014-09-01,2014,9,0.018000000000000002
2577,italy,2014-10-01,2014,10,0.003
2578,italy,2014-11-01,2014,11,-0.002
2579,italy,2014-12-01,2014,12,0.0
2580,italy,2015-01-01,2015,1,-0.025
2581,italy,2015-02-01,2015,2,0.002
2582,italy,2015-03-01,2015,3,0.021
2583,italy,2015-04-01,2015,4,0.004
2584,italy,2015-05-01,2015,5,0.002
2585,italy,2015-06-01,2015,6,0.001
2586,italy,2015-07-01,2015,7,-0.019
2587,italy,2015-08-01,2015,8,-0.002
2588,italy,2015-09-01,2015,9,0.017
2589,italy,2015-10-01,2015,10,0.004
2590,italy,2015-11-01,2015,11,-0.004
2591,italy,2015-12-01,2015,12,0.0
2592,italy,2016-01-01,2016,1,-0.022000000000000002
2593,italy,2016-02-01,2016,2,-0.004
2594,italy,2016-03-01,2016,3,0.021
2595,italy,2016-04-01,2016,4,0.002
2596,italy,2016-05-01,2016,5,0.003
2597,italy,2016-06-01,2016,6,0.002
2598,italy,2016-07-01,2016,7,-0.019
2599,italy,2016-08-01,2016,8,-0.001
2600,italy,2016-09-01,2016,9,0.019
2601,italy,2016-10-01,2016,10,0.002
2602,italy,2016-11-01,2016,11,-0.002
2603,italy,2016-12-01,2016,12,0.004
2604,italy,2017-01-01,2017,1,-0.017
2605,italy,2017-02-01,2017,2,0.002
2606,italy,2017-03-01,2017,3,0.019
2607,italy,2017-04-01,2017,4,0.008
2608,italy,2017-05-01,2017,5,-0.001
2609,italy,2017-06-01,2017,6,-0.002
2610,italy,2017-07-01,2017,7,-0.019
2611,italy,2017-08-01,2017,8,0.001
2612,italy,2017-09-01,2017,9,0.018000000000000002
2613,italy,2017-10-01,2017,10,0.0
2614,italy,2017-11-01,2017,11,-0.002
2615,italy,2017-12-01,2017,12,0.003
2616,italy,2018-01-01,2018,1,-0.015
2617,italy,2018-02-01,2018,2,-0.005
2618,italy,2018-03-01,2018,3,0.023
2619,italy,2018-04-01,2018,4,0.005
2620,italy,2018-05-01,2018,5,0.003
2621,italy,2018-06-01,2018,6,0.002
2622,italy,2018-07-01,2018,7,-0.013999999999999999
2623,italy,2018-08-01,2018,8,-0.002
2624,italy,2018-09-01,2018,9,0.017
2625,italy,2018-10-01,2018,10,0.002
2626,italy,2018-11-01,2018,11,-0.003
2627,italy,2018-12-01,2018,12,-0.001
2628,italy,2019-01-01,2019,1,-0.017
2629,italy,2019-02-01,2019,2,-0.003
2630,italy,2019-03-01,2019,3,0.023
2631,italy,2019-04-01,2019,4,0.005
2632,italy,2019-05-01,2019,5,0.001
2633,italy,2019-06-01,2019,6,0.001
2634,italy,2019-07-01,2019,7,-0.018000000000000002
2635,italy,2019-08-01,2019,8,0.0
2636,italy,2019-09-01,2019,9,0.013999999999999999
2637,italy,2019-10-01,2019,10,0.002
2638,italy,2019-11-01,2019,11,-0.003
2639,italy,2019-12-01,2019,12,0.002
2640,lithuania,2000-01-01,2000,1,0.015
2641,lithuania,2000-02-01,2000,2,0.0
2642,lithuania,2000-03-01,2000,3,-0.002
2643,lithuania,2000-04-01,2000,4,0.0
2644,lithuania,2000-05-01,2000,5,-0.004
2645,lithuania,2000-06-01,2000,6,0.006
2646,lithuania,2000-07-01,2000,7,-0.003
2647,lithuania,2000-08-01,2000,8,-0.006
2648,lithuania,2000-09-01,2000,9,0.001
2649,lithuania,2000-10-01,2000,10,0.002
2650,lithuania,2000-11-01,2000,11,0.004
2651,lithuania,2000-12-01,2000,12,0.003
2652,lithuania,2001-01-01,2001,1,-0.002
2653,lithuania,2001-02-01,2001,2,0.002
2654,lithuania,2001-03-01,2001,3,0.006
2655,lithuania,2001-04-01,2001,4,0.002
2656,lithuania,2001-05-01,2001,5,0.006
2657,lithuania,2001-06-01,2001,6,0.006
2658,lithuania,2001-07-01,2001,7,-0.008
2659,lithuania,2001-08-01,2001,8,0.006
2660,lithuania,2001-09-01,2001,9,-0.002
2661,lithuania,2001-10-01,2001,10,0.003
2662,lithuania,2001-11-01,2001,11,0.0
2663,lithuania,2001-12-01,2001,12,0.003
2664,lithuania,2002-01-01,2002,1,0.009000000000000001
2665,lithuania,2002-02-01,2002,2,-0.002
2666,lithuania,2002-03-01,2002,3,-0.006
2667,lithuania,2002-04-01,2002,4,-0.001
2668,lithuania,2002-05-01,2002,5,-0.003
2669,lithuania,2002-06-01,2002,6,-0.003
2670,lithuania,2002-07-01,2002,7,-0.003
2671,lithuania,2002-08-01,2002,8,-0.006
2672,lithuania,2002-09-01,2002,9,-0.005
2673,lithuania,2002-10-01,2002,10,0.006999999999999999
2674,lithuania,2002-11-01,2002,11,0.001
2675,lithuania,2002-12-01,2002,12,0.003
2676,lithuania,2003-01-01,2003,1,-0.001
2677,lithuania,2003-02-01,2003,2,-0.002
2678,lithuania,2003-03-01,2003,3,0.003
2679,lithuania,2003-04-01,2003,4,0.001
2680,lithuania,2003-05-01,2003,5,-0.001
2681,lithuania,2003-06-01,2003,6,0.001
2682,lithuania,2003-07-01,2003,7,-0.008
2683,lithuania,2003-08-01,2003,8,-0.006999999999999999
2684,lithuania,2003-09-01,2003,9,-0.003
2685,lithuania,2003-10-01,2003,10,0.001
2686,lithuania,2003-11-01,2003,11,0.004
2687,lithuania,2003-12-01,2003,12,0.0
2688,lithuania,2004-01-01,2004,1,0.0
2689,lithuania,2004-02-01,2004,2,-0.002
2690,lithuania,2004-03-01,2004,3,0.005
2691,lithuania,2004-04-01,2004,4,0.004
2692,lithuania,2004-05-01,2004,5,0.015
2693,lithuania,2004-06-01,2004,6,0.001
2694,lithuania,2004-07-01,2004,7,0.0
2695,lithuania,2004-08-01,2004,8,-0.004
2696,lithuania,2004-09-01,2004,9,0.006
2697,lithuania,2004-10-01,2004,10,0.001
2698,lithuania,2004-11-01,2004,11,0.002
2699,lithuania,2004-12-01,2004,12,-0.001
2700,lithuania,2005-01-01,2005,1,0.0
2701,lithuania,2005-02-01,2005,2,0.002
2702,lithuania,2005-03-01,2005,3,0.006
2703,lithuania,2005-04-01,2005,4,0.004
2704,lithuania,2005-05-01,2005,5,0.002
2705,lithuania,2005-06-01,2005,6,0.002
2706,lithuania,2005-07-01,2005,7,-0.001
2707,lithuania,2005-08-01,2005,8,0.001
2708,lithuania,2005-09-01,2005,9,0.008
2709,lithuania,2005-10-01,2005,10,0.006
2710,lithuania,2005-11-01,2005,11,0.0
2711,lithuania,2005-12-01,2005,12,0.001
2712,lithuania,2006-01-01,2006,1,0.005
2713,lithuania,2006-02-01,2006,2,0.001
2714,lithuania,2006-03-01,2006,3,0.002
2715,lithuania,2006-04-01,2006,4,0.006999999999999999
2716,lithuania,2006-05-01,2006,5,0.004
2717,lithuania,2006-06-01,2006,6,0.003
2718,lithuania,2006-07-01,2006,7,0.005
2719,lithuania,2006-08-01,2006,8,-0.001
2720,lithuania,2006-09-01,2006,9,-0.001
2721,lithuania,2006-10-01,2006,10,0.01
2722,lithuania,2006-11-01,2006,11,0.008
2723,lithuania,2006-12-01,2006,12,0.002
2724,lithuania,2007-01-01,2007,1,0.0
2725,lithuania,2007-02-01,2007,2,0.004
2726,lithuania,2007-03-01,2007,3,0.006
2727,lithuania,2007-04-01,2007,4,0.009000000000000001
2728,lithuania,2007-05-01,2007,5,0.005
2729,lithuania,2007-06-01,2007,6,0.003
2730,lithuania,2007-07-01,2007,7,0.006
2731,lithuania,2007-08-01,2007,8,0.003
2732,lithuania,2007-09-01,2007,9,0.013999999999999999
2733,lithuania,2007-10-01,2007,10,0.015
2734,lithuania,2007-11-01,2007,11,0.011000000000000001
2735,lithuania,2007-12-01,2007,12,0.005
2736,lithuania,2008-01-01,2008,1,0.017
2737,lithuania,2008-02-01,2008,2,0.012
2738,lithuania,2008-03-01,2008,3,0.011000000000000001
2739,lithuania,2008-04-01,2008,4,0.013000000000000001
2740,lithuania,2008-05-01,2008,5,0.008
2741,lithuania,2008-06-01,2008,6,0.006
2742,lithuania,2008-07-01,2008,7,0.004
2743,lithuania,2008-08-01,2008,8,0.002
2744,lithuania,2008-09-01,2008,9,0.005
2745,lithuania,2008-10-01,2008,10,0.009000000000000001
2746,lithuania,2008-11-01,2008,11,-0.003
2747,lithuania,2008-12-01,2008,12,-0.002
2748,lithuania,2009-01-01,2009,1,0.026000000000000002
2749,lithuania,2009-02-01,2009,2,0.003
2750,lithuania,2009-03-01,2009,3,0.0
2751,lithuania,2009-04-01,2009,4,-0.001
2752,lithuania,2009-05-01,2009,5,-0.002
2753,lithuania,2009-06-01,2009,6,-0.003
2754,lithuania,2009-07-01,2009,7,-0.008
2755,lithuania,2009-08-01,2009,8,-0.002
2756,lithuania,2009-09-01,2009,9,0.006
2757,lithuania,2009-10-01,2009,10,-0.004
2758,lithuania,2009-11-01,2009,11,0.001
2759,lithuania,2009-12-01,2009,12,-0.003
2760,lithuania,2010-01-01,2010,1,0.012
2761,lithuania,2010-02-01,2010,2,-0.001
2762,lithuania,2010-03-01,2010,3,0.003
2763,lithuania,2010-04-01,2010,4,0.004
2764,lithuania,2010-05-01,2010,5,0.002
2765,lithuania,2010-06-01,2010,6,0.0
2766,lithuania,2010-07-01,2010,7,0.0
2767,lithuania,2010-08-01,2010,8,-0.002
2768,lithuania,2010-09-01,2010,9,0.006
2769,lithuania,2010-10-01,2010,10,0.004
2770,lithuania,2010-11-01,2010,11,0.0
2771,lithuania,2010-12-01,2010,12,0.008
2772,lithuania,2011-01-01,2011,1,0.004
2773,lithuania,2011-02-01,2011,2,0.001
2774,lithuania,2011-03-01,2011,3,0.01
2775,lithuania,2011-04-01,2011,4,0.01
2776,lithuania,2011-05-01,2011,5,0.008
2777,lithuania,2011-06-01,2011,6,-0.001
2778,lithuania,2011-07-01,2011,7,-0.002
2779,lithuania,2011-08-01,2011,8,-0.004
2780,lithuania,2011-09-01,2011,9,0.008
2781,lithuania,2011-10-01,2011,10,-0.001
2782,lithuania,2011-11-01,2011,11,0.002
2783,lithuania,2011-12-01,2011,12,-0.001
2784,lithuania,2012-01-01,2012,1,0.004
2785,lithuania,2012-02-01,2012,2,0.004
2786,lithuania,2012-03-01,2012,3,0.01
2787,lithuania,2012-04-01,2012,4,0.006
2788,lithuania,2012-05-01,2012,5,0.001
2789,lithuania,2012-06-01,2012,6,0.0
2790,lithuania,2012-07-01,2012,7,0.0
2791,lithuania,2012-08-01,2012,8,0.002
2792,lithuania,2012-09-01,2012,9,0.006999999999999999
2793,lithuania,2012-10-01,2012,10,-0.002
2794,lithuania,2012-11-01,2012,11,-0.002
2795,lithuania,2012-12-01,2012,12,-0.001
2796,lithuania,2013-01-01,2013,1,0.002
2797,lithuania,2013-02-01,2013,2,-0.001
2798,lithuania,2013-03-01,2013,3,0.003
2799,lithuania,2013-04-01,2013,4,0.003
2800,lithuania,2013-05-01,2013,5,0.002
2801,lithuania,2013-06-01,2013,6,-0.002
2802,lithuania,2013-07-01,2013,7,-0.006999999999999999
2803,lithuania,2013-08-01,2013,8,0.001
2804,lithuania,2013-09-01,2013,9,0.006999999999999999
2805,lithuania,2013-10-01,2013,10,-0.002
2806,lithuania,2013-11-01,2013,11,-0.001
2807,lithuania,2013-12-01,2013,12,-0.002
2808,lithuania,2014-01-01,2014,1,0.0
2809,lithuania,2014-02-01,2014,2,0.0
2810,lithuania,2014-03-01,2014,3,0.004
2811,lithuania,2014-04-01,2014,4,0.003
2812,lithuania,2014-05-01,2014,5,0.0
2813,lithuania,2014-06-01,2014,6,0.0
2814,lithuania,2014-07-01,2014,7,-0.005
2815,lithuania,2014-08-01,2014,8,-0.001
2816,lithuania,2014-09-01,2014,9,0.004
2817,lithuania,2014-10-01,2014,10,0.001
2818,lithuania,2014-11-01,2014,11,-0.001
2819,lithuania,2014-12-01,2014,12,-0.006
2820,lithuania,2015-01-01,2015,1,-0.013000000000000001
2821,lithuania,2015-02-01,2015,2,-0.001
2822,lithuania,2015-03-01,2015,3,0.008
2823,lithuania,2015-04-01,2015,4,0.006999999999999999
2824,lithuania,2015-05-01,2015,5,0.006
2825,lithuania,2015-06-01,2015,6,-0.002
2826,lithuania,2015-07-01,2015,7,-0.005
2827,lithuania,2015-08-01,2015,8,-0.009000000000000001
2828,lithuania,2015-09-01,2015,9,0.006
2829,lithuania,2015-10-01,2015,10,0.005
2830,lithuania,2015-11-01,2015,11,-0.001
2831,lithuania,2015-12-01,2015,12,-0.004
2832,lithuania,2016-01-01,2016,1,-0.004
2833,lithuania,2016-02-01,2016,2,-0.003
2834,lithuania,2016-03-01,2016,3,0.011000000000000001
2835,lithuania,2016-04-01,2016,4,0.006999999999999999
2836,lithuania,2016-05-01,2016,5,0.0
2837,lithuania,2016-06-01,2016,6,0.0
2838,lithuania,2016-07-01,2016,7,-0.008
2839,lithuania,2016-08-01,2016,8,-0.004
2840,lithuania,2016-09-01,2016,9,0.008
2841,lithuania,2016-10-01,2016,10,0.005
2842,lithuania,2016-11-01,2016,11,0.003
2843,lithuania,2016-12-01,2016,12,0.005
2844,lithuania,2017-01-01,2017,1,0.002
2845,lithuania,2017-02-01,2017,2,0.003
2846,lithuania,2017-03-01,2017,3,0.011000000000000001
2847,lithuania,2017-04-01,2017,4,0.01
2848,lithuania,2017-05-01,2017,5,-0.002
2849,lithuania,2017-06-01,2017,6,0.002
2850,lithuania,2017-07-01,2017,7,-0.002
2851,lithuania,2017-08-01,2017,8,0.0
2852,lithuania,2017-09-01,2017,9,0.008
2853,lithuania,2017-10-01,2017,10,0.001
2854,lithuania,2017-11-01,2017,11,0.003
2855,lithuania,2017-12-01,2017,12,0.001
2856,lithuania,2018-01-01,2018,1,0.0
2857,lithuania,2018-02-01,2018,2,-0.001
2858,lithuania,2018-03-01,2018,3,0.004
2859,lithuania,2018-04-01,2018,4,0.006999999999999999
2860,lithuania,2018-05-01,2018,5,0.005
2861,lithuania,2018-06-01,2018,6,-0.001
2862,lithuania,2018-07-01,2018,7,-0.005
2863,lithuania,2018-08-01,2018,8,-0.004
2864,lithuania,2018-09-01,2018,9,0.013999999999999999
2865,lithuania,2018-10-01,2018,10,0.005
2866,lithuania,2018-11-01,2018,11,-0.002
2867,lithuania,2018-12-01,2018,12,-0.005
2868,lithuania,2019-01-01,2019,1,-0.001
2869,lithuania,2019-02-01,2019,2,0.002
2870,lithuania,2019-03-01,2019,3,0.009000000000000001
2871,lithuania,2019-04-01,2019,4,0.009000000000000001
2872,lithuania,2019-05-01,2019,5,0.003
2873,lithuania,2019-06-01,2019,6,-0.003
2874,lithuania,2019-07-01,2019,7,-0.003
2875,lithuania,2019-08-01,2019,8,-0.004
2876,lithuania,2019-09-01,2019,9,0.009000000000000001
2877,lithuania,2019-10-01,2019,10,0.001
2878,lithuania,2019-11-01,2019,11,0.0
2879,lithuania,2019-12-01,2019,12,0.005
2880,netherlands,2000-01-01,2000,1,-0.003
2881,netherlands,2000-02-01,2000,2,0.006
2882,netherlands,2000-03-01,2000,3,0.011000000000000001
2883,netherlands,2000-04-01,2000,4,0.004
2884,netherlands,2000-05-01,2000,5,0.003
2885,netherlands,2000-06-01,2000,6,0.0
2886,netherlands,2000-07-01,2000,7,-0.003
2887,netherlands,2000-08-01,2000,8,0.004
2888,netherlands,2000-09-01,2000,9,0.009000000000000001
2889,netherlands,2000-10-01,2000,10,0.004
2890,netherlands,2000-11-01,2000,11,-0.001
2891,netherlands,2000-12-01,2000,12,-0.005
2892,netherlands,2001-01-01,2001,1,0.013999999999999999
2893,netherlands,2001-02-01,2001,2,0.009000000000000001
2894,netherlands,2001-03-01,2001,3,0.011000000000000001
2895,netherlands,2001-04-01,2001,4,0.008
2896,netherlands,2001-05-01,2001,5,0.003
2897,netherlands,2001-06-01,2001,6,-0.004
2898,netherlands,2001-07-01,2001,7,-0.001
2899,netherlands,2001-08-01,2001,8,0.003
2900,netherlands,2001-09-01,2001,9,0.01
2901,netherlands,2001-10-01,2001,10,0.0
2902,netherlands,2001-11-01,2001,11,-0.003
2903,netherlands,2001-12-01,2001,12,-0.001
2904,netherlands,2002-01-01,2002,1,0.011000000000000001
2905,netherlands,2002-02-01,2002,2,0.005
2906,netherlands,2002-03-01,2002,3,0.011000000000000001
2907,netherlands,2002-04-01,2002,4,0.006
2908,netherlands,2002-05-01,2002,5,-0.001
2909,netherlands,2002-06-01,2002,6,-0.004
2910,netherlands,2002-07-01,2002,7,-0.001
2911,netherlands,2002-08-01,2002,8,0.002
2912,netherlands,2002-09-01,2002,9,0.01
2913,netherlands,2002-10-01,2002,10,-0.001
2914,netherlands,2002-11-01,2002,11,-0.005
2915,netherlands,2002-12-01,2002,12,-0.002
2916,netherlands,2003-01-01,2003,1,0.006
2917,netherlands,2003-02-01,2003,2,0.006999999999999999
