date,infl_energy
2000-01-01,0.010666666666666666
2000-04-01,-0.0023333333333333335
2000-07-01,0.019666666666666666
2000-10-01,0.008
2001-01-01,0.0033333333333333335
2001-04-01,-0.0006666666666666666
2001-07-01,0.004666666666666667
2001-10-01,0.008333333333333333
2002-01-01,0.017
2002-04-01,-0.013000000000000003
2002-07-01,0.000666666666666667
2002-10-01,0.008
2003-01-01,0.0036666666666666666
2003-04-01,-0.008333333333333333
2003-07-01,0.008333333333333333
2003-10-01,0.014333333333333335
2004-01-01,0.005333333333333333
2004-04-01,-0.005000000000000001
2004-07-01,0.005666666666666667
2004-10-01,0.006666666666666667
2005-01-01,0.006666666666666667
2005-04-01,0.002
2005-07-01,0.009
2005-10-01,0.006666666666666667
2006-01-01,0.012000000000000002
2006-04-01,-0.0006666666666666666
2006-07-01,-0.0006666666666666666
2006-10-01,0.009000000000000001
2007-01-01,0.006666666666666667
2007-04-01,0.0023333333333333335
2007-07-01,0.017
2007-10-01,0.010333333333333333
2008-01-01,0.011333333333333334
2008-04-01,0.006666666666666667
2008-07-01,0.007333333333333333
2008-10-01,-0.0023333333333333335
2009-01-01,0.0016666666666666668
2009-04-01,0.002
2009-07-01,-0.0006666666666666666
2009-10-01,0.0023333333333333335
2010-01-01,0.004333333333333334
2010-04-01,0.0026666666666666666
2010-07-01,0.0030000000000000005
2010-10-01,0.005
2011-01-01,0.004666666666666667
2011-04-01,-0.001
2011-07-01,0.001
2011-10-01,0.0023333333333333335
2012-01-01,0.0036666666666666666
2012-04-01,-0.0013333333333333333
2012-07-01,0.006666666666666667
2012-10-01,0.0
2013-01-01,0.0
2013-04-01,-0.0023333333333333335
2013-07-01,-0.002
2013-10-01,0.0016666666666666668
2014-01-01,-0.004
2014-04-01,-0.002
2014-07-01,-0.0006666666666666664
2014-10-01,0.0
2015-01-01,-0.0009999999999999998
2015-04-01,0.0
2015-07-01,-0.0016666666666666668
2015-10-01,-0.0003333333333333333
2016-01-01,-0.004333333333333334
2016-04-01,-0.0003333333333333333
2016-07-01,0.0010000000000000002
2016-10-01,0.002
2017-01-01,0.0006666666666666664
2017-04-01,0.0003333333333333333
2017-07-01,0.0016666666666666668
2017-10-01,0.0036666666666666666
2018-01-01,0.0006666666666666666
2018-04-01,0.004
2018-07-01,0.0033333333333333335
2018-10-01,-0.0003333333333333333
2019-01-01,0.0023333333333333335
2019-04-01,0.0026666666666666666
2019-07-01,0.0010000000000000002
2019-10-01,0.004333333333333334
