date,austria,belgium,bulgaria,croatia,czech_republic,germany,hungary,italy,lithuania,netherlands,romania,slovakia,spain,switzerland
2001-01-01,-0.0191378363523497,-0.0289940312254657,-0.04600050303371,-0.1252719636266839,-0.0086869049803013,-0.0046546351305103,-0.1053269833572976,-0.0736285598739172,0.0300355435138115,0.0324271609039321,-0.0922052897797378,-0.0804021491223139,-0.1312609274532974,-0.0261175003204563
2001-02-01,0.0396105479736128,-0.0487071240374668,-0.0169950293322251,-0.0114372291577353,0.0136049242563558,0.0068815955043213,-0.0402354918459018,-0.028711643189613,0.0589845436521834,0.0190705590140254,-0.02457208024083,-0.0271770084181497,-0.0413893315648081,0.0192755831096569
2001-03-01,0.0221597714838068,-0.0138826037543289,-0.0170366750646024,-0.0881696697119345,-0.0373273795981567,0.0057181326896191,-0.0774960128049038,-0.0721295677364786,0.0793948333396343,0.0447680904095086,-0.0325228481455077,-0.0252287967413558,-0.1104522219417631,-0.0074013046924648
2001-04-01,0.1197176837737501,0.0227239652173665,0.0610205782055359,0.1600005942616853,0.0554510272429773,0.0698542912875197,0.0727250511903427,0.0470343432782307,0.1074579060421747,0.053739519533444,0.117687899738204,0.1257604272059183,-0.0789217437658464,0.0899182735105554
2001-05-01,0.0243257560870375,-0.0045884615763611,0.0446278029679092,0.0705994783644428,-0.0210795475277016,-0.0083961952669149,0.0256421784203482,0.0091649008111858,0.0414053877225377,0.0268554297937697,0.0790041506311318,0.0661830751957559,0.0148809598417578,0.0083017230809012
2001-06-01,0.1029230147343867,0.0260133672394395,0.0382190165730733,0.0618112085201403,0.0041609403119053,0.0311234090995107,0.0152851791298438,-0.0071310811189455,0.0592388470953331,0.0237256947949759,0.0791217953760181,0.093632615160498,0.0251248131366708,0.1142827023233721
2001-07-01,-0.0244264320102267,0.0272764911551135,0.0671935629160849,0.0598774812792015,-0.06335766269056,-0.0813205592597086,0.0446332116073087,-0.0167028032948373,-0.0267880229287449,0.0258332438281385,0.0550942683913788,0.0875710748436624,0.031074345501409,-0.0788478150796443
2001-08-01,0.0374979649451212,0.039008065691874,0.0424794603040226,0.0553253342343644,-0.049859504247081,-0.0242415059228271,-0.0017871964695999,-0.0042825211270027,0.0650172293402384,0.0271690783218936,0.0553296053769791,0.0720685112371803,0.0286615005123529,-0.0157188566769619
2001-09-01,0.1166061457134333,0.0952880729134619,0.0523010494034785,0.0564358064388379,-0.0377381552093361,0.0227793515158332,0.065995794876752,-0.0262629132251852,0.0111623778800158,0.0587648347396658,0.0361064065896528,0.0574327298731169,0.0039106338275338,0.1377325001413112
2001-10-01,0.0468629511314055,-0.1016902425331345,0.0285822959369816,0.0062321477468785,-0.0347185966480729,-0.0498528145894496,0.0187964052064906,-0.0246119820975145,0.0691058043861616,-0.0784390644223371,0.0429739977542276,0.0653302447949037,0.0224421420677103,-0.0676516798592388
2001-11-01,0.1579416535845013,0.0498126818303568,0.1017241281784961,0.254487346084673,0.0935739647477937,0.0928542143415107,0.1848224814161163,0.0637311861419007,0.0875687555861652,0.0254616600140877,0.1737608217400357,0.138362439459815,0.0568281957842344,0.055492098670669
2001-12-01,0.1743849549215994,0.0793041146022766,0.1643186027287342,0.243362394143741,0.0672323423729928,0.0980490442775625,0.2012566762490877,0.1300968268642783,0.0940902055385422,0.0511925676212037,0.1497373007817515,0.103411296797514,0.1804446839239943,0.132625106038418
2002-01-01,0.0520595191071038,-0.0526901078026753,0.0374519939917981,0.164355310608613,-0.117724184412193,-0.0505702892056696,0.0666496313980395,0.1289991221731838,0.0122620105636102,-0.0191857389164731,0.0350803108104784,-0.0181324138453895,0.1675178596038762,0.0211915151704786
2002-02-01,-0.0252427139340234,-0.0999139606964298,-0.0394701980781597,-0.0028049587180802,-0.1149981220920004,-0.1080332985835177,-0.0183770920111356,0.0175051886454866,-0.0555759522422469,-0.0417183089041017,-0.0469593030178323,-0.0549959791251204,0.1223658727168128,-0.0555819487804143
2002-03-01,0.0179995622236646,-0.0779261769437695,-0.0143659877155677,0.1022427132149879,-0.0198666219313992,-0.03607080525218,0.0311061696536754,0.0699246981085295,-0.043914074384407,-0.0353915151730213,-0.0207896303575019,-0.0308635192559449,0.1650864820317075,-0.0130398698118128
2002-04-01,0.0287859563340973,-0.0565421937108219,-0.0203324958765449,0.0480347922073534,0.0338835240166197,0.0031764758291181,-0.0043978707419505,0.0342249908196663,0.0166738740822935,-0.0152308872828648,0.0078820649711026,0.0068368173578789,0.1304232460863659,-0.0761198615702873
2002-05-01,0.0544591534221403,0.0132481950772707,-0.0514486429224092,0.0346746027553663,-0.0078107755764662,0.0574394554816102,0.0021241375095577,0.0341289505935442,-0.0078118708721852,0.0302801704502968,-0.0100938576031488,0.0053782935814403,0.0757146525530814,0.0565491742329697
2002-06-01,-0.0207604429167247,-0.0745890444879009,-0.0510497905560853,0.0304429935966723,-0.050121133800566,-0.0314520886597549,0.0071860912400651,0.0431653949310124,0.0360964217849613,0.0090100431590229,0.0156081823911264,0.0111840914252425,0.0381933038924238,-0.1356603394247315
2002-07-01,0.0570500135749085,-0.0757556049444936,-0.0697171240659244,0.0382270957659081,0.0440862567490363,0.0720284439556202,-0.0363699317673038,0.0482446605053965,0.1387742678309997,0.0087736157177111,0.0472880817683183,0.0383587296566076,0.0326907299477099,-0.0008919624475609
2002-08-01,0.0443326354433786,-0.084014920078193,-0.0780641458422906,0.0349240062496356,0.0223380541271467,0.0131691344037534,-0.0585108838425689,0.0074905396851576,0.0662923363530438,0.0035819963769547,0.0095556685947606,0.0118487630468528,0.0222555340559438,0.0674149148994978
2002-09-01,0.0079261728599213,-0.0976413642689166,-0.0509065746151726,0.0485325041243811,0.0059770002833765,0.0184474896772819,-0.0407804281705139,0.0277485240416908,-0.0038039145179453,-0.023020410939889,0.02178871114846,0.0079390034628339,0.0320190999521017,-0.0712259467056455
2002-10-01,0.1056643795118432,0.1080008222898349,-0.0142304033700426,0.1712306633980667,0.0865421003839017,0.1195555056866091,0.0605679824956695,0.0669809878078702,0.108203240858419,0.1540593302282396,0.0426464920923699,0.077120151951,0.0286280766219633,0.0828069732599949
2002-11-01,-0.0929606083446366,-0.0994491898178964,-0.0802986810861234,-0.1506180600262006,-0.1068419777956144,-0.0886574432118081,-0.143163206537622,-0.0605291029499817,0.0042357650690227,-0.001065851930452,-0.0993414426672174,-0.0873406135871661,-0.0281725553182923,-0.0942543565819278
2002-12-01,-0.0881162385287197,-0.0864631854317785,-0.1028684187909192,-0.0845259098870201,-0.0398216220883469,-0.0576308585079239,-0.0966241025965004,-0.0945614304580573,0.0444401068683824,0.0208911151668615,-0.0483083916986579,-0.0611029653224761,-0.1097410263029949,-0.1209760531023178
2003-01-01,0.0136818557570244,0.0620871300262599,0.0250497094165282,0.0044583610007649,0.1529390800383581,0.0308426530888432,0.0061833444918306,-0.0408649491084958,0.0975013375272411,0.0257495106902112,0.0420907249003477,-0.0004720719590949,-0.0216600113724361,0.0327098974908679
2003-02-01,0.1604268737823311,0.1520456048563367,0.1832703696483868,0.2279258584137657,0.203878546709209,0.1632573664250713,0.2031070538287842,0.1330706181879932,0.1447998823805214,0.1013624084738715,0.1755137404105688,0.10024285529067,0.0440447080348853,0.1768586763381066
2003-03-01,0.0553914508096475,0.0145178283895184,0.108285875589658,0.0946577723177384,0.0081944039118333,-0.0042400382880387,0.0279761748397007,0.0714791380642623,0.0432862555375237,-0.013007731286688,0.1107577498747787,0.0345945593847147,-0.0145117389209126,0.0166244543457381
