date,cows
2000-01-01,
2000-02-01,0.029250511873357254
2000-03-01,0.09761301131544187
2000-04-01,-0.1513964641388661
2000-05-01,0.1424203400417703
2000-06-01,-0.15112193221832015
2000-07-01,0.053136612881839795
2000-08-01,-0.008321823337492873
2000-09-01,0.056673410244510336
2000-10-01,0.06026329605668934
2000-11-01,-0.05361759128981802
2000-12-01,-0.012629531139765504
2001-01-01,-0.2108626952128425
2001-02-01,0.18239420745328871
2001-03-01,0.15622418635006596
2001-04-01,-0.02964114212353408
2001-05-01,-0.011912568432904891
2001-06-01,-0.15544706633194494
2001-07-01,0.06251462426904553
2001-08-01,0.038181226237913535
2001-09-01,0.07145306544291685
2001-10-01,0.1255565339897622
2001-11-01,-0.010023377487854646
2001-12-01,-0.16131780830706433
2002-01-01,0.03570053273853091
2002-02-01,-0.15753477781149883
2002-03-01,0.1597844975455125
2002-04-01,-0.053915636540807554
2002-05-01,-0.03780548602370004
2002-06-01,-0.11707955339029752
2002-07-01,0.10628967246551113
2002-08-01,-0.03529458733744306
2002-09-01,0.1043467374040965
2002-10-01,0.13994233382509336
2002-11-01,-0.14060645471950295
2002-12-01,0.045613684852771286
2003-01-01,-0.07956678159173336
2003-02-01,-0.11091236298029372
2003-03-01,0.08038229883857184
2003-04-01,-0.03643981814956376
2003-05-01,-0.021917667856573786
2003-06-01,-0.09116853353216925
2003-07-01,0.10088641976422252
2003-08-01,0.0050088222704118834
2003-09-01,0.18481659112437754
2003-10-01,0.01192674688152806
2003-11-01,-0.09162341383415296
2003-12-01,0.05272488619564797
2004-01-01,-0.1405998407222988
2004-02-01,-0.07907312815266465
2004-03-01,0.21539708936952806
2004-04-01,-0.16923504760636732
2004-05-01,-0.07107613557160164
2004-06-01,0.09025200007697265
2004-07-01,-0.08081133540349583
2004-08-01,0.046865272445788975
2004-09-01,0.09839237995524641
2004-10-01,0.019178670030573386
2004-11-01,0.09691244797233978
2004-12-01,-0.013327331926795694
2005-01-01,-0.25082424311478846
2005-02-01,-0.07339882879997361
2005-03-01,0.23961979864567695
2005-04-01,-0.07819099926195605
2005-05-01,-0.019277705425903235
2005-06-01,-0.06795066190850818
2005-07-01,-0.04486159304336823
2005-08-01,0.14049951633672464
2005-09-01,0.0
2005-10-01,0.10874092343495434
2005-11-01,0.021804950147124913
2005-12-01,-0.04426296138517927
2006-01-01,-0.06877817939037456
2006-02-01,-0.10436717098490789
2006-03-01,0.20211380127576817
2006-04-01,-0.16891411088549546
2006-05-01,0.15700046528197475
2006-06-01,-0.16995376384425498
2006-07-01,-0.019254032909600483
2006-08-01,0.12601461879962628
2006-09-01,-0.038689200006796653
2006-10-01,0.13434909130270967
2006-11-01,0.012948230799111116
2006-12-01,-0.03968520758456151
2007-01-01,-0.05813832572629707
2007-02-01,-0.12535924061126735
2007-03-01,0.15954333598940096
2007-04-01,-0.14050624203611406
2007-05-01,0.04035238263429264
2007-06-01,-0.13028930061404864
2007-07-01,0.07109592168373169
2007-08-01,0.08437719161348411
2007-09-01,0.005033266063652064
2007-10-01,0.17611622189486908
2007-11-01,-0.050731605508858024
2007-12-01,-0.03247351726919234
2008-01-01,-0.030358141235694802
2008-02-01,-0.06004579324403281
2008-03-01,0.014559916299923259
2008-04-01,0.034987981685791425
2008-05-01,-0.09679212841175655
2008-06-01,0.00951766072396154
2008-07-01,-0.030551122065489267
2008-08-01,-0.028356920424798204
2008-09-01,0.1920911203740907
2008-10-01,0.06346088005039263
2008-11-01,-0.12861737782209204
2008-12-01,0.12632607612460944
2009-01-01,-0.16092793937777117
2009-02-01,-0.09312109206644337
2009-03-01,0.22330126758296842
2009-04-01,-0.1402903898167942
2009-05-01,-0.032269786287777436
2009-06-01,0.029544246306727473
2009-07-01,-0.026737095590881665
2009-08-01,0.009300662281585659
2009-09-01,0.14423579151789667
2009-10-01,-0.033575513670026425
2009-11-01,0.12202839006839028
2009-12-01,-0.00014672437851714903
2010-01-01,-0.2649060099425036
2010-02-01,-0.041986055469891426
2010-03-01,0.24484493561259413
2010-04-01,-0.12684032276889212
2010-05-01,-0.018605187831035153
2010-06-01,-0.02098425688984662
2010-07-01,-0.08341367898002261
2010-08-01,0.15954799427897726
2010-09-01,0.0073210508314573985
2010-10-01,0.06676250934574668
2010-11-01,0.1272238554213807
2010-12-01,-0.0526399571858569
2011-01-01,-0.2085234078592464
2011-02-01,-0.07045828222622674
2011-03-01,0.1362772785609927
2011-04-01,-0.068180272520447
2011-05-01,0.0489719988821804
2011-06-01,-0.1757974307170116
2011-07-01,0.02648351969036611
2011-08-01,0.12424027347452693
2011-09-01,0.04936494483881759
2011-10-01,0.05315061868677873
2011-11-01,0.0915151088357753
2011-12-01,-0.04578211610889227
2012-01-01,-0.16815417180631087
2012-02-01,-0.06047746727560366
2012-03-01,0.16723168615548545
2012-04-01,-0.14496837484416858
2012-05-01,0.00955152874503895
2012-06-01,-0.08719778765285824
2012-07-01,0.08346295604720666
2012-08-01,-0.06492525010152761
2012-09-01,0.1645631552738429
2012-10-01,0.13151836021300412
2012-11-01,-0.03536179863999678
2012-12-01,-0.0757066367214243
2013-01-01,-0.015719387224400805
2013-02-01,-0.13014208851345188
2013-03-01,0.10263074214856971
2013-04-01,-0.004166672694847051
2013-05-01,-0.05691283427093197
2013-06-01,-0.15249459333227833
2013-07-01,0.2078404385126582
2013-08-01,-0.0257691632867747
2013-09-01,0.03858097287976392
2013-10-01,0.1607885497169299
2013-11-01,-0.08463062932153775
2013-12-01,-0.005274526733270335
2014-01-01,-0.03390155167567954
