date,unempl
2000-01-01,
2000-04-01,-0.025708356710206992
2000-07-01,-0.048009219186360585
2000-10-01,-0.03333642026759165
2001-01-01,-0.04035129552356764
2001-04-01,-0.01183445764700286
2001-07-01,-0.011976191046715545
2001-10-01,-0.006042314455962483
2002-01-01,0.0
2002-04-01,0.006042314455962483
2002-07-01,0.01791092656653026
2002-10-01,0.01176484157958635
2003-01-01,0.0
2003-04-01,0.017391742711869274
2003-07-01,-0.017391742711869274
2003-10-01,0.0
2004-01-01,0.011628037995119023
2004-04-01,0.022858138076050416
2004-07-01,0.04420609250449559
2004-10-01,0.04233436382656075
2005-01-01,0.050515790136901995
2005-04-01,0.05743204908587529
2005-07-01,0.027524673390090015
2005-10-01,0.0045146803545268455
2006-01-01,-0.0045146803545268455
2006-04-01,-0.00453515516539138
2006-07-01,0.03132247112904096
2006-10-01,4.440892098500626e-16
2007-01-01,-0.05897400245955131
2007-04-01,0.0
2007-07-01,0.032186686495901284
2007-10-01,0.06142281262640603
2008-01-01,-0.025863510589919425
2008-04-01,0.0
2008-07-01,0.017316450011461093
2008-10-01,0.054293082366662304
2009-01-01,0.09678728494733813
2009-04-01,0.04332807676353667
2009-07-01,0.05833557701296366
2009-10-01,0.03278982282299081
2010-01-01,0.0410800257434647
2010-04-01,0.012307847674596584
2010-07-01,-0.012307847674596584
2010-10-01,0.0
2011-01-01,0.006172859107080875
2011-04-01,-0.021773799549560824
2011-07-01,0.0031397200046678897
2011-10-01,-0.0031397200046678897
2012-01-01,0.018692133012153
2012-04-01,-0.01555241300748511
2012-07-01,-0.015798116876591273
2012-10-01,0.0
2013-01-01,0.0031796529173795385
2013-04-01,-0.08269171584511348
2013-07-01,-0.035091319811269894
2013-10-01,-0.0779615414697119
2014-01-01,-0.09724254755537887
2014-04-01,-0.017167803622365252
2014-07-01,-0.06252035698133396
2014-10-01,-0.018605187831034264
2015-01-01,-0.004705891037412702
2015-04-01,-0.05328136661293703
2015-07-01,-0.06155789299943315
2015-10-01,-0.06559728248581331
2016-01-01,-0.06416194421728605
2016-04-01,-0.10135249426028725
2016-07-01,-0.06187540371808753
2016-10-01,-0.07356256717701681
2017-01-01,-0.03891541624967365
2017-04-01,-0.007968169649176904
2017-07-01,-0.05762911283663641
2017-10-01,-0.04329680575332384
2018-01-01,-0.026907452919924246
2018-04-01,-0.05608946665104364
2018-07-01,0.019048194970694432
2018-10-01,-0.03846628082779624
2019-01-01,-0.009852296443011443
2019-04-01,-0.04040953833787686
2019-07-01,0.0
2019-10-01,0.010256500167189486
