date,pop
2000-01-01,16.13957334513455
2000-04-01,16.139005508186393
2000-07-01,16.13846674409815
2000-10-01,16.137996312664654
2001-01-01,16.137623730765863
2001-04-01,16.137103845128994
2001-07-01,16.13648551606991
2001-10-01,16.13575873616383
2002-01-01,16.134972433514758
2002-04-01,16.13413630895235
2002-07-01,16.133299484700593
2002-10-01,16.132540815389817
2003-01-01,16.131682924466837
2003-04-01,16.130942772159052
2003-07-01,16.130340377374758
2003-10-01,16.129816690409015
2004-01-01,16.129352059214018
2004-04-01,16.128916889589902
2004-07-01,16.128352865410967
2004-10-01,16.127838039400885
2005-01-01,16.127461652708643
2005-04-01,16.1269166314641
2005-07-01,16.126331641883034
2005-10-01,16.12584554281838
2006-01-01,16.125508110673774
2006-04-01,16.125220210900615
2006-07-01,16.124822971707747
2006-10-01,16.124515002760504
2007-01-01,16.124306324735034
2007-04-01,16.123799353874997
2007-07-01,16.12325233239325
2007-10-01,16.122734873106744
2008-01-01,16.122306771729786
2008-04-01,16.12194822027381
2008-07-01,16.121649329157616
2008-10-01,16.12129054185484
2009-01-01,16.1208319040012
2009-04-01,16.120432917421805
2009-07-01,16.120103633611112
2009-10-01,16.119674404071535
2010-01-01,16.119225012988878
2010-04-01,16.118695471030286
2010-07-01,16.11784561970311
2010-10-01,16.116944989200924
2011-01-01,16.11623391901037
2011-04-01,16.115562445099965
2011-07-01,16.11494067926502
2011-10-01,16.114438973454774
2012-01-01,16.113294142142127
2012-04-01,16.112429629331693
2012-07-01,16.111584499342662
2012-10-01,16.11079909572568
2013-01-01,16.10841898265614
2013-04-01,16.107570454901808
2013-07-01,16.106711092091683
2013-10-01,16.105952217011627
2014-01-01,16.10537508654894
2014-04-01,16.104838157466396
2014-07-01,16.104250244136267
2014-10-01,16.103672130292594
2015-01-01,16.10294140318664
2015-04-01,16.102189821274543
2015-07-01,16.101569849000985
2015-10-01,16.10104104439213
2016-01-01,16.10054249171073
2016-04-01,16.099758549254716
2016-07-01,16.09887205599056
2016-10-01,16.098045993152617
2017-01-01,16.097127344522125
2017-04-01,16.096504224714845
2017-07-01,16.096054520081438
2017-10-01,16.095676202770957
2018-01-01,16.095430731208626
2018-04-01,16.095256819054285
2018-07-01,16.095113574566394
2018-10-01,16.094970309556583
2019-01-01,16.094796317303917
2019-04-01,16.094560867824658
2019-07-01,16.094458481192166
2019-10-01,16.094509675818788
