date,gdp_cap
2000-01-01,10.483866710545785
2000-02-01,10.486756659739113
2000-03-01,10.48963568669477
2000-04-01,10.492503865079561
2000-05-01,10.49693034629965
2000-06-01,10.501334168099959
2000-07-01,10.505715546406199
2000-08-01,10.510997643634886
2000-09-01,10.516248234406213
2000-10-01,10.521467671508688
2000-11-01,10.521923958386399
2000-12-01,10.522379711017015
2001-01-01,10.522834930385528
2001-02-01,10.526040320236985
2001-03-01,10.52923315988571
2001-04-01,10.532413539074422
2001-05-01,10.533926262148299
2001-06-01,10.535434864459804
2001-07-01,10.536939364533612
2001-08-01,10.537984139237611
2001-09-01,10.539026556978397
2001-10-01,10.540066626287237
2001-11-01,10.54317632751051
2001-12-01,10.54627263712022
2002-01-01,10.549355656181989
2002-02-01,10.552217488245148
2002-03-01,10.555067706251666
2002-04-01,10.557906392264783
2002-05-01,10.55911133452043
2002-06-01,10.560313341487854
2002-07-01,10.56151242474491
2002-08-01,10.560590009886338
2002-09-01,10.559667881836807
2002-10-01,10.558746040070703
2002-11-01,10.556338261174009
2002-12-01,10.55392762187474
2003-01-01,10.551514110055852
2003-02-01,10.54983774313689
2003-03-01,10.548160625005345
2003-04-01,10.546482752795923
2003-05-01,10.550393264886475
2003-06-01,10.554284129194276
2003-07-01,10.558155522655394
2003-08-01,10.563123113359513
2003-09-01,10.568060558650213
2003-10-01,10.572968191740022
2003-11-01,10.576698026922005
2003-12-01,10.58040980405148
2004-01-01,10.58410367933889
2004-02-01,10.588040822624453
2004-03-01,10.591958103067878
2004-04-01,10.595855700432287
2004-05-01,10.595542706356083
2004-06-01,10.595229922697813
2004-07-01,10.594917349230075
2004-08-01,10.59523466493952
2004-09-01,10.595551568075546
2004-10-01,10.595868059458155
2004-11-01,10.59729869479529
2004-12-01,10.598725884458574
2005-01-01,10.60014964232962
2005-02-01,10.604360152792829
2005-03-01,10.608548906423405
2005-04-01,10.612716107886248
2005-05-01,10.619750689517959
2005-06-01,10.626729501233694
2005-07-01,10.633653371576774
2005-08-01,10.642650296361648
2005-09-01,10.651558554870194
2005-10-01,10.66037979972269
2005-11-01,10.671887651626436
2005-12-01,10.683253934635543
2006-01-01,10.694481966046364
2006-02-01,10.70465318206573
2006-03-01,10.714712483973086
2006-04-01,10.724662209432529
2006-05-01,10.732935615362065
2006-06-01,10.741129638294835
2006-07-01,10.749245686466303
2006-08-01,10.757863877209555
2006-09-01,10.766396486165695
2006-10-01,10.774845087871705
2006-11-01,10.782476214703301
2006-12-01,10.790038980029632
2007-01-01,10.797534511760992
2007-02-01,10.807056898151293
2007-03-01,10.816476340496298
2007-04-01,10.825794910373764
2007-05-01,10.831780097460761
2007-06-01,10.837717817293466
2007-07-01,10.843608735760423
2007-08-01,10.848945813058954
2007-09-01,10.854243958584433
2007-10-01,10.859503670330257
2007-11-01,10.863897678715494
2007-12-01,10.868263790336249
2008-01-01,10.872602311241563
2008-02-01,10.878864199345294
2008-03-01,10.885074776098751
2008-04-01,10.891234787932932
2008-05-01,10.896145950574821
2008-06-01,10.901023144557692
2008-07-01,10.905866778500206
2008-08-01,10.896755975080602
2008-09-01,10.887580227245929
2008-10-01,10.87833844764442
2008-11-01,10.872914076774423
2008-12-01,10.867471233847022
2009-01-01,10.86200974330913
2009-02-01,10.863240187376308
2009-03-01,10.86446663131642
2009-04-01,10.865689095522109
2009-05-01,10.870023205334203
2009-06-01,10.874333411512408
2009-07-01,10.878619950972643
2009-08-01,10.879991739590748
2009-09-01,10.881359998771796
2009-10-01,10.882724743395327
2009-11-01,10.884361900828988
2009-12-01,10.885994431174336
2010-01-01,10.887622356186242
2010-02-01,10.890109537005467
2010-03-01,10.892587570826148
2010-04-01,10.895056515581558
2010-05-01,10.898013417021346
2010-06-01,10.900958071442401
2010-07-01,10.903890567462959
2010-08-01,10.910196961224
2010-09-01,10.91645640970703
2010-10-01,10.922669556434276
2010-11-01,10.929254916645586
2010-12-01,10.935789403089963
2011-01-01,10.942273740930847
2011-02-01,10.948675651302432
2011-03-01,10.95502638465901
2011-04-01,10.961326678772217
2011-05-01,10.963373704599237
2011-06-01,10.965412248252413
2011-07-01,10.967442366553131
2011-08-01,10.968142668289888
2011-09-01,10.968841098419773
2011-10-01,10.969537664605449
2011-11-01,10.973018592484237
2011-12-01,10.97648149610162
2012-01-01,10.97992653569354
2012-02-01,10.98194942502286
2012-03-01,10.983964942795856
2012-04-01,10.985973133304537
2012-05-01,10.991028162602264
2012-06-01,10.996048981808913
2012-07-01,11.001035999677752
2012-08-01,11.002997330426753
2012-09-01,11.004951162948329
2012-10-01,11.006897543867426
2012-11-01,11.010200793183273
2012-12-01,11.01348703416986
2013-01-01,11.016756415461455
2013-02-01,11.020014456985116
2013-03-01,11.023255350628093
2013-04-01,11.026479248302097
2013-05-01,11.02992738312997
2013-06-01,11.033356036158693
2013-07-01,11.036765392013514
2013-08-01,11.038180214385832
2013-09-01,11.039590080427043
2013-10-01,11.040995017529623
2013-11-01,11.0421500672549
2013-12-01,11.043301517935832
2014-01-01,11.04444938712753
2014-02-01,11.047968948851945
2014-03-01,11.051469447855823
2014-04-01,11.054951059866376
2014-05-01,11.057640304348938
2014-06-01,11.060316775513787
2014-07-01,11.062980573669526
2014-08-01,11.065655600723106
2014-09-01,11.068317761092535
2014-10-01,11.070967156752651
2014-11-01,11.070569620678937
2014-12-01,11.07017265074083
2015-01-01,11.06977624569862
2015-02-01,11.0736664514363
2015-03-01,11.077531073106751
2015-04-01,11.08137039084183
2015-05-01,11.084869013859677
2015-06-01,11.088348028814634
