date,co2
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,-0.030490817133340897
2001-04-01,0.015115550484228635
2001-07-01,0.05446605114878622
2001-10-01,0.017567255352371802
2002-01-01,-0.0761079265385014
2002-04-01,-0.03962449031327253
2002-07-01,-0.08603089054782487
2002-10-01,-0.034772719812394826
2003-01-01,0.07644064251466176
2003-04-01,0.009986967652675816
2003-07-01,0.040974710768757916
2003-10-01,0.043113025193818544
2004-01-01,-0.007210811125155203
2004-04-01,0.006853369475660287
2004-07-01,-0.007215060324963218
2004-10-01,-0.00814700356771425
2005-01-01,-0.01192118111671192
2005-04-01,-0.03152591949340433
2005-07-01,-0.029574740950209844
2005-10-01,-0.03865957475405324
2006-01-01,0.03989701019093417
2006-04-01,-0.024564269556488938
2006-07-01,0.0017291738903359999
2006-10-01,-0.054415021578659406
2007-01-01,-0.12382062821204443
2007-04-01,-0.0219956231824483
2007-07-01,-0.005967942530755721
2007-10-01,0.06970567897967328
2008-01-01,0.028074259715271666
2008-04-01,0.03836909332443739
2008-07-01,0.03753784596704435
2008-10-01,0.00026108850088846225
2009-01-01,-0.018080543144868955
2009-04-01,-0.0910490872785168
2009-07-01,-0.059418567505368
2009-10-01,-0.0673871984183485
2010-01-01,0.08553400899357655
2010-04-01,0.12530205599457034
2010-07-01,0.05514778094227424
2010-10-01,0.08886080333379809
2011-01-01,-0.07426949324965548
2011-04-01,-0.10661978836697372
2011-07-01,-0.06934663648076977
2011-10-01,-0.1010204876873182
2012-01-01,-0.010523611264062538
2012-04-01,0.018823287633804142
2012-07-01,-0.0031426334478155127
2012-10-01,-0.008079337366361017
2013-01-01,0.07797921803897623
2013-04-01,0.03316399698242378
2013-07-01,-0.030612208043510947
2013-10-01,-0.035092138780960624
2014-01-01,-0.1808533455738548
2014-04-01,-0.08627820427417632
2014-07-01,0.004117509748727599
2014-10-01,0.01838687751570589
2015-01-01,0.10853914147130439
2015-04-01,0.041667232347684546
2015-07-01,0.03886859949835397
2015-10-01,-0.016645025680556813
2016-01-01,-0.045403671588353234
2016-04-01,-0.01492885039345282
2016-07-01,-0.043956789100423777
2016-10-01,0.08265623926000032
2017-01-01,0.007672819434521472
2017-04-01,0.01001859504555469
2017-07-01,-0.0018819686100854938
2017-10-01,-0.05161137349131195
2018-01-01,0.003772215207717977
2018-04-01,0.006889571906562253
2018-07-01,0.0009023283137068461
2018-10-01,0.004261133370899728
2019-01-01,-0.010211735896664464
2019-04-01,-0.009224350963890515
2019-07-01,-0.0030937022935688674
2019-10-01,-0.008437056936610787
