date,co2
2000-01-01,24.38816579610989
2000-04-01,24.09846517528248
2000-07-01,23.96348136297199
2000-10-01,24.270793321574295
2001-01-01,24.35767497897655
2001-04-01,24.11358072576671
2001-07-01,24.017947414120776
2001-10-01,24.288360576926667
2002-01-01,24.28156705243805
2002-04-01,24.073956235453437
2002-07-01,23.93191652357295
2002-10-01,24.253587857114272
2003-01-01,24.35800769495271
2003-04-01,24.083943203106113
2003-07-01,23.97289123434171
2003-10-01,24.29670088230809
2004-01-01,24.350796883827556
2004-04-01,24.090796572581773
2004-07-01,23.965676174016746
2004-10-01,24.288553878740377
2005-01-01,24.338875702710844
2005-04-01,24.05927065308837
2005-07-01,23.936101433066536
2005-10-01,24.249894303986324
2006-01-01,24.378772712901778
2006-04-01,24.03470638353188
2006-07-01,23.937830606956872
2006-10-01,24.195479282407664
2007-01-01,24.254952084689734
2007-04-01,24.01271076034943
2007-07-01,23.931862664426117
2007-10-01,24.265184961387337
2008-01-01,24.283026344405005
2008-04-01,24.05107985367387
2008-07-01,23.96940051039316
2008-10-01,24.265446049888226
2009-01-01,24.264945801260136
2009-04-01,23.960030766395352
2009-07-01,23.909981942887793
2009-10-01,24.198058851469877
2010-01-01,24.350479810253713
2010-04-01,24.085332822389923
2010-07-01,23.965129723830067
2010-10-01,24.286919654803675
2011-01-01,24.276210317004058
2011-04-01,23.97871303402295
2011-07-01,23.895783087349297
2011-10-01,24.185899167116357
2012-01-01,24.265686705739995
2012-04-01,23.997536321656753
2012-07-01,23.892640453901482
2012-10-01,24.177819829749996
2013-01-01,24.34366592377897
2013-04-01,24.030700318639177
2013-07-01,23.86202824585797
2013-10-01,24.142727690969036
2014-01-01,24.162812578205116
2014-04-01,23.944422114365
2014-07-01,23.8661457556067
2014-10-01,24.16111456848474
2015-01-01,24.27135171967642
2015-04-01,23.986089346712685
2015-07-01,23.905014355105052
2015-10-01,24.144469542804185
2016-01-01,24.225948048088068
2016-04-01,23.971160496319232
2016-07-01,23.86105756600463
2016-10-01,24.227125782064185
2017-01-01,24.23362086752259
2017-04-01,23.981179091364787
2017-07-01,23.859175597394543
2017-10-01,24.175514408572873
2018-01-01,24.237393082730307
2018-04-01,23.98806866327135
2018-07-01,23.86007792570825
2018-10-01,24.179775541943773
2019-01-01,24.227181346833643
2019-04-01,23.97884431230746
2019-07-01,23.85698422341468
2019-10-01,24.171338485007162
