model,timeframe,timestamp,treatment_country,prox,incl_vars,incl_countries,incl_years,stat,sign_level,impl_date,months_cor,split_date,n_train,n_test,r2_pre_log_diff_stand,r2_pre_log_diff,r2_pre_log,r2_pre,lasso_alpha,n_pars,lasso_pars,lasso_coefs,normal_errors,shapiro_p,att_mean,att_std,att_sign,att_p,att_log_diff_mean,att_log_diff_std,att_log_diff_sign,att_log_diff_p
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-24,2012-04-01,135,91,0.6833096835310957,0.6905187785986673,0.953033182893112,0.9469247012354183,0.17499999999999988,6,"['belgium co2', 'croatia co2', 'hungary co2', 'italy co2', 'netherlands co2', 'spain co2']","[0.233, 0.111, 0.063, 0.026, 0.278, 0.065]",0,0.010898354463279247,887060875.5488402,1545676625.979287,1,1.3796366530044632e-05,0.008264811436099752,0.04276087142694794,0,0.11841588118420698
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-21,2012-07-01,138,88,0.7340540533056132,0.7486111844493966,0.9443402914742889,0.9361658271433152,0.1209999999999999,7,"['belgium co2', 'croatia co2', 'hungary co2', 'lithuania gdp', 'netherlands co2', 'spain co2', 'spain unempl']","[0.314, 0.131, 0.003, -0.033, 0.285, 0.161, 0.039]",1,0.22532430291175842,1851373488.2703161,1728663549.9923847,1,1.1317516225191056e-12,0.008546657894434907,0.04178852358209318,1,0.09884761018497634
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-18,2012-10-01,141,85,0.7322776349625394,0.7473492098334702,0.9365122036616357,0.926361262697748,0.1189999999999999,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2', 'spain co2', 'spain unempl']","[0.321, 0.12, -0.021, 0.286, 0.172, 0.055]",1,0.22029241919517517,2139358971.3811345,1805865656.7960083,1,2.5575472375455282e-14,0.008157136510302662,0.04190993789059589,0,0.11590370740438263
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-15,2013-01-01,144,82,0.6535682436777359,0.6792090852287105,0.9423294931824517,0.9315261205700307,0.19399999999999984,5,"['belgium co2', 'croatia co2', 'italy co2', 'netherlands co2', 'spain co2']","[0.296, 0.072, 0.003, 0.265, 0.098]",0,0.02180122397840023,2070711344.4817276,1787922390.340133,1,6.155646415584424e-14,0.009654075213594104,0.043292991106002696,1,0.07248326953271735
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-12,2013-04-01,147,79,0.7296202758573875,0.7448379989975892,0.9329944955799062,0.9218213816443914,0.1219999999999999,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2', 'spain co2', 'spain unempl']","[0.337, 0.089, -0.019, 0.291, 0.181, 0.043]",1,0.23007361590862274,2464616824.1619177,1853844507.5830295,1,2.272304241152473e-16,0.009337947315136846,0.04220698598750639,1,0.07470106956606333
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-9,2013-07-01,150,76,0.6754977417524501,0.6984539426930101,0.9408567078362903,0.9310908707214118,0.17199999999999988,4,"['belgium co2', 'croatia co2', 'netherlands co2', 'spain co2']","[0.325, 0.088, 0.261, 0.102]",0,0.041149597615003586,2362103573.0647907,1741532314.7397833,1,9.606491399161034e-17,0.010652565277216147,0.04260787226576991,1,0.044698526460061005
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-6,2013-10-01,153,73,0.7154171788791723,0.7369543917427617,0.9443807089566288,0.9355085013687933,0.1239999999999999,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2', 'spain co2', 'spain unempl']","[0.363, 0.099, -0.028, 0.261, 0.153, 0.016]",1,0.19078896939754486,2235419441.6315355,1750833419.9283993,1,1.24753118173072e-15,0.010539487501654976,0.04213020046486963,1,0.044573874944686995
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,-3,2014-01-01,156,70,0.7162968751155989,0.7365764244384031,0.9503432157105453,0.9426259264214005,0.1219999999999999,7,"['belgium co2', 'croatia co2', 'czech_republic gdp', 'lithuania gdp', 'netherlands co2', 'spain co2', 'spain unempl']","[0.369, 0.103, -0.003, -0.037, 0.255, 0.15, 0.003]",1,0.20488332211971283,1977417996.1544137,1705387454.2256248,1,5.886569611751802e-14,0.010792192712399654,0.04212523558762692,1,0.039826096395469406
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,0,2014-04-01,159,67,0.737212164065215,0.7470662771156479,0.9591850953904444,0.9539372095917145,0.1129999999999999,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2', 'spain co2', 'spain unempl']","[0.385, 0.105, -0.04, 0.254, 0.153, 0.012]",1,0.3870405852794647,744060628.3480186,1562938154.8792045,1,0.00023038750548717008,0.008408570565834302,0.041909770843460356,0,0.10529096677622196
arco,m,"2023-10-17, 16:03",france,False,"['co2', 'gdp', 'ind_prod', 'infl', 'unempl', 'pop', 'brent']","['austria', 'belgium', 'bulgaria', 'croatia', 'czech_republic', 'france', 'germany', 'greece', 'hungary', 'ireland', 'italy', 'lithuania', 'netherlands', 'portugal', 'romania', 'slovakia', 'spain', 'switzerland', 'united_kingdom']","range(2000, 2020)",stat,0.1,2014-04-01,3,2014-07-01,162,64,0.7385835032996735,0.7485274760290321,0.9577955576717935,0.9524865426000015,0.10699999999999991,6,"['belgium co2', 'croatia co2', 'lithuania gdp', 'netherlands co2', 'spain co2', 'spain unempl']","[0.396, 0.103, -0.004, 0.247, 0.15, 0.061]",1,0.3795729875564575,-118177656.65397194,1548102657.049668,0,0.5342264491654807,0.004041078254577497,0.04168261059799375,0,0.4302954663035896
