date,unempl
2000-01-01,
2000-04-01,-0.008683122573460711
2000-07-01,-0.020558727021037004
2000-10-01,-0.05489182756751676
2001-01-01,-0.012618463959211734
2001-04-01,0.018868484304382704
2001-07-01,-0.00625002034517097
2001-10-01,0.021706278581862914
2002-01-01,-0.015456258236691944
2002-04-01,-0.03809984623226992
2002-07-01,-0.006493529310548585
2002-10-01,-0.023065272930995917
2003-01-01,-0.027028672387919617
2003-04-01,-0.0034305350967893666
2003-07-01,0.0
2003-10-01,0.020408871631207415
2004-01-01,0.09009304352703795
2004-04-01,-0.021773799549560824
2004-07-01,-0.0031496089028961727
2004-10-01,-0.022329476398088577
2005-01-01,-0.032789822822991255
2005-04-01,0.006644542718668767
2005-07-01,0.016420730212327594
2005-10-01,-0.04326798024851586
2006-01-01,-0.05595865364804409
2006-04-01,-0.01814931850567758
2006-07-01,-0.029741969198737284
2006-10-01,-0.0075757938084577425
2007-01-01,-0.003809528416667707
2007-04-01,-0.031010236742560426
2007-07-01,-0.007905179507113225
2007-10-01,-0.04463215402076859
2008-01-01,-0.025211419346495845
2008-04-01,-0.03023988518971832
2008-07-01,0.017391742711869274
2008-10-01,0.03390155167568132
2009-01-01,0.13976194237515882
2009-04-01,0.025046031926087675
2009-07-01,0.05164658886216689
2009-10-01,0.0586487270815077
2010-01-01,0.09069656147081195
2010-04-01,0.07781702235680754
2010-07-01,0.06219620786990632
2010-10-01,0.0888940258042461
2011-01-01,0.08374935740324863
2011-04-01,0.0753153372264388
2011-07-01,0.09709112417531962
2011-10-01,0.10784852120640731
2012-01-01,0.06792734128491329
2012-04-01,0.085766821757425
2012-07-01,0.06624938554120074
2012-10-01,0.02656702738472183
2013-01-01,0.02466216238406882
2013-04-01,0.02168759701477807
2013-07-01,0.005941788128750902
2013-10-01,-0.011919092237210327
2014-01-01,-0.01814931850567736
2014-04-01,-0.01104983618658495
2014-07-01,-0.025001302205417186
2014-10-01,-0.015306421282675675
2015-01-01,-0.0025740039951729354
2015-04-01,-0.03407931365286254
2015-07-01,-0.012072581234269242
2015-10-01,-0.01085492340943528
2016-01-01,-0.005471969877993477
2016-04-01,-0.02219231159436208
2016-07-01,-0.0028089906110553287
2016-10-01,0.001405481608734993
2017-01-01,-0.02849195579430619
2017-04-01,-0.05495071998241752
2017-07-01,-0.03258628119802598
2017-10-01,0.00628932890756384
2018-01-01,-0.015798116876591273
2018-04-01,-0.06072414906210044
2018-07-01,-0.02397375089799869
2018-10-01,-0.0017346058122080787
2019-01-01,-0.0034782643763251464
2019-04-01,-0.07598590697792185
2019-07-01,-0.017062025276721515
2019-10-01,-0.019305618894153387
