date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2012-01-01,portugal,6920213906.0,1,0,0
2012-02-01,portugal,6892965435.0,1,0,0
2012-03-01,portugal,5664217832.0,1,0,0
2012-04-01,portugal,5213925711.0,1,0,0
2012-05-01,portugal,4662039118.0,1,0,0
2012-06-01,portugal,4787663889.0,1,0,0
2012-07-01,portugal,5124340536.0,1,0,0
2012-08-01,portugal,5095955184.0,1,0,0
2012-09-01,portugal,5360413559.0,1,0,0
2012-10-01,portugal,5080750186.0,1,0,0
2012-11-01,portugal,5499143934.0,1,0,0
2012-12-01,portugal,5524316651.0,1,0,0
2013-01-01,portugal,6425024578.0,1,0,0
2013-02-01,portugal,6035969901.0,1,0,0
2013-03-01,portugal,5623852021.0,1,0,0
2013-04-01,portugal,4988601226.0,1,0,0
2013-05-01,portugal,4955530634.0,1,0,0
2013-06-01,portugal,4778420494.0,1,0,0
2013-07-01,portugal,5392590881.0,1,0,0
2013-08-01,portugal,4659324101.0,1,0,0
2013-09-01,portugal,4761510124.0,1,0,0
2013-10-01,portugal,4826360654.0,1,0,0
2013-11-01,portugal,5541578062.0,1,0,0
2013-12-01,portugal,6828432058.0,1,0,0
2014-01-01,portugal,5715382550.0,1,0,0
2014-02-01,portugal,5384338074.0,1,0,0
2014-03-01,portugal,5578805193.0,1,0,0
2014-04-01,portugal,4832291734.0,1,0,0
2014-05-01,portugal,5006886394.0,1,0,0
2014-06-01,portugal,5084819523.0,1,0,0
2014-07-01,portugal,5154522441.0,1,0,0
2014-08-01,portugal,4898787032.0,1,0,0
2014-09-01,portugal,5176941567.0,1,0,0
2014-10-01,portugal,5208709664.0,1,0,0
2014-11-01,portugal,5820719419.0,1,0,0
2014-12-01,portugal,6570877248.0,1,0,0
