date,austria brent,austria co2,austria ind_prod,austria infl,austria unempl,belgium co2,belgium ind_prod,belgium infl,belgium pop,belgium unempl,bulgaria co2,bulgaria ind_prod,bulgaria infl,bulgaria pop,bulgaria unempl,croatia co2,croatia ind_prod,croatia infl,croatia pop,czech_republic co2,czech_republic ind_prod,czech_republic infl,czech_republic pop,czech_republic unempl,germany co2,germany ind_prod,germany infl,germany unempl,greece brent,greece ind_prod,greece infl,hungary co2,hungary ind_prod,hungary infl,italy co2,italy ind_prod,italy infl,italy unempl,lithuania co2,lithuania ind_prod,lithuania infl,lithuania unempl,netherlands co2,netherlands ind_prod,netherlands infl,netherlands pop,netherlands unempl,romania co2,romania ind_prod,romania infl,romania pop,romania unempl,slovakia co2,slovakia ind_prod,slovakia infl,slovakia pop,slovakia unempl,spain co2,spain ind_prod,spain infl,spain unempl
2001-11-01,-0.0885173346645085,0.1579416535845013,-0.027,-0.002,0.0235304974101939,0.0498126818303568,-0.001,0.001,0.0004204602484456,0.0136056520557787,0.1017241281784961,0.012,-0.015,-0.0003209866142359,0.0101010959865037,0.254487346084673,-0.006,0.003,0.0001006717906868,0.0935739647477937,0.0069999999999999,-0.003,-0.0003264346833162,0.0,0.0928542143415107,-0.01,0.0,0.0,-0.0885173346645085,0.0139999999999999,-0.002,0.1848224814161163,-0.034,-0.003,0.0637311861419007,-0.0139999999999999,-0.002,0.0,0.0875687555861652,-0.008,-0.003,0.0,0.0254616600140877,0.057,-0.003,0.0004762545774248,0.0,0.1737608217400357,-0.005,0.003,-0.0087011801302061,0.0263173083173735,0.138362439459815,-0.024,0.002,-2.478621886403687e-05,-0.0051151006667704,0.0568281957842344,-0.016,-0.001,0.0094787439545438
2001-12-01,-0.0047987295499054,0.1743849549215994,0.017,0.003,0.022989518224699,0.0793041146022766,-0.011,-0.001,0.0004202835359201,0.0134230203321403,0.1643186027287342,0.026,0.004,-0.0003210896797245,-0.005037794029957,0.243362394143741,0.038,0.003,0.0001006616568979,0.0672323423729928,0.001,0.004,-0.0003265412777189,0.0125787822068601,0.0980490442775625,0.01,0.013,0.0124225199985574,-0.0047987295499054,-0.083,0.01,0.2012566762490877,-0.005,0.0,0.1300968268642783,0.015,-0.002,-0.0112995552539332,0.0940902055385422,0.046,0.003,-0.0171924005403727,0.0511925676212037,-0.002,0.002,0.0004760278669664,0.0317486983145802,0.1497373007817515,-0.013,-0.005,-0.0087775557096385,0.050643732818755,0.103411296797514,-0.01,-0.001,-2.4786833234813344e-05,-0.0103093696588612,0.1804446839239943,0.0,0.0,0.0093897403498388
2002-01-01,0.0372453225771804,0.0520595191071038,-0.004,-0.001,0.0224728558520586,-0.0526901078026753,0.019,-0.008,0.0004201069718767,-0.0134230203321403,0.0374519939917981,-0.03,0.021,-0.0003211928114232,-0.0204088716312071,0.164355310608613,-0.008,0.009,0.00010065152515,-0.117724184412193,-0.0279999999999999,0.0129999999999999,-0.0003266479417582,-0.064538521137571,-0.0505702892056696,-0.001,-0.011,0.0,0.0372453225771804,0.065,-0.017,0.0666496313980395,0.003,0.013,0.1289991221731838,-0.009,-0.002,-0.022989518224699,0.0122620105636102,-0.1159999999999999,0.006,-0.0352977820810238,-0.0191857389164731,-0.0139999999999999,0.012,0.0004758013722501,0.0,0.0350803108104784,0.015,0.0009999999999999,-0.0088552839613988,0.0363676441708746,-0.0181324138453895,0.012,0.0139999999999999,-2.478744763756424e-05,-0.0104167608582554,0.1675178596038762,0.009,-0.005,0.0367013668504281
2002-02-01,0.0433317158598036,-0.0252427139340234,0.01,0.0,0.0,-0.0999139606964298,-0.003,0.025,0.0003553373319249,-0.0136056520557787,-0.0394701980781597,-0.015,-0.011,-0.0003847218952106,-0.0051679701584423,-0.0028049587180802,-0.005,-0.011,0.0,-0.1149981220920004,0.023,-0.0139999999999999,-6.534239416566834e-05,0.0,-0.1080332985835177,0.001,0.004,0.0122700925918142,0.0433317158598036,0.027,-0.006,-0.0183770920111356,0.059,-0.003,0.0175051886454866,0.012,-0.002,-0.0116960397631911,-0.0555759522422469,-0.046,-0.011,-0.0428199971829283,-0.0417183089041017,-0.011,-0.006,0.0003722084410213,0.0307716586667536,-0.0469593030178323,-0.002,-0.011,-0.0002625833946368,0.0118344576470028,-0.0549959791251204,0.043,-0.012,-1.239395422913958e-05,-0.0052493558861439,0.1223658727168128,0.006,0.003,0.0354019270509158
2002-03-01,0.1558398694181031,0.0179995622236646,-0.023,-0.001,0.0,-0.0779261769437695,0.03,-0.014,0.0003552111121543,0.0,-0.0143659877155677,-0.009,-0.008,-0.0003848699631117,-0.0209431738452432,0.1022427132149879,-0.003,0.002,0.0,-0.0198666219313992,-0.006,0.0,-6.534666407631562e-05,0.0,-0.03607080525218,0.006,-0.003,0.0,0.1558398694181031,-0.017,0.0409999999999999,0.0311061696536754,-0.011,-0.003,0.0699246981085295,0.0069999999999999,0.012,0.0,-0.043914074384407,0.157,-0.004,-0.0578939784189025,-0.0353915151730213,0.012,0.006,0.0003720699534426,0.0298529631496808,-0.0207896303575019,0.008,-0.008,-0.0002626523627853,0.023256862164267,-0.0308635192559449,-0.025,-0.003,-1.2394107841373623e-05,-0.0052770571008438,0.1650864820317075,-0.002,0.008,-0.0264332570681555
2002-04-01,0.0821825781525671,0.0287859563340973,0.038,0.004,-0.0454623740767576,-0.0565421937108219,-0.0069999999999999,-0.001,0.0003550849820221,0.0,-0.0203324958765449,0.072,-0.009,-0.0003850181450335,-0.0106383982050557,0.0480347922073534,0.012,0.002,0.0,0.0338835240166197,0.009,0.0,-6.535093454473895e-05,-0.0689928714869512,0.0031764758291181,0.004,-0.001,0.0121213605323449,0.0821825781525671,0.015,-0.0199999999999999,-0.0043978707419505,-0.003,0.002,0.0342249908196663,-0.031,-0.001,0.0459851132418234,0.0166738740822935,-0.018,0.005,-0.068519946436756,-0.0152308872828648,0.031,-0.005,0.0003719315688783,0.0,0.0078820649711026,0.018,0.016,-0.000262721367175,0.0114286958236231,0.0068368173578789,0.033,0.004,-1.2394261457160384e-05,0.0,0.1304232460863659,0.0069999999999999,0.0049999999999999,0.0
2002-05-01,-0.0148788962564605,0.0544591534221403,-0.003,-0.003,-0.0235304974101939,0.0132481950772707,0.009,0.0,0.0003226951526933,0.0,-0.0514486429224092,-0.01,-0.02,-0.0006519070628367,-0.0107527917762617,0.0346746027553663,0.016,0.0,-7.742065351479255e-06,-0.0078107755764662,0.001,-0.001,0.0,0.0281708769666964,0.0574394554816102,-0.009,0.001,0.0119761910467155,-0.0148788962564605,-0.04,-0.007,0.0021241375095577,-0.018,-0.004,0.0341289505935442,0.036,-0.005,-0.0112995552539332,-0.0078118708721852,0.044,-0.002,-0.0584107621564142,0.0302801704502968,0.024,-0.007,0.0004956936714677,0.0289875368732523,-0.0100938576031488,-0.088,-0.001,-0.0019894509118856,-0.0114286958236231,0.0053782935814403,0.018,-0.003,-2.478898377766825e-05,0.0052770571008438,0.0757146525530814,-0.008,-0.011,0.0
2002-06-01,-0.0513971095965719,-0.0207604429167247,0.012,-0.002,0.0,-0.0745890444879009,-0.017,-0.004,0.0003225910541218,0.0,-0.0510497905560853,0.013,0.004,-0.0006523323229021,-0.0108696722369037,0.0304429935966723,-0.034,-0.004,-7.742125291088087e-06,-0.050121133800566,0.0,-0.002,0.0,0.0137933221323356,-0.0314520886597549,0.02,-0.002,0.0118344576470028,-0.0513971095965719,0.019,-0.005,0.0071860912400651,0.015,-0.01,0.0431653949310124,-0.01,-0.002,0.0,0.0360964217849613,-0.002,0.0,-0.0228146777661715,0.0090100431590229,-0.023,-0.003,0.0004954480809864,0.0281708769666964,0.0156081823911264,0.079,-0.0069999999999999,-0.0019934167179087,0.0,0.0111840914252425,0.027,-0.005,-2.47895982852242e-05,-0.0052770571008438,0.0381933038924238,0.001,-0.003,0.017699577099401
2002-07-01,0.0666645817273603,0.0570500135749085,-0.013,-0.002,0.0235304974101939,-0.0757556049444936,-0.0069999999999999,-0.006,0.0003224870226929,0.0270286723879191,-0.0697171240659244,0.017,0.018,-0.0006527581381465,0.0,0.0382270957659081,0.048,0.0,-7.742185230696919e-06,0.0440862567490363,0.022,0.006,0.0,-0.041964199099032,0.0720284439556202,-0.015,0.005,0.0116960397631911,0.0666645817273603,0.001,-0.017,-0.0363699317673038,0.018,0.004,0.0482446605053965,-0.005,-0.002,-0.022989518224699,0.1387742678309997,-0.0289999999999999,0.0,-0.0077220460939102,0.0087736157177111,0.035,0.003,0.0004952027337346,0.0273989741881144,0.0472880817683183,0.006,-0.007,-0.0019973983665231,0.0,0.0383587296566076,0.0,0.002,-2.4790212824754576e-05,-0.0053050522296931,0.0326907299477099,0.004,-0.0069999999999999,0.0259754864032606
2002-08-01,0.0347429484438728,0.0443326354433786,-0.0279999999999999,0.005,0.022989518224699,-0.084014920078193,0.018,0.023,0.0003223830583394,-0.0134230203321403,-0.0780641458422906,0.0069999999999999,-0.008,-0.00056833124213,0.0,0.0349240062496356,-0.002,-0.001,0.0,0.0223380541271467,-0.022,-0.004,6.535093454473895e-05,0.0281708769666964,0.0131691344037534,0.021,-0.006,0.0115608224010759,0.0347429484438728,-0.017,0.022,-0.0585108838425689,-0.016,-0.002,0.0074905396851576,-0.0139999999999999,-0.002,0.0,0.0662923363530438,0.002,-0.003,0.0,0.0035819963769547,-0.054,0.003,0.0005155755483912,0.0266682470821613,0.0095556685947606,0.0139999999999999,0.003,-0.0003150964259539,-0.023256862164267,0.0118487630468528,0.009,0.008,6.197610820990462e-06,0.0,0.0222555340559438,0.008,0.0099999999999999,0.0085106896679088
2002-09-01,0.0635999945553069,0.0079261728599213,0.0279999999999999,-0.003,0.0224728558520586,-0.0976413642689166,-0.001,-0.0129999999999999,0.0003222791609935,0.0266682470821608,-0.0509065746151726,-0.009,0.015,-0.0005686544262157,-0.0109891215755952,0.0485325041243811,0.0579999999999999,0.006,0.0,0.0059770002833765,0.022,-0.005,6.534666407631562e-05,0.0137933221323356,0.0184474896772819,-0.01,0.001,0.0227282510775563,0.0635999945553069,0.001,0.019,-0.0407804281705139,0.023,0.0099999999999999,0.0277485240416908,0.021,0.009,0.0,-0.0038039145179453,0.024,0.001,0.0,-0.023020410939889,0.053,0.008,0.0005153098672181,0.0259754864032606,0.02178871114846,-0.003,-0.002,-0.0003151957430098,-0.0359320092260633,0.0079390034628339,-0.009,-0.002,6.197572410826524e-06,-0.0053333459753626,0.0320190999521017,0.002,0.0,-0.0085106896679088
2002-10-01,-0.0307496518666514,0.1056643795118432,-0.005,0.002,-0.0224728558520586,0.1080008222898349,0.015,-0.002,0.0003221753306021,0.025975486403261,-0.0142304033700426,-0.022,0.002,-0.0005689779780677,-0.0167134809737405,0.1712306633980667,-0.019,-0.004,0.0,0.0865421003839017,0.016,0.003,6.534239416566834e-05,-0.0277795641070759,0.1195555056866091,-0.008,0.0,0.0111733005981249,-0.0307496518666514,0.027,-0.016,0.0605679824956695,-0.0409999999999999,-0.0009999999999999,0.0669809878078702,-0.013,-0.001,-0.0116960397631911,0.108203240858419,-0.011,0.012,0.0,0.1540593302282396,-0.009,-0.011,0.0005150444597212,0.0253178079842899,0.0426464920923699,0.002,0.01,-0.0003152951226894,-0.0500104205746612,0.077120151951,0.002,-0.003,6.197534000662586e-06,0.0,0.0286280766219633,0.006,0.006,-0.0085837436913913
2002-11-01,-0.1235184057411276,-0.0929606083446366,0.001,-0.002,0.0,-0.0994491898178964,0.01,0.0,0.0003864734347622,0.0253178079842895,-0.0802986810861234,0.044,-0.008,-0.0003780822777557,-0.051884835369012,-0.1506180600262006,0.008,-0.001,0.0,-0.1068419777956144,0.016,0.002,-0.0001633639916711,0.0548082364949951,-0.0886574432118081,0.015,-0.003,0.0110498361865851,-0.1235184057411276,0.001,-0.005,-0.143163206537622,0.044,-0.006,-0.0605291029499817,0.019,-0.002,0.0,0.0042357650690227,0.042,-0.0059999999999999,-0.007782140442055,-0.001065851930452,-0.076,-0.004,0.000350078771298,0.0246926125903712,-0.0993414426672174,0.002,0.01,-0.0005293040698397,-0.025975486403261,-0.0873406135871661,0.044,-0.001,2.4789751918774527e-05,-0.0053619431413851,-0.0281725553182923,-0.004,-0.007,0.0
2002-12-01,0.151800226283044,-0.0881162385287197,-0.001,0.003,0.0224728558520586,-0.0864631854317785,-0.048,0.002,0.0003863241307442,0.0124225199985574,-0.1028684187909192,-0.02,0.01,-0.0003782252780322,-0.0609945127028417,-0.0845259098870201,-0.008,0.002,0.0,-0.0398216220883469,-0.0069999999999999,0.001,-0.0001633906838272,-0.0134230203321403,-0.0576308585079239,-0.017,0.015,0.0109290705321902,0.151800226283044,-0.001,0.0069999999999999,-0.0966241025965004,0.017,0.001,-0.0945614304580573,-0.01,0.0,-0.0118344576470028,0.0444401068683824,0.077,0.002,-0.0078431774610256,0.0208911151668615,0.0409999999999999,0.003,0.0003499562590398,0.0240975515790604,-0.0483083916986579,-0.011,-0.011,-0.0005295843810202,-0.0132452267500204,-0.0611029653224761,0.004,0.003,2.4789137400560435e-05,-0.0053908486348765,-0.1097410263029949,-0.006,0.001,0.0
2003-01-01,0.0958555497872053,0.0136818557570244,0.034,-0.001,0.0,0.0620871300262599,0.035,-0.011,0.0003861749420472,0.0,0.0250497094165282,0.072,-0.006,-0.0003783683865208,-0.0190481949706944,0.0044583610007649,-0.049,0.003,0.0,0.1529390800383581,-0.017,0.005,-0.0001634173847051,-0.0273989741881144,0.0308426530888432,0.01,-0.011,0.0215062052209638,0.0958555497872053,-0.006,-0.015,0.0061833444918306,-0.02,0.012,-0.0408649491084958,0.011,-0.006,0.046520015634893,0.0975013375272411,-0.047,-0.004,-0.0239055208535545,0.0257495106902112,0.032,0.008,0.0003498338325016,0.2326222952687535,0.0420907249003477,-0.006,-0.0019999999999999,-0.0005298649892431,0.0,-0.0004720719590949,0.033,0.0499999999999999,2.4788522914320765e-05,-0.0163491380015294,-0.0216600113724361,0.0069999999999999,-0.007,0.0085837436913913
2003-02-01,0.0497365990810925,0.1604268737823311,-0.013,0.0,0.0,0.1520456048563367,-0.001,0.031,0.0003216985712164,0.0,0.1832703696483868,-0.009,-0.005,-0.0004465738292651,-0.0459097013040781,0.2279258584137657,0.04,-0.003,7.742185230696919e-06,0.203878546709209,-0.0069999999999999,-0.002,3.268561343006127e-05,0.0137933221323356,0.1632573664250713,0.002,0.005,0.0105821093305369,0.0497365990810925,-0.018,0.006,0.2031070538287842,-0.002,-0.005,0.1330706181879932,-0.021,-0.002,-0.0114286958236231,0.1447998823805214,0.093,-0.001,0.0,0.1013624084738715,0.024,0.0009999999999999,0.0002880065849986,0.0186921330121525,0.1755137404105688,-0.0139999999999999,-0.005,-0.0003575093961352,0.0132452267500204,0.10024285529067,0.004,-0.047,6.197034720045735e-06,-0.0110498361865849,0.0440447080348853,0.004,0.006,0.0
2003-03-01,-0.0681867097534021,0.0553914508096475,-0.003,0.001,0.021978906718775,0.0145178283895184,-0.013,-0.018,0.0003215951145243,0.0,0.108285875589658,0.036,0.003,-0.0004467733465514,-0.0203396842371226,0.0946577723177384,-0.005,0.003,7.742125291088087e-06,0.0081944039118333,-0.003,-0.004,3.26845451148472e-05,0.0533459807052927,-0.0042400382880387,0.0,-0.004,0.0104712998672953,-0.0681867097534021,0.005,0.027,0.0279761748397007,0.025,0.0,0.0714791380642623,0.001,0.018,0.0,0.0432862555375237,-0.075,0.005,0.0160003413464413,-0.013007731286688,-0.063,0.002,0.0002879236610873,0.0363676441708746,0.1107577498747787,-0.013,0.003,-0.0003576372548153,0.025975486403261,0.0345945593847147,0.008,0.0,6.196996315210868e-06,-0.0111733005981251,-0.0145117389209126,-0.002,0.006,-0.0085837436913913
2003-04-01,-0.2024509280891204,0.0399116056672887,0.004,-0.004,0.0215062052209638,0.0042877609735576,0.027,-0.005,0.0003214917243568,0.0,0.0732234176812163,-0.0139999999999999,-0.001,-0.0004469730421963,-0.0207619914484289,0.0290956682581047,0.02,-0.009,7.742065351479255e-06,-0.0554426994351295,0.025,0.004,3.2683476874240114e-05,-0.0263173083173735,-0.0237220853927055,-0.004,-0.003,0.0103627870355462,-0.2024509280891204,0.0139999999999999,-0.023,-0.0227155959630422,-0.011,-0.008,0.0353106459532384,0.0139999999999999,-0.005,-0.0350913198112698,0.0470239223937021,-0.105,-0.002,0.0235304974101939,-0.0184880175117996,-0.005,-0.008,0.0002878407849138,0.017699577099401,0.0446758532006867,0.023,0.0,-0.0003577652049813,0.0,-0.0040358685415355,0.01,-0.005,6.1969579139287134e-06,-0.0227282510775563,-0.0126550252904884,0.001,0.0,-0.0173917427118692
2003-05-01,0.0338215484755108,0.0105693852535395,-0.021,0.0,0.0210534091978322,-0.0015145340070752,-0.035,-0.002,0.0003856536877719,0.0,0.1208224149367076,-0.033,-0.009,-0.0006133166567163,-0.0070175726586467,0.0620020100916853,-0.004,0.01,7.742005411870423e-06,-0.0076304064941545,-0.021,-0.003,0.0002287544331132,0.0519597389307109,-0.0102535059364399,-0.006,0.0,0.0,0.0338215484755108,0.002,0.002,0.0253079870551893,-0.006,0.001,0.035431732585085,-0.033,-0.007,0.0118344576470028,0.024538881540316,0.065,-0.002,0.0153849188394792,0.0051062705920372,-0.019,-0.002,0.0003699593086956,0.0173917427118692,0.0399310003317765,-0.003,-0.006,-0.0003316639611199,-0.012903404835908,0.054192489923718,-0.004,0.0,3.0984213545082184e-05,-0.0057637047167498,0.015007108726273,-0.0069999999999999,-0.009,-0.0088106296821548
2003-06-01,0.0669283546246322,0.022610576653868,0.0139999999999999,0.001,0.0206192872027357,0.0295181300406852,0.017,0.007,0.0003855050163394,0.0,0.1298411883287649,0.0409999999999999,-0.016,-0.0006136930448956,-0.0213531244705686,0.0740214691369693,-0.005,-0.005,7.741945472261591e-06,-0.0137796277232311,0.012,0.0,0.000228702116491,-0.0256424306133373,0.0062088759830771,-0.006,0.004,0.0102565001671894,0.0669283546246322,0.009,-0.005,0.0415865100601209,0.034,0.003,0.0460082567821054,0.012,0.0,0.0,-0.0261034106456463,0.037,0.002,-0.0076628727455689,0.0099249813964092,-0.025,-0.004,0.0003698224894215,0.0170944333593001,0.0216242886729638,0.021,0.003,-0.0003317739985959,0.0,-0.0024298435257286,0.034,0.001,3.098325355388454e-05,0.0,0.0452573340531046,0.003,0.002,0.0175443096509093
