date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2007-05-01,austria,-0.0137009017000266,0,0,0
2007-06-01,austria,0.0035870381482254,0,0,0
2007-07-01,austria,0.0133828676509821,0,0,0
2007-08-01,austria,-0.0281379491832716,0,0,0
2007-09-01,austria,0.1208003012040386,0,0,0
2007-10-01,austria,0.0958586090258819,0,0,0
2007-11-01,austria,0.0687142446029334,0,0,0
2007-12-01,austria,0.0611568818924688,0,0,0
2008-01-01,austria,0.0408395181155327,0,0,0
2008-02-01,austria,0.0427968398332119,0,0,0
2008-03-01,austria,0.0406902615129816,0,0,0
2008-04-01,austria,0.0776037249650833,0,0,0
2008-05-01,austria,-0.005031353418591,0,0,0
2008-06-01,austria,-0.0186602951746621,0,0,0
2008-07-01,austria,-0.0220524418675758,0,0,0
2008-08-01,austria,-0.0034070594748563,0,0,0
2008-09-01,austria,0.0143172033702434,0,0,0
2008-10-01,austria,-0.0306212346645331,0,0,0
2008-11-01,austria,-0.053245829103691,0,0,0
2008-12-01,austria,-0.031351603837546,0,0,0
2009-01-01,austria,0.0006030000028935,0,0,0
2009-02-01,austria,-0.0379917529923936,0,0,0
2009-03-01,austria,-0.0676993985209257,0,0,0
2009-04-01,austria,-0.1461402131735418,0,0,0
2009-05-01,austria,-0.0594794108169338,0,0,0
2009-06-01,austria,-0.0303100935396543,0,0,0
2009-07-01,austria,-0.0877910870766705,0,0,0
2009-08-01,austria,-0.1082296391446284,0,0,0
2009-09-01,austria,-0.1415466170729011,0,0,0
2009-10-01,austria,-0.0187410338150399,0,0,0
2009-11-01,austria,-0.0747817597691451,0,0,0
2009-12-01,austria,-0.0279510648759782,0,0,0
2010-01-01,austria,0.0422823060443278,0,0,0
2010-02-01,austria,0.0494980987211697,0,0,0
2010-03-01,austria,0.0743952902534808,0,0,0
2010-04-01,austria,0.1254369593005684,0,0,0
2010-05-01,austria,0.1198721516172831,0,1,0
2010-06-01,austria,0.0782246497997931,0,1,0
2010-07-01,austria,0.1175097770987108,0,1,0
2010-08-01,austria,0.100553005510978,0,1,0
2010-09-01,austria,0.1146610198628579,0,1,0
2010-10-01,austria,0.0567439686776474,0,1,0
2010-11-01,austria,0.0748126812977183,0,1,0
2010-12-01,austria,0.0952367174379134,0,1,0
2011-01-01,austria,-0.0153040899431005,0,1,0
2011-02-01,austria,-0.0105443069266932,0,1,0
2011-03-01,austria,0.0320292511697459,0,1,0
2011-04-01,austria,-0.0057571848062281,0,1,0
2011-05-01,austria,0.0145169195440537,0,1,0
2011-06-01,austria,-0.020747410899478,0,1,0
2011-07-01,austria,0.0098003211600996,0,1,0
2011-08-01,austria,-0.0366303579057607,0,1,0
2011-09-01,austria,-0.0939491060715909,0,1,0
2011-10-01,austria,-0.0578576362413478,0,1,0
2011-11-01,austria,0.0165222675806901,0,1,0
2011-12-01,austria,-0.0974463772350837,0,1,0
2012-01-01,austria,-0.0599694830849344,0,1,0
2012-02-01,austria,0.0723780283762458,0,1,0
2012-03-01,austria,-0.1068960851227593,0,1,0
