,country,series,log,diff_level1,diff_level2,regression,stationary,p_value
1595,czech republic,pop,0,0,0,c,0,0.7175640870943683
1596,czech republic,pop,0,0,0,ct,0,0.13183155373029298
1597,czech republic,pop,0,0,0,ctt,0,0.34781608320943347
1598,czech republic,pop,0,0,0,n,0,0.9950479398058211
1599,czech republic,pop,0,0,1,c,0,0.09663081028928627
1600,czech republic,pop,0,0,1,ct,0,0.3814524038284811
1601,czech republic,pop,0,0,1,ctt,0,0.8525103395468009
1602,czech republic,pop,0,0,1,n,0,0.0979850417649264
1603,czech republic,pop,0,0,2,c,0,0.11821276235102995
1604,czech republic,pop,0,0,2,ct,0,0.4300591416028702
1605,czech republic,pop,0,0,2,ctt,0,0.8775897576077285
1606,czech republic,pop,0,0,2,n,0,0.11314757297307859
1607,czech republic,pop,0,0,12,c,0,0.15027525412284554
1608,czech republic,pop,0,0,12,ct,0,0.4212692199521714
1609,czech republic,pop,0,0,12,ctt,0,0.8118704550421691
1610,czech republic,pop,0,0,12,n,0,0.1358862456388526
1611,czech republic,pop,0,0,24,c,0,0.05825570023037474
1612,czech republic,pop,0,0,24,ct,0,0.19314726382900366
1613,czech republic,pop,0,0,24,ctt,0,0.4383281026644188
1614,czech republic,pop,0,0,24,n,0,0.05719142007235767
1615,czech republic,pop,0,1,0,c,0,0.09663081028928627
1616,czech republic,pop,0,1,0,ct,0,0.3814524038284811
1617,czech republic,pop,0,1,0,ctt,0,0.8525103395468009
1618,czech republic,pop,0,1,0,n,0,0.0979850417649264
1619,czech republic,pop,0,1,1,c,1,9.514771915728254e-18
1620,czech republic,pop,0,1,2,c,1,9.92779954748386e-19
1621,czech republic,pop,0,1,12,c,1,0.010794039985205946
1622,czech republic,pop,0,1,24,c,0,0.19406286158561492
1623,czech republic,pop,0,1,24,ct,0,0.5253875130593832
1624,czech republic,pop,0,1,24,ctt,0,0.7200580483733064
1625,czech republic,pop,0,1,24,n,1,0.022899075448862157
1626,czech republic,pop,0,2,0,c,0,0.11821276235102995
1627,czech republic,pop,0,2,0,ct,0,0.4300591416028702
1628,czech republic,pop,0,2,0,ctt,0,0.8775897576077285
1629,czech republic,pop,0,2,0,n,0,0.11314757297307859
1630,czech republic,pop,0,2,1,c,1,9.92779954748386e-19
1631,czech republic,pop,0,2,2,c,1,0.0009425832299425021
1632,czech republic,pop,0,2,12,c,1,0.02217025370974725
1633,czech republic,pop,0,2,24,c,0,0.2226796123654161
1634,czech republic,pop,0,2,24,ct,0,0.5685078486303193
1635,czech republic,pop,0,2,24,ctt,0,0.7495830136700105
1636,czech republic,pop,0,2,24,n,1,0.028085459276749554
1637,czech republic,pop,0,12,0,c,0,0.15027525412284554
1638,czech republic,pop,0,12,0,ct,0,0.4212692199521714
1639,czech republic,pop,0,12,0,ctt,0,0.8118704550421691
1640,czech republic,pop,0,12,0,n,0,0.1358862456388526
1641,czech republic,pop,0,12,1,c,1,0.010794039985205946
1642,czech republic,pop,0,12,2,c,1,0.02217025370974725
1643,czech republic,pop,0,12,12,c,0,0.08644274217699299
1644,czech republic,pop,0,12,12,ct,0,0.26628246714987525
1645,czech republic,pop,0,12,12,ctt,0,0.3270896109972392
1646,czech republic,pop,0,12,12,n,1,0.00881833214364292
1647,czech republic,pop,0,12,24,c,1,0.01624438741481861
1648,czech republic,pop,0,24,0,c,0,0.05825570023037474
1649,czech republic,pop,0,24,0,ct,0,0.19314726382900366
1650,czech republic,pop,0,24,0,ctt,0,0.4383281026644188
1651,czech republic,pop,0,24,0,n,0,0.05719142007235767
1652,czech republic,pop,0,24,1,c,0,0.19406286158561492
1653,czech republic,pop,0,24,1,ct,0,0.5253875130593832
1654,czech republic,pop,0,24,1,ctt,0,0.7200580483733064
1655,czech republic,pop,0,24,1,n,1,0.022899075448862157
1656,czech republic,pop,0,24,2,c,0,0.2226796123654161
1657,czech republic,pop,0,24,2,ct,0,0.5685078486303193
1658,czech republic,pop,0,24,2,ctt,0,0.7495830136700105
1659,czech republic,pop,0,24,2,n,1,0.028085459276749554
1660,czech republic,pop,0,24,12,c,1,0.01624438741481861
1661,czech republic,pop,0,24,24,c,1,0.024222020331057283
1662,czech republic,pop,1,0,0,c,0,0.6976121957111645
1663,czech republic,pop,1,0,0,ct,0,0.131178546949058
1664,czech republic,pop,1,0,0,ctt,0,0.3442971414742593
1665,czech republic,pop,1,0,0,n,0,0.995403712147444
1666,czech republic,pop,1,0,1,c,0,0.0926930371225716
1667,czech republic,pop,1,0,1,ct,0,0.37533760054522464
1668,czech republic,pop,1,0,1,ctt,0,0.8526402521048377
1669,czech republic,pop,1,0,1,n,0,0.09338580662461815
1670,czech republic,pop,1,0,2,c,0,0.11393280556609342
1671,czech republic,pop,1,0,2,ct,0,0.4243445417841977
1672,czech republic,pop,1,0,2,ctt,0,0.8778720194858735
1673,czech republic,pop,1,0,2,n,0,0.10819121434939594
1674,czech republic,pop,1,0,12,c,0,0.14859673380798738
1675,czech republic,pop,1,0,12,ct,0,0.4192246186452404
1676,czech republic,pop,1,0,12,ctt,0,0.8122779547494968
1677,czech republic,pop,1,0,12,n,0,0.13256758689343384
1678,czech republic,pop,1,0,24,c,0,0.05856474483466099
1679,czech republic,pop,1,0,24,ct,0,0.19542184626983433
1680,czech republic,pop,1,0,24,ctt,0,0.4406794188075476
1681,czech republic,pop,1,0,24,n,0,0.055811026373756505
1682,czech republic,pop,1,1,0,c,0,0.0926930371225716
1683,czech republic,pop,1,1,0,ct,0,0.37533760054522464
1684,czech republic,pop,1,1,0,ctt,0,0.8526402521048377
1685,czech republic,pop,1,1,0,n,0,0.09338580662461815
1686,czech republic,pop,1,1,1,c,1,8.163391700111492e-18
1687,czech republic,pop,1,1,2,c,1,8.646484718916627e-19
1688,czech republic,pop,1,1,12,c,1,0.010918223864570422
1689,czech republic,pop,1,1,24,c,0,0.192787304701538
1690,czech republic,pop,1,1,24,ct,0,0.5248441878701331
1691,czech republic,pop,1,1,24,ctt,0,0.7209724522152778
1692,czech republic,pop,1,1,24,n,1,0.022532896617175124
1693,czech republic,pop,1,2,0,c,0,0.11393280556609342
1694,czech republic,pop,1,2,0,ct,0,0.4243445417841977
1695,czech republic,pop,1,2,0,ctt,0,0.8778720194858735
1696,czech republic,pop,1,2,0,n,0,0.10819121434939594
1697,czech republic,pop,1,2,1,c,1,8.646484718916627e-19
1698,czech republic,pop,1,2,2,c,1,0.000988627922398816
1699,czech republic,pop,1,2,12,c,1,0.02251210647739769
1700,czech republic,pop,1,2,24,c,0,0.2215453769583975
1701,czech republic,pop,1,2,24,ct,0,0.5682811703753534
1702,czech republic,pop,1,2,24,ctt,0,0.7505190472231753
1703,czech republic,pop,1,2,24,n,1,0.027697735121090562
1704,czech republic,pop,1,12,0,c,0,0.14859673380798738
1705,czech republic,pop,1,12,0,ct,0,0.4192246186452404
1706,czech republic,pop,1,12,0,ctt,0,0.8122779547494968
1707,czech republic,pop,1,12,0,n,0,0.13256758689343384
1708,czech republic,pop,1,12,1,c,1,0.010918223864570422
1709,czech republic,pop,1,12,2,c,1,0.02251210647739769
1710,czech republic,pop,1,12,12,c,0,0.08739566753995287
1711,czech republic,pop,1,12,12,ct,0,0.2677906713625233
1712,czech republic,pop,1,12,12,ctt,0,0.3273340908530058
1713,czech republic,pop,1,12,12,n,1,0.008892335807865817
1714,czech republic,pop,1,12,24,c,1,0.016195557678767063
1715,czech republic,pop,1,24,0,c,0,0.05856474483466099
1716,czech republic,pop,1,24,0,ct,0,0.19542184626983433
1717,czech republic,pop,1,24,0,ctt,0,0.4406794188075476
1718,czech republic,pop,1,24,0,n,0,0.055811026373756505
1719,czech republic,pop,1,24,1,c,0,0.192787304701538
1720,czech republic,pop,1,24,1,ct,0,0.5248441878701331
1721,czech republic,pop,1,24,1,ctt,0,0.7209724522152778
1722,czech republic,pop,1,24,1,n,1,0.022532896617175124
1723,czech republic,pop,1,24,2,c,0,0.2215453769583975
1724,czech republic,pop,1,24,2,ct,0,0.5682811703753534
1725,czech republic,pop,1,24,2,ctt,0,0.7505190472231753
1726,czech republic,pop,1,24,2,n,1,0.027697735121090562
1727,czech republic,pop,1,24,12,c,1,0.016195557678767063
1728,czech republic,pop,1,24,24,c,1,0.025068837288233933
1729,czech republic,co2_cap,0,0,0,c,0,0.9133847465338355
1730,czech republic,co2_cap,0,0,0,ct,0,0.4613623912106446
1731,czech republic,co2_cap,0,0,0,ctt,0,0.7643029305228262
1732,czech republic,co2_cap,0,0,0,n,0,0.14805260781265966
1733,czech republic,co2_cap,0,0,1,c,1,5.9732002721384146e-27
1734,czech republic,co2_cap,0,0,2,c,1,0.00011771074243946383
1735,czech republic,co2_cap,0,0,12,c,1,1.5001488589864967e-05
1736,czech republic,co2_cap,0,0,24,c,1,0.0007875403117471565
1737,czech republic,co2_cap,0,1,0,c,1,5.9732002721384146e-27
1738,czech republic,co2_cap,0,1,1,c,1,1.824578865806204e-21
1739,czech republic,co2_cap,0,1,2,c,1,1.176148487242057e-17
1740,czech republic,co2_cap,0,1,12,c,1,6.619423199649503e-09
1741,czech republic,co2_cap,0,1,24,c,1,4.883734753197703e-17
1742,czech republic,co2_cap,0,2,0,c,1,0.00011771074243946383
1743,czech republic,co2_cap,0,2,1,c,1,1.176148487242057e-17
1744,czech republic,co2_cap,0,2,2,c,1,6.536519163065202e-15
1745,czech republic,co2_cap,0,2,12,c,1,3.045717131489899e-10
1746,czech republic,co2_cap,0,2,24,c,1,7.17554821178643e-05
1747,czech republic,co2_cap,0,12,0,c,1,1.5001488589864967e-05
1748,czech republic,co2_cap,0,12,1,c,1,6.619423199649503e-09
1749,czech republic,co2_cap,0,12,2,c,1,3.045717131489899e-10
1750,czech republic,co2_cap,0,12,12,c,1,3.833961935573359e-09
1751,czech republic,co2_cap,0,12,24,c,1,0.0046221209571836175
1752,czech republic,co2_cap,0,24,0,c,1,0.0007875403117471565
1753,czech republic,co2_cap,0,24,1,c,1,4.883734753197703e-17
1754,czech republic,co2_cap,0,24,2,c,1,7.17554821178643e-05
1755,czech republic,co2_cap,0,24,12,c,1,0.0046221209571836175
1756,czech republic,co2_cap,0,24,24,c,1,1.529843179248914e-08
1757,czech republic,co2_cap,1,0,0,c,0,0.9282154112784544
1758,czech republic,co2_cap,1,0,0,ct,0,0.604881329686321
1759,czech republic,co2_cap,1,0,0,ctt,0,0.8671511919764345
1760,czech republic,co2_cap,1,0,0,n,0,0.28415104379551825
1761,czech republic,co2_cap,1,0,1,c,1,9.005235090470713e-27
1762,czech republic,co2_cap,1,0,2,c,1,0.00035202462196586606
1763,czech republic,co2_cap,1,0,12,c,1,5.97562579508993e-05
1764,czech republic,co2_cap,1,0,24,c,1,0.0021624660774000794
1765,czech republic,co2_cap,1,1,0,c,1,9.005235090470713e-27
1766,czech republic,co2_cap,1,1,1,c,1,2.393778028277216e-21
1767,czech republic,co2_cap,1,1,2,c,1,4.1515594253694676e-17
1768,czech republic,co2_cap,1,1,12,c,1,3.50126258313742e-08
1769,czech republic,co2_cap,1,1,24,c,1,1.577356264122402e-16
1770,czech republic,co2_cap,1,2,0,c,1,0.00035202462196586606
1771,czech republic,co2_cap,1,2,1,c,1,4.1515594253703045e-17
1772,czech republic,co2_cap,1,2,2,c,1,6.924644878016764e-24
1773,czech republic,co2_cap,1,2,12,c,1,2.0981830079646107e-09
1774,czech republic,co2_cap,1,2,24,c,1,0.0003126649390844614
1775,czech republic,co2_cap,1,12,0,c,1,5.97562579508993e-05
1776,czech republic,co2_cap,1,12,1,c,1,3.501262583136654e-08
1777,czech republic,co2_cap,1,12,2,c,1,2.0981830079645482e-09
1778,czech republic,co2_cap,1,12,12,c,1,1.274641396481446e-08
1779,czech republic,co2_cap,1,12,24,c,1,0.006950957063196162
1780,czech republic,co2_cap,1,24,0,c,1,0.0021624660774000794
1781,czech republic,co2_cap,1,24,1,c,1,1.577356264122493e-16
1782,czech republic,co2_cap,1,24,2,c,1,0.0003126649390844797
1783,czech republic,co2_cap,1,24,12,c,1,0.006950957063196339
1784,czech republic,co2_cap,1,24,24,c,1,5.050754070046608e-07
1785,czech republic,gdp_cap,0,0,0,c,0,0.9964326014807515
1786,czech republic,gdp_cap,0,0,0,ct,0,0.9522962592392757
1787,czech republic,gdp_cap,0,0,0,ctt,0,0.9168288287573831
1788,czech republic,gdp_cap,0,0,0,n,0,0.9984694384936826
1789,czech republic,gdp_cap,0,0,1,c,0,0.14322238013986732
1790,czech republic,gdp_cap,0,0,1,ct,0,0.19658391394814673
1791,czech republic,gdp_cap,0,0,1,ctt,0,0.2064769695213124
1792,czech republic,gdp_cap,0,0,1,n,0,0.2976397611109657
1793,czech republic,gdp_cap,0,0,2,c,0,0.23093642508449375
1794,czech republic,gdp_cap,0,0,2,ct,0,0.09794183686759322
1795,czech republic,gdp_cap,0,0,2,ctt,0,0.16872914036413916
1796,czech republic,gdp_cap,0,0,2,n,0,0.4196064528048691
1797,czech republic,gdp_cap,0,0,12,c,0,0.44240580586635797
1798,czech republic,gdp_cap,0,0,12,ct,0,0.5421157765585811
1799,czech republic,gdp_cap,0,0,12,ctt,0,0.32874735803663024
1800,czech republic,gdp_cap,0,0,12,n,0,0.6283317306202775
1801,czech republic,gdp_cap,0,0,24,c,0,0.28940216240494276
1802,czech republic,gdp_cap,0,0,24,ct,0,0.3602368655475577
1803,czech republic,gdp_cap,0,0,24,ctt,0,0.18118016218971145
1804,czech republic,gdp_cap,0,0,24,n,0,0.5925073070809678
1805,czech republic,gdp_cap,0,1,0,c,0,0.14322238013986732
1806,czech republic,gdp_cap,0,1,0,ct,0,0.19658391394814673
1807,czech republic,gdp_cap,0,1,0,ctt,0,0.2064769695213124
1808,czech republic,gdp_cap,0,1,0,n,0,0.2976397611109657
1809,czech republic,gdp_cap,0,1,1,c,1,1.4123734598683806e-14
1810,czech republic,gdp_cap,0,1,2,c,1,3.1140001403684626e-05
1811,czech republic,gdp_cap,0,1,12,c,1,0.00336039920954435
1812,czech republic,gdp_cap,0,1,24,c,1,0.009725084644198844
1813,czech republic,gdp_cap,0,2,0,c,0,0.23093642508449375
1814,czech republic,gdp_cap,0,2,0,ct,0,0.09794183686759322
1815,czech republic,gdp_cap,0,2,0,ctt,0,0.16872914036413916
1816,czech republic,gdp_cap,0,2,0,n,0,0.4196064528048691
1817,czech republic,gdp_cap,0,2,1,c,1,3.1140001403684626e-05
1818,czech republic,gdp_cap,0,2,2,c,1,2.3841240670412453e-06
1819,czech republic,gdp_cap,0,2,12,c,1,0.0011286909225138287
1820,czech republic,gdp_cap,0,2,24,c,1,0.006349295458421695
1821,czech republic,gdp_cap,0,12,0,c,0,0.44240580586635797
1822,czech republic,gdp_cap,0,12,0,ct,0,0.5421157765585811
1823,czech republic,gdp_cap,0,12,0,ctt,0,0.32874735803663024
1824,czech republic,gdp_cap,0,12,0,n,0,0.6283317306202775
1825,czech republic,gdp_cap,0,12,1,c,1,0.00336039920954435
1826,czech republic,gdp_cap,0,12,2,c,1,0.0011286909225138287
1827,czech republic,gdp_cap,0,12,12,c,1,0.0026862713103698857
1828,czech republic,gdp_cap,0,12,24,c,1,0.0006676100792682906
1829,czech republic,gdp_cap,0,24,0,c,0,0.28940216240494276
1830,czech republic,gdp_cap,0,24,0,ct,0,0.3602368655475577
1831,czech republic,gdp_cap,0,24,0,ctt,0,0.18118016218971145
1832,czech republic,gdp_cap,0,24,0,n,0,0.5925073070809678
1833,czech republic,gdp_cap,0,24,1,c,1,0.009725084644198844
1834,czech republic,gdp_cap,0,24,2,c,1,0.006349295458421695
1835,czech republic,gdp_cap,0,24,12,c,1,0.0006676100792682906
1836,czech republic,gdp_cap,0,24,24,c,1,0.02180091953940818
1837,czech republic,gdp_cap,1,0,0,c,0,0.9134238907782535
1838,czech republic,gdp_cap,1,0,0,ct,0,0.42775372547057533
1839,czech republic,gdp_cap,1,0,0,ctt,0,0.8278846803720867
1840,czech republic,gdp_cap,1,0,0,n,0,0.9978111176665246
1841,czech republic,gdp_cap,1,0,1,c,1,0.039534344425270505
1842,czech republic,gdp_cap,1,0,2,c,1,0.00482469292152436
1843,czech republic,gdp_cap,1,0,12,c,0,0.1593060823806341
1844,czech republic,gdp_cap,1,0,12,ct,0,0.4138056427966575
1845,czech republic,gdp_cap,1,0,12,ctt,0,0.29095408391181465
1846,czech republic,gdp_cap,1,0,12,n,0,0.39149551791831183
1847,czech republic,gdp_cap,1,0,24,c,0,0.07233335260007005
1848,czech republic,gdp_cap,1,0,24,ct,0,0.2344062957599759
1849,czech republic,gdp_cap,1,0,24,ctt,0,0.15046659491191666
1850,czech republic,gdp_cap,1,0,24,n,0,0.32155425123236414
1851,czech republic,gdp_cap,1,1,0,c,1,0.039534344425270505
1852,czech republic,gdp_cap,1,1,1,c,1,4.2752778890875867e-14
1853,czech republic,gdp_cap,1,1,2,c,1,1.7528515678101185e-05
1854,czech republic,gdp_cap,1,1,12,c,1,0.003572861542825286
1855,czech republic,gdp_cap,1,1,24,c,1,0.009614391111613467
1856,czech republic,gdp_cap,1,2,0,c,1,0.00482469292152436
1857,czech republic,gdp_cap,1,2,1,c,1,1.7528515678101185e-05
1858,czech republic,gdp_cap,1,2,2,c,1,3.1365575098656e-06
1859,czech republic,gdp_cap,1,2,12,c,1,0.0011747581312969754
1860,czech republic,gdp_cap,1,2,24,c,1,0.008038533327708586
1861,czech republic,gdp_cap,1,12,0,c,0,0.1593060823806341
1862,czech republic,gdp_cap,1,12,0,ct,0,0.4138056427966575
1863,czech republic,gdp_cap,1,12,0,ctt,0,0.29095408391181465
1864,czech republic,gdp_cap,1,12,0,n,0,0.39149551791831183
1865,czech republic,gdp_cap,1,12,1,c,1,0.003572861542825286
1866,czech republic,gdp_cap,1,12,2,c,1,0.0011747581312969754
1867,czech republic,gdp_cap,1,12,12,c,1,0.0026832655687960122
1868,czech republic,gdp_cap,1,12,24,c,1,0.000781838904818777
1869,czech republic,gdp_cap,1,24,0,c,0,0.07233335260007005
1870,czech republic,gdp_cap,1,24,0,ct,0,0.2344062957599759
1871,czech republic,gdp_cap,1,24,0,ctt,0,0.15046659491191666
1872,czech republic,gdp_cap,1,24,0,n,0,0.32155425123236414
1873,czech republic,gdp_cap,1,24,1,c,1,0.009614391111613467
1874,czech republic,gdp_cap,1,24,2,c,1,0.008038533327708586
1875,czech republic,gdp_cap,1,24,12,c,1,0.000781838904818777
1876,czech republic,gdp_cap,1,24,24,c,1,0.01885244934313942
1877,france,co2,0,0,0,c,0,0.8503599721014705
1878,france,co2,0,0,0,ct,0,0.2578358880902927
1879,france,co2,0,0,0,ctt,0,0.09949211889485737
1880,france,co2,0,0,0,n,0,0.28655262065750453
1881,france,co2,0,0,1,c,1,2.9984602271461238e-30
1882,france,co2,0,0,2,c,1,0.0
1883,france,co2,0,0,12,c,1,6.422623103707565e-07
1884,france,co2,0,0,24,c,1,1.7610883730885724e-20
1885,france,co2,0,1,0,c,1,2.9984602271461238e-30
1886,france,co2,0,1,1,c,1,3.0100230786918046e-19
1887,france,co2,0,1,2,c,1,5.220236523263292e-16
1888,france,co2,0,1,12,c,1,2.510318145006606e-09
1889,france,co2,0,1,24,c,1,1.8231464468868344e-17
1890,france,co2,0,2,0,c,1,0.0
1891,france,co2,0,2,1,c,1,5.220236523263292e-16
1892,france,co2,0,2,2,c,1,8.976956284535806e-14
1893,france,co2,0,2,12,c,1,1.8097084704774786e-08
1894,france,co2,0,2,24,c,1,3.57276670092063e-09
1895,france,co2,0,12,0,c,1,6.422623103707565e-07
1896,france,co2,0,12,1,c,1,2.510318145006606e-09
1897,france,co2,0,12,2,c,1,1.8097084704774786e-08
1898,france,co2,0,12,12,c,1,7.779108204850776e-06
1899,france,co2,0,12,24,c,1,2.934354383039664e-19
1900,france,co2,0,24,0,c,1,1.7610883730885724e-20
1901,france,co2,0,24,1,c,1,1.8231464468868344e-17
1902,france,co2,0,24,2,c,1,3.57276670092063e-09
1903,france,co2,0,24,12,c,1,2.934354383039664e-19
1904,france,co2,0,24,24,c,1,4.4709233807590045e-19
1905,france,co2,1,0,0,c,0,0.8144898345702093
1906,france,co2,1,0,0,ct,0,0.06888246098070644
1907,france,co2,1,0,0,ctt,0,0.12824966555162437
1908,france,co2,1,0,0,n,0,0.3565531669067935
1909,france,co2,1,0,1,c,1,4.422588429943404e-11
1910,france,co2,1,0,2,c,1,0.0001940498832539052
1911,france,co2,1,0,12,c,1,3.729512140911226e-06
1912,france,co2,1,0,24,c,1,4.693284118288572e-12
1913,france,co2,1,1,0,c,1,4.422588429943404e-11
1914,france,co2,1,1,1,c,1,2.945449727750597e-19
1915,france,co2,1,1,2,c,1,8.821980568118777e-24
1916,france,co2,1,1,12,c,1,7.57582290022823e-09
1917,france,co2,1,1,24,c,1,6.676395802222316e-17
1918,france,co2,1,2,0,c,1,0.0001940498832539052
1919,france,co2,1,2,1,c,1,8.821980568118777e-24
1920,france,co2,1,2,2,c,1,2.5828279507497044e-21
1921,france,co2,1,2,12,c,1,7.698783638368569e-08
1922,france,co2,1,2,24,c,1,6.342576389166545e-09
1923,france,co2,1,12,0,c,1,3.729512140911226e-06
1924,france,co2,1,12,1,c,1,7.57582290022823e-09
1925,france,co2,1,12,2,c,1,7.698783638368569e-08
1926,france,co2,1,12,12,c,1,1.3148682702252488e-05
1927,france,co2,1,12,24,c,1,3.7972355551140156e-11
1928,france,co2,1,24,0,c,1,4.693284118288572e-12
1929,france,co2,1,24,1,c,1,6.676395802222316e-17
1930,france,co2,1,24,2,c,1,6.342576389166545e-09
1931,france,co2,1,24,12,c,1,3.7972355551140156e-11
1932,france,co2,1,24,24,c,1,1.7631437713889774e-10
1933,france,gdp,0,0,0,c,0,0.9984677781503267
1934,france,gdp,0,0,0,ct,0,0.9862894234347924
1935,france,gdp,0,0,0,ctt,0,0.5498221115343924
1936,france,gdp,0,0,0,n,0,0.9998774904921557
1937,france,gdp,0,0,1,c,0,0.1651091842018862
1938,france,gdp,0,0,1,ct,0,0.1328076507485163
1939,france,gdp,0,0,1,ctt,0,0.17988494334418131
1940,france,gdp,0,0,1,n,0,0.363261452162675
1941,france,gdp,0,0,2,c,0,0.19331389277479066
1942,france,gdp,0,0,2,ct,0,0.09163260974411153
1943,france,gdp,0,0,2,ctt,0,0.1260429921081067
1944,france,gdp,0,0,2,n,0,0.3838891855560318
1945,france,gdp,0,0,12,c,0,0.29625597061492615
1946,france,gdp,0,0,12,ct,0,0.20020394235805777
1947,france,gdp,0,0,12,ctt,0,0.23357568795989625
1948,france,gdp,0,0,12,n,0,0.543901241159612
1949,france,gdp,0,0,24,c,0,0.10033592866729485
1950,france,gdp,0,0,24,ct,0,0.06122997186111529
1951,france,gdp,0,0,24,ctt,0,0.06023490491758984
1952,france,gdp,0,0,24,n,0,0.500209849396516
1953,france,gdp,0,1,0,c,0,0.1651091842018862
1954,france,gdp,0,1,0,ct,0,0.1328076507485163
1955,france,gdp,0,1,0,ctt,0,0.17988494334418131
1956,france,gdp,0,1,0,n,0,0.363261452162675
1957,france,gdp,0,1,1,c,1,1.0377135407338903e-06
1958,france,gdp,0,1,2,c,1,3.703010149992558e-07
1959,france,gdp,0,1,12,c,1,0.005301327203246617
1960,france,gdp,0,1,24,c,1,0.026071295705570534
1961,france,gdp,0,2,0,c,0,0.19331389277479066
1962,france,gdp,0,2,0,ct,0,0.09163260974411153
1963,france,gdp,0,2,0,ctt,0,0.1260429921081067
1964,france,gdp,0,2,0,n,0,0.3838891855560318
1965,france,gdp,0,2,1,c,1,3.703010149992558e-07
1966,france,gdp,0,2,2,c,1,4.9724861543702625e-06
1967,france,gdp,0,2,12,c,1,0.0022241860703107468
1968,france,gdp,0,2,24,c,1,0.004195121783164762
1969,france,gdp,0,12,0,c,0,0.29625597061492615
1970,france,gdp,0,12,0,ct,0,0.20020394235805777
1971,france,gdp,0,12,0,ctt,0,0.23357568795989625
1972,france,gdp,0,12,0,n,0,0.543901241159612
1973,france,gdp,0,12,1,c,1,0.005301327203246617
1974,france,gdp,0,12,2,c,1,0.0022241860703107468
1975,france,gdp,0,12,12,c,1,0.0007392975281148404
1976,france,gdp,0,12,24,c,1,8.673463093381572e-05
1977,france,gdp,0,24,0,c,0,0.10033592866729485
1978,france,gdp,0,24,0,ct,0,0.06122997186111529
1979,france,gdp,0,24,0,ctt,0,0.06023490491758984
1980,france,gdp,0,24,0,n,0,0.500209849396516
1981,france,gdp,0,24,1,c,1,0.026071295705570534
1982,france,gdp,0,24,2,c,1,0.004195121783164762
1983,france,gdp,0,24,12,c,1,8.673463093381572e-05
1984,france,gdp,0,24,24,c,1,0.0016008678528376032
1985,france,gdp,1,0,0,c,0,0.9845711860032714
1986,france,gdp,1,0,0,ct,0,0.08994484882092002
1987,france,gdp,1,0,0,ctt,0,0.25662229238229883
1988,france,gdp,1,0,0,n,0,0.9997707186166115
1989,france,gdp,1,0,1,c,1,0.013079927213296528
1990,france,gdp,1,0,2,c,1,0.013997478042073538
1991,france,gdp,1,0,12,c,1,0.016622641538031408
1992,france,gdp,1,0,24,c,1,0.0026234342960079495
1993,france,gdp,1,1,0,c,1,0.013079927213296528
1994,france,gdp,1,1,1,c,1,7.588448618701614e-21
1995,france,gdp,1,1,2,c,1,9.887969830859475e-07
1996,france,gdp,1,1,12,c,1,0.009624738295455978
1997,france,gdp,1,1,24,c,1,0.03288978948335456
1998,france,gdp,1,2,0,c,1,0.013997478042073538
1999,france,gdp,1,2,1,c,1,9.887969830859475e-07
2000,france,gdp,1,2,2,c,1,2.4086061902359313e-05
2001,france,gdp,1,2,12,c,1,0.004559895462499797
2002,france,gdp,1,2,24,c,1,0.0006454107709296994
2003,france,gdp,1,12,0,c,1,0.016622641538031408
2004,france,gdp,1,12,1,c,1,0.009624738295455978
2005,france,gdp,1,12,2,c,1,0.004559895462499797
2006,france,gdp,1,12,12,c,1,0.00041353328695105683
2007,france,gdp,1,12,24,c,1,7.28774833476636e-05
2008,france,gdp,1,24,0,c,1,0.0026234342960079495
2009,france,gdp,1,24,1,c,1,0.03288978948335456
2010,france,gdp,1,24,2,c,1,0.0006454107709296994
2011,france,gdp,1,24,12,c,1,7.28774833476636e-05
2012,france,gdp,1,24,24,c,1,0.0005274615514066745
2013,france,pop,0,0,0,c,1,0.004924953874168653
2014,france,pop,0,0,1,c,0,0.6117219621317014
2015,france,pop,0,0,1,ct,1,0.02178865668929013
2016,france,pop,0,0,2,c,0,0.8118872722687103
2017,france,pop,0,0,2,ct,0,0.12066007918850236
2018,france,pop,0,0,2,ctt,0,0.15763932148926546
2019,france,pop,0,0,2,n,0,0.13680183562710163
2020,france,pop,0,0,12,c,0,0.8250528148743812
2021,france,pop,0,0,12,ct,0,0.10057110194910601
2022,france,pop,0,0,12,ctt,0,0.13554877157267564
2023,france,pop,0,0,12,n,0,0.1285759874836943
2024,france,pop,0,0,24,c,0,0.8798083726664467
2025,france,pop,0,0,24,ct,0,0.11334057759792604
2026,france,pop,0,0,24,ctt,0,0.09214644645812298
2027,france,pop,0,0,24,n,0,0.09532598286549437
2028,france,pop,0,1,0,c,0,0.6117219621317014
2029,france,pop,0,1,0,ct,1,0.02178865668929013
2030,france,pop,0,1,1,c,0,0.1297793545262863
2031,france,pop,0,1,1,ct,0,0.34446944964704995
2032,france,pop,0,1,1,ctt,0,0.6394950236707165
2033,france,pop,0,1,1,n,1,0.02327676198317611
2034,france,pop,0,1,2,c,1,0.006841182418200718
2035,france,pop,0,1,12,c,1,0.0026081368239248065
2036,france,pop,0,1,24,c,1,0.007718519986513308
2037,france,pop,0,2,0,c,0,0.8118872722687103
2038,france,pop,0,2,0,ct,0,0.12066007918850236
2039,france,pop,0,2,0,ctt,0,0.15763932148926546
2040,france,pop,0,2,0,n,0,0.13680183562710163
2041,france,pop,0,2,1,c,1,0.006841182418200718
