,country,date,year,quarter,gdp
1103,portugal,2015-10-01,2015,4,312761900000.0
1104,portugal,2016-01-01,2016,1,318064800000.0
1105,portugal,2016-04-01,2016,2,323998500000.0
1106,portugal,2016-07-01,2016,3,329701400000.0
1107,portugal,2016-10-01,2016,4,333854500000.0
1108,portugal,2017-01-01,2017,1,337005200000.0
1109,portugal,2017-04-01,2017,2,337882700000.0
1110,portugal,2017-07-01,2017,3,340849100000.0
1111,portugal,2017-10-01,2017,4,345714800000.0
1112,portugal,2018-01-01,2018,1,350701300000.0
1113,portugal,2018-04-01,2018,2,357337000000.0
1114,portugal,2018-07-01,2018,3,361636300000.0
1115,portugal,2018-10-01,2018,4,367269800000.0
1116,portugal,2019-01-01,2019,1,374038700000.0
1117,portugal,2019-04-01,2019,2,380837000000.0
1118,portugal,2019-07-01,2019,3,386289100000.0
1119,portugal,2019-10-01,2019,4,393785400000.0
1120,romania,2000-01-01,2000,1,128444100000.0
1121,romania,2000-04-01,2000,2,129859200000.0
1122,romania,2000-07-01,2000,3,129535300000.0
1123,romania,2000-10-01,2000,4,132290900000.0
1124,romania,2001-01-01,2001,1,137746900000.0
1125,romania,2001-04-01,2001,2,141118800000.0
1126,romania,2001-07-01,2001,3,144210200000.0
1127,romania,2001-10-01,2001,4,147246900000.0
1128,romania,2002-01-01,2002,1,150193300000.0
1129,romania,2002-04-01,2002,2,154123400000.0
1130,romania,2002-07-01,2002,3,154208400000.0
1131,romania,2002-10-01,2002,4,157249000000.0
1132,romania,2003-01-01,2003,1,154315600000.0
1133,romania,2003-04-01,2003,2,157862800000.0
1134,romania,2003-07-01,2003,3,163959700000.0
1135,romania,2003-10-01,2003,4,168556700000.0
1136,romania,2004-01-01,2004,1,179733400000.0
1137,romania,2004-04-01,2004,2,187806900000.0
1138,romania,2004-07-01,2004,3,195625700000.0
1139,romania,2004-10-01,2004,4,199342500000.0
1140,romania,2005-01-01,2005,1,198199500000.0
1141,romania,2005-04-01,2005,2,196091300000.0
1142,romania,2005-07-01,2005,3,204779400000.0
1143,romania,2005-10-01,2005,4,215052300000.0
1144,romania,2006-01-01,2006,1,227041400000.0
1145,romania,2006-04-01,2006,2,241328900000.0
1146,romania,2006-07-01,2006,3,249213800000.0
1147,romania,2006-10-01,2006,4,256650200000.0
1148,romania,2007-01-01,2007,1,267537300000.0
1149,romania,2007-04-01,2007,2,277827700000.0
1150,romania,2007-07-01,2007,3,285670700000.0
1151,romania,2007-10-01,2007,4,302838500000.0
1152,romania,2008-01-01,2008,1,327768100000.0
1153,romania,2008-04-01,2008,2,340742300000.0
1154,romania,2008-07-01,2008,3,349356500000.0
1155,romania,2008-10-01,2008,4,347614400000.0
1156,romania,2009-01-01,2009,1,332068200000.0
1157,romania,2009-04-01,2009,2,333492500000.0
1158,romania,2009-07-01,2009,3,337352800000.0
1159,romania,2009-10-01,2009,4,345914800000.0
1160,romania,2010-01-01,2010,1,337993700000.0
1161,romania,2010-04-01,2010,2,348491300000.0
1162,romania,2010-07-01,2010,3,353088000000.0
1163,romania,2010-10-01,2010,4,362269000000.0
1164,romania,2011-01-01,2011,1,372167400000.0
1165,romania,2011-04-01,2011,2,374837000000.0
1166,romania,2011-07-01,2011,3,383928600000.0
1167,romania,2011-10-01,2011,4,383637900000.0
1168,romania,2012-01-01,2012,1,391964000000.0
1169,romania,2012-04-01,2012,2,400547600000.0
1170,romania,2012-07-01,2012,3,395941200000.0
1171,romania,2012-10-01,2012,4,397156100000.0
1172,romania,2013-01-01,2013,1,386331000000.0
1173,romania,2013-04-01,2013,2,390151200000.0
1174,romania,2013-07-01,2013,3,392338600000.0
1175,romania,2013-10-01,2013,4,398517200000.0
1176,romania,2014-01-01,2014,1,403701000000.0
1177,romania,2014-04-01,2014,2,406656600000.0
1178,romania,2014-07-01,2014,3,413655500000.0
1179,romania,2014-10-01,2014,4,415247200000.0
1180,romania,2015-01-01,2015,1,418264800000.0
1181,romania,2015-04-01,2015,2,417873400000.0
1182,romania,2015-07-01,2015,3,431866000000.0
1183,romania,2015-10-01,2015,4,442218700000.0
1184,romania,2016-01-01,2016,1,450916500000.0
1185,romania,2016-04-01,2016,2,466622900000.0
1186,romania,2016-07-01,2016,3,473879200000.0
1187,romania,2016-10-01,2016,4,487946000000.0
1188,romania,2017-01-01,2017,1,511877200000.0
1189,romania,2017-04-01,2017,2,520028400000.0
1190,romania,2017-07-01,2017,3,529964100000.0
1191,romania,2017-10-01,2017,4,539716699999.99994
1192,romania,2018-01-01,2018,1,548512100000.0
1193,romania,2018-04-01,2018,2,565927600000.0
1194,romania,2018-07-01,2018,3,580819500000.0
1195,romania,2018-10-01,2018,4,596230000000.0
1196,romania,2019-01-01,2019,1,611532200000.0
1197,romania,2019-04-01,2019,2,632527500000.0
1198,romania,2019-07-01,2019,3,646460600000.0
1199,romania,2019-10-01,2019,4,660247000000.0
1200,slovakia,2000-01-01,2000,1,59292900000.0
1201,slovakia,2000-04-01,2000,2,60694500000.0
1202,slovakia,2000-07-01,2000,3,61975400000.0
1203,slovakia,2000-10-01,2000,4,63250600000.0
1204,slovakia,2001-01-01,2001,1,64553300000.0
1205,slovakia,2001-04-01,2001,2,66109000000.0
1206,slovakia,2001-07-01,2001,3,66990700000.0
1207,slovakia,2001-10-01,2001,4,68907200000.0
1208,slovakia,2002-01-01,2002,1,69672500000.0
1209,slovakia,2002-04-01,2002,2,70708300000.0
1210,slovakia,2002-07-01,2002,3,72585400000.0
1211,slovakia,2002-10-01,2002,4,73306100000.0
1212,slovakia,2003-01-01,2003,1,74587800000.0
1213,slovakia,2003-04-01,2003,2,75791000000.0
1214,slovakia,2003-07-01,2003,3,76363800000.0
1215,slovakia,2003-10-01,2003,4,77999800000.0
1216,slovakia,2004-01-01,2004,1,79562100000.0
1217,slovakia,2004-04-01,2004,2,80516600000.0
1218,slovakia,2004-07-01,2004,3,82713400000.0
1219,slovakia,2004-10-01,2004,4,84381700000.0
1220,slovakia,2005-01-01,2005,1,85785500000.0
1221,slovakia,2005-04-01,2005,2,88130600000.0
1222,slovakia,2005-07-01,2005,3,90574400000.0
1223,slovakia,2005-10-01,2005,4,93169400000.0
1224,slovakia,2006-01-01,2006,1,96837700000.0
1225,slovakia,2006-04-01,2006,2,100504800000.0
1226,slovakia,2006-07-01,2006,3,103128800000.0
1227,slovakia,2006-10-01,2006,4,105966800000.0
1228,slovakia,2007-01-01,2007,1,108115200000.0
1229,slovakia,2007-04-01,2007,2,111059700000.0
1230,slovakia,2007-07-01,2007,3,114646700000.0
1231,slovakia,2007-10-01,2007,4,122829400000.0
1232,slovakia,2008-01-01,2008,1,122439400000.0
1233,slovakia,2008-04-01,2008,2,126070900000.0
1234,slovakia,2008-07-01,2008,3,129857600000.0
1235,slovakia,2008-10-01,2008,4,132472700000.00002
1236,slovakia,2009-01-01,2009,1,120060600000.0
1237,slovakia,2009-04-01,2009,2,122470300000.0
1238,slovakia,2009-07-01,2009,3,125523400000.0
1239,slovakia,2009-10-01,2009,4,129372500000.0
1240,slovakia,2010-01-01,2010,1,133347100000.0
1241,slovakia,2010-04-01,2010,2,136261400000.0
1242,slovakia,2010-07-01,2010,3,138424100000.0
1243,slovakia,2010-10-01,2010,4,139787500000.0
1244,slovakia,2011-01-01,2011,1,140082600000.0
1245,slovakia,2011-04-01,2011,2,141311700000.0
1246,slovakia,2011-07-01,2011,3,142302000000.0
1247,slovakia,2011-10-01,2011,4,143309900000.0
1248,slovakia,2012-01-01,2012,1,144335200000.0
1249,slovakia,2012-04-01,2012,2,145269500000.0
1250,slovakia,2012-07-01,2012,3,146550200000.0
1251,slovakia,2012-10-01,2012,4,147761200000.0
1252,slovakia,2013-01-01,2013,1,149344000000.0
1253,slovakia,2013-04-01,2013,2,150850000000.0
1254,slovakia,2013-07-01,2013,3,152466500000.0
1255,slovakia,2013-10-01,2013,4,154105500000.0
1256,slovakia,2014-01-01,2014,1,155203800000.0
1257,slovakia,2014-04-01,2014,2,156630200000.0
1258,slovakia,2014-07-01,2014,3,158095000000.0
1259,slovakia,2014-10-01,2014,4,159264700000.0
1260,slovakia,2015-01-01,2015,1,161358800000.0
1261,slovakia,2015-04-01,2015,2,163015900000.0
1262,slovakia,2015-07-01,2015,3,163994300000.0
1263,slovakia,2015-10-01,2015,4,163646300000.0
1264,slovakia,2016-01-01,2016,1,161747300000.0
1265,slovakia,2016-04-01,2016,2,161583900000.0
1266,slovakia,2016-07-01,2016,3,161101000000.0
1267,slovakia,2016-10-01,2016,4,161565000000.0
1268,slovakia,2017-01-01,2017,1,162448400000.0
1269,slovakia,2017-04-01,2017,2,163255200000.0
1270,slovakia,2017-07-01,2017,3,164175500000.0
1271,slovakia,2017-10-01,2017,4,165884800000.0
1272,slovakia,2018-01-01,2018,1,166996300000.0
1273,slovakia,2018-04-01,2018,2,169695900000.0
1274,slovakia,2018-07-01,2018,3,172158300000.0
1275,slovakia,2018-10-01,2018,4,174608900000.0
1276,slovakia,2019-01-01,2019,1,178352300000.0
1277,slovakia,2019-04-01,2019,2,181313000000.0
1278,slovakia,2019-07-01,2019,3,183718300000.0
1279,slovakia,2019-10-01,2019,4,186519000000.0
1280,spain,2000-01-01,2000,1,849958100000.0
1281,spain,2000-04-01,2000,2,868901000000.0
1282,spain,2000-07-01,2000,3,885025800000.0
1283,spain,2000-10-01,2000,4,899242600000.0
1284,spain,2001-01-01,2001,1,913486300000.0
1285,spain,2001-04-01,2001,2,927657900000.0
1286,spain,2001-07-01,2001,3,945533200000.0
1287,spain,2001-10-01,2001,4,963980100000.0
1288,spain,2002-01-01,2002,1,983965100000.0
1289,spain,2002-04-01,2002,2,1003984300000.0
1290,spain,2002-07-01,2002,3,1019063100000.0
1291,spain,2002-10-01,2002,4,1032005800000.0
1292,spain,2003-01-01,2003,1,1041783700000.0
1293,spain,2003-04-01,2003,2,1048080300000.0
1294,spain,2003-07-01,2003,3,1059950300000.0
1295,spain,2003-10-01,2003,4,1076651000000.0
1296,spain,2004-01-01,2004,1,1094105899999.9999
1297,spain,2004-04-01,2004,2,1115025500000.0
1298,spain,2004-07-01,2004,3,1132403100000.0
1299,spain,2004-10-01,2004,4,1146764200000.0
1300,spain,2005-01-01,2005,1,1162982300000.0
1301,spain,2005-04-01,2005,2,1184687800000.0
1302,spain,2005-07-01,2005,3,1216935100000.0
1303,spain,2005-10-01,2005,4,1256812800000.0
1304,spain,2006-01-01,2006,1,1306625000000.0
1305,spain,2006-04-01,2006,2,1351431900000.0
1306,spain,2006-07-01,2006,3,1387080000000.0
1307,spain,2006-10-01,2006,4,1411391500000.0
1308,spain,2007-01-01,2007,1,1436032200000.0
1309,spain,2007-04-01,2007,2,1459007100000.0
1310,spain,2007-07-01,2007,3,1480344000000.0
1311,spain,2007-10-01,2007,4,1499458000000.0
1312,spain,2008-01-01,2008,1,1513987000000.0
1313,spain,2008-04-01,2008,2,1529303100000.0
1314,spain,2008-07-01,2008,3,1544358500000.0
1315,spain,2008-10-01,2008,4,1526985500000.0
1316,spain,2009-01-01,2009,1,1490332200000.0
1317,spain,2009-04-01,2009,2,1488020500000.0
1318,spain,2009-07-01,2009,3,1488713300000.0
1319,spain,2009-10-01,2009,4,1484568400000.0
1320,spain,2010-01-01,2010,1,1474826700000.0
1321,spain,2010-04-01,2010,2,1475272500000.0
1322,spain,2010-07-01,2010,3,1472826600000.0
1323,spain,2010-10-01,2010,4,1479495000000.0
1324,spain,2011-01-01,2011,1,1485966300000.0
1325,spain,2011-04-01,2011,2,1492221200000.0
1326,spain,2011-07-01,2011,3,1493301500000.0
1327,spain,2011-10-01,2011,4,1486898300000.0
1328,spain,2012-01-01,2012,1,1483630200000.0
1329,spain,2012-04-01,2012,2,1478845800000.0
1330,spain,2012-07-01,2012,3,1484046200000.0
1331,spain,2012-10-01,2012,4,1488223800000.0
1332,spain,2013-01-01,2013,1,1497314600000.0
1333,spain,2013-04-01,2013,2,1506555500000.0
1334,spain,2013-07-01,2013,3,1516908800000.0
1335,spain,2013-10-01,2013,4,1529951100000.0
1336,spain,2014-01-01,2014,1,1539825000000.0
1337,spain,2014-04-01,2014,2,1552964700000.0
1338,spain,2014-07-01,2014,3,1566783100000.0
1339,spain,2014-10-01,2014,4,1576534800000.0
1340,spain,2015-01-01,2015,1,1585513400000.0
1341,spain,2015-04-01,2015,2,1609817600000.0
1342,spain,2015-07-01,2015,3,1633397200000.0
1343,spain,2015-10-01,2015,4,1659344600000.0
1344,spain,2016-01-01,2016,1,1685715900000.0
1345,spain,2016-04-01,2016,2,1719742000000.0
1346,spain,2016-07-01,2016,3,1751543100000.0
1347,spain,2016-10-01,2016,4,1780995600000.0
1348,spain,2017-01-01,2017,1,1811635300000.0
1349,spain,2017-04-01,2017,2,1837558800000.0
1350,spain,2017-07-01,2017,3,1854955500000.0
1351,spain,2017-10-01,2017,4,1866912600000.0
1352,spain,2018-01-01,2018,1,1870927900000.0
1353,spain,2018-04-01,2018,2,1891980900000.0
1354,spain,2018-07-01,2018,3,1911925400000.0
1355,spain,2018-10-01,2018,4,1947339600000.0
1356,spain,2019-01-01,2019,1,1992075600000.0
1357,spain,2019-04-01,2019,2,2028391600000.0
1358,spain,2019-07-01,2019,3,2049392600000.0
1359,spain,2019-10-01,2019,4,2058526000000.0
1360,switzerland,2000-01-01,2000,1,258695000000.0
1361,switzerland,2000-04-01,2000,2,261292300000.0
1362,switzerland,2000-07-01,2000,3,265052200000.0
1363,switzerland,2000-10-01,2000,4,269549800000.0
1364,switzerland,2001-01-01,2001,1,270208400000.00003
1365,switzerland,2001-04-01,2001,2,273105400000.00003
1366,switzerland,2001-07-01,2001,3,274845400000.00003
1367,switzerland,2001-10-01,2001,4,276209000000.0
1368,switzerland,2002-01-01,2002,1,279294100000.0
1369,switzerland,2002-04-01,2002,2,282204300000.0
1370,switzerland,2002-07-01,2002,3,283749000000.0
1371,switzerland,2002-10-01,2002,4,283488900000.0
1372,switzerland,2003-01-01,2003,1,281962300000.0
1373,switzerland,2003-04-01,2003,2,281064600000.0
1374,switzerland,2003-07-01,2003,3,284849600000.0
1375,switzerland,2003-10-01,2003,4,289592600000.0
1376,switzerland,2004-01-01,2004,1,293333100000.0
1377,switzerland,2004-04-01,2004,2,297304300000.0
1378,switzerland,2004-07-01,2004,3,297464700000.0
1379,switzerland,2004-10-01,2004,4,298187300000.0
1380,switzerland,2005-01-01,2005,1,299908300000.0
1381,switzerland,2005-04-01,2005,2,304148000000.0
1382,switzerland,2005-07-01,2005,3,311027300000.0
1383,switzerland,2005-10-01,2005,4,319908200000.0
1384,switzerland,2006-01-01,2006,1,331473500000.0
1385,switzerland,2006-04-01,2006,2,342116400000.0
1386,switzerland,2006-07-01,2006,3,351371900000.0
1387,switzerland,2006-10-01,2006,4,361243000000.0
1388,switzerland,2007-01-01,2007,1,370310600000.0
1389,switzerland,2007-04-01,2007,2,381724800000.0
1390,switzerland,2007-07-01,2007,3,389753200000.0
1391,switzerland,2007-10-01,2007,4,397189200000.0
1392,switzerland,2008-01-01,2008,1,403627900000.0
1393,switzerland,2008-04-01,2008,2,412448800000.0
1394,switzerland,2008-07-01,2008,3,419814200000.0
1395,switzerland,2008-10-01,2008,4,409666200000.0
1396,switzerland,2009-01-01,2009,1,404262100000.0
1397,switzerland,2009-04-01,2009,2,406987700000.0
1398,switzerland,2009-07-01,2009,3,413032300000.0
1399,switzerland,2009-10-01,2009,4,415482000000.0
1400,switzerland,2010-01-01,2010,1,418271000000.0
1401,switzerland,2010-04-01,2010,2,422152200000.0
1402,switzerland,2010-07-01,2010,3,426664900000.0
1403,switzerland,2010-10-01,2010,4,435528800000.0
1404,switzerland,2011-01-01,2011,1,444948100000.0
1405,switzerland,2011-04-01,2011,2,454630200000.0
1406,switzerland,2011-07-01,2011,3,458868000000.0
1407,switzerland,2011-10-01,2011,4,461195300000.0
1408,switzerland,2012-01-01,2012,1,467214600000.0
1409,switzerland,2012-04-01,2012,2,471199500000.0
1410,switzerland,2012-07-01,2012,3,479609500000.0
1411,switzerland,2012-10-01,2012,4,483785500000.0
1412,switzerland,2013-01-01,2013,1,489948600000.0
1413,switzerland,2013-04-01,2013,2,496241800000.0
1414,switzerland,2013-07-01,2013,3,503049700000.0
1415,switzerland,2013-10-01,2013,4,506772600000.0
1416,switzerland,2014-01-01,2014,1,510028500000.0
1417,switzerland,2014-04-01,2014,2,516899400000.0
1418,switzerland,2014-07-01,2014,3,522692600000.0
1419,switzerland,2014-10-01,2014,4,528587199999.99994
1420,switzerland,2015-01-01,2015,1,529402600000.0
1421,switzerland,2015-04-01,2015,2,537765100000.0
1422,switzerland,2015-07-01,2015,3,545146500000.0
1423,switzerland,2015-10-01,2015,4,550034600000.0
1424,switzerland,2016-01-01,2016,1,553342900000.0
1425,switzerland,2016-04-01,2016,2,562511200000.0
1426,switzerland,2016-07-01,2016,3,568042300000.0
1427,switzerland,2016-10-01,2016,4,571364500000.0
1428,switzerland,2017-01-01,2017,1,572459300000.0
1429,switzerland,2017-04-01,2017,2,572814900000.0
1430,switzerland,2017-07-01,2017,3,576118700000.0
1431,switzerland,2017-10-01,2017,4,584621700000.0
1432,switzerland,2018-01-01,2018,1,593334200000.0
1433,switzerland,2018-04-01,2018,2,603356300000.0
1434,switzerland,2018-07-01,2018,3,603259600000.0
1435,switzerland,2018-10-01,2018,4,608631300000.0
1436,switzerland,2019-01-01,2019,1,613765100000.0
1437,switzerland,2019-04-01,2019,2,621492800000.0
1438,switzerland,2019-07-01,2019,3,627077900000.0
1439,switzerland,2019-10-01,2019,4,632240300000.0
1440,united_kingdom,2000-01-01,2000,1,1525857400000.0
1441,united_kingdom,2000-04-01,2000,2,1553743200000.0
1442,united_kingdom,2000-07-01,2000,3,1578072300000.0
1443,united_kingdom,2000-10-01,2000,4,1595545500000.0
1444,united_kingdom,2001-01-01,2001,1,1621396400000.0
1445,united_kingdom,2001-04-01,2001,2,1642109100000.0
1446,united_kingdom,2001-07-01,2001,3,1660106100000.0
1447,united_kingdom,2001-10-01,2001,4,1672739300000.0
1448,united_kingdom,2002-01-01,2002,1,1695606600000.0
1449,united_kingdom,2002-04-01,2002,2,1716698800000.0
1450,united_kingdom,2002-07-01,2002,3,1737407400000.0
1451,united_kingdom,2002-10-01,2002,4,1758758900000.0
1452,united_kingdom,2003-01-01,2003,1,1770012300000.0
1453,united_kingdom,2003-04-01,2003,2,1792193900000.0
1454,united_kingdom,2003-07-01,2003,3,1823070400000.0
1455,united_kingdom,2003-10-01,2003,4,1856163600000.0
1456,united_kingdom,2004-01-01,2004,1,1892695900000.0
1457,united_kingdom,2004-04-01,2004,2,1926656800000.0
1458,united_kingdom,2004-07-01,2004,3,1934741700000.0
1459,united_kingdom,2004-10-01,2004,4,1941689400000.0
1460,united_kingdom,2005-01-01,2005,1,1938988200000.0
1461,united_kingdom,2005-04-01,2005,2,1957390600000.0
1462,united_kingdom,2005-07-01,2005,3,1985769500000.0
1463,united_kingdom,2005-10-01,2005,4,2029878600000.0
1464,united_kingdom,2006-01-01,2006,1,2076441100000.0
1465,united_kingdom,2006-04-01,2006,2,2114885600000.0
1466,united_kingdom,2006-07-01,2006,3,2133535000000.0
1467,united_kingdom,2006-10-01,2006,4,2133161000000.0
1468,united_kingdom,2007-01-01,2007,1,2144069700000.0002
1469,united_kingdom,2007-04-01,2007,2,2164751400000.0
1470,united_kingdom,2007-07-01,2007,3,2188838600000.0
1471,united_kingdom,2007-10-01,2007,4,2221468000000.0
1472,united_kingdom,2008-01-01,2008,1,2269329000000.0
1473,united_kingdom,2008-04-01,2008,2,2292476700000.0
1474,united_kingdom,2008-07-01,2008,3,2286582500000.0
1475,united_kingdom,2008-10-01,2008,4,2242656100000.0
1476,united_kingdom,2009-01-01,2009,1,2185966600000.0
1477,united_kingdom,2009-04-01,2009,2,2173505000000.0
1478,united_kingdom,2009-07-01,2009,3,2183276299999.9998
1479,united_kingdom,2009-10-01,2009,4,2199567200000.0
1480,united_kingdom,2010-01-01,2010,1,2247438600000.0
1481,united_kingdom,2010-04-01,2010,2,2291810700000.0
1482,united_kingdom,2010-07-01,2010,3,2315609000000.0
1483,united_kingdom,2010-10-01,2010,4,2329336100000.0
1484,united_kingdom,2011-01-01,2011,1,2345689600000.0
1485,united_kingdom,2011-04-01,2011,2,2348953700000.0
1486,united_kingdom,2011-07-01,2011,3,2365191700000.0
1487,united_kingdom,2011-10-01,2011,4,2368423100000.0
1488,united_kingdom,2012-01-01,2012,1,2402958700000.0
1489,united_kingdom,2012-04-01,2012,2,2415606200000.0
1490,united_kingdom,2012-07-01,2012,3,2464634800000.0
1491,united_kingdom,2012-10-01,2012,4,2484565300000.0
1492,united_kingdom,2013-01-01,2013,1,2517346800000.0
1493,united_kingdom,2013-04-01,2013,2,2549202300000.0
1494,united_kingdom,2013-07-01,2013,3,2583005300000.0
1495,united_kingdom,2013-10-01,2013,4,2604658900000.0
1496,united_kingdom,2014-01-01,2014,1,2627217500000.0
1497,united_kingdom,2014-04-01,2014,2,2650843900000.0
1498,united_kingdom,2014-07-01,2014,3,2683909500000.0
1499,united_kingdom,2014-10-01,2014,4,2706363400000.0
1500,united_kingdom,2015-01-01,2015,1,2725636200000.0
1501,united_kingdom,2015-04-01,2015,2,2759112100000.0
1502,united_kingdom,2015-07-01,2015,3,2788791700000.0
1503,united_kingdom,2015-10-01,2015,4,2822204500000.0
1504,united_kingdom,2016-01-01,2016,1,2844693700000.0
1505,united_kingdom,2016-04-01,2016,2,2887386200000.0
1506,united_kingdom,2016-07-01,2016,3,2920341900000.0
1507,united_kingdom,2016-10-01,2016,4,2962609700000.0
1508,united_kingdom,2017-01-01,2017,1,3005631800000.0
1509,united_kingdom,2017-04-01,2017,2,3031396900000.0
1510,united_kingdom,2017-07-01,2017,3,3056815800000.0
1511,united_kingdom,2017-10-01,2017,4,3088400400000.0
1512,united_kingdom,2018-01-01,2018,1,3094548500000.0
1513,united_kingdom,2018-04-01,2018,2,3123988700000.0
1514,united_kingdom,2018-07-01,2018,3,3149973900000.0
1515,united_kingdom,2018-10-01,2018,4,3179711800000.0
1516,united_kingdom,2019-01-01,2019,1,3221252500000.0
1517,united_kingdom,2019-04-01,2019,2,3263416700000.0
1518,united_kingdom,2019-07-01,2019,3,3322513000000.0
1519,united_kingdom,2019-10-01,2019,4,3371287100000.0
