country,date,year,quarter,co2,gdp,ind_prod,infl,unempl,pop,brent,co2_cap
lithuania,2012-01-01,2012,1,-0.040337209170075994,0.00536304325,-99999.0,0.006000000000000001,0.003333333333333327,-99999.0,0.07984814853104627,-0.02693917966719539
lithuania,2012-04-01,2012,2,0.09239344324393528,0.00637757839,-99999.0,-0.0036666666666666675,-0.0050000000000000044,-99999.0,-0.0888467401041435,0.10579147274681855
lithuania,2012-07-01,2012,3,0.08562284223894778,0.02061478144,-99999.0,0.0006666666666666661,-0.0040000000000000036,-99999.0,0.0109771928913176,0.09902087174183194
lithuania,2012-10-01,2012,4,0.07133422322945648,0.00437440855,-99999.0,-0.004666666666666666,-0.0010000000000000009,-99999.0,0.004308912750909499,0.0847322527323362
lithuania,2013-01-01,2013,1,-0.0029744861277478662,0.006019793460000001,-99999.0,0.003,-0.009333333333333346,-99999.0,0.021626026262583586,0.007150905231365634
lithuania,2013-04-01,2013,2,-0.06685565350125344,0.010775717320000001,-99999.0,-0.00033333333333333327,-0.003333333333333327,-99999.0,-0.09228347415944693,-0.056730262142143495
lithuania,2013-07-01,2013,3,-0.05214239838780799,0.0073095402799999995,-99999.0,-0.0006666666666666668,0.0,-99999.0,0.07232141730071806,-0.04201700702869715
lithuania,2013-10-01,2013,4,-0.08326411852895532,0.012522072470000001,-99999.0,-0.002,-0.0006666666666666765,-99999.0,-0.009659269560949646,-0.07313872716984449
lithuania,2014-01-01,2014,1,-0.05516257684959669,0.011079078000000001,-99999.0,0.003,-0.0036666666666666653,-99999.0,-0.009599386733602167,-0.0465718379499247
lithuania,2014-04-01,2014,2,0.027113163305468646,0.00630750031,-99999.0,-0.00033333333333333327,-0.00233333333333334,-99999.0,0.014076119805149112,0.03570390220514419
lithuania,2014-07-01,2014,3,0.02362025255403566,0.00368785967,-99999.0,-0.0016666666666666666,-0.008333333333333304,-99999.0,-0.07451008183221486,0.03221099145370765
lithuania,2014-10-01,2014,4,0.06520734080865864,0.0038397114700000003,-99999.0,-0.0013333333333333335,0.000999999999999987,-99999.0,-0.28721296021080445,0.07379807970833152
lithuania,2015-01-01,2015,1,0.03378355316069204,0.00376781746,-99999.0,-4.336808689942018e-19,-0.01033333333333332,-99999.0,-0.34858668052526465,0.04320578722453039
lithuania,2015-04-01,2015,2,0.07120196528309108,0.00775076177,-99999.0,0.005666666666666667,-0.00033333333333333826,-99999.0,0.13473623065778906,0.08062419934692766
lithuania,2015-07-01,2015,3,0.07371781295620394,0.006511506270000001,-99999.0,-0.006333333333333334,-0.0010000000000000009,-99999.0,-0.20549705840634935,0.08314004702004141
lithuania,2015-10-01,2015,4,0.04197042114385141,0.00322506958,-99999.0,0.0026666666666666674,-0.003333333333333341,-99999.0,-0.14230997683498892,0.051392655207689764
lithuania,2016-01-01,2016,1,-0.002465824849231524,0.00242725788,-99999.0,0.0013333333333333337,-0.007666666666666669,-99999.0,-0.2569699196314943,0.010248486141249735
lithuania,2016-04-01,2016,2,-0.047761671883378654,0.008536052760000001,-99999.0,0.0009999999999999994,0.00033333333333333826,-99999.0,0.3008260945243668,-0.03504736089289562
lithuania,2016-07-01,2016,3,-0.03673721932527485,0.01166679917,-99999.0,-0.003666666666666666,-0.0020000000000000018,-99999.0,0.0057679128988867845,-0.02402290833478915
lithuania,2016-10-01,2016,4,0.024159221737050984,0.01288664923,-99999.0,0.005666666666666667,-0.0030000000000000027,-99999.0,0.07162965613925465,0.036873532727535796
lithuania,2017-01-01,2017,1,0.03379187021813834,0.010572943040000001,-99999.0,0.0009999999999999992,0.0013333333333333253,-99999.0,0.08741790860306153,0.04776534478316652
lithuania,2017-04-01,2017,2,0.0839042308816893,0.007895571569999999,-99999.0,-0.0019999999999999996,-0.005333333333333315,-99999.0,-0.07763936354416767,0.09787770544671481
lithuania,2017-07-01,2017,3,0.0707937574324724,0.01025437723,-99999.0,-0.0013333333333333335,-0.0050000000000000044,-99999.0,0.04795573980186418,0.08476723199749525
lithuania,2017-10-01,2017,4,-0.012464457165986431,0.010541262840000001,-99999.0,-0.00033333333333333327,0.0010000000000000009,-99999.0,0.1661679918312755,0.0015090173990381928
lithuania,2018-01-01,2018,1,-0.004446998869639174,0.00957229801,-99999.0,-0.0006666666666666668,-0.0006666666666666626,-99999.0,0.08227801520967404,0.00510919385510622
lithuania,2018-04-01,2018,2,0.01718443671927261,0.012236784819999999,-99999.0,0.0026666666666666666,-0.006666666666666675,-99999.0,0.10899624942344133,0.026740629444018005
lithuania,2018-07-01,2018,3,-0.00426463162202495,0.00379053572,-99999.0,-0.002000000000000001,-0.0010000000000000009,-99999.0,0.009662341130194818,0.005291561102721332
lithuania,2018-10-01,2018,4,-0.003936966772620565,0.01470920784,-99999.0,-0.0023333333333333327,0.0003333333333333313,-99999.0,-0.10517835867246372,0.005619225952126605
lithuania,2019-01-01,2019,1,0.013838212368252556,0.014408829009999999,-99999.0,0.004000000000000001,0.0016666666666666705,-99999.0,-0.06945360293263647,0.016483149216494297
lithuania,2019-04-01,2019,2,0.013521394123721109,0.01387521569,-99999.0,-0.0003333333333333335,-0.0013333333333333391,-99999.0,0.0871652708339603,0.016166330971961962
lithuania,2019-07-01,2019,3,0.04027752103093363,0.00209191548,-99999.0,-0.0023333333333333335,0.0026666666666666713,-99999.0,-0.10699006079459927,0.04292245787917537
lithuania,2019-10-01,2019,4,0.006687503371548331,0.01283051171,-99999.0,0.001333333333333333,0.003333333333333341,-99999.0,0.023616862761970836,0.00933244021978652
netherlands,2000-04-01,2000,2,-99999.0,0.011168028889999999,0.003666666666666667,-0.0023333333333333335,-0.0013333333333333253,0.0016988080972346609,-0.005959789182551134,-99999.0
