country,date,year,quarter,co2,gdp,pop
belgium,2019-04-01,2019,2,-0.016113922870452768,0.01977532409170024,-99999.0
belgium,2019-07-01,2019,3,-0.0039960306072757135,0.02164197280303881,-99999.0
belgium,2019-10-01,2019,4,-0.012698190307510515,0.016936552852172326,-99999.0
bulgaria,2002-01-01,2002,1,0.023491491182067392,-99999.0,-0.0010534270939004386
bulgaria,2002-04-01,2002,2,-0.08860879715951953,-99999.0,0.025590063864413537
bulgaria,2002-07-01,2002,3,-0.12009374715625043,-99999.0,0.02588243491486253
bulgaria,2002-10-01,2002,4,-0.1693490789280574,-99999.0,0.026246130224347297
bulgaria,2003-01-01,2003,1,0.10700505740080857,-99999.0,0.013126572472522469
bulgaria,2003-04-01,2003,2,0.14780247116187795,-99999.0,-0.00037819255773996474
bulgaria,2003-07-01,2003,3,0.21144648522163223,-99999.0,-0.00022573051971974678
bulgaria,2003-10-01,2003,4,0.1293553383637729,-99999.0,-2.0796358459307385e-05
bulgaria,2004-01-01,2004,1,-0.11081296341981428,-99999.0,0.00038775840893734426
bulgaria,2004-04-01,2004,2,-0.13847424171625988,-99999.0,0.000784323805536502
bulgaria,2004-07-01,2004,3,-0.21527746699725725,-99999.0,0.0007614355194860423
bulgaria,2004-10-01,2004,4,-0.057602486466095115,-99999.0,0.0005976081629945895
bulgaria,2005-01-01,2005,1,0.01631069134652563,-99999.0,0.00039445815724903355
bulgaria,2005-04-01,2005,2,0.04118904575647875,-99999.0,0.00015192738291602836
bulgaria,2005-07-01,2005,3,0.10833817962191361,-99999.0,3.6841352549998874e-05
bulgaria,2005-10-01,2005,4,0.001230899277619102,-99999.0,-0.0001437850844787647
bulgaria,2006-01-01,2006,1,0.022095999058628024,-99999.0,-0.0002472338636678728
bulgaria,2006-04-01,2006,2,0.01446227926937027,-99999.0,-0.00024782808411316637
bulgaria,2006-07-01,2006,3,-0.009869919010156991,-99999.0,-0.00022245026099554366
bulgaria,2006-10-01,2006,4,0.0017922725739509815,-99999.0,0.00010145708482056648
bulgaria,2007-01-01,2007,1,-0.028423477356792404,-99999.0,0.0002441892017372993
bulgaria,2007-04-01,2007,2,0.027435219720832293,-99999.0,0.0002702657027633393
bulgaria,2007-07-01,2007,3,0.018603688447932143,-99999.0,0.0002969715183063215
bulgaria,2007-10-01,2007,4,0.11185353058696634,-99999.0,0.00010321200296914412
bulgaria,2008-01-01,2008,1,-0.006345469720027808,-99999.0,0.0001957632607947346
bulgaria,2008-04-01,2008,2,-0.07847731801097879,-99999.0,0.00034019079743785596
bulgaria,2008-07-01,2008,3,-0.07818973477052182,-99999.0,0.0004461861056519467
bulgaria,2008-10-01,2008,4,-0.1856092049044875,-99999.0,0.0006703899477464859
bulgaria,2009-01-01,2009,1,-0.11605271547580642,-99999.0,0.0006724479012341078
bulgaria,2009-04-01,2009,2,-0.15124705418877582,-99999.0,0.0005296323348673582
bulgaria,2009-07-01,2009,3,-0.13240951256444689,-99999.0,-8.819287446115709e-05
bulgaria,2009-10-01,2009,4,-0.10104430286724053,-99999.0,-0.0009316665185679085
bulgaria,2010-01-01,2010,1,0.17920969636215034,-99999.0,-0.0018035358268555512
bulgaria,2010-04-01,2010,2,0.24715172506525818,-99999.0,-0.002428323350859074
bulgaria,2010-07-01,2010,3,0.24658890501828878,-99999.0,-0.0025718533443424008
bulgaria,2010-10-01,2010,4,0.24034877258447906,-99999.0,-0.002424290456303879
bulgaria,2011-01-01,2011,1,0.07252864394144964,-99999.0,-0.010168174835488486
bulgaria,2011-04-01,2011,2,0.04007362899282896,-99999.0,-0.017928332362199484
bulgaria,2011-07-01,2011,3,0.0005796424129300703,-99999.0,-0.016417440889657797
bulgaria,2011-10-01,2011,4,0.009298717964806968,-99999.0,-0.015663726413453816
bulgaria,2012-01-01,2012,1,-0.19411795875257454,-99999.0,0.001001652977802081
bulgaria,2012-04-01,2012,2,-0.2207731471747394,-99999.0,0.018109326273020088
bulgaria,2012-07-01,2012,3,-0.17366241471964017,-99999.0,0.017252872192116797
bulgaria,2012-10-01,2012,4,-0.1477863489894098,-99999.0,0.01735027377578291
bulgaria,2013-01-01,2013,1,-0.059334326358751355,-99999.0,0.010057768647509846
bulgaria,2013-04-01,2013,2,0.027249524945766268,-99999.0,0.0019784139442933224
bulgaria,2013-07-01,2013,3,0.018798162241960625,-99999.0,0.0018997805572098514
bulgaria,2013-10-01,2013,4,0.0013768293138518573,-99999.0,0.0011073500776781486
bulgaria,2014-01-01,2014,1,0.11681890169792553,-99999.0,2.4069929693837366e-07
bulgaria,2014-04-01,2014,2,0.15220160954735107,-99999.0,-0.0004352165472703007
bulgaria,2014-07-01,2014,3,0.1459017495621282,-99999.0,-0.0010868850114533757
bulgaria,2014-10-01,2014,4,0.11799815672908665,-99999.0,-0.001218232532099961
bulgaria,2015-01-01,2015,1,0.09439616907846826,-99999.0,-0.0007073903574834617
bulgaria,2015-04-01,2015,2,-0.04437774736723199,-99999.0,-0.0008999529378641569
bulgaria,2015-07-01,2015,3,-0.048087738984897044,-99999.0,0.0006352399270213027
bulgaria,2015-10-01,2015,4,-0.01155454059609795,-99999.0,0.0007982093027365522
bulgaria,2016-01-01,2016,1,-0.18838761488449407,-99999.0,-0.000915545333395329
bulgaria,2016-04-01,2016,2,-0.1306092917267918,-99999.0,-0.0010417346534055127
bulgaria,2016-07-01,2016,3,-0.037170095484015064,-99999.0,-0.0019577331514746277
bulgaria,2016-10-01,2016,4,-0.004548738002689845,-99999.0,-0.0017149571882271175
bulgaria,2017-01-01,2017,1,0.24323417350314003,-99999.0,-0.00046943887745953816
bulgaria,2017-04-01,2017,2,0.1990172243676085,-99999.0,-0.000654566149076885
bulgaria,2017-07-01,2017,3,-0.005640221175490012,-99999.0,-0.0007980762038357625
bulgaria,2017-10-01,2017,4,-0.06820260001124723,-99999.0,-0.00039157155427460566
bulgaria,2018-01-01,2018,1,-0.17207891718924273,-99999.0,-3.963459890599097e-05
bulgaria,2018-04-01,2018,2,-0.10408624357890872,-99999.0,0.0005379659948552273
bulgaria,2018-07-01,2018,3,-0.00811800040081323,-99999.0,0.0016731967637291234
bulgaria,2018-10-01,2018,4,0.011000717848098418,-99999.0,0.0012257575884113692
bulgaria,2019-01-01,2019,1,0.0016870946261029474,-99999.0,0.00033134889601171835
bulgaria,2019-04-01,2019,2,-0.005008030466676416,-99999.0,0.00017833116551457806
bulgaria,2019-07-01,2019,3,0.0008552548391520531,-99999.0,-0.0007819785736451479
bulgaria,2019-10-01,2019,4,-0.0014949322534256737,-99999.0,-0.0006572770440023135
croatia,2002-01-01,2002,1,0.1680527214392633,-99999.0,-99999.0
croatia,2002-04-01,2002,2,-0.06297165622679302,-99999.0,-99999.0
croatia,2002-07-01,2002,3,-0.016548898374519894,-99999.0,-99999.0
croatia,2002-10-01,2002,4,-0.22619300820643673,-99999.0,-99999.0
croatia,2003-01-01,2003,1,0.01380163901337994,-99999.0,-99999.0
croatia,2003-04-01,2003,2,0.014323594845073728,-99999.0,-99999.0
croatia,2003-07-01,2003,3,0.027145736456098746,-99999.0,-99999.0
croatia,2003-10-01,2003,4,0.09198502522644247,-99999.0,-99999.0
croatia,2004-01-01,2004,1,-0.09704721616113687,-99999.0,-99999.0
croatia,2004-04-01,2004,2,-0.03130874231606384,-99999.0,-99999.0
croatia,2004-07-01,2004,3,-0.04635693984074152,-99999.0,-99999.0
croatia,2004-10-01,2004,4,-0.0577494388858284,-99999.0,-99999.0
croatia,2005-01-01,2005,1,0.005591951987945265,-99999.0,-99999.0
croatia,2005-04-01,2005,2,-0.021183764555228635,-99999.0,-99999.0
croatia,2005-07-01,2005,3,-0.011466080476346008,-99999.0,-99999.0
croatia,2005-10-01,2005,4,0.04319833590787425,-99999.0,-99999.0
croatia,2006-01-01,2006,1,0.010753626645652048,-99999.0,-99999.0
croatia,2006-04-01,2006,2,-0.002019284782573294,-99999.0,-99999.0
croatia,2006-07-01,2006,3,0.006989866382607346,-99999.0,-99999.0
croatia,2006-10-01,2006,4,-0.07038162474318455,-99999.0,-99999.0
croatia,2007-01-01,2007,1,-0.1144560282679663,-99999.0,-99999.0
croatia,2007-04-01,2007,2,0.06140567219392068,-99999.0,-99999.0
croatia,2007-07-01,2007,3,0.04950911956504811,-99999.0,-99999.0
croatia,2007-10-01,2007,4,0.20541486903878337,-99999.0,-99999.0
croatia,2008-01-01,2008,1,0.12218963834368068,-99999.0,-99999.0
croatia,2008-04-01,2008,2,-0.0750733219900539,-99999.0,-99999.0
croatia,2008-07-01,2008,3,-0.09383554110315728,-99999.0,-99999.0
croatia,2008-10-01,2008,4,-0.30373438116008344,-99999.0,-99999.0
croatia,2009-01-01,2009,1,-0.061562186443136824,-99999.0,-99999.0
croatia,2009-04-01,2009,2,-0.11375512943304855,-99999.0,-99999.0
croatia,2009-07-01,2009,3,-0.07454948123730532,-99999.0,-99999.0
croatia,2009-10-01,2009,4,0.07999586070371478,-99999.0,-99999.0
croatia,2010-01-01,2010,1,0.004562185874878111,-99999.0,-99999.0
croatia,2010-04-01,2010,2,0.12818893375155938,-99999.0,-99999.0
croatia,2010-07-01,2010,3,0.06927823091083951,-99999.0,-99999.0
croatia,2010-10-01,2010,4,0.04055161224374615,-99999.0,-99999.0
croatia,2011-01-01,2011,1,-0.0019575467708854433,-99999.0,-99999.0
croatia,2011-04-01,2011,2,-0.04074948365519049,-99999.0,-99999.0
croatia,2011-07-01,2011,3,0.00933781674012124,-99999.0,-99999.0
croatia,2011-10-01,2011,4,0.0026445752250552346,-99999.0,-99999.0
croatia,2012-01-01,2012,1,-0.0014948290025280642,-99999.0,-99999.0
croatia,2012-04-01,2012,2,0.011543241902394641,-99999.0,-99999.0
croatia,2012-07-01,2012,3,-0.030296061545989517,-99999.0,-99999.0
croatia,2012-10-01,2012,4,-0.09970908177195881,-99999.0,-99999.0
croatia,2013-01-01,2013,1,0.014997184904448346,-99999.0,-99999.0
croatia,2013-04-01,2013,2,0.008384953594845257,-99999.0,-99999.0
croatia,2013-07-01,2013,3,0.039501556762111534,-99999.0,-99999.0
croatia,2013-10-01,2013,4,0.09518295824396716,-99999.0,-99999.0
croatia,2014-01-01,2014,1,-0.11735258485403577,-99999.0,-99999.0
croatia,2014-04-01,2014,2,0.004987744478409439,-99999.0,-99999.0
croatia,2014-07-01,2014,3,-0.025351735645180895,-99999.0,-99999.0
croatia,2014-10-01,2014,4,-0.004497390425395764,-99999.0,-99999.0
croatia,2015-01-01,2015,1,0.2093336752943884,-99999.0,-99999.0
croatia,2015-04-01,2015,2,0.026448029610218526,-99999.0,-99999.0
croatia,2015-07-01,2015,3,0.062267996120667135,-99999.0,-99999.0
croatia,2015-10-01,2015,4,0.049667266795804466,-99999.0,-99999.0
croatia,2016-01-01,2016,1,-0.10334900151200799,-99999.0,-99999.0
croatia,2016-04-01,2016,2,-0.0234152834166359,-99999.0,-99999.0
croatia,2016-07-01,2016,3,-0.012369061672227843,-99999.0,-99999.0
croatia,2016-10-01,2016,4,0.03896180300144536,-99999.0,-99999.0
croatia,2017-01-01,2017,1,0.0763829556993052,-99999.0,-99999.0
croatia,2017-04-01,2017,2,0.05900752173923607,-99999.0,-99999.0
croatia,2017-07-01,2017,3,0.00989331879057076,-99999.0,-99999.0
croatia,2017-10-01,2017,4,-0.11720494626045053,-99999.0,-99999.0
croatia,2018-01-01,2018,1,-0.0883454861140116,-99999.0,-99999.0
croatia,2018-04-01,2018,2,-0.07156508955077712,-99999.0,-99999.0
croatia,2018-07-01,2018,3,-0.04668583890849476,-99999.0,-99999.0
croatia,2018-10-01,2018,4,0.012550092054667061,-99999.0,-99999.0
croatia,2019-01-01,2019,1,0.0470306559715965,-99999.0,-99999.0
croatia,2019-04-01,2019,2,0.04909291464661436,-99999.0,-99999.0
croatia,2019-07-01,2019,3,0.053163624576569646,-99999.0,-99999.0
croatia,2019-10-01,2019,4,0.04905376629585234,-99999.0,-99999.0
czech republic,2000-01-01,2000,1,-99999.0,-99999.0,-99999.0
czech republic,2000-04-01,2000,2,-99999.0,-99999.0,-99999.0
czech republic,2000-07-01,2000,3,-99999.0,-99999.0,-99999.0
czech republic,2000-10-01,2000,4,-99999.0,-99999.0,-99999.0
czech republic,2001-01-01,2001,1,-99999.0,-99999.0,-99999.0
czech republic,2001-04-01,2001,2,-99999.0,-99999.0,-99999.0
czech republic,2001-07-01,2001,3,-99999.0,-99999.0,-99999.0
czech republic,2001-10-01,2001,4,-99999.0,-99999.0,-99999.0
czech republic,2002-01-01,2002,1,-99999.0,-99999.0,-99999.0
czech republic,2002-04-01,2002,2,-99999.0,-99999.0,-99999.0
czech republic,2002-07-01,2002,3,-99999.0,-99999.0,-99999.0
czech republic,2002-10-01,2002,4,-99999.0,-99999.0,-99999.0
czech republic,2003-01-01,2003,1,-99999.0,-99999.0,-99999.0
czech republic,2003-04-01,2003,2,-99999.0,-99999.0,-99999.0
czech republic,2003-07-01,2003,3,-99999.0,-99999.0,-99999.0
czech republic,2003-10-01,2003,4,-99999.0,-99999.0,-99999.0
czech republic,2004-01-01,2004,1,-99999.0,-99999.0,-99999.0
czech republic,2004-04-01,2004,2,-99999.0,-99999.0,-99999.0
czech republic,2004-07-01,2004,3,-99999.0,-99999.0,-99999.0
czech republic,2004-10-01,2004,4,-99999.0,-99999.0,-99999.0
czech republic,2005-01-01,2005,1,-99999.0,-99999.0,-99999.0
czech republic,2005-04-01,2005,2,-99999.0,-99999.0,-99999.0
czech republic,2005-07-01,2005,3,-99999.0,-99999.0,-99999.0
czech republic,2005-10-01,2005,4,-99999.0,-99999.0,-99999.0
czech republic,2006-01-01,2006,1,-99999.0,-99999.0,-99999.0
czech republic,2006-04-01,2006,2,-99999.0,-99999.0,-99999.0
czech republic,2006-07-01,2006,3,-99999.0,-99999.0,-99999.0
czech republic,2006-10-01,2006,4,-99999.0,-99999.0,-99999.0
czech republic,2007-01-01,2007,1,-99999.0,-99999.0,-99999.0
czech republic,2007-04-01,2007,2,-99999.0,-99999.0,-99999.0
czech republic,2007-07-01,2007,3,-99999.0,-99999.0,-99999.0
czech republic,2007-10-01,2007,4,-99999.0,-99999.0,-99999.0
czech republic,2008-01-01,2008,1,-99999.0,-99999.0,-99999.0
czech republic,2008-04-01,2008,2,-99999.0,-99999.0,-99999.0
czech republic,2008-07-01,2008,3,-99999.0,-99999.0,-99999.0
czech republic,2008-10-01,2008,4,-99999.0,-99999.0,-99999.0
czech republic,2009-01-01,2009,1,-99999.0,-99999.0,-99999.0
czech republic,2009-04-01,2009,2,-99999.0,-99999.0,-99999.0
czech republic,2009-07-01,2009,3,-99999.0,-99999.0,-99999.0
czech republic,2009-10-01,2009,4,-99999.0,-99999.0,-99999.0
czech republic,2010-01-01,2010,1,-99999.0,-99999.0,-99999.0
czech republic,2010-04-01,2010,2,-99999.0,-99999.0,-99999.0
czech republic,2010-07-01,2010,3,-99999.0,-99999.0,-99999.0
czech republic,2010-10-01,2010,4,-99999.0,-99999.0,-99999.0
czech republic,2011-01-01,2011,1,-99999.0,-99999.0,-99999.0
czech republic,2011-04-01,2011,2,-99999.0,-99999.0,-99999.0
czech republic,2011-07-01,2011,3,-99999.0,-99999.0,-99999.0
czech republic,2011-10-01,2011,4,-99999.0,-99999.0,-99999.0
czech republic,2012-01-01,2012,1,-99999.0,-99999.0,-99999.0
czech republic,2012-04-01,2012,2,-99999.0,-99999.0,-99999.0
czech republic,2012-07-01,2012,3,-99999.0,-99999.0,-99999.0
czech republic,2012-10-01,2012,4,-99999.0,-99999.0,-99999.0
czech republic,2013-01-01,2013,1,-99999.0,-99999.0,-99999.0
czech republic,2013-04-01,2013,2,-99999.0,-99999.0,-99999.0
czech republic,2013-07-01,2013,3,-99999.0,-99999.0,-99999.0
czech republic,2013-10-01,2013,4,-99999.0,-99999.0,-99999.0
czech republic,2014-01-01,2014,1,-99999.0,-99999.0,-99999.0
czech republic,2014-04-01,2014,2,-99999.0,-99999.0,-99999.0
czech republic,2014-07-01,2014,3,-99999.0,-99999.0,-99999.0
czech republic,2014-10-01,2014,4,-99999.0,-99999.0,-99999.0
czech republic,2015-01-01,2015,1,-99999.0,-99999.0,-99999.0
czech republic,2015-04-01,2015,2,-99999.0,-99999.0,-99999.0
czech republic,2015-07-01,2015,3,-99999.0,-99999.0,-99999.0
czech republic,2015-10-01,2015,4,-99999.0,-99999.0,-99999.0
