,country,date,pop_quarterly
241,croatia,2000-04,4493800.0
242,croatia,2000-07,4479000.0
243,croatia,2000-12,4391700.0
244,croatia,2001-01,4294100.0
245,croatia,2001-04,4299200.0
246,croatia,2001-07,4304200.0
247,croatia,2001-12,4304200.0
248,croatia,2002-01,4305500.0
249,croatia,2002-04,4305500.0
250,croatia,2002-07,4305400.0
251,croatia,2002-12,4305400.0
252,croatia,2003-01,4305400.0
253,croatia,2003-04,4305500.0
254,croatia,2003-07,4305600.0
255,croatia,2003-12,4305700.0
256,croatia,2004-01,4306400.0
257,croatia,2004-04,4307700.0
258,croatia,2004-07,4308900.0
259,croatia,2004-12,4310200.0
260,croatia,2005-01,4311100.0
261,croatia,2005-04,4311500.0
262,croatia,2005-07,4311900.0
263,croatia,2005-12,4312300.0
264,croatia,2006-01,4312600.0
265,croatia,2006-04,4312900.0
266,croatia,2006-07,4313100.0
267,croatia,2006-12,4313400.0
268,croatia,2007-01,4314700.0
269,croatia,2007-04,4312400.0
270,croatia,2007-07,4312400.0
271,croatia,2007-12,4311400.0
272,croatia,2008-01,4310500.0
273,croatia,2008-04,4311800.0
274,croatia,2008-07,4310700.0
275,croatia,2008-12,4310500.0
276,croatia,2009-01,4308500.0
277,croatia,2009-04,4307600.0
278,croatia,2009-07,4306200.0
279,croatia,2009-12,4303000.0
280,croatia,2010-01,4300500.0
281,croatia,2010-04,4296800.0
282,croatia,2010-07,4294800.0
283,croatia,2010-12,4291900.0
284,croatia,2011-01,4287600.0
285,croatia,2011-04,4283300.0
286,croatia,2011-07,4281500.0
287,croatia,2011-12,4279600.0
288,croatia,2012-01,4274000.0
289,croatia,2012-04,4268700.0
290,croatia,2012-07,4268100.0
291,croatia,2012-12,4265200.0
292,croatia,2013-01,4256600.0
293,croatia,2013-04,4255600.0
294,croatia,2013-07,4254300.0
295,croatia,2013-12,4249500.0
296,croatia,2014-01,4242000.0
297,croatia,2014-04,4239800.0
298,croatia,2014-07,4232900.0
299,croatia,2014-12,4229300.0
300,croatia,2015-01,4221000.0
301,croatia,2015-04,4210100.0
302,croatia,2015-07,4203700.0
303,croatia,2015-12,4197200.0
304,croatia,2016-01,4183500.0
305,croatia,2016-04,4175700.0
306,croatia,2016-07,4168100.0000000005
307,croatia,2016-12,4160800.0
308,croatia,2017-01,4139899.9999999995
309,croatia,2017-04,4133000.0
310,croatia,2017-07,4126399.9999999995
311,croatia,2017-12,4120100.0000000005
312,croatia,2018-01,4099399.9999999995
313,croatia,2018-04,4093500.0
314,croatia,2018-07,4088000.0
315,croatia,2018-12,4082600.0
316,croatia,2019-01,4074300.0
317,croatia,2019-04,4069200.0
318,croatia,2019-07,4064800.0
319,croatia,2019-12,4060500.0
320,czech republic,2000-01,10274000.0
321,czech republic,2000-04,10272000.0
322,czech republic,2000-07,10272000.0
323,czech republic,2000-12,10269000.0
324,czech republic,2001-01,10231000.0
325,czech republic,2001-04,10227000.0
326,czech republic,2001-07,10221000.0
327,czech republic,2001-12,10213000.0
328,czech republic,2002-01,10203000.0
329,czech republic,2002-04,10201000.0
330,czech republic,2002-07,10201000.0
331,czech republic,2002-12,10203000.0
332,czech republic,2003-01,10198000.0
333,czech republic,2003-04,10199000.0
334,czech republic,2003-07,10206000.0
335,czech republic,2003-12,10211000.0
336,czech republic,2004-01,10207000.0
337,czech republic,2004-04,10206000.0
338,czech republic,2004-07,10210000.0
339,czech republic,2004-12,10217000.0
340,czech republic,2005-01,10222000.0
341,czech republic,2005-04,10228000.0
342,czech republic,2005-07,10239000.0
343,czech republic,2005-12,10250000.0
344,czech republic,2006-01,10254000.0
345,czech republic,2006-04,10262000.0
346,czech republic,2006-07,10272000.0
347,czech republic,2006-12,10284000.0
348,czech republic,2007-01,10295000.0
349,czech republic,2007-04,10310000.0
350,czech republic,2007-07,10333000.0
351,czech republic,2007-12,10357000.0
352,czech republic,2008-01,10393000.0
353,czech republic,2008-04,10419000.0
354,czech republic,2008-07,10441000.0
355,czech republic,2008-12,10461000.0
356,czech republic,2009-01,10474000.0
357,czech republic,2009-04,10486000.0
358,czech republic,2009-07,10497000.0
359,czech republic,2009-12,10506000.0
360,czech republic,2010-01,10508000.0
361,czech republic,2010-04,10513000.0
362,czech republic,2010-07,10522000.0
363,czech republic,2010-12,10531000.0
364,czech republic,2011-01,10489000.0
365,czech republic,2011-04,10493000.0
366,czech republic,2011-07,10500000.0
367,czech republic,2011-12,10506000.0
368,czech republic,2012-01,10506000.0
369,czech republic,2012-04,10508000.0
370,czech republic,2012-07,10514000.0
371,czech republic,2012-12,10517000.0
372,czech republic,2013-01,10514000.0
373,czech republic,2013-04,10511000.0
374,czech republic,2013-07,10512000.0
375,czech republic,2013-12,10514000.0
376,czech republic,2014-01,10517000.0
377,czech republic,2014-04,10522000.0
378,czech republic,2014-07,10528000.0
379,czech republic,2014-12,10536000.0
380,czech republic,2015-01,10538000.0
381,czech republic,2015-04,10540000.0
382,czech republic,2015-07,10545000.0
383,czech republic,2015-12,10551000.0
384,czech republic,2016-01,10556000.0
385,czech republic,2016-04,10561000.0
386,czech republic,2016-07,10569000.0
387,czech republic,2016-12,10577000.0
388,czech republic,2017-01,10578000.0
389,czech republic,2017-04,10584000.0
390,czech republic,2017-07,10595000.0
391,czech republic,2017-12,10606000.0
392,czech republic,2018-01,10612000.0
393,czech republic,2018-04,10619000.0
394,czech republic,2018-07,10633000.0
395,czech republic,2018-12,10646000.0
396,czech republic,2019-01,10653000.0
397,czech republic,2019-04,10662000.0
398,czech republic,2019-07,10676000.0
399,czech republic,2019-12,10689000.0
400,france,2000-01,60738000.0
401,france,2000-04,60847200.0
402,france,2000-07,60957300.0
403,france,2000-12,61068100.0
404,france,2001-01,61179600.0
405,france,2001-04,61291600.0
406,france,2001-07,61403900.0
407,france,2001-12,61516600.0
408,france,2002-01,61629700.0
409,france,2002-04,61741500.0
410,france,2002-07,61851900.0
411,france,2002-12,61961100.0
412,france,2003-01,62069000.0
413,france,2003-04,62178700.0
414,france,2003-07,62290100.0
415,france,2003-12,62403300.0
416,france,2004-01,62518300.0
417,france,2004-04,62634800.0
418,france,2004-07,62752800.0
419,france,2004-12,62872200.0
420,france,2005-01,62993200.0
421,france,2005-04,63111600.0
422,france,2005-07,63227400.0
423,france,2005-12,63340700.0
424,france,2006-01,63451500.0
425,france,2006-04,63559000.0
426,france,2006-07,63663200.0
427,france,2006-12,63764300.0
428,france,2007-01,63862100.0
429,france,2007-04,63957800.0
430,france,2007-07,64051300.0
431,france,2007-12,64142600.0
432,france,2008-01,64231700.0
433,france,2008-04,64319000.0
434,france,2008-07,64404600.0
435,france,2008-12,64488400.0
436,france,2009-01,64570300.0
437,france,2009-04,64651700.0
438,france,2009-07,64732300.0
439,france,2009-12,64812300.0
440,france,2010-01,64891600.0
441,france,2010-04,64971100.0
442,france,2010-07,65050700.0
443,france,2010-12,65130500.0
444,france,2011-01,65210500.0
445,france,2011-04,65290200.0
446,france,2011-07,65369700.0
447,france,2011-12,65448800.0
448,france,2012-01,65527600.0
449,france,2012-04,65608500.0
450,france,2012-07,65691399.99999999
451,france,2012-12,65776399.99999999
452,france,2013-01,65863399.99999999
453,france,2013-04,65949200.0
454,france,2013-07,66033800.0
455,france,2013-12,66117100.00000001
456,france,2014-01,66199300.0
457,france,2014-04,66277300.0
458,france,2014-07,66351100.00000001
459,france,2014-12,66420700.0
460,france,2015-01,66486100.00000001
461,france,2015-04,66550200.0
462,france,2015-07,66613000.0
463,france,2015-12,66674399.99999999
464,france,2016-01,66734399.99999999
465,france,2016-04,66797000.0
466,france,2016-07,66862200.0
467,france,2016-12,66930100.00000001
468,france,2017-01,67000500.0
469,france,2017-04,67075100.00000001
470,france,2017-07,67153700.0
471,france,2017-12,67236500.0
472,france,2018-01,67323500.0
473,france,2018-04,67408400.0
474,france,2018-07,67491200.0
475,france,2018-12,67571900.0
476,france,2019-01,67650700.0
477,france,2019-04,67724300.0
478,france,2019-07,67792800.0
479,france,2019-12,67856300.0
480,germany,2000-01,81452000.0
481,germany,2000-04,81454000.0
482,germany,2000-07,81459000.0
483,germany,2000-12,81462000.0
484,germany,2001-01,81476000.0
485,germany,2001-04,81506000.0
486,germany,2001-07,81531000.0
487,germany,2001-12,81557000.0
488,germany,2002-01,81569000.0
489,germany,2002-04,81579000.0
490,germany,2002-07,81582000.0
491,germany,2002-12,81584000.0
492,germany,2003-01,81579000.0
493,germany,2003-04,81560000.0
494,germany,2003-07,81540000.0
495,germany,2003-12,81517000.0
496,germany,2004-01,81499000.0
497,germany,2004-04,81471000.0
498,germany,2004-07,81442000.0
499,germany,2004-12,81413000.0
500,germany,2005-01,81382000.0
501,germany,2005-04,81354000.0
502,germany,2005-07,81326000.0
503,germany,2005-12,81286000.0
504,germany,2006-01,81241000.0
505,germany,2006-04,81203000.0
506,germany,2006-07,81150000.0
507,germany,2006-12,81101000.0
508,germany,2007-01,81050000.0
509,germany,2007-04,81017000.0
510,germany,2007-07,80972000.0
511,germany,2007-12,80932000.0
512,germany,2008-01,80852000.0
513,germany,2008-04,80801000.0
514,germany,2008-07,80744000.0
515,germany,2008-12,80659000.0
516,germany,2009-01,80577000.0
517,germany,2009-04,80501000.0
518,germany,2009-07,80451000.0
519,germany,2009-12,80404000.0
520,germany,2010-01,80321000.0
521,germany,2010-04,80296000.0
522,germany,2010-07,80268000.0
523,germany,2010-12,80254000.0
524,germany,2011-01,80250000.0
525,germany,2011-04,80261000.0
526,germany,2011-07,80285000.0
527,germany,2011-12,80306000.0
528,germany,2012-01,80357000.0
529,germany,2012-04,80399000.0
530,germany,2012-07,80447000.0
531,germany,2012-12,80502000.0
532,germany,2013-01,80562000.0
533,germany,2013-04,80595000.0
534,germany,2013-07,80670000.0
535,germany,2013-12,80757000.0
536,germany,2014-01,80837000.0
537,germany,2014-04,80917000.0
538,germany,2014-07,81025000.0
539,germany,2014-12,81154000.0
540,germany,2015-01,81393000.0
541,germany,2015-04,81529000.0
542,germany,2015-07,81738000.0
543,germany,2015-12,82088000.0
544,germany,2016-01,82221000.0
545,germany,2016-04,82321000.0
546,germany,2016-07,82388000.0
547,germany,2016-12,82467000.0
548,germany,2017-01,82548000.0
549,germany,2017-04,82642000.0
550,germany,2017-07,82696000.0
551,germany,2017-12,82742000.0
552,germany,2018-01,82817000.0
553,germany,2018-04,82867000.0
554,germany,2018-07,82938000.0
555,germany,2018-12,83001000.0
556,germany,2019-01,83042000.0
557,germany,2019-04,83078000.0
558,germany,2019-07,83106000.0
559,germany,2019-12,83146000.0
560,greece,2000-01,10783300.0
561,greece,2000-04,10798100.0
562,greece,2000-07,10813300.0
563,greece,2000-12,10828400.0
564,greece,2001-01,10842600.0
565,greece,2001-04,10855500.0
566,greece,2001-07,10868700.0
567,greece,2001-12,10881700.0
568,greece,2002-01,10891800.0
569,greece,2002-04,10898500.0
570,greece,2002-07,10905400.0
571,greece,2002-12,10912300.0
572,greece,2003-01,10918900.0
573,greece,2003-04,10925000.0
574,greece,2003-07,10931200.0
575,greece,2003-12,10937300.0
576,greece,2004-01,10944100.0
577,greece,2004-04,10951400.0
578,greece,2004-07,10958800.0
579,greece,2004-12,10966200.0
580,greece,2005-01,10974300.0
581,greece,2005-04,10982900.0
582,greece,2005-07,10991700.0
583,greece,2005-12,11000400.0
584,greece,2006-01,11008700.0
585,greece,2006-04,11016400.0
586,greece,2006-07,11024300.0
587,greece,2006-12,11032100.0
588,greece,2007-01,11039200.0
589,greece,2007-04,11045300.0
590,greece,2007-07,11051600.0
591,greece,2007-12,11057800.0
592,greece,2008-01,11065200.0
593,greece,2008-04,11073600.0
594,greece,2008-07,11082100.0
595,greece,2008-12,11090500.0
596,greece,2009-01,11097900.0
597,greece,2009-04,11103900.0
598,greece,2009-07,11110100.0
599,greece,2009-12,11116200.0
600,greece,2010-01,11119800.0
601,greece,2010-04,11120900.0
602,greece,2010-07,11121900.0
603,greece,2010-12,11122900.0
604,greece,2011-01,11118700.0
605,greece,2011-04,11109700.0
606,greece,2011-07,11100300.0
607,greece,2011-12,11091000.0
608,greece,2012-01,11075900.0
609,greece,2012-04,11055500.0
610,greece,2012-07,11034700.0
611,greece,2012-12,11014000.0
612,greece,2013-01,10993900.0
613,greece,2013-04,10975000.0
614,greece,2013-07,10955600.0
615,greece,2013-12,10936400.0
616,greece,2014-01,10918000.0
617,greece,2014-04,10901100.0
618,greece,2014-07,10883800.0
619,greece,2014-12,10866600.0
620,greece,2015-01,10848600.0
621,greece,2015-04,10830400.0
622,greece,2015-07,10811600.0
623,greece,2015-12,10793000.0
624,greece,2016-01,10781800.0
625,greece,2016-04,10778000.0
626,greece,2016-07,10774000.0
627,greece,2016-12,10770100.0
628,greece,2017-01,10764800.0
629,greece,2017-04,10758100.0
630,greece,2017-07,10751300.0
631,greece,2017-12,10744500.0
632,greece,2018-01,10739100.0
633,greece,2018-04,10735000.0
634,greece,2018-07,10730800.0
635,greece,2018-12,10726700.0
636,greece,2019-01,10723800.0
637,greece,2019-04,10722300.0
638,greece,2019-07,10720800.0
639,greece,2019-12,10719300.0
640,hungary,2000-01,10217100.0
641,hungary,2000-04,10211300.0
642,hungary,2000-07,10205800.0
643,hungary,2000-12,10201000.0
644,hungary,2001-01,10197200.0
645,hungary,2001-04,10191900.0
646,hungary,2001-07,10185600.0
647,hungary,2001-12,10178200.0
648,hungary,2002-01,10170200.0
649,hungary,2002-04,10161700.0
650,hungary,2002-07,10153200.0
651,hungary,2002-12,10145500.0
652,hungary,2003-01,10136800.0
653,hungary,2003-04,10129300.0
654,hungary,2003-07,10123200.0
655,hungary,2003-12,10117900.0
656,hungary,2004-01,10113200.0
657,hungary,2004-04,10108800.0
658,hungary,2004-07,10103100.0
659,hungary,2004-12,10097900.0
660,hungary,2005-01,10094100.0
661,hungary,2005-04,10088600.0
662,hungary,2005-07,10082700.0
663,hungary,2005-12,10077800.0
664,hungary,2006-01,10074400.0
665,hungary,2006-04,10071500.0
666,hungary,2006-07,10067500.0
667,hungary,2006-12,10064400.0
668,hungary,2007-01,10062300.0
669,hungary,2007-04,10057200.0
670,hungary,2007-07,10051700.0
671,hungary,2007-12,10046500.0
672,hungary,2008-01,10042200.0
673,hungary,2008-04,10038600.0
674,hungary,2008-07,10035600.0
675,hungary,2008-12,10032000.0
676,hungary,2009-01,10027400.0
677,hungary,2009-04,10023400.0
678,hungary,2009-07,10020100.0
679,hungary,2009-12,10015800.0
680,hungary,2010-01,10011300.0
681,hungary,2010-04,10006000.0
682,hungary,2010-07,9997500.0
683,hungary,2010-12,9988500.0
684,hungary,2011-01,9981400.0
685,hungary,2011-04,9974700.0
686,hungary,2011-07,9968500.0
687,hungary,2011-12,9963500.0
688,hungary,2012-01,9952100.0
689,hungary,2012-04,9943500.0
690,hungary,2012-07,9935100.0
691,hungary,2012-12,9927300.0
692,hungary,2013-01,9903700.0
693,hungary,2013-04,9895300.0
694,hungary,2013-07,9886800.0
695,hungary,2013-12,9879300.0
696,hungary,2014-01,9873600.0
697,hungary,2014-04,9868300.0
698,hungary,2014-07,9862500.0
699,hungary,2014-12,9856800.0
700,hungary,2015-01,9849600.0
701,hungary,2015-04,9842200.0
702,hungary,2015-07,9836100.0
703,hungary,2015-12,9830900.0
704,hungary,2016-01,9826000.0
705,hungary,2016-04,9818300.0
706,hungary,2016-07,9809600.0
707,hungary,2016-12,9801500.0
708,hungary,2017-01,9792500.0
709,hungary,2017-04,9786400.0
710,hungary,2017-07,9782000.0
711,hungary,2017-12,9778300.0
712,hungary,2018-01,9775900.0
713,hungary,2018-04,9774200.0
714,hungary,2018-07,9772800.0
715,hungary,2018-12,9771400.0
716,hungary,2019-01,9769700.0
717,hungary,2019-04,9767400.0
718,hungary,2019-07,9766400.0
719,hungary,2019-12,9766900.0
720,iceland,2000-01,280000.0
721,iceland,2000-04,281100.0
722,iceland,2000-07,282100.0
723,iceland,2000-12,283200.0
724,iceland,2001-01,284100.0
725,iceland,2001-04,285000.0
726,iceland,2001-07,285700.0
727,iceland,2001-12,286500.0
728,iceland,2002-01,287000.0
729,iceland,2002-04,287500.0
730,iceland,2002-07,287900.0
731,iceland,2002-12,288400.0
732,iceland,2003-01,288800.0
733,iceland,2003-04,289200.0
734,iceland,2003-07,289800.0
735,iceland,2003-12,290500.0
736,iceland,2004-01,291500.0
737,iceland,2004-04,292500.0
738,iceland,2004-07,293000.0
739,iceland,2004-12,293600.0
740,iceland,2005-01,294600.0
741,iceland,2005-04,295800.0
742,iceland,2005-07,297800.0
743,iceland,2005-12,299900.0
744,iceland,2006-01,301900.0
745,iceland,2006-04,304200.0
746,iceland,2006-07,305900.0
747,iceland,2006-12,307700.0
748,iceland,2007-01,309400.0
749,iceland,2007-04,311300.0
750,iceland,2007-07,313400.0
751,iceland,2007-12,315500.0
752,iceland,2008-01,317200.0
753,iceland,2008-04,319200.0
754,iceland,2008-07,319400.0
755,iceland,2008-12,319500.0
756,iceland,2009-01,319200.0
757,iceland,2009-04,319100.0
758,iceland,2009-07,318500.0
759,iceland,2009-12,317600.0
760,iceland,2010-01,317800.0
761,iceland,2010-04,317800.0
762,iceland,2010-07,318300.0
763,iceland,2010-12,318600.0
764,iceland,2011-01,319000.0
765,iceland,2011-04,319100.0
766,iceland,2011-07,319200.0
767,iceland,2011-12,319600.0
768,iceland,2012-01,320000.0
769,iceland,2012-04,320200.0
770,iceland,2012-07,320700.0
771,iceland,2012-12,321900.0
772,iceland,2013-01,322900.0
773,iceland,2013-04,323800.0
774,iceland,2013-07,325000.0
775,iceland,2013-12,325600.0
776,iceland,2014-01,326300.0
777,iceland,2014-04,327100.0
778,iceland,2014-07,328100.0
779,iceland,2014-12,329100.0
780,iceland,2015-01,329700.0
781,iceland,2015-04,330600.0
782,iceland,2015-07,331200.0
783,iceland,2015-12,332800.0
784,iceland,2016-01,334300.0
785,iceland,2016-04,336100.0
786,iceland,2016-07,337400.0
787,iceland,2016-12,338500.0
788,iceland,2017-01,340200.0
789,iceland,2017-04,344000.0
790,iceland,2017-07,346500.0
791,iceland,2017-12,348700.0
792,iceland,2018-01,350800.0
793,iceland,2018-04,353200.0
794,iceland,2018-07,355300.0
795,iceland,2018-12,357100.0
796,iceland,2019-01,358800.0
797,iceland,2019-04,360600.0
798,iceland,2019-07,362500.0
799,iceland,2019-12,364300.0
800,ireland,2000-01,3783400.0
801,ireland,2000-04,3795200.0
802,ireland,2000-07,3809600.0
803,ireland,2000-12,3828700.0
804,ireland,2001-01,3839900.0
805,ireland,2001-04,3855000.0
806,ireland,2001-07,3871600.0
807,ireland,2001-12,3888700.0
808,ireland,2002-01,3906100.0
809,ireland,2002-04,3924900.0
810,ireland,2002-07,3940100.0
811,ireland,2002-12,3956200.0
812,ireland,2003-01,3973400.0
813,ireland,2003-04,3988300.0
814,ireland,2003-07,4004800.0
815,ireland,2003-12,4021300.0
816,ireland,2004-01,4037700.0
817,ireland,2004-04,4055200.0
818,ireland,2004-07,4076700.0
819,ireland,2004-12,4099800.0
820,ireland,2005-01,4122500.0
821,ireland,2005-04,4145399.9999999995
822,ireland,2005-07,4172600.0000000005
823,ireland,2005-12,4199800.0
824,ireland,2006-01,4226200.0
825,ireland,2006-04,4245400.0
826,ireland,2006-07,4287400.0
827,ireland,2006-12,4320800.0
828,ireland,2007-01,4354400.0
829,ireland,2007-04,4386200.0
830,ireland,2007-07,4415700.0
831,ireland,2007-12,4444800.0
