country,date,co2_monthly_stat,pop_monthly_stat,gdp_monthly_stat,co2_monthly_cap_stat,gdp_monthly_cap_stat
Austria,2001-01-01,-0.019137836352346227,0.0007874563911514088,-0.007273908304185284,0.10099031023857621,-0.008233427870377952
Austria,2001-02-01,0.03961054797361285,-0.0006066811853386866,-0.00016810593096749926,-0.07259844916116565,-0.0005209443118214807
Austria,2001-03-01,0.022159771483806878,-1.2445101482683185e-07,-0.00016813419532368812,-0.06558506664803876,-0.0005208481251610664
Austria,2001-04-01,0.11971768377375014,-1.2436325214082444e-07,-0.00016816246918338607,-0.1199503179671598,-0.0005207520357721762
Austria,2001-05-01,0.024325756087039352,3.7188306428959095e-05,0.0012175920687340636,-0.25139969788552813,0.0008278141957180907
Austria,2001-06-01,0.1029230147343867,-1.5186759760865698e-07,0.0012161113410265045,-0.03284028042016118,0.0008264853356099167
Austria,2001-07-01,-0.024426432010226762,-1.5174930112493712e-07,0.0012146342104095709,-0.11353474212303716,0.0008251599542887789
Austria,2001-08-01,0.037497964945121254,-0.00013846805544304175,0.002652071647137433,-0.02216518956844249,0.0024010654464650116
Austria,2001-09-01,0.11660614571343508,-6.29883025737854e-08,0.0026450567629900945,0.26624407131053884,0.0023941135506184708
Austria,2001-10-01,0.04686295113140382,-6.29566976328988e-08,0.0026380788905235875,0.10404618283187617,0.0023871986348495966
Austria,2001-11-01,0.15794165358450307,-6.292511756100794e-08,0.002631137737584055,0.24707885167097582,0.002380320407025849
Austria,2001-12-01,0.17438495492160122,-6.289355702904231e-08,0.002624233015090738,0.1296583416288687,0.0023734785780948897
Austria,2002-01-01,0.052059519107103824,0.0011880055011115331,0.02192173344150561,-0.021814365947842723,0.020482973503394675
Austria,2002-02-01,-0.025242713934021666,-0.001091782971421651,0.0057351066158126685,-0.1498948207881254,0.005388129649121609
Austria,2002-03-01,0.017999562223668164,-1.2035125784848333e-07,0.005702402639577997,-0.022336933175941355,0.005355546024144786
Austria,2002-04-01,0.028785956334097307,-1.202677957223841e-07,0.0056700695329858775,-0.10915807063777644,0.005323333185353718
Austria,2002-05-01,0.054459153422138584,7.001370945758367e-05,0.004060821853776986,-0.22575347298156506,0.0036440717966819136
Austria,2002-06-01,-0.020760442916726518,-1.736082602121769e-07,0.004044398250496073,-0.10808682720244106,0.0036278218016647656
Austria,2002-07-01,0.057050013574908576,-1.7346368075266128e-07,0.004028106959641065,-0.03575121436043732,0.003611703974485181
Austria,2002-08-01,0.044332635443376844,-0.0001715895058342909,0.0010592356820602333,-0.03487637497861956,0.0008144222027421932
Austria,2002-09-01,0.007926172859921365,-5.99189711181225e-08,0.0010581148889059477,0.2298437983791071,0.0008133613285625785
Austria,2002-10-01,0.10566437951184326,-5.988964879577452e-08,0.0010569964651097052,0.20179057606877313,0.0008123027944098027
Austria,2002-11-01,-0.09296060834463482,-5.986034423699493e-08,0.001055880403150411,0.04846004733470232,0.0008112465927947454
Austria,2002-12-01,-0.08811623852871975,-5.98310645472111e-08,0.0010547666955638135,0.1345088919024927,0.0008101927162744715
Austria,2003-01-01,0.013681855757024408,0.0005332182412587372,0.010838626081433489,0.08064469605546784,0.010060833860888962
Austria,2003-02-01,0.16042687378232934,-0.0004898744807704247,0.0016787697468210183,-0.0030907435359108226,0.0013908520070415875
Austria,2003-03-01,0.055391450809645804,-8.287276465068771e-08,0.0016759562015913332,-0.12731333440020542,0.0013881213345801058
Austria,2003-04-01,0.039911605667288796,-8.282507124590666e-08,0.001673152071347772,-0.12457893147444342,0.001385400029404238
Austria,2003-05-01,0.010569385253539565,0.0002464250299105686,0.0029338974742110224,-0.2552131204100714,0.0023997204023569196
Austria,2003-06-01,0.02261057665386801,-2.8519280803607217e-07,0.0029253148940924234,-0.09616295123232449,0.002391423015048133
Austria,2003-07-01,0.07567337846307964,-2.848884452788525e-07,0.0029167823810816174,0.017194383443328243,0.002383175390484382
Austria,2003-08-01,0.10994648290462727,-0.0001889661521712327,0.0018300113776454907,-0.0007030978961795609,0.001485370539217712
Austria,2003-09-01,0.03150967452845599,-1.1873638960935295e-07,0.0018266685524785942,0.15130722146124367,0.0014821464504404247
Austria,2003-10-01,0.10008026581453677,-1.1865459903503961e-07,0.0018233379175214282,0.2702614575781139,0.0014789344700822937
Austria,2003-11-01,0.07577318509618358,-1.1857289905492507e-07,0.0018200194062103492,0.024053315552162252,0.0014757345316684933
Austria,2003-12-01,0.03800449331596312,-1.1849128078722515e-07,0.0018167129524684356,0.09664060771830206,0.0014725465692109196
Austria,2004-01-01,0.030095619097807003,0.0009576772600681238,0.019672694402711244,0.0722117704145327,0.01837085075938205
Austria,2004-02-01,-0.05127379682986444,-0.0008151111831846691,0.005001081870265267,-0.0846589741839478,0.00451434941012252
Austria,2004-03-01,0.04811262522795445,-2.3679323568615018e-07,0.004976195457768284,-0.028125573142279398,0.004489699790863
Austria,2004-04-01,-0.009030622605036953,-2.3656295233820401e-07,0.004951555499189908,-0.18192068636944625,0.004465296395236962
Austria,2004-05-01,0.14229012991778234,0.0002120692244851341,0.005405065162772615,-0.10405651914384192,0.004706736834332759
Austria,2004-06-01,0.1296339740296819,-4.873221648438175e-07,0.005376007421979523,-0.10898305624765575,0.004678166415700957
Austria,2004-07-01,0.03401179529524079,-4.866424880844988e-07,0.005347260441293855,-0.07859154266429974,0.004649906077506927
Austria,2004-08-01,-0.004047658455572645,-0.00026939517233515176,0.0015455504053498714,-0.03884587000002093,0.0011175912138980948
Austria,2004-09-01,-0.0021009765228434674,-1.8307072302548022e-07,0.001543165365021082,0.15317064937528602,0.0011153892442923308
Austria,2004-10-01,-0.1060574647305419,-1.8291416736815336e-07,0.0015407876743722682,0.16622177961129328,0.0011131944678144379
Austria,2004-11-01,0.021016041924120543,-1.8275780711007883e-07,0.0015384172994963308,0.1510436966326103,0.0011110068507402815
Austria,2004-12-01,0.006984496700770393,-1.82601649356684e-07,0.001536054206663806,0.08252600103110401,0.0011088263595588899
Austria,2005-01-01,-0.018196699812204287,0.0010117967914649029,0.00024496515609229164,0.04689339290631589,-0.0011940594824793038
Austria,2005-02-01,0.07125481250668031,-0.0010207139982405522,0.005708928264670732,0.00486095995475222,0.005290617624345018
Austria,2005-03-01,0.043220020892764666,-1.7491062997976314e-07,0.005676521324122774,-0.05609200481899018,0.005258385594423487
Austria,2005-04-01,0.020905749664148487,-1.7476441449559843e-07,0.005644480226205673,-0.20416665945939289,0.005226519260919105
Austria,2005-05-01,-0.03263910664261083,0.00020257137401813452,0.005451989745516528,-0.15752357946146303,0.004831457406211825
Austria,2005-06-01,0.03689543606235901,-3.8482160036323876e-07,0.005422426658149959,-0.0393708200541118,0.004802279140449173
Austria,2005-07-01,0.04663802029915942,-3.843446076956525e-07,0.0053931824505895065,-0.0687713672368096,0.004773419277492863
Austria,2005-08-01,0.04743565124907079,-0.0002286594418148269,0.004179419396564299,-0.03801138358993644,0.003788315665286035
Austria,2005-09-01,0.01700271745438897,-1.529023290203213e-07,0.004162024525324881,0.12277454087238024,0.0037710736963720848
Austria,2005-10-01,0.048726827181173604,-1.5278282106123697e-07,0.004144773850107697,0.1979826844985105,0.0037539758039795146
Austria,2005-11-01,0.06099134210556301,-1.526634552106998e-07,0.004127665585336615,0.16334497662307862,0.003737020202661867
Austria,2005-12-01,0.06581166308307473,-1.525442279159961e-07,0.004110697974780919,0.08738305701727575,0.003720205136334087
Austria,2006-01-01,0.09378109668778833,0.0008333566233211798,0.02753946220098058,0.07507800168783038,0.02631561273921257
Austria,2006-02-01,-0.0025475390270734977,-0.0009937876467756013,0.004773171826002454,-0.09127942693477267,0.0045431100110118194
Austria,2006-03-01,0.02757830655779614,-5.2916266923830335e-08,0.004750496845456809,-0.025778032403145912,0.004520487946727769
Austria,2006-04-01,0.0026639261546250737,-5.2891925506060034e-08,0.004728036281971271,-0.22889303490407858,0.004498080275173066
Austria,2006-05-01,0.024374097490753144,7.656976796432957e-05,0.006870300226818671,-0.13549940156079632,0.006563774452056137
Austria,2006-06-01,-0.024977217562934584,-9.392926081375208e-08,0.006823421092207127,-0.08840841943560387,0.006516989246700078
Austria,2006-07-01,0.017762912170425693,-9.387171040486919e-08,0.006777177378925359,-0.02571781230414555,0.006470839405134043
Austria,2006-08-01,0.07148606245544897,-9.598650472675274e-05,0.0016053373450191089,0.015892518957302704,0.0013949858759545464
Austria,2006-09-01,-0.03878992548234805,-4.423843691370166e-08,0.0016027643669751512,0.012679196532903947,0.0013924571363439497
Austria,2006-10-01,-0.016972704307734787,-4.4219831352165784e-08,0.001600199623489118,0.21998044070845343,0.001389936612691045
Austria,2006-11-01,-0.05217510130138692,-4.420123822512778e-08,0.0015976430750974657,0.12832300620254294,0.0013874242655393942
Austria,2006-12-01,-0.07404771727869885,-4.418266286165817e-08,0.001595094682581788,0.06569075925151313,0.0013849200556830255
Austria,2007-01-01,-0.13478703881805743,0.0005021578089152712,0.012315185723771549,0.0148501971744254,0.011602853287957515
Austria,2007-02-01,-0.08447422491068224,-0.0004991338324611405,0.003957596006518571,-0.04094974981575292,0.0037443974031692306
Austria,2007-03-01,-0.10183140604041441,-4.5443956153690124e-08,0.003941995161927281,-0.04311835779354942,0.0037288420025323177
Austria,2007-04-01,-0.04333180494579025,-4.5424586758713303e-08,0.003926516831608495,-0.170376585537463,0.003713409096800291
Austria,2007-05-01,-0.01370090170002669,9.240148309253016e-05,0.0023796430940059565,-0.10586748175816972,0.002074133876105222
Austria,2007-06-01,0.0035870381482272506,-9.330737604784645e-08,0.00237399383331649,-0.07111946365236854,0.002068577922790027
