,country,date,gdp_quarterly
1346,slovakia,2016-07,161101000000.0
1347,slovakia,2016-12,161565000000.0
1348,slovakia,2017-01,162448400000.0
1349,slovakia,2017-04,163255200000.0
1350,slovakia,2017-07,164175500000.0
1351,slovakia,2017-12,165884800000.0
1352,slovakia,2018-01,166996300000.0
1353,slovakia,2018-04,169695900000.0
1354,slovakia,2018-07,172158300000.0
1355,slovakia,2018-12,174608900000.0
1356,slovakia,2019-01,178352300000.0
1357,slovakia,2019-04,181313000000.0
1358,slovakia,2019-07,183718300000.0
1359,slovakia,2019-12,186519000000.0
1360,spain,2000-01,849958100000.0
1361,spain,2000-04,868901000000.0
1362,spain,2000-07,885025800000.0
1363,spain,2000-12,899242600000.0
1364,spain,2001-01,913486300000.0
1365,spain,2001-04,927657900000.0
1366,spain,2001-07,945533200000.0
1367,spain,2001-12,963980100000.0
1368,spain,2002-01,983965100000.0
1369,spain,2002-04,1003984300000.0
1370,spain,2002-07,1019063100000.0
1371,spain,2002-12,1032005800000.0
1372,spain,2003-01,1041783700000.0
1373,spain,2003-04,1048080300000.0
1374,spain,2003-07,1059950300000.0
1375,spain,2003-12,1076651000000.0
1376,spain,2004-01,1094105899999.9999
1377,spain,2004-04,1115025500000.0
1378,spain,2004-07,1132403100000.0
1379,spain,2004-12,1146764200000.0
1380,spain,2005-01,1162982300000.0
1381,spain,2005-04,1184687800000.0
1382,spain,2005-07,1216935100000.0
1383,spain,2005-12,1256812800000.0
1384,spain,2006-01,1306625000000.0
1385,spain,2006-04,1351431900000.0
1386,spain,2006-07,1387080000000.0
1387,spain,2006-12,1411391500000.0
1388,spain,2007-01,1436032200000.0
1389,spain,2007-04,1459007100000.0
1390,spain,2007-07,1480344000000.0
1391,spain,2007-12,1499458000000.0
1392,spain,2008-01,1513987000000.0
1393,spain,2008-04,1529303100000.0
1394,spain,2008-07,1544358500000.0
1395,spain,2008-12,1526985500000.0
1396,spain,2009-01,1490332200000.0
1397,spain,2009-04,1488020500000.0
1398,spain,2009-07,1488713300000.0
1399,spain,2009-12,1484568400000.0
1400,spain,2010-01,1474826700000.0
1401,spain,2010-04,1475272500000.0
1402,spain,2010-07,1472826600000.0
1403,spain,2010-12,1479495000000.0
1404,spain,2011-01,1485966300000.0
1405,spain,2011-04,1492221200000.0
1406,spain,2011-07,1493301500000.0
1407,spain,2011-12,1486898300000.0
1408,spain,2012-01,1483630200000.0
1409,spain,2012-04,1478845800000.0
1410,spain,2012-07,1484046200000.0
1411,spain,2012-12,1488223800000.0
1412,spain,2013-01,1497314600000.0
1413,spain,2013-04,1506555500000.0
1414,spain,2013-07,1516908800000.0
1415,spain,2013-12,1529951100000.0
1416,spain,2014-01,1539825000000.0
1417,spain,2014-04,1552964700000.0
1418,spain,2014-07,1566783100000.0
1419,spain,2014-12,1576534800000.0
1420,spain,2015-01,1585513400000.0
1421,spain,2015-04,1609817600000.0
1422,spain,2015-07,1633397200000.0
1423,spain,2015-12,1659344600000.0
1424,spain,2016-01,1685715900000.0
1425,spain,2016-04,1719742000000.0
1426,spain,2016-07,1751543100000.0
1427,spain,2016-12,1780995600000.0
1428,spain,2017-01,1811635300000.0
1429,spain,2017-04,1837558800000.0
1430,spain,2017-07,1854955500000.0
1431,spain,2017-12,1866912600000.0
1432,spain,2018-01,1870927900000.0
1433,spain,2018-04,1891980900000.0
1434,spain,2018-07,1911925400000.0
1435,spain,2018-12,1947339600000.0
1436,spain,2019-01,1992075600000.0
1437,spain,2019-04,2028391600000.0
1438,spain,2019-07,2049392600000.0
1439,spain,2019-12,2058526000000.0
1440,switzerland,2000-01,258695000000.0
1441,switzerland,2000-04,261292300000.0
1442,switzerland,2000-07,265052200000.0
1443,switzerland,2000-12,269549800000.0
1444,switzerland,2001-01,270208400000.00003
1445,switzerland,2001-04,273105400000.00003
1446,switzerland,2001-07,274845400000.00003
1447,switzerland,2001-12,276209000000.0
1448,switzerland,2002-01,279294100000.0
1449,switzerland,2002-04,282204300000.0
1450,switzerland,2002-07,283749000000.0
1451,switzerland,2002-12,283488900000.0
1452,switzerland,2003-01,281962300000.0
1453,switzerland,2003-04,281064600000.0
1454,switzerland,2003-07,284849600000.0
1455,switzerland,2003-12,289592600000.0
1456,switzerland,2004-01,293333100000.0
1457,switzerland,2004-04,297304300000.0
1458,switzerland,2004-07,297464700000.0
1459,switzerland,2004-12,298187300000.0
1460,switzerland,2005-01,299908300000.0
1461,switzerland,2005-04,304148000000.0
1462,switzerland,2005-07,311027300000.0
1463,switzerland,2005-12,319908200000.0
1464,switzerland,2006-01,331473500000.0
1465,switzerland,2006-04,342116400000.0
1466,switzerland,2006-07,351371900000.0
1467,switzerland,2006-12,361243000000.0
1468,switzerland,2007-01,370310600000.0
1469,switzerland,2007-04,381724800000.0
1470,switzerland,2007-07,389753200000.0
1471,switzerland,2007-12,397189200000.0
1472,switzerland,2008-01,403627900000.0
1473,switzerland,2008-04,412448800000.0
1474,switzerland,2008-07,419814200000.0
1475,switzerland,2008-12,409666200000.0
1476,switzerland,2009-01,404262100000.0
1477,switzerland,2009-04,406987700000.0
1478,switzerland,2009-07,413032300000.0
1479,switzerland,2009-12,415482000000.0
1480,switzerland,2010-01,418271000000.0
1481,switzerland,2010-04,422152200000.0
1482,switzerland,2010-07,426664900000.0
1483,switzerland,2010-12,435528800000.0
1484,switzerland,2011-01,444948100000.0
1485,switzerland,2011-04,454630200000.0
1486,switzerland,2011-07,458868000000.0
1487,switzerland,2011-12,461195300000.0
1488,switzerland,2012-01,467214600000.0
1489,switzerland,2012-04,471199500000.0
1490,switzerland,2012-07,479609500000.0
1491,switzerland,2012-12,483785500000.0
1492,switzerland,2013-01,489948600000.0
1493,switzerland,2013-04,496241800000.0
1494,switzerland,2013-07,503049700000.0
1495,switzerland,2013-12,506772600000.0
1496,switzerland,2014-01,510028500000.0
1497,switzerland,2014-04,516899400000.0
1498,switzerland,2014-07,522692600000.0
1499,switzerland,2014-12,528587199999.99994
1500,switzerland,2015-01,529402600000.0
1501,switzerland,2015-04,537765100000.0
1502,switzerland,2015-07,545146500000.0
1503,switzerland,2015-12,550034600000.0
1504,switzerland,2016-01,553342900000.0
1505,switzerland,2016-04,562511200000.0
1506,switzerland,2016-07,568042300000.0
1507,switzerland,2016-12,571364500000.0
1508,switzerland,2017-01,572459300000.0
1509,switzerland,2017-04,572814900000.0
1510,switzerland,2017-07,576118700000.0
1511,switzerland,2017-12,584621700000.0
1512,switzerland,2018-01,593334200000.0
1513,switzerland,2018-04,603356300000.0
1514,switzerland,2018-07,603259600000.0
1515,switzerland,2018-12,608631300000.0
1516,switzerland,2019-01,613765100000.0
1517,switzerland,2019-04,621492800000.0
1518,switzerland,2019-07,627077900000.0
1519,switzerland,2019-12,632240300000.0
