,country,date,year,quarter,co2
1112,netherlands,2018-01-01,2018,1,53283376750.0
1113,netherlands,2018-04-01,2018,2,40689833440.0
1114,netherlands,2018-07-01,2018,3,37210756660.0
1115,netherlands,2018-10-01,2018,4,48955796670.0
1116,netherlands,2019-01-01,2019,1,51519412040.0
1117,netherlands,2019-04-01,2019,2,40854503140.0
1118,netherlands,2019-07-01,2019,3,36442587130.0
1119,netherlands,2019-10-01,2019,4,48388302880.0
1120,portugal,2000-01-01,2000,1,22488354832.0
1121,portugal,2000-04-01,2000,2,18174252109.0
1122,portugal,2000-07-01,2000,3,17108340648.0
1123,portugal,2000-10-01,2000,4,21160389615.0
1124,portugal,2001-01-01,2001,1,18790360516.0
1125,portugal,2001-04-01,2001,2,18479479086.0
1126,portugal,2001-07-01,2001,3,17789604274.0
1127,portugal,2001-10-01,2001,4,23091937128.0
1128,portugal,2002-01-01,2002,1,23881836529.0
1129,portugal,2002-04-01,2002,2,20387942297.0
1130,portugal,2002-07-01,2002,3,18361159574.0
1131,portugal,2002-10-01,2002,4,20167919379.0
1132,portugal,2003-01-01,2003,1,20351769645.0
1133,portugal,2003-04-01,2003,2,18256653145.0
1134,portugal,2003-07-01,2003,3,18456090312.0
1135,portugal,2003-10-01,2003,4,20678600645.0
1136,portugal,2004-01-01,2004,1,21440315256.0
1137,portugal,2004-04-01,2004,2,18629657434.0
1138,portugal,2004-07-01,2004,3,17529962836.0
1139,portugal,2004-10-01,2004,4,22007029255.0
1140,portugal,2005-01-01,2005,1,24667886306.0
1141,portugal,2005-04-01,2005,2,19056584260.0
1142,portugal,2005-07-01,2005,3,17751256044.0
1143,portugal,2005-10-01,2005,4,21504131046.0
1144,portugal,2006-01-01,2006,1,23558041801.0
1145,portugal,2006-04-01,2006,2,18195946288.0
1146,portugal,2006-07-01,2006,3,18004697975.0
1147,portugal,2006-10-01,2006,4,18863306967.0
1148,portugal,2007-01-01,2007,1,21469750028.0
1149,portugal,2007-04-01,2007,2,18187505814.0
1150,portugal,2007-07-01,2007,3,16838128329.0
1151,portugal,2007-10-01,2007,4,21416152093.0
1152,portugal,2008-01-01,2008,1,21245626955.0
1153,portugal,2008-04-01,2008,2,16891184208.0
1154,portugal,2008-07-01,2008,3,16875859677.0
1155,portugal,2008-10-01,2008,4,20772939457.0
1156,portugal,2009-01-01,2009,1,21096408447.0
1157,portugal,2009-04-01,2009,2,18397755863.0
1158,portugal,2009-07-01,2009,3,17056376244.0
1159,portugal,2009-10-01,2009,4,19042135034.0
1160,portugal,2010-01-01,2010,1,17912999462.0
1161,portugal,2010-04-01,2010,2,15970279623.0
1162,portugal,2010-07-01,2010,3,17100551644.0
1163,portugal,2010-10-01,2010,4,19284456993.0
1164,portugal,2011-01-01,2011,1,19067099165.0
1165,portugal,2011-04-01,2011,2,16141169682.0
1166,portugal,2011-07-01,2011,3,15830106742.0
1167,portugal,2011-10-01,2011,4,17871023934.0
1168,portugal,2012-01-01,2012,1,19477397173.0
1169,portugal,2012-04-01,2012,2,14663628718.0
1170,portugal,2012-07-01,2012,3,15580709279.0
1171,portugal,2012-10-01,2012,4,16104210771.0
1172,portugal,2013-01-01,2013,1,18084846500.0
1173,portugal,2013-04-01,2013,2,14722552354.0
1174,portugal,2013-07-01,2013,3,14813425106.0
1175,portugal,2013-10-01,2013,4,17196370774.0
1176,portugal,2014-01-01,2014,1,16678525817.0
1177,portugal,2014-04-01,2014,2,14923997651.0
1178,portugal,2014-07-01,2014,3,15230251040.0
1179,portugal,2014-10-01,2014,4,17600306331.0
1180,portugal,2015-01-01,2015,1,18626207181.0
1181,portugal,2015-04-01,2015,2,15863902952.0
1182,portugal,2015-07-01,2015,3,15929373485.0
1183,portugal,2015-10-01,2015,4,17827215358.0
1184,portugal,2016-01-01,2016,1,17264953918.0
1185,portugal,2016-04-01,2016,2,14894038816.0
1186,portugal,2016-07-01,2016,3,16563577768.0
1187,portugal,2016-10-01,2016,4,18626476365.0
1188,portugal,2017-01-01,2017,1,19512613766.0
1189,portugal,2017-04-01,2017,2,16874942607.0
1190,portugal,2017-07-01,2017,3,17116048277.0
1191,portugal,2017-10-01,2017,4,18644130405.0
1192,portugal,2018-01-01,2018,1,18580446976.0
1193,portugal,2018-04-01,2018,2,15862124683.0
1194,portugal,2018-07-01,2018,3,15974661640.0
1195,portugal,2018-10-01,2018,4,17663782136.0
1196,portugal,2019-01-01,2019,1,17667560560.0
1197,portugal,2019-04-01,2019,2,14858970657.0
1198,portugal,2019-07-01,2019,3,14741054178.0
1199,portugal,2019-10-01,2019,4,16688991201.0
1200,romania,2000-01-01,2000,1,37495596340.0
1201,romania,2000-04-01,2000,2,22057119558.0
1202,romania,2000-07-01,2000,3,20377633191.0
1203,romania,2000-10-01,2000,4,30643692628.0
1204,romania,2001-01-01,2001,1,35596728570.0
1205,romania,2001-04-01,2001,2,24223571222.0
1206,romania,2001-07-01,2001,3,21386677868.0
1207,romania,2001-10-01,2001,4,34795684024.0
1208,romania,2002-01-01,2002,1,35287927500.0
1209,romania,2002-04-01,2002,2,24333398147.0
1210,romania,2002-07-01,2002,3,21951387731.0
1211,romania,2002-10-01,2002,4,33461634335.0
1212,romania,2003-01-01,2003,1,39283414060.0
1213,romania,2003-04-01,2003,2,25232362625.0
1214,romania,2003-07-01,2003,3,22685298983.0
1215,romania,2003-10-01,2003,4,33619913410.0
1216,romania,2004-01-01,2004,1,39537136900.0
1217,romania,2004-04-01,2004,2,25677767678.0
1218,romania,2004-07-01,2004,3,22550749782.0
1219,romania,2004-10-01,2004,4,33769019560.0
1220,romania,2005-01-01,2005,1,39079101100.0
1221,romania,2005-04-01,2005,2,24954900932.0
1222,romania,2005-07-01,2005,3,21756034343.0
1223,romania,2005-10-01,2005,4,34169813300.0
1224,romania,2006-01-01,2006,1,41939017160.0
1225,romania,2006-04-01,2006,2,25520429365.0
1226,romania,2006-07-01,2006,3,22974410320.0
1227,romania,2006-10-01,2006,4,34351630660.0
1228,romania,2007-01-01,2007,1,37674541310.0
1229,romania,2007-04-01,2007,2,24985475221.0
1230,romania,2007-07-01,2007,3,22735211570.0
1231,romania,2007-10-01,2007,4,36328789290.0
1232,romania,2008-01-01,2008,1,39937996660.0
1233,romania,2008-04-01,2008,2,25213336770.0
1234,romania,2008-07-01,2008,3,23658610204.0
1235,romania,2008-10-01,2008,4,35187843560.0
1236,romania,2009-01-01,2009,1,34943199070.0
1237,romania,2009-04-01,2009,2,20580852170.0
1238,romania,2009-07-01,2009,3,18613203144.0
1239,romania,2009-10-01,2009,4,30192929345.0
1240,romania,2010-01-01,2010,1,32915538560.0
1241,romania,2010-04-01,2010,2,20871433093.0
1242,romania,2010-07-01,2010,3,18632656564.0
1243,romania,2010-10-01,2010,4,30069519256.0
1244,romania,2011-01-01,2011,1,34931328410.0
1245,romania,2011-04-01,2011,2,22976443650.0
1246,romania,2011-07-01,2011,3,19281871304.0
1247,romania,2011-10-01,2011,4,30853295315.0
1248,romania,2012-01-01,2012,1,34665210850.0
1249,romania,2012-04-01,2012,2,21224375968.0
1250,romania,2012-07-01,2012,3,18970144634.0
1251,romania,2012-10-01,2012,4,30759072267.0
1252,romania,2013-01-01,2013,1,32225938192.0
1253,romania,2013-04-01,2013,2,19638757042.0
1254,romania,2013-07-01,2013,3,17990201176.0
1255,romania,2013-10-01,2013,4,28510638700.0
1256,romania,2014-01-01,2014,1,30168389860.0
1257,romania,2014-04-01,2014,2,20571405515.0
1258,romania,2014-07-01,2014,3,18017880114.0
1259,romania,2014-10-01,2014,4,29449052973.0
1260,romania,2015-01-01,2015,1,31704450330.0
1261,romania,2015-04-01,2015,2,20225793047.0
1262,romania,2015-07-01,2015,3,17984997607.0
1263,romania,2015-10-01,2015,4,28797091616.0
1264,romania,2016-01-01,2016,1,30017841783.0
1265,romania,2016-04-01,2016,2,19840874977.0
1266,romania,2016-07-01,2016,3,17820394894.0
1267,romania,2016-10-01,2016,4,30211825747.0
1268,romania,2017-01-01,2017,1,32486337016.0
1269,romania,2017-04-01,2017,2,21751109257.0
1270,romania,2017-07-01,2017,3,18519695271.0
1271,romania,2017-10-01,2017,4,29125050053.0
1272,romania,2018-01-01,2018,1,32824029320.0
1273,romania,2018-04-01,2018,2,22026451161.0
1274,romania,2018-07-01,2018,3,18737248520.0
1275,romania,2018-10-01,2018,4,29510245438.0
1276,romania,2019-01-01,2019,1,32423798289.0
1277,romania,2019-04-01,2019,2,21801184980.0
1278,romania,2019-07-01,2019,3,18528941360.0
1279,romania,2019-10-01,2019,4,29181175620.0
1280,slovakia,2000-01-01,2000,1,14109798698.0
1281,slovakia,2000-04-01,2000,2,8582239902.0
1282,slovakia,2000-07-01,2000,3,7622484067.0
1283,slovakia,2000-10-01,2000,4,11690159995.0
1284,slovakia,2001-01-01,2001,1,13473813344.0
1285,slovakia,2001-04-01,2001,2,9457113831.0
1286,slovakia,2001-07-01,2001,3,8188573400.0
1287,slovakia,2001-10-01,2001,4,12977374242.0
1288,slovakia,2002-01-01,2002,1,13021944515.0
1289,slovakia,2002-04-01,2002,2,9530088044.0
1290,slovakia,2002-07-01,2002,3,8346006372.0
1291,slovakia,2002-10-01,2002,4,12595935210.0
1292,slovakia,2003-01-01,2003,1,13605528042.0
1293,slovakia,2003-04-01,2003,2,9674791952.0
1294,slovakia,2003-07-01,2003,3,8351639650.0
1295,slovakia,2003-10-01,2003,4,12209638465.0
1296,slovakia,2004-01-01,2004,1,13664949980.0
1297,slovakia,2004-04-01,2004,2,10005799866.0
1298,slovakia,2004-07-01,2004,3,8735042883.0
1299,slovakia,2004-10-01,2004,4,12290629320.0
1300,slovakia,2005-01-01,2005,1,13895705092.0
1301,slovakia,2005-04-01,2005,2,9983819635.0
1302,slovakia,2005-07-01,2005,3,8672148900.0
1303,slovakia,2005-10-01,2005,4,12805157090.0
1304,slovakia,2006-01-01,2006,1,14188504529.0
1305,slovakia,2006-04-01,2006,2,9728815150.0
1306,slovakia,2006-07-01,2006,3,8610174553.0
1307,slovakia,2006-10-01,2006,4,12103413537.0
1308,slovakia,2007-01-01,2007,1,12990021760.0
1309,slovakia,2007-04-01,2007,2,9897885726.0
1310,slovakia,2007-07-01,2007,3,8879644275.0
1311,slovakia,2007-10-01,2007,4,12867910458.0
1312,slovakia,2008-01-01,2008,1,13591111952.0
1313,slovakia,2008-04-01,2008,2,10040597624.0
1314,slovakia,2008-07-01,2008,3,8996097210.0
1315,slovakia,2008-10-01,2008,4,12463824381.0
1316,slovakia,2009-01-01,2009,1,13153623137.0
1317,slovakia,2009-04-01,2009,2,9034767498.0
1318,slovakia,2009-07-01,2009,3,7999094197.0
1319,slovakia,2009-10-01,2009,4,11820743932.0
1320,slovakia,2010-01-01,2010,1,13482409047.0
1321,slovakia,2010-04-01,2010,2,9917700947.0
1322,slovakia,2010-07-01,2010,3,8827310592.0
1323,slovakia,2010-10-01,2010,4,12826871235.0
1324,slovakia,2011-01-01,2011,1,13152363738.0
1325,slovakia,2011-04-01,2011,2,9838095562.0
1326,slovakia,2011-07-01,2011,3,8437030692.0
1327,slovakia,2011-10-01,2011,4,12084748388.0
1328,slovakia,2012-01-01,2012,1,12444236657.0
1329,slovakia,2012-04-01,2012,2,9233507921.0
1330,slovakia,2012-07-01,2012,3,8184987314.0
1331,slovakia,2012-10-01,2012,4,11739002264.0
1332,slovakia,2013-01-01,2013,1,12897555787.0
1333,slovakia,2013-04-01,2013,2,9246308966.0
1334,slovakia,2013-07-01,2013,3,8189435121.0
1335,slovakia,2013-10-01,2013,4,11517127280.0
1336,slovakia,2014-01-01,2014,1,11551914947.0
1337,slovakia,2014-04-01,2014,2,9081916352.0
1338,slovakia,2014-07-01,2014,3,7920850643.0
1339,slovakia,2014-10-01,2014,4,11260950985.0
1340,slovakia,2015-01-01,2015,1,12109342122.0
1341,slovakia,2015-04-01,2015,2,9169621041.0
1342,slovakia,2015-07-01,2015,3,8174142012.0
1343,slovakia,2015-10-01,2015,4,11407555029.0
1344,slovakia,2016-01-01,2016,1,12169305718.0
1345,slovakia,2016-04-01,2016,2,9464763540.0
1346,slovakia,2016-07-01,2016,3,8363424200.0
1347,slovakia,2016-10-01,2016,4,11895840533.0
1348,slovakia,2017-01-01,2017,1,12840330818.0
1349,slovakia,2017-04-01,2017,2,10097540593.0
1350,slovakia,2017-07-01,2017,3,8928224825.0
1351,slovakia,2017-10-01,2017,4,12004843629.0
1352,slovakia,2018-01-01,2018,1,12673452695.0
1353,slovakia,2018-04-01,2018,2,9978100842.0
1354,slovakia,2018-07-01,2018,3,8862574096.0
1355,slovakia,2018-10-01,2018,4,11930902402.0
1356,slovakia,2019-01-01,2019,1,13027994065.0
1357,slovakia,2019-04-01,2019,2,9753151221.0
1358,slovakia,2019-07-01,2019,3,8533852566.0
1359,slovakia,2019-10-01,2019,4,12069458742.0
1360,spain,2000-01-01,2000,1,88634471080.0
1361,spain,2000-04-01,2000,2,79229480200.0
1362,spain,2000-07-01,2000,3,79169320010.0
1363,spain,2000-10-01,2000,4,84665905760.0
1364,spain,2001-01-01,2001,1,80560815300.0
1365,spain,2001-04-01,2001,2,78146561920.0
1366,spain,2001-07-01,2001,3,80851542470.0
1367,spain,2001-10-01,2001,4,92557274110.0
1368,spain,2002-01-01,2002,1,93783088010.0
1369,spain,2002-04-01,2002,2,84803048970.0
1370,spain,2002-07-01,2002,3,83235545880.0
1371,spain,2002-10-01,2002,4,89007543350.0
1372,spain,2003-01-01,2003,1,93994923740.0
1373,spain,2003-04-01,2003,2,86132398550.0
1374,spain,2003-07-01,2003,3,87989924260.0
1375,spain,2003-10-01,2003,4,93208145830.0
1376,spain,2004-01-01,2004,1,98134227650.0
1377,spain,2004-04-01,2004,2,89831959600.0
1378,spain,2004-07-01,2004,3,90375607520.0
1379,spain,2004-10-01,2004,4,99356518220.0
1380,spain,2005-01-01,2005,1,105296341600.0
1381,spain,2005-04-01,2005,2,92917676650.0
1382,spain,2005-07-01,2005,3,93007772500.0
1383,spain,2005-10-01,2005,4,102033918700.0
1384,spain,2006-01-01,2006,1,105372703380.0
1385,spain,2006-04-01,2006,2,90541174040.0
1386,spain,2006-07-01,2006,3,91949042820.0
1387,spain,2006-10-01,2006,4,96338934740.0
1388,spain,2007-01-01,2007,1,101557660530.0
1389,spain,2007-04-01,2007,2,95365797570.0
1390,spain,2007-07-01,2007,3,94960442590.0
1391,spain,2007-10-01,2007,4,107468742240.0
1392,spain,2008-01-01,2008,1,96860238830.0
1393,spain,2008-04-01,2008,2,87241008020.0
1394,spain,2008-07-01,2008,3,87265230880.0
1395,spain,2008-10-01,2008,4,97191506310.0
1396,spain,2009-01-01,2009,1,89184910160.0
1397,spain,2009-04-01,2009,2,79837206570.0
1398,spain,2009-07-01,2009,3,79629178840.0
1399,spain,2009-10-01,2009,4,85288743050.0
1400,spain,2010-01-01,2010,1,85237613300.0
1401,spain,2010-04-01,2010,2,74567668310.0
1402,spain,2010-07-01,2010,3,77675152910.0
1403,spain,2010-10-01,2010,4,84303171480.0
1404,spain,2011-01-01,2011,1,92120436300.0
1405,spain,2011-04-01,2011,2,76758409040.0
1406,spain,2011-07-01,2011,3,76662792790.0
1407,spain,2011-10-01,2011,4,85170696690.0
1408,spain,2012-01-01,2012,1,89706384760.0
1409,spain,2012-04-01,2012,2,76539813080.0
1410,spain,2012-07-01,2012,3,76206481420.0
1411,spain,2012-10-01,2012,4,83259565130.0
1412,spain,2013-01-01,2013,1,80840361230.0
1413,spain,2013-04-01,2013,2,69572800800.0
1414,spain,2013-07-01,2013,3,69410815250.0
1415,spain,2013-10-01,2013,4,78381563400.0
1416,spain,2014-01-01,2014,1,78744017990.0
1417,spain,2014-04-01,2014,2,68195399520.0
1418,spain,2014-07-01,2014,3,70575861510.0
1419,spain,2014-10-01,2014,4,78324630680.0
1420,spain,2015-01-01,2015,1,83082024730.0
1421,spain,2015-04-01,2015,2,71790272230.0
1422,spain,2015-07-01,2015,3,75107568990.0
1423,spain,2015-10-01,2015,4,80772082990.0
1424,spain,2016-01-01,2016,1,81180074900.0
1425,spain,2016-04-01,2016,2,69992073470.0
1426,spain,2016-07-01,2016,3,71124384830.0
1427,spain,2016-10-01,2016,4,82169463330.0
1428,spain,2017-01-01,2017,1,85093426550.0
1429,spain,2017-04-01,2017,2,74974803120.0
1430,spain,2017-07-01,2017,3,75098630650.0
1431,spain,2017-10-01,2017,4,88159196380.0
1432,spain,2018-01-01,2018,1,85045175760.0
1433,spain,2018-04-01,2018,2,73292358620.0
1434,spain,2018-07-01,2018,3,74212983400.0
1435,spain,2018-10-01,2018,4,85914547910.0
1436,spain,2019-01-01,2019,1,79993389670.0
1437,spain,2019-04-01,2019,2,69892728260.0
1438,spain,2019-07-01,2019,3,70543024260.0
1439,spain,2019-10-01,2019,4,81389251080.0
1440,switzerland,2000-01-01,2000,1,15387625866.0
1441,switzerland,2000-04-01,2000,2,10872722214.0
1442,switzerland,2000-07-01,2000,3,9421418150.0
1443,switzerland,2000-10-01,2000,4,14048476544.0
1444,switzerland,2001-01-01,2001,1,15303816381.0
1445,switzerland,2001-04-01,2001,2,11672314648.0
1446,switzerland,2001-07-01,2001,3,9626863565.0
1447,switzerland,2001-10-01,2001,4,14772983328.0
1448,switzerland,2002-01-01,2002,1,15085870792.0
1449,switzerland,2002-04-01,2002,2,11106056518.0
1450,switzerland,2002-07-01,2002,3,9555665843.0
1451,switzerland,2002-10-01,2002,4,13987372756.0
1452,switzerland,2003-01-01,2003,1,16275489714.0
1453,switzerland,2003-04-01,2003,2,10943526711.0
1454,switzerland,2003-07-01,2003,3,9017652460.0
1455,switzerland,2003-10-01,2003,4,14984260078.0
1456,switzerland,2004-01-01,2004,1,16044347168.0
1457,switzerland,2004-04-01,2004,2,11761267065.0
1458,switzerland,2004-07-01,2004,3,9458781024.0
1459,switzerland,2004-10-01,2004,4,14538542068.0
1460,switzerland,2005-01-01,2005,1,16596823592.0
1461,switzerland,2005-04-01,2005,2,11372818126.0
1462,switzerland,2005-07-01,2005,3,9698244357.0
1463,switzerland,2005-10-01,2005,4,15013876898.0
1464,switzerland,2006-01-01,2006,1,17012999419.0
1465,switzerland,2006-04-01,2006,2,11634097341.0
1466,switzerland,2006-07-01,2006,3,9710667589.0
1467,switzerland,2006-10-01,2006,4,14147081505.0
1468,switzerland,2007-01-01,2007,1,14866286622.0
1469,switzerland,2007-04-01,2007,2,10878710079.0
1470,switzerland,2007-07-01,2007,3,9953585800.0
1471,switzerland,2007-10-01,2007,4,14855818068.0
1472,switzerland,2008-01-01,2008,1,15708535874.0
1473,switzerland,2008-04-01,2008,2,11640122725.0
1474,switzerland,2008-07-01,2008,3,10028434482.0
1475,switzerland,2008-10-01,2008,4,14959857748.0
1476,switzerland,2009-01-01,2009,1,16256987703.0
1477,switzerland,2009-04-01,2009,2,11003329780.0
1478,switzerland,2009-07-01,2009,3,9206578071.0
1479,switzerland,2009-10-01,2009,4,14605345995.0
1480,switzerland,2010-01-01,2010,1,16314076581.0
1481,switzerland,2010-04-01,2010,2,11767702900.0
1482,switzerland,2010-07-01,2010,3,9817120840.0
1483,switzerland,2010-10-01,2010,4,15247119204.0
1484,switzerland,2011-01-01,2011,1,14927076278.0
1485,switzerland,2011-04-01,2011,2,10785424674.0
1486,switzerland,2011-07-01,2011,3,9253202042.0
1487,switzerland,2011-10-01,2011,4,13689207677.0
1488,switzerland,2012-01-01,2012,1,15429828973.0
1489,switzerland,2012-04-01,2012,2,11282455526.0
1490,switzerland,2012-07-01,2012,3,9395947681.0
1491,switzerland,2012-10-01,2012,4,14379389412.0
1492,switzerland,2013-01-01,2013,1,16090257224.0
1493,switzerland,2013-04-01,2013,2,11973278896.0
1494,switzerland,2013-07-01,2013,3,9421383370.0
1495,switzerland,2013-10-01,2013,4,14364639435.0
1496,switzerland,2014-01-01,2014,1,13967799605.0
1497,switzerland,2014-04-01,2014,2,10968751688.0
1498,switzerland,2014-07-01,2014,3,9688813734.0
1499,switzerland,2014-10-01,2014,4,13166096785.0
1500,switzerland,2015-01-01,2015,1,14264615785.0
1501,switzerland,2015-04-01,2015,2,10645234879.0
1502,switzerland,2015-07-01,2015,3,9064000559.0
1503,switzerland,2015-10-01,2015,4,13243083198.0
1504,switzerland,2016-01-01,2016,1,14528336676.0
1505,switzerland,2016-04-01,2016,2,11016011837.0
1506,switzerland,2016-07-01,2016,3,8790613149.0
1507,switzerland,2016-10-01,2016,4,13942653283.0
1508,switzerland,2017-01-01,2017,1,14205852752.0
1509,switzerland,2017-04-01,2017,2,10542447035.0
1510,switzerland,2017-07-01,2017,3,9138438196.0
1511,switzerland,2017-10-01,2017,4,13680147892.0
1512,switzerland,2018-01-01,2018,1,13718300492.0
1513,switzerland,2018-04-01,2018,2,10253939648.0
1514,switzerland,2018-07-01,2018,3,8964454726.0
1515,switzerland,2018-10-01,2018,4,13239769013.0
1516,switzerland,2019-01-01,2019,1,13627001227.0
1517,switzerland,2019-04-01,2019,2,10377947933.0
1518,switzerland,2019-07-01,2019,3,9078898323.0
1519,switzerland,2019-10-01,2019,4,13268185513.0
1520,united kingdom,2000-01-01,2000,1,157119418470.0
1521,united kingdom,2000-04-01,2000,2,133570952580.0
1522,united kingdom,2000-07-01,2000,3,115703163720.0
1523,united kingdom,2000-10-01,2000,4,152765376680.0
1524,united kingdom,2001-01-01,2001,1,165706832730.0
1525,united kingdom,2001-04-01,2001,2,135323866780.0
1526,united kingdom,2001-07-01,2001,3,119789322820.0
1527,united kingdom,2001-10-01,2001,4,151983745340.0
1528,united kingdom,2002-01-01,2002,1,155789163220.0
1529,united kingdom,2002-04-01,2002,2,131823094070.0
1530,united kingdom,2002-07-01,2002,3,117386879250.0
1531,united kingdom,2002-10-01,2002,4,152971504570.0
1532,united kingdom,2003-01-01,2003,1,161876531150.0
1533,united kingdom,2003-04-01,2003,2,133269051960.0
1534,united kingdom,2003-07-01,2003,3,120650117090.0
1535,united kingdom,2003-10-01,2003,4,157509880530.0
1536,united kingdom,2004-01-01,2004,1,164768583140.0
1537,united kingdom,2004-04-01,2004,2,132458975060.0
1538,united kingdom,2004-07-01,2004,3,120461924450.0
1539,united kingdom,2004-10-01,2004,4,156637947980.0
1540,united kingdom,2005-01-01,2005,1,162134287120.0
1541,united kingdom,2005-04-01,2005,2,136336778400.0
1542,united kingdom,2005-07-01,2005,3,119358090160.0
1543,united kingdom,2005-10-01,2005,4,156399696530.0
1544,united kingdom,2006-01-01,2006,1,170689301520.0
1545,united kingdom,2006-04-01,2006,2,131824886520.0
1546,united kingdom,2006-07-01,2006,3,120751591990.0
1547,united kingdom,2006-10-01,2006,4,152959478000.0
1548,united kingdom,2007-01-01,2007,1,157948312280.0
1549,united kingdom,2007-04-01,2007,2,132989316420.0
1550,united kingdom,2007-07-01,2007,3,118760516470.0
1551,united kingdom,2007-10-01,2007,4,156889050110.0
1552,united kingdom,2008-01-01,2008,1,156086229180.0
1553,united kingdom,2008-04-01,2008,2,130021618190.0
1554,united kingdom,2008-07-01,2008,3,117779607300.0
1555,united kingdom,2008-10-01,2008,4,151348394860.0
1556,united kingdom,2009-01-01,2009,1,146502595510.0
1557,united kingdom,2009-04-01,2009,2,115699096300.0
1558,united kingdom,2009-07-01,2009,3,105498043430.0
1559,united kingdom,2009-10-01,2009,4,138733074590.0
1560,united kingdom,2010-01-01,2010,1,151940367670.0
1561,united kingdom,2010-04-01,2010,2,120141923360.0
1562,united kingdom,2010-07-01,2010,3,107776649740.0
1563,united kingdom,2010-10-01,2010,4,145601054570.0
1564,united kingdom,2011-01-01,2011,1,141405373880.0
1565,united kingdom,2011-04-01,2011,2,111963213220.0
1566,united kingdom,2011-07-01,2011,3,103490054520.0
1567,united kingdom,2011-10-01,2011,4,129303118030.0
1568,united kingdom,2012-01-01,2012,1,142697776590.0
1569,united kingdom,2012-04-01,2012,2,121989727110.0
1570,united kingdom,2012-07-01,2012,3,106058892900.0
1571,united kingdom,2012-10-01,2012,4,139636238470.0
1572,united kingdom,2013-01-01,2013,1,150305712730.0
1573,united kingdom,2013-04-01,2013,2,118434465490.0
1574,united kingdom,2013-07-01,2013,3,104320581050.0
1575,united kingdom,2013-10-01,2013,4,129443432570.0
1576,united kingdom,2014-01-01,2014,1,132090128980.0
1577,united kingdom,2014-04-01,2014,2,108617720540.0
1578,united kingdom,2014-07-01,2014,3,100032568030.0
1579,united kingdom,2014-10-01,2014,4,128465647500.0
1580,united kingdom,2015-01-01,2015,1,133210922370.0
1581,united kingdom,2015-04-01,2015,2,108333134570.0
1582,united kingdom,2015-07-01,2015,3,97978386270.0
1583,united kingdom,2015-10-01,2015,4,118820474610.0
1584,united kingdom,2016-01-01,2016,1,124204577680.0
1585,united kingdom,2016-04-01,2016,2,104341166060.0
1586,united kingdom,2016-07-01,2016,3,90822267670.0
1587,united kingdom,2016-10-01,2016,4,121233097300.0
1588,united kingdom,2017-01-01,2017,1,124841788800.0
1589,united kingdom,2017-04-01,2017,2,97540689400.0
1590,united kingdom,2017-07-01,2017,3,88041559720.0
1591,united kingdom,2017-10-01,2017,4,119150213700.0
1592,united kingdom,2018-01-01,2018,1,122595934150.0
1593,united kingdom,2018-04-01,2018,2,97905994570.0
1594,united kingdom,2018-07-01,2018,3,89280895100.0
1595,united kingdom,2018-10-01,2018,4,118898403960.0
1596,united kingdom,2019-01-01,2019,1,119929093760.0
1597,united kingdom,2019-04-01,2019,2,97295652070.0
1598,united kingdom,2019-07-01,2019,3,87525809570.0
1599,united kingdom,2019-10-01,2019,4,115864553780.0
