country,date,co2_quarterly,pop_quarterly,gdp_quarterly,co2_quarterly_cap,gdp_quarterly_cap
croatia,2016-04,5053890.992000001,4175700.0,104488700000.0,1.2103098862466175,25023.03805350001
croatia,2016-07,4753719.443,4168100.0000000005,106077300000.0,1.1405003342050333,25449.797269739207
croatia,2016-12,7397729.665,4160800.0,108428200000.0,1.777958485147087,26059.459719284754
croatia,2017-01,7818758.545,4139899.9999999995,110365400000.0,1.8886346397255975,26658.95311480954
croatia,2017-04,5288557.7129999995,4133000.0,111067400000.0,1.2795929622550204,26873.312363900313
croatia,2017-07,4851605.018999999,4126399.9999999995,113061500000.0,1.1757476296529663,27399.549243892983
croatia,2017-12,7068994.797,4120100.0000000005,114036500000.0,1.7157337921409672,27678.09033761316
croatia,2018-01,7538245.566,4099399.9999999995,114406900000.0,1.8388655817924575,27908.206078938383
croatia,2018-04,5151910.4120000005,4093500.0,117702600000.0,1.2585587912544278,28753.536093807255
croatia,2018-07,4725654.041,4088000.0,119163700000.0,1.1559819082681018,29149.633072407047
croatia,2018-12,6840176.417,4082600.0,121167000000.0,1.6754461414294812,29678.881105178072
croatia,2019-01,7617771.026000001,4074300.0,125186700000.0,1.8697128404879366,30725.940652382003
croatia,2019-04,5271329.192,4069200.0,127813800000.0,1.2954215059471148,31410.05603066942
croatia,2019-07,4854305.233000001,4064800.0,129440500000.0,1.1942297857213149,31844.248179492224
croatia,2019-12,6951535.161,4060500.0,131240100000.0,1.7119899423716292,32321.167343923164
czech republic,2000-01,43333407.72,10274000.0,162390900000.0,4.217773770683278,15806.005450652132
czech republic,2000-04,29413145.124,10272000.0,164823500000.0,2.863429237149533,16045.901479750779
czech republic,2000-07,27328372.895,10272000.0,168262200000.0,2.6604724391549843,16380.665887850468
czech republic,2000-12,38186701.03,10269000.0,170973000000.0,3.7186387213944885,16649.43032427695
czech republic,2001-01,42885560.23,10231000.0,176095700000.0,4.1917271263806075,17211.973414133518
czech republic,2001-04,29868902.202,10227000.0,178956200000.0,2.920592764447052,17498.406179720347
czech republic,2001-07,26003595.48,10221000.0,181662100000.0,2.5441341825653065,17773.41747382839
czech republic,2001-12,40028957.88,10213000.0,183769500000.0,3.919412305884657,17993.684519729755
czech republic,2002-01,39363873.19,10203000.0,183202400000.0,3.8580685278839555,17955.738508281876
czech republic,2002-04,29747050.715000004,10201000.0,184917400000.0,2.9160916297421826,18127.379668659934
czech republic,2002-07,26615661.243,10201000.0,186783900000.0,2.60912275688658,18310.351926281735
czech republic,2002-12,39015312.53,10203000.0,189440500000.0,3.823905961971969,18567.13711653435
czech republic,2003-01,44600847.72,10198000.0,194084800000.0,4.3734896764071385,19031.653265346147
czech republic,2003-04,28919922.234,10199000.0,197785900000.0,2.835564490048044,19392.675752524756
czech republic,2003-07,26287183.753000002,10206000.0,200951700000.0,2.5756597837546544,19689.564961787182
czech republic,2003-12,38831539.82,10211000.0,203736900000.0,3.8029125276662423,19952.68827734796
czech republic,2004-01,44704663.81,10207000.0,208142300000.0,4.379804429313217,20392.113255608896
czech republic,2004-04,30621868.341,10206000.0,210940800000.0,3.0003790261610814,20668.312757201646
czech republic,2004-07,26856082.233000003,10210000.0,214419000000.0,2.630370443976494,21000.881488736533
czech republic,2004-12,38705592.54,10217000.0,218769600000.0,3.7883520152686696,21412.312811980035
czech republic,2005-01,42450496.7,10222000.0,220776500000.0,4.152856261005675,21598.170612404618
czech republic,2005-04,30192428.846999995,10228000.0,223103200000.0,2.951938682733672,21812.98396558467
czech republic,2005-07,26639297.472000003,10239000.0,226257400000.0,2.6017479707002638,22097.60718820197
czech republic,2005-12,38241335.980000004,10250000.0,231512500000.0,3.7308620468292686,22586.585365853658
czech republic,2006-01,43497101.67,10254000.0,236192800000.0,4.241964274429491,23034.211039594305
czech republic,2006-04,29515192.254,10262000.0,242535300000.0,2.8761637355291367,23634.31105047749
czech republic,2006-07,27922386.109,10272000.0,248107200000.0,2.7183008283683803,24153.73831775701
czech republic,2006-12,38021056.17,10284000.0,253464700000.0,3.697107756709452,24646.50914041229
czech republic,2007-01,42927625.64,10295000.0,262541200000.0,4.169754797474503,25501.816415735793
czech republic,2007-04,30103910.372,10310000.0,267222000000.0,2.919874914839961,25918.719689621725
czech republic,2007-07,28351761.185999997,10333000.0,274117800000.0,2.7438073343656244,26528.38478660602
czech republic,2007-12,40821869.18,10357000.0,279611600000.0,3.9414762170512696,26997.354446268226
czech republic,2008-01,41438456.53,10393000.0,283618400000.0,3.9871506331184454,27289.36784374098
czech republic,2008-04,30696678.834999997,10419000.0,289455400000.0,2.9462212146079274,27781.49534504271
czech republic,2008-07,27470411.391999997,10441000.0,295267300000.0,2.631013446221626,28279.59965520544
czech republic,2008-12,38052626.89,10461000.0,292673600000.0,3.6375706806232673,27977.592964343752
czech republic,2009-01,42168308.69,10474000.0,289450500000.0,4.025998538285277,27635.144166507544
czech republic,2009-04,26857100.856,10486000.0,289575700000.0,2.5612341079534615,27615.458706847225
czech republic,2009-07,25039128.584999997,10497000.0,290724600000.0,2.3853604444126892,27695.970277222063
czech republic,2009-12,36742852.269999996,10506000.0,290462600000.0,3.4973207947839327,27647.30630116124
czech republic,2010-01,40248315.87,10508000.0,288413500000.0,3.830254650742291,27447.040350209365
czech republic,2010-04,28397816.351999998,10513000.0,290939400000.0,2.701209583563207,27674.25092742319
czech republic,2010-07,26329569.005,10522000.0,292589800000.0,2.5023350128302604,27807.432047139326
czech republic,2010-12,38062060.95,10531000.0,295094500000.0,3.614287432342608,28021.50792897161
czech republic,2011-01,41480582.870000005,10489000.0,299922700000.0,3.9546746944417968,28594.022309085707
czech republic,2011-04,28668510.997,10493000.0,304115700000.0,2.732155817878586,28982.721814543027
czech republic,2011-07,24652095.324,10500000.0,305979300000.0,2.3478186022857144,29140.885714285716
czech republic,2011-12,36359081.650000006,10506000.0,306463800000.0,3.460792085474967,29170.359794403197
czech republic,2012-01,39254201.09,10506000.0,305945400000.0,3.7363602788882546,29121.016561964592
czech republic,2012-04,27277243.997,10508000.0,305559000000.0,2.5958549673582034,29078.701941377996
czech republic,2012-07,24528178.235,10514000.0,307221200000.0,2.332906432851436,29220.201635914018
czech republic,2012-12,37189886.29,10517000.0,310958800000.0,3.536168706855567,29567.253018921747
czech republic,2013-01,39977089.61,10514000.0,314800700000.0,3.802272171390527,29941.097584173483
czech republic,2013-04,26244741.396,10511000.0,320441900000.0,2.4968833979640377,30486.338121967463
czech republic,2013-07,23688409.463,10512000.0,326223000000.0,2.253463609493912,31033.390410958906
czech republic,2013-12,34682926.37,10514000.0,334582200000.0,3.2987375280578273,31822.541373406886
czech republic,2014-01,36794195.09,10517000.0,335467300000.0,3.4985447456499004,31897.622896263194
czech republic,2014-04,26278910.579000004,10522000.0,340575600000.0,2.4975204884052467,32367.952860672875
czech republic,2014-07,23898230.569000002,10528000.0,344894600000.0,2.2699687090615503,32759.745440729483
czech republic,2014-12,35527183.14,10536000.0,347040600000.0,3.3719801765375856,32938.553530751706
czech republic,2015-01,38573367.8,10538000.0,350051400000.0,3.660406889352818,33218.011007781366
czech republic,2015-04,26145373.463,10540000.0,354805900000.0,2.480585717552182,33662.79886148008
czech republic,2015-07,24173051.42,10545000.0,360563700000.0,2.292370926505453,34192.85917496444
czech republic,2015-12,35179528.06,10551000.0,365271000000.0,3.334236381385651,34619.56212681263
czech republic,2016-01,38128027.18,10556000.0,371374800000.0,3.611976807502842,35181.39446760136
czech republic,2016-04,26964603.98,10561000.0,378259600000.0,2.5532245033614243,35816.64615093268
czech republic,2016-07,24220150.286,10569000.0,385025500000.0,2.291621750969817,36429.70006623143
czech republic,2016-12,37080621.95999999,10577000.0,390746500000.0,3.5057787614635525,36943.03677791434
czech republic,2017-01,38978597.03,10578000.0,398991500000.0,3.6848739865759126,37718.992248062015
czech republic,2017-04,28044728.307,10584000.0,410292000000.0,2.649728676020408,38765.30612244898
czech republic,2017-07,24683144.726,10595000.0,415925800000.0,2.329697472958943,39256.80037753657
czech republic,2017-12,35249640.97,10606000.0,422030500000.0,3.3235565689232507,39791.674523854424
czech republic,2018-01,38389813.82,10612000.0,427346800000.0,3.617585169619299,40270.14700339238
czech republic,2018-04,27609544.582999997,10619000.0,434289500000.0,2.600013615500518,40897.40088520577
czech republic,2018-07,24725975.971,10633000.0,440943100000.0,2.325399790369604,41469.30311295025
czech republic,2018-12,34927176.83,10646000.0,448794900000.0,3.2807793377794474,42156.199511553634
czech republic,2019-01,37373118.49,10653000.0,459660100000.0,3.5082247714258896,43148.41828592885
czech republic,2019-04,27026070.255999997,10662000.0,468634900000.0,2.5348030628399925,43953.751641343086
czech republic,2019-07,24043433.349999998,10676000.0,476636800000.0,2.252101287935556,44645.63506931435
czech republic,2019-12,34073489.79,10689000.0,483383000000.0,3.187715388717373,45222.47169987838
france,2000-01,139133057.63,60738000.0,1545193600000.0,2.290708578319997,25440.310843294148
france,2000-04,99321927.57,60847200.0,1578985100000.0,1.6323171414625488,25950.004272998594
france,2000-07,87962535.8,60957300.0,1609709500000.0,1.4430188968343414,26407.16534360938
france,2000-12,123615700.69,61068100.0,1633185300000.0,2.0242270627381562,26743.673046975426
france,2001-01,131081893.1,61179600.0,1657609600000.0,2.142575190096045,27094.155568195936
france,2001-04,101917211.9,61291600.0,1676723500000.0,1.6628251163291545,27356.49746457916
france,2001-07,90036711.75999999,61403900.0,1702967700000.0,1.4663028205048863,27733.868695636596
france,2001-12,130916456.81,61516600.0,1716129400000.0,2.128148447898616,27897.013163926484
france,2002-01,133406666.42,61629700.0,1744449500000.0,2.1646489666508195,28305.33817299127
france,2002-04,102417756.28999999,61741500.0,1764406500000.0,1.6588154853704558,28577.318335317414
france,2002-07,88059240.77,61851900.0,1777278000000.0,1.423711167644001,28734.41236243349
france,2002-12,123353695.55,61961100.0,1773460000000.0,1.9908248166995097,28622.151640303353
france,2003-01,138622676.44,62069000.0,1759910400000.0,2.23336410188661,28354.09624772431
france,2003-04,98541360.77000001,62178700.0,1743344900000.0,1.5848089582123783,28037.654373603822
france,2003-07,88234110.96,62290100.0,1756658500000.0,1.41650295889716,28201.247068153687
france,2003-12,128058384.24,62403300.0,1764381100000.0,2.0521091711496027,28273.842889718973
france,2004-01,138514408.72,62518300.0,1788768000000.0,2.2155818171639345,28611.91043262533
france,2004-04,101718038.42,62634800.0,1807731600000.0,1.6239860017115086,28861.45720909143
france,2004-07,88100022.32000001,62752800.0,1826027800000.0,1.4039217743272014,29098.746191405004
france,2004-12,126779969.29000002,62872200.0,1854898800000.0,2.0164710204192,29502.686401939172
france,2005-01,141450263.91,62993200.0,1879445600000.0,2.2454846540578983,29835.690201482066
france,2005-04,100643088.95,63111600.0,1904254700000.0,1.594684478764601,30172.816090861266
france,2005-07,89689507.64,63227400.0,1941560500000.0,1.4185227866399694,30707.58089056327
france,2005-12,129002556.49000001,63340700.0,1976673200000.0,2.036645576856587,31206.99960688783
france,2006-01,144705071.26999998,63451500.0,2015360800000.0,2.2805618664649376,31762.224691299652
france,2006-04,95877053.66,63559000.0,2061779700000.0,1.5084732871819884,32438.83163674696
france,2006-07,85925474.0,63663200.0,2085675100000.0,1.3496882657485014,32761.07861370462
france,2006-12,119156595.07,63764300.0,2109007200000.0002,1.8687038839915124,33075.04669540794
france,2007-01,129406586.27,63862100.0,2147681600000.0,2.0263440486610995,33629.987112857234
france,2007-04,94073139.64,63957800.0,2176816200000.0002,1.4708626569394194,34035.19508175704
france,2007-07,87583242.02,64051300.0,2202026500000.0,1.367392106327272,34379.10705949762
france,2007-12,132268729.29,64142600.0,2218302300000.0,2.0621042690817024,34583.91614932977
france,2008-01,130605383.31,64231700.0,2248106500000.0,2.0333477599067127,34999.95329408999
france,2008-04,98010727.53,64319000.0,2253417900000.0,1.5238223158009299,35035.02697492187
france,2008-07,87922918.03,64404600.0,2274592900000.0,1.365165190529869,35317.24286774547
france,2008-12,127784405.47,64488400.0,2258065700000.0,1.9815099377562475,35015.06782615168
france,2009-01,137582244.35,64570300.0,2229011200000.0,2.1307357151817476,34520.688304065494
france,2009-04,90951449.42,64651700.0,2233782900000.0,1.406791305101026,34551.03114071246
france,2009-07,84265736.01,64732300.0,2243582000000.0,1.3017571754749948,34659.38951651649
france,2009-12,121657000.96000001,64812300.0,2274000900000.0,1.877066559279643,35085.9466490157
france,2010-01,136169830.6,64891600.0,2290736600000.0,2.098419989644268,35300.97269908586
france,2010-04,96906186.22,64971100.0,2318921200000.0,1.49152755948414,35691.57979470873
france,2010-07,86701561.14,65050700.0,2345415400000.0,1.3328305635450504,36055.190797331925
france,2010-12,126805819.08,65130500.0,2375459000000.0,1.9469498787818302,36472.29792493532
france,2011-01,132990592.15,65210500.0,2424654200000.0,2.0394045767169398,37181.95996043582
france,2011-04,91768087.96,65290200.0,2439152200000.0,1.4055415354831198,37358.626562638805
france,2011-07,85505729.17,65369700.0,2459698800000.0,1.308033066849014,37627.50632173622
france,2011-12,118476809.34,65448800.0,2456970800000.0,1.8102212621163414,37540.349097309656
france,2012-01,134060762.0,65527600.0,2451692700000.0,2.045867115536049,37414.657335229735
france,2012-04,97947451.91,65608500.0,2453668800000.0,1.4929079602490531,37398.64194426027
france,2012-07,86792743.13,65691399.99999999,2481411000000.0,1.3212192635565692,37773.757295475516
france,2012-12,119141525.99,65776399.99999999,2509452500000.0,1.811311138797502,38151.259418271606
france,2013-01,136015436.4,65863399.99999999,2555983200000.0,2.0651141058615257,38807.337610873416
france,2013-04,98549844.31,65949200.0,2606153200000.0,1.494329640238244,39517.58626336635
france,2013-07,85194596.75,66033800.0,2627273200000.0,1.2901665018520818,39786.79403578168
france,2013-12,117115523.66999999,66117100.00000001,2657724400000.0,1.771334853918275,40197.23188101111
france,2014-01,120132235.12,66199300.0,2652569300000.0,1.8147055198468867,40069.44635366235
france,2014-04,88292055.00999999,66277300.0,2658879800000.0,1.3321613133003305,40117.503277894546
france,2014-07,76660800.6,66351100.00000001,2676541800000.0,1.1553810049871063,40339.07199729921
france,2014-12,114048621.99000001,66420700.0,2672236400000.0,1.7170644390980525,40231.98189720976
france,2015-01,129309195.57,66486100.00000001,2681541100000.0,1.9449057106673422,40332.35668808968
france,2015-04,86448668.6,66550200.0,2703645400000.0,1.2989993809184646,40625.65401756869
france,2015-07,79395748.88,66613000.0,2733306300000.0,1.191895709245943,41032.62576373981
france,2015-12,112591379.78999999,66674399.99999999,2762073400000.0,1.6886748105719738,41426.29554971624
france,2016-01,120375431.28,66734399.99999999,2813107000000.0,1.803798809609437,42153.77676280899
france,2016-04,90897469.58,66797000.0,2845226200000.0,1.3608016764225939,42595.119541296765
france,2016-07,81542336.75,66862200.0,2878707300000.0,1.2195580873797154,43054.33114674659
france,2016-12,120424963.36999999,66930100.00000001,2914736500000.0,1.7992646562607852,43548.963769664166
france,2017-01,123542140.27000001,67000500.0,2939680500000.0,1.8438987809046203,43875.50092909754
france,2017-04,91493364.89,67075100.00000001,2966368100000.0,1.3640436598678196,44224.57961300095
france,2017-07,83129396.83,67153700.0,3002129100000.0,1.2378974923198574,44705.34162674581
france,2017-12,118964430.15,67236500.0,3036465400000.0,1.7693429930171858,45160.9676291895
france,2018-01,119429619.09,67323500.0,3051827900000.0,1.7739662835414083,45330.79682428869
france,2018-04,90239860.89,67408400.0,3098995500000.0,1.3387034982287074,45973.43209451641
france,2018-07,82002538.33,67491200.0,3146239900000.0,1.2150108211144564,46617.038962116545
france,2018-12,115078937.28,67571900.0,3214779400000.0,1.7030590715963292,47575.684567105556
france,2019-01,117146635.98000002,67650700.0,3301500100000.0,1.7316396723167686,48802.157257796294
france,2019-04,89229923.33,67724300.0,3389233800000.0,1.3175466314159023,50044.57484241255
france,2019-07,81077283.72,67792800.0,3451705500000.0,1.1959571476616986,50915.517577087834
france,2019-12,112650100.53999999,67856300.0,3489149200000.0,1.6601273653293798,51419.67952865099
germany,2000-01,285412486.97,81452000.0,2215883800000.0,3.5040574445071946,27204.780729754948
germany,2000-04,191537305.95,81454000.0,2237133100000.0,2.351478207945589,27464.987600363394
germany,2000-07,176145061.25,81459000.0,2244283300000.0,2.162376916608355,27551.0784566469
germany,2000-12,252774955.57,81462000.0,2249199300000.0,3.1029799853919617,27610.410989172866
germany,2001-01,286084583.44,81476000.0,2315048200000.0,3.5112742824880945,28413.866660120773
germany,2001-04,198063179.20999998,81506000.0,2333671900000.0,2.430044158834932,28631.903172772556
germany,2001-07,171712600.29,81531000.0,2346872500000.0,2.1061019770394083,28785.03268695343
germany,2001-12,266946360.49,81557000.0,2363083000000.0,3.273126285787854,28974.61897813799
germany,2002-01,268257207.16000003,81569000.0,2369655900000.0,3.288715163358629,29050.937243315475
germany,2002-04,200107639.92000002,81579000.0,2397191600000.0,2.452930777773692,29384.910332315914
germany,2002-07,177632166.87,81582000.0,2429690900000.0,2.1773450867838493,29782.193375989802
germany,2002-12,262381986.61,81584000.0,2447549000000.0,3.2160961292655426,30000.355461855266
germany,2003-01,285841432.5,81579000.0,2429818200000.0,3.5038604604126062,29784.849042032874
germany,2003-04,197978110.97000003,81560000.0,2448153600000.0,2.427392238474743,30016.596370769985
germany,2003-07,180062308.48,81540000.0,2490112700000.0,2.208269664949718,30538.54181996566
germany,2003-12,260879489.56,81517000.0,2522550800000.0,3.2003077831617945,30945.08875449293
germany,2004-01,283641010.12,81499000.0,2548182900000.0,3.480300495957006,31266.431489956933
germany,2004-04,200215223.22,81471000.0,2584613200000.0,2.457502954670987,31724.333812031276
germany,2004-07,176572359.63,81442000.0,2588240900000.0,2.1680749445003804,31780.173620490656
germany,2004-12,255542428.67000002,81413000.0,2588051900000.0,3.138840586515667,31789.172490879835
germany,2005-01,281063580.41999996,81382000.0,2581383000000.0,3.4536332410115254,31719.33597109926
germany,2005-04,197965393.01999998,81354000.0,2595590500000.0,2.4333824153698647,31904.89097032721
germany,2005-07,172425315.23000002,81326000.0,2631447500000.0,2.120174547254261,32356.78011951897
germany,2005-12,254700254.64,81286000.0,2665015700000.0,3.133384034643112,32785.666658465176
germany,2006-01,306637824.74,81241000.0,2718726400000.0,3.7744220866311347,33464.954887310596
germany,2006-04,202839586.73,81203000.0,2797607600000.0,2.497932178983535,34452.02270852062
germany,2006-07,178003186.7,81150000.0,2843551000000.0,2.193508154035736,35040.67775723968
germany,2006-12,247986809.62,81101000.0,2900350000000.0,3.057752797376111,35762.19775341858
germany,2007-01,270403595.86,81050000.0,2929720800000.0,3.3362565806292412,36147.07958050586
germany,2007-04,193928299.6,81017000.0,2974919200000.0,2.3936741622128688,36719.69092906427
germany,2007-07,183632631.73,80972000.0,3008654800000.0,2.267853476880897,37156.73072173097
germany,2007-12,267942286.99,80932000.0,3045556400000.0,3.310708829511195,37631.05322987199
germany,2008-01,279757365.95,80852000.0,3081501900000.0,3.460116830134072,38112.871666749124
germany,2008-04,199033404.74,80801000.0,3100456700000.0,2.4632542263090804,38371.51396641131
germany,2008-07,182091841.67000002,80744000.0,3119177200000.0,2.255174894357476,38630.45179827603
germany,2008-12,262413964.47000003,80659000.0,3097934100000.0,3.253374880298541,38407.79206288201
germany,2009-01,278182839.49,80577000.0,2977018300000.0,3.4523851656179803,36946.253893791036
germany,2009-04,175926779.47,80501000.0,2994094300000.0,2.185398684115725,37193.25598439771
germany,2009-07,163242713.09,80451000.0,3023533400000.0,2.0290948911759954,37582.29729897702
germany,2009-12,243738849.87,80404000.0,3056841200000.0,3.031426917441918,38018.5214665937
germany,2010-01,277401137.48,80321000.0,3082717800000.0,3.453656422106299,38379.972858903646
germany,2010-04,201981204.41,80296000.0,3165076600000.0,2.515457861039155,39417.61233436286
germany,2010-07,177826309.65,80268000.0,3205702400000.0,2.2154072563163405,39937.48941047491
germany,2010-12,263859492.00000003,80254000.0,3261210000000.0,3.2878048695392135,40636.10536546465
germany,2011-01,284041072.34000003,80250000.0,3358853900000.0,3.5394526148286607,41854.87725856698
germany,2011-04,193288761.86,80261000.0,3394686400000.0,2.4082525991452886,42295.59063555151
germany,2011-07,167570131.99,80285000.0,3449038300000.0,2.0871910318241267,42959.933985177806
germany,2011-12,246920934.09,80306000.0,3438243700000.0,3.0747507544890795,42814.28162279282
germany,2012-01,278066998.61,80357000.0,3454179500000.0,3.460395467849721,42985.42130741566
germany,2012-04,197005860.04000002,80399000.0,3472224600000.0,2.450352119304967,43187.410291172775
germany,2012-07,174692864.02,80447000.0,3506020800000.0,2.17152739095305,43581.74698870064
germany,2012-12,263218630.17000002,80502000.0,3522987100000.0,3.2697154129089965,43762.727634096045
germany,2013-01,301452294.73,80562000.0,3544960800000.0,3.7418670679724935,44002.8896998585
germany,2013-04,199728768.18,80595000.0,3613563200000.0,2.478178152242695,44836.07171660773
germany,2013-07,176414915.52,80670000.0,3667763900000.0,2.1868713960580144,45466.26874922524
germany,2013-12,255542997.7,80757000.0,3713329700000.0,3.1643448580308826,45981.521106529464
germany,2014-01,265282498.72000003,80837000.0,3774040600000.0,3.281696484530599,46687.04429902149
germany,2014-04,194897057.7,80917000.0,3797266200000.0,2.4086045911242384,46927.91625987123
germany,2014-07,175631140.78,81025000.0,3827914600000.0,2.1676166711508795,47243.62357297131
germany,2014-12,254560835.2,81154000.0,3852655200000.0,3.136762638933386,47473.38640116322
germany,2015-01,279287610.34000003,81393000.0,3812029900000.0,3.431346803042031,46834.861720295354
germany,2015-04,191763523.35,81529000.0,3860250200000.0,2.352089726968318,47348.18530829521
germany,2015-07,175620366.14,81738000.0,3907810900000.0,2.1485767469230956,47808.986028530184
germany,2015-12,249176418.82999998,82088000.0,3963084500000.0,3.0354792275363023,48278.487720495075
germany,2016-01,269491453.45,82221000.0,4052540000000.0,3.27764747996254,49288.381313776285
germany,2016-04,194825092.12,82321000.0,4144429000000.0,2.366651184023518,50344.735851119396
germany,2016-07,173253326.34,82388000.0,4194788700000.0,2.1028951587609845,50915.04466669903
germany,2016-12,260880110.39,82467000.0,4242802900000.0005,3.163448535656687,51448.493336728636
germany,2017-01,267767623.17000002,82548000.0,4308932099999.9995,3.2437808689489755,52199.10960895479
germany,2017-04,199294654.71,82642000.0,4355779500000.0,2.411542009026887,52706.60802013504
germany,2017-07,179583439.26999998,82696000.0,4412246300000.0,2.17160974255103,53355.014752829644
germany,2017-12,238482708.41000003,82742000.0,4491271600000.0,2.8822449108070876,54280.43315365836
germany,2018-01,261076149.35999998,82817000.0,4506031900000.0,3.152446349904005,54409.50408732507
germany,2018-04,192207584.95,82867000.0,4590826900000.0,2.319470777872977,55399.940869103506
germany,2018-07,169837403.31,82938000.0,4582051800000.0,2.0477634294292124,55246.71200173624
germany,2018-12,238402452.72,83001000.0,4651888600000.0,2.8722841016373297,56046.175347284974
germany,2019-01,247976419.18,83042000.0,4717057900000.0,2.9861566337515955,56803.279063606366
germany,2019-04,179985359.96,83078000.0,4752568700000.0,2.1664623601916273,57206.10390235682
germany,2019-07,157481895.27,83106000.0,4793116100000.0,1.8949521727673093,57674.729863066445
germany,2019-12,225365837.89999998,83146000.0,4848485600000.0,2.71048322108099,58312.91463209294
greece,2000-01,29016382.236,10783300.0,205244300000.0,2.6908629302718095,19033.533333951575
greece,2000-04,23336608.872,10798100.0,208734000000.0,2.161177324899751,19330.6229799687
greece,2000-07,23773638.028,10813300.0,214006300000.0,2.1985553002321216,19791.025866294287
greece,2000-12,25796822.347999997,10828400.0,218349200000.0,2.3823300162535554,20164.493369288168
greece,2001-01,26854808.343999997,10842600.0,222908700000.0,2.4767867802925494,20558.60218028886
greece,2001-04,24311062.669,10855500.0,224550900000.0,2.239515698862328,20685.449772004973
greece,2001-07,24879370.046,10868700.0,230541100000.0,2.289084255338725,21211.469632982786
greece,2001-12,27959947.081,10881700.0,233933400000.0,2.569446601266346,21497.872575057205
greece,2002-01,28700037.712,10891800.0,239329900000.0,2.6350132863254925,21973.402008850695
greece,2002-04,24211626.889000002,10898500.0,246980400000.0,2.221555892003487,22661.870899665093
greece,2002-07,23955213.391,10905400.0,249706600000.0,2.1966377566159885,22897.518660480127
greece,2002-12,27220519.463,10912300.0,251909900000.0,2.4944804910972023,23084.950010538567
greece,2003-01,29871319.436,10918900.0,255788700000.0,2.735744391468005,23426.233411790567
greece,2003-04,25126587.802,10925000.0,259421100000.0,2.299916503615561,23745.638443935928
greece,2003-07,25416653.294,10931200.0,261799700000.0,2.325147586175351,23949.76763758782
greece,2003-12,27176264.187,10937300.0,268888599999.99997,2.48473244649045,24584.55011748786
greece,2004-01,30331704.115,10944100.0,276650000000.0,2.7715119667217953,25278.46054038249
greece,2004-04,24701385.348,10951400.0,278387800000.0,2.255545898058696,25420.293295834323
greece,2004-07,24542193.825000003,10958800.0,282140300000.0,2.239496461747637,25745.546957696097
greece,2004-12,27841364.766000003,10966200.0,279777700000.0,2.5388343059583085,25512.730024985867
greece,2005-01,30614131.868,10974300.0,276033600000.0,2.7896204649043677,25152.729559060714
greece,2005-04,25182067.251000002,10982900.0,276778700000.0,2.292843169927797,25200.875907091933
greece,2005-07,25650633.636,10991700.0,283245600000.0,2.333636619995087,25769.04391495401
greece,2005-12,28355308.574,11000400.0,289596700000.0,2.5776615917603,26326.015417621176
greece,2006-01,30136919.439,11008700.0,306833100000.0,2.7375547920281234,27871.87406324089
greece,2006-04,24826398.082000002,11016400.0,313211800000.0,2.253585389237864,28431.411350350387
greece,2006-07,25609831.327999998,11024300.0,316835300000.0,2.32303468954945,28739.72043576463
greece,2006-12,27979346.895000003,11032100.0,322889600000.0,2.5361759678574347,29268.190099799674
greece,2007-01,30067261.401,11039200.0,318065500000.0,2.7236811907565768,28812.368649902168
greece,2007-04,26000223.909,11045300.0,326094000000.0,2.353962672720524,29523.326663829863
greece,2007-07,26346429.137000002,11051600.0,325462200000.0,2.3839470426906515,29449.32860400304
greece,2007-12,30504580.972999997,11057800.0,327703400000.0,2.758648282027166,29635.49711515853
greece,2008-01,29649268.11,11065200.0,335975300000.0,2.6795058480642013,30363.23789899866
greece,2008-04,25120579.564,11073600.0,339674500000.0,2.2685106527235948,30674.26130616963
greece,2008-07,25602160.29,11082100.0,345427900000.0,2.310226427301685,31169.895597404822
greece,2008-12,28023672.192,11090500.0,344160400000.0,2.526817744195483,31032.00036066904
greece,2009-01,28336500.325999998,11097900.0,329862600000.0,2.5533209279233007,29722.9746168194
greece,2009-04,23811333.303,11103900.0,340004300000.0,2.1444117204765893,30620.259548446942
greece,2009-07,24615665.441999998,11110100.0,339067600000.0,2.2156115104274487,30518.86121637069
greece,2009-12,25452533.466,11116200.0,341562300000.0,2.289679338802828,30726.53424731473
greece,2010-01,25670622.669000003,11119800.0,323961500000.0,2.308550753520747,29133.752405618805
greece,2010-04,22368988.764,11120900.0,314265900000.0,2.011436912839788,28259.034790349702
greece,2010-07,23750784.805,11121900.0,304304900000.0,2.135497064800079,27360.873591742416
greece,2010-12,23475412.016,11122900.0,303617200000.0,2.110547790234561,27296.58632191245
greece,2011-01,26502753.357,11118700.0,293712100000.0,2.3836197898135576,26416.046840008275
greece,2011-04,21297965.601,11109700.0,290202700000.0,1.9170603707570861,26121.56043817565
greece,2011-07,21387469.368,11100300.0,286525800000.0,1.926746967919786,25812.437501689143
greece,2011-12,23992582.575,11091000.0,274316400000.00003,2.163247910467947,24733.243170137954
greece,2012-01,26216242.498999998,11075900.0,276173900000.0,2.3669627298007385,24934.668965953104
greece,2012-04,19766209.667999998,11055500.0,274119900000.00003,1.7879073463886752,24794.889421554886
greece,2012-07,20493140.092,11034700.0,274344099999.99997,1.8571542581130434,24861.944592965825
greece,2012-12,22667460.733,11014000.0,276640900000.0,2.0580589007626657,25117.2053749773
greece,2013-01,22359916.008,10993900.0,278850700000.0,2.0338474979761507,25364.1291989194
greece,2013-04,18169076.503,10975000.0,283809500000.0,1.6554967200911161,25859.635535307516
