,country,date,co2_monthly
0,Austria,2000-01-01,9726927.646
1,Austria,2000-02-01,8532685.059
2,Austria,2000-03-01,8134567.013
3,Austria,2000-04-01,6546737.758
4,Austria,2000-05-01,5603261.7360000005
5,Austria,2000-06-01,5014335.79
6,Austria,2000-07-01,5086068.559
7,Austria,2000-08-01,4677045.3100000005
8,Austria,2000-09-01,5640955.129
9,Austria,2000-10-01,6713320.305000001
10,Austria,2000-11-01,7693260.028
11,Austria,2000-12-01,8617632.708999999
12,Austria,2001-01-01,9542545.264
13,Austria,2001-02-01,8877452.526999999
14,Austria,2001-03-01,8316839.255999999
15,Austria,2001-04-01,7379342.608
16,Austria,2001-05-01,5741236.683
17,Austria,2001-06-01,5557920.250999999
18,Austria,2001-07-01,4963339.075
19,Austria,2001-08-01,4855754.67
20,Austria,2001-09-01,6338610.282
21,Austria,2001-10-01,7035414.504000001
22,Austria,2001-11-01,9009560.381
23,Austria,2001-12-01,10259410.42
24,Austria,2002-01-01,10052484.0
25,Austria,2002-02-01,8656166.216
26,Austria,2002-03-01,8467894.104
27,Austria,2002-04-01,7594850.967999999
28,Austria,2002-05-01,6062569.926999999
29,Austria,2002-06-01,5443724.84
30,Austria,2002-07-01,5254730.552
31,Austria,2002-08-01,5075866.0819999995
32,Austria,2002-09-01,6389050.839000001
33,Austria,2002-10-01,7819502.93
34,Austria,2002-11-01,8209776.250000001
35,Austria,2002-12-01,9394074.663999999
36,Austria,2003-01-01,10190965.82
37,Austria,2003-02-01,10162442.31
38,Austria,2003-03-01,8950176.91
39,Austria,2003-04-01,7904104.007
40,Austria,2003-05-01,6126987.391
41,Austria,2003-06-01,5568212.665
42,Austria,2003-07-01,5667806.073
43,Austria,2003-08-01,5665774.772
44,Austria,2003-09-01,6593573.044
45,Austria,2003-10-01,8642580.908
46,Austria,2003-11-01,8856032.408
47,Austria,2003-12-01,9757962.603
48,Austria,2004-01-01,10502331.11
49,Austria,2004-02-01,9654508.432
50,Austria,2004-03-01,9391320.614
51,Austria,2004-04-01,7833046.357
52,Austria,2004-05-01,7063871.7360000005
53,Austria,2004-06-01,6338917.994
54,Austria,2004-07-01,5863894.083000001
55,Austria,2004-08-01,5642888.001
56,Austria,2004-09-01,6579734.644
57,Austria,2004-10-01,7772903.611
58,Austria,2004-11-01,9044120.669
59,Austria,2004-12-01,9826355.627999999
60,Austria,2005-01-01,10312951.61
61,Austria,2005-02-01,10367540.440000001
62,Austria,2005-03-01,9806112.784
63,Austria,2005-04-01,7998525.772
64,Austria,2005-05-01,6837035.28
65,Austria,2005-06-01,6577163.192
66,Austria,2005-07-01,6143852.095
67,Austria,2005-08-01,5917012.301
68,Austria,2005-09-01,6692564.502
69,Austria,2005-10-01,8161031.88
70,Austria,2005-11-01,9612902.811
71,Austria,2005-12-01,10494798.870000001
72,Austria,2006-01-01,11326913.73
73,Austria,2006-02-01,10341162.34
74,Austria,2006-03-01,10080312.37
75,Austria,2006-04-01,8019861.659999999
76,Austria,2006-05-01,7005729.376
77,Austria,2006-06-01,6414918.6
78,Austria,2006-07-01,6253959.822
79,Austria,2006-08-01,6355481.73
80,Austria,2006-09-01,6437930.959
81,Austria,2006-10-01,8023685.961999999
82,Austria,2006-11-01,9124208.332
83,Austria,2006-12-01,9745757.591
84,Austria,2007-01-01,9898612.552000001
85,Austria,2007-02-01,9503480.024
86,Austria,2007-03-01,9104354.77
87,Austria,2007-04-01,7679768.223
88,Austria,2007-05-01,6910399.113000001
89,Austria,2007-06-01,6437970.477
90,Austria,2007-07-01,6338218.291
91,Austria,2007-08-01,6179144.033
92,Austria,2007-09-01,7264558.396000001
93,Austria,2007-10-01,8830896.352
94,Austria,2007-11-01,9773214.039
95,Austria,2007-12-01,10360380.39
96,Austria,2008-01-01,10311235.43
97,Austria,2008-02-01,9919027.574
98,Austria,2008-03-01,9482453.651
99,Austria,2008-04-01,8299481.91
100,Austria,2008-05-01,6875717.773
101,Austria,2008-06-01,6318949.98
102,Austria,2008-07-01,6199975.004
103,Austria,2008-08-01,6158127.1450000005
104,Austria,2008-09-01,7369314.675
105,Austria,2008-10-01,8564581.654
106,Austria,2008-11-01,9266442.611
107,Austria,2008-12-01,10040604.78
108,Austria,2009-01-01,10317454.98
109,Austria,2009-02-01,9549254.959
110,Austria,2009-03-01,8861745.091999998
111,Austria,2009-04-01,7171055.677999999
112,Austria,2009-05-01,6478678.994
113,Austria,2009-06-01,6130295.525
114,Austria,2009-07-01,5678880.813
115,Austria,2009-08-01,5526435.636
116,Austria,2009-09-01,6396673.543
117,Austria,2009-10-01,8405567.241
118,Austria,2009-11-01,8598758.164
119,Austria,2009-12-01,9763845.067
120,Austria,2010-01-01,10763054.879999999
121,Austria,2010-02-01,10033818.48
122,Austria,2010-03-01,9546160.182
123,Austria,2010-04-01,8129422.099
124,Austria,2010-05-01,7303756.335
125,Austria,2010-06-01,6629090.453
126,Austria,2010-07-01,6386995.375
127,Austria,2010-08-01,6111034.447
128,Austria,2010-09-01,7173825.9399999995
129,Austria,2010-10-01,8896324.57
130,Austria,2010-11-01,9266729.148
131,Austria,2010-12-01,10739440.6
132,Austria,2011-01-01,10599590.15
133,Austria,2011-02-01,9928574.655000001
134,Austria,2011-03-01,9856865.817
135,Austria,2011-04-01,8082753.981
136,Austria,2011-05-01,7410557.716
137,Austria,2011-06-01,6492970.936
138,Austria,2011-07-01,6449897.709
139,Austria,2011-08-01,5891235.305
140,Austria,2011-09-01,6530542.449
141,Austria,2011-10-01,8396211.444
142,Austria,2011-11-01,9421108.362000002
143,Austria,2011-12-01,9742294.110000001
144,Austria,2012-01-01,9982622.708
145,Austria,2012-02-01,10673830.06
146,Austria,2012-03-01,8857567.377
147,Austria,2012-04-01,7985115.547
148,Austria,2012-05-01,6829004.374
149,Austria,2012-06-01,6257926.1
150,Austria,2012-07-01,5959167.952
151,Austria,2012-08-01,5924401.708000001
152,Austria,2012-09-01,6678332.715
153,Austria,2012-10-01,8307245.199000001
154,Austria,2012-11-01,8986899.629999999
155,Austria,2012-12-01,10358234.549999999
156,Austria,2013-01-01,10596340.49
157,Austria,2013-02-01,9889167.663
158,Austria,2013-03-01,9781840.57
159,Austria,2013-04-01,8089162.199
160,Austria,2013-05-01,7107150.29
161,Austria,2013-06-01,6337925.097
162,Austria,2013-07-01,6037485.44
163,Austria,2013-08-01,5964684.141
164,Austria,2013-09-01,6844367.569
165,Austria,2013-10-01,8197145.7979999995
166,Austria,2013-11-01,9126193.719
167,Austria,2013-12-01,9581441.668
168,Austria,2014-01-01,9543098.855
169,Austria,2014-02-01,9066223.924
170,Austria,2014-03-01,8593633.548
171,Austria,2014-04-01,7723666.31
172,Austria,2014-05-01,7109312.256999999
173,Austria,2014-06-01,6318183.068
174,Austria,2014-07-01,5968962.928
175,Austria,2014-08-01,6013759.283000001
176,Austria,2014-09-01,6738557.909
177,Austria,2014-10-01,7994125.08
178,Austria,2014-11-01,8731569.727
179,Austria,2014-12-01,9625298.549999999
180,Austria,2015-01-01,9661822.297999999
181,Austria,2015-02-01,9620444.934999999
182,Austria,2015-03-01,9233919.044
183,Austria,2015-04-01,7969022.537
184,Austria,2015-05-01,6902598.979
185,Austria,2015-06-01,6108242.726000001
186,Austria,2015-07-01,6032809.529
187,Austria,2015-08-01,5941852.485
188,Austria,2015-09-01,6897561.296
189,Austria,2015-10-01,8366662.819999999
190,Austria,2015-11-01,8909339.208999999
191,Austria,2015-12-01,9723033.311999999
192,Austria,2016-01-01,10058614.58
193,Austria,2016-02-01,9073368.962000001
194,Austria,2016-03-01,9146287.496000001
195,Austria,2016-04-01,8012260.488
196,Austria,2016-05-01,7026953.812
197,Austria,2016-06-01,6305840.841999999
198,Austria,2016-07-01,5947548.072
199,Austria,2016-08-01,5783700.437000001
200,Austria,2016-09-01,6641870.122
201,Austria,2016-10-01,8513145.674999999
202,Austria,2016-11-01,9506158.441
203,Austria,2016-12-01,10395431.15
204,Austria,2017-01-01,10801993.66
205,Austria,2017-02-01,9432371.179
206,Austria,2017-03-01,8914352.012
207,Austria,2017-04-01,8364035.615999999
208,Austria,2017-05-01,7303821.794000001
209,Austria,2017-06-01,6595620.654999999
210,Austria,2017-07-01,6486143.8209999995
211,Austria,2017-08-01,6234629.364
212,Austria,2017-09-01,7280192.546999999
213,Austria,2017-10-01,8210617.493
214,Austria,2017-11-01,9197380.952
215,Austria,2017-12-01,9856172.866
216,Austria,2018-01-01,10981443.92
217,Austria,2018-02-01,9288130.944
218,Austria,2018-03-01,8532498.735
219,Austria,2018-04-01,7853258.742
220,Austria,2018-05-01,6616244.204
221,Austria,2018-06-01,6208931.162
222,Austria,2018-07-01,6017933.066
223,Austria,2018-08-01,5844032.675000001
224,Austria,2018-09-01,6750718.323
225,Austria,2018-10-01,7826882.206
226,Austria,2018-11-01,9010078.524
227,Austria,2018-12-01,9562582.406
228,Austria,2019-01-01,11186003.83
229,Austria,2019-02-01,9436579.483
230,Austria,2019-03-01,8688717.189000001
231,Austria,2019-04-01,7990027.087
232,Austria,2019-05-01,6737029.698
233,Austria,2019-06-01,6377809.921
234,Austria,2019-07-01,6211966.328000001
235,Austria,2019-08-01,5968172.222999999
236,Austria,2019-09-01,6944311.845
237,Austria,2019-10-01,7984085.903
238,Austria,2019-11-01,9133025.907
239,Austria,2019-12-01,9603023.192
240,Belgium,2000-01-01,13515769.469999999
241,Belgium,2000-02-01,12871374.299999999
242,Belgium,2000-03-01,12665085.38
243,Belgium,2000-04-01,10983855.59
244,Belgium,2000-05-01,9315179.888
245,Belgium,2000-06-01,8931074.404000001
246,Belgium,2000-07-01,8688269.729
247,Belgium,2000-08-01,8228563.349
248,Belgium,2000-09-01,8622392.443999998
249,Belgium,2000-10-01,10492387.549999999
250,Belgium,2000-11-01,11768392.39
251,Belgium,2000-12-01,12466567.41
252,Belgium,2001-01-01,13129519.36
253,Belgium,2001-02-01,12259469.7
254,Belgium,2001-03-01,12490475.84
255,Belgium,2001-04-01,11236309.86
256,Belgium,2001-05-01,9272535.454
257,Belgium,2001-06-01,9166449.904
258,Belgium,2001-07-01,8928516.896
259,Belgium,2001-08-01,8555886.302000001
260,Belgium,2001-09-01,9484422.015
261,Belgium,2001-10-01,9477871.412
262,Belgium,2001-11-01,12369453.530000001
263,Belgium,2001-12-01,13495476.68
264,Belgium,2002-01-01,12455633.040000001
265,Belgium,2002-02-01,11093781.370000001
266,Belgium,2002-03-01,11554098.75
267,Belgium,2002-04-01,10618611.81
268,Belgium,2002-05-01,9396197.151
269,Belgium,2002-06-01,8507609.722
270,Belgium,2002-07-01,8277116.799
271,Belgium,2002-08-01,7866431.921
272,Belgium,2002-09-01,8602125.298999999
273,Belgium,2002-10-01,10558809.96
274,Belgium,2002-11-01,11198510.95
275,Belgium,2002-12-01,12377637.08
276,Belgium,2003-01-01,13253479.26
277,Belgium,2003-02-01,12915528.14
278,Belgium,2003-03-01,11723062.700000001
279,Belgium,2003-04-01,10664239.63
280,Belgium,2003-05-01,9381977.062
281,Belgium,2003-06-01,8762481.616999999
282,Belgium,2003-07-01,8752108.288999999
283,Belgium,2003-08-01,8347681.033999999
284,Belgium,2003-09-01,8680891.275
285,Belgium,2003-10-01,11452545.08
286,Belgium,2003-11-01,11491611.440000001
287,Belgium,2003-12-01,12694647.52
288,Belgium,2004-01-01,12880451.24
289,Belgium,2004-02-01,12297331.61
290,Belgium,2004-03-01,12442037.44
291,Belgium,2004-04-01,10501994.469999999
292,Belgium,2004-05-01,9749873.954
293,Belgium,2004-06-01,8754944.64
294,Belgium,2004-07-01,8578242.709
295,Belgium,2004-08-01,8289041.017
296,Belgium,2004-09-01,8728057.129
297,Belgium,2004-10-01,10298763.52
298,Belgium,2004-11-01,11872337.35
299,Belgium,2004-12-01,13178533.24
300,Belgium,2005-01-01,12350469.03
301,Belgium,2005-02-01,12869273.069999998
302,Belgium,2005-03-01,11954268.07
303,Belgium,2005-04-01,10293935.450000001
304,Belgium,2005-05-01,9301997.887
305,Belgium,2005-06-01,8510677.679
306,Belgium,2005-07-01,8324121.218
307,Belgium,2005-08-01,8088528.100000001
308,Belgium,2005-09-01,8436800.101
309,Belgium,2005-10-01,9280138.353
310,Belgium,2005-11-01,11821121.39
311,Belgium,2005-12-01,12907851.52
312,Belgium,2006-01-01,13298990.02
313,Belgium,2006-02-01,12662204.33
314,Belgium,2006-03-01,12725931.370000001
315,Belgium,2006-04-01,10287255.26
316,Belgium,2006-05-01,8674210.489
317,Belgium,2006-06-01,8463137.7
318,Belgium,2006-07-01,8465679.117
319,Belgium,2006-08-01,8021349.763
320,Belgium,2006-09-01,8405426.729999999
321,Belgium,2006-10-01,9244949.974
322,Belgium,2006-11-01,10986523.6
323,Belgium,2006-12-01,11976480.58
324,Belgium,2007-01-01,11442107.120000001
325,Belgium,2007-02-01,11216192.81
326,Belgium,2007-03-01,11523257.69
327,Belgium,2007-04-01,9538081.918
328,Belgium,2007-05-01,8841511.386
329,Belgium,2007-06-01,8448374.641
330,Belgium,2007-07-01,8197855.882
331,Belgium,2007-08-01,7913552.178
332,Belgium,2007-09-01,8632933.214
