country,date,co2_m_stat,pop_m_stat,gdp_m_stat,co2_m_cap_stat,gdp_m_cap_stat
Austria,2001-01-01,-0.019137836352346227,0.0007874563911514088,-0.009605784561546926,-0.0123034213151514,-0.010393240952698335
Austria,2001-02-01,0.03961054797361285,-0.0006066811853386866,0.007105802373217784,-0.17358875939974186,0.007712483558556471
Austria,2001-03-01,0.022159771483806878,-1.2445101482683185e-07,-2.8264356188856254e-08,0.007013382513126887,9.618666041433244e-08
Austria,2001-04-01,0.11971768377375014,-1.2436325214082444e-07,-2.8273859697947046e-08,-0.05436525131912104,9.608938889016372e-08
Austria,2001-05-01,0.024325756087039352,3.7188306428959095e-05,0.0013857545379174496,-0.13144937991836833,0.0013485662314902669
Austria,2001-06-01,0.1029230147343867,-1.5186759760865698e-07,-1.4807277075590264e-06,0.21855941746536695,-1.3288601081740126e-06
Austria,2001-07-01,-0.024426432010226762,-1.5174930112493712e-07,-1.477130616933664e-06,-0.08069446170287597,-1.3253813211377974e-06
Austria,2001-08-01,0.037497964945121254,-0.00013846805544304175,0.001437437436727862,0.09136955255459467,0.0015759054921762328
Austria,2001-09-01,0.11660614571343508,-6.29883025737854e-08,-7.014884147338307e-06,0.28840926087898133,-6.951895846540879e-06
Austria,2001-10-01,0.04686295113140382,-6.29566976328988e-08,-6.977872466507051e-06,-0.16219788847866268,-6.9149157688741525e-06
Austria,2001-11-01,0.15794165358450307,-6.292511756100794e-08,-6.941152939532458e-06,0.14303266883909965,-6.878227823747807e-06
Austria,2001-12-01,0.17438495492160122,-6.289355702904231e-08,-6.904722493317195e-06,-0.11742051004210713,-6.841828930959082e-06
Austria,2002-01-01,0.052059519107103824,0.0011880055011115331,0.01929750042641487,-0.1514727075767114,0.018109494925299785
Austria,2002-02-01,-0.025242713934021666,-0.001091782971421651,-0.01618662682569294,-0.1280804548402827,-0.015094843854273066
Austria,2002-03-01,0.017999562223668164,-1.2035125784848333e-07,-3.270397623467147e-05,0.12755788761218406,-3.258362497682299e-05
Austria,2002-04-01,0.028785956334097307,-1.202677957223841e-07,-3.233310659211952e-05,-0.08682113746183509,-3.2212838791068066e-05
Austria,2002-05-01,0.054459153422138584,7.001370945758367e-05,-0.0016092476792088917,-0.11659540234378862,-0.0016792613886718044
Austria,2002-06-01,-0.020760442916726518,-1.736082602121769e-07,-1.6423603280912857e-05,0.117666645779124,-1.6249995017147967e-05
Austria,2002-07-01,0.057050013574908576,-1.7346368075266128e-07,-1.6291290855008356e-05,0.07233561284200374,-1.6117827179584765e-05
Austria,2002-08-01,0.044332635443376844,-0.0001715895058342909,-0.0029688712775808312,0.0008748393818177602,-0.0027972817717429876
Austria,2002-09-01,0.007926172859921365,-5.99189711181225e-08,-1.1207931542855931e-06,0.2647201733577267,-1.060874179614757e-06
Austria,2002-10-01,0.10566437951184326,-5.988964879577452e-08,-1.1184237962424959e-06,-0.02805322231033397,-1.0585341527757919e-06
Austria,2002-11-01,-0.09296060834463482,-5.986034423699493e-08,-1.1160619592942567e-06,-0.1533305287340708,-1.0562016150572617e-06
Austria,2002-12-01,-0.08811623852871975,-5.98310645472111e-08,-1.1137075865974566e-06,0.08604884456779038,-1.0538765202738887e-06
Austria,2003-01-01,0.013681855757024408,0.0005332182412587372,0.009783859385869675,-0.05386419584702487,0.009250641144614491
Austria,2003-02-01,0.16042687378232934,-0.0004898744807704247,-0.00915985633461247,-0.08373543959137866,-0.008669981853847375
Austria,2003-03-01,0.055391450809645804,-8.287276465068771e-08,-2.8135452296851327e-06,-0.1242225908642946,-2.7306724614817313e-06
Austria,2003-04-01,0.039911605667288796,-8.282507124590666e-08,-2.804130243561076e-06,0.0027344029257620056,-2.721305175867883e-06
Austria,2003-05-01,0.010569385253539565,0.0002464250299105686,0.0012607454028632503,-0.13063418893562795,0.0010143203729526817
Austria,2003-06-01,0.02261057665386801,-2.8519280803607217e-07,-8.582580118599026e-06,0.1590501691777469,-8.297387308786597e-06
Austria,2003-07-01,0.07567337846307964,-2.848884452788525e-07,-8.532513010806042e-06,0.11335733467565273,-8.247624563750833e-06
Austria,2003-08-01,0.10994648290462727,-0.0001889661521712327,-0.0010867710034361266,-0.017897481339507804,-0.0008978048512666703
Austria,2003-09-01,0.03150967452845599,-1.1873638960935295e-07,-3.342825166896546e-06,0.15201031935742323,-3.224088777287193e-06
Austria,2003-10-01,0.10008026581453677,-1.1865459903503961e-07,-3.330634957166012e-06,0.1189542361168702,-3.2119803581309725e-06
Austria,2003-11-01,0.07577318509618358,-1.1857289905492507e-07,-3.3185113110789644e-06,-0.24620814202595162,-3.199938413800396e-06
Austria,2003-12-01,0.03800449331596312,-1.1849128078722515e-07,-3.3064537419136286e-06,0.07258729216613981,-3.18796245757369e-06
Austria,2004-01-01,0.030095619097807003,0.0009576772600681238,0.017855981450242808,-0.024428837303769366,0.01689830419017113
Austria,2004-02-01,-0.05127379682986444,-0.0008151111831846691,-0.014671612532445977,-0.1568707445984805,-0.013856501349259531
Austria,2004-03-01,0.04811262522795445,-2.3679323568615018e-07,-2.4886412496982757e-05,0.0565334010416684,-2.464961925952025e-05
Austria,2004-04-01,-0.009030622605036953,-2.3656295233820401e-07,-2.463995857837631e-05,-0.15379511322716685,-2.4403395626038105e-05
Austria,2004-05-01,0.14229012991778234,0.0002120692244851341,0.0004535096635827074,0.07786416722560432,0.00024144043909579693
Austria,2004-06-01,0.1296339740296819,-4.873221648438175e-07,-2.9057740793092535e-05,-0.004926537103813827,-2.857041863180143e-05
Austria,2004-07-01,0.03401179529524079,-4.866424880844988e-07,-2.8746980685667722e-05,0.03039151358335601,-2.826033819403051e-05
Austria,2004-08-01,-0.004047658455572645,-0.00026939517233515176,-0.0038017100359439837,0.03974567266427881,-0.003532314863608832
Austria,2004-09-01,-0.0021009765228434674,-1.8307072302548022e-07,-2.3850403287895006e-06,0.19201651937530695,-2.2019696057640203e-06
Austria,2004-10-01,-0.1060574647305419,-1.8291416736815336e-07,-2.3776906488137683e-06,0.013051130236007263,-2.1947764778929013e-06
Austria,2004-11-01,0.021016041924120543,-1.8275780711007883e-07,-2.3703748759373866e-06,-0.015178082978682977,-2.1876170741563783e-06
Austria,2004-12-01,0.006984496700770393,-1.82601649356684e-07,-2.3630928325246714e-06,-0.06851769560150629,-2.1804911813916306e-06
Austria,2005-01-01,-0.018196699812204287,0.0010117967914649029,-0.0012910890505715145,-0.03563260812478812,-0.0023028858420381937
Austria,2005-02-01,0.07125481250668031,-0.0010207139982405522,0.00546396310857844,-0.04203243295156367,0.006484677106824321
Austria,2005-03-01,0.043220020892764666,-1.7491062997976314e-07,-3.2406940547957674e-05,-0.0609529647737424,-3.2232029921530625e-05
Austria,2005-04-01,0.020905749664148487,-1.7476441449559843e-07,-3.2041097917101524e-05,-0.1480746546404027,-3.186633350438228e-05
Austria,2005-05-01,-0.03263910664261083,0.00020257137401813452,-0.00019249048068914476,0.046643079997929854,-0.0003950618547072793
Austria,2005-06-01,0.03689543606235901,-3.8482160036323876e-07,-2.9563087366568652e-05,0.11815275940735123,-2.91782657626527e-05
Austria,2005-07-01,0.04663802029915942,-3.843446076956525e-07,-2.924420756045265e-05,-0.0294005471826978,-2.8859862956309712e-05
Austria,2005-08-01,0.04743565124907079,-0.0002286594418148269,-0.0012137630540252076,0.030759983646873157,-0.000985103612206828
Austria,2005-09-01,0.01700271745438897,-1.529023290203213e-07,-1.7394871239417853e-05,0.16078592446231668,-1.7241968913950245e-05
Austria,2005-10-01,0.048726827181173604,-1.5278282106123697e-07,-1.7250675217184153e-05,0.07520814362613026,-1.7097892392570202e-05
Austria,2005-11-01,0.06099134210556301,-1.526634552106998e-07,-1.710826477108185e-05,-0.03463770787543188,-1.6955601317647506e-05
Austria,2005-12-01,0.06581166308307473,-1.525442279159961e-07,-1.6967610555695956e-05,-0.07596191960580287,-1.681506632777996e-05
Austria,2006-01-01,0.09378109668778833,0.0008333566233211798,0.02342876422619966,-0.012305055329445369,0.02259540760287848
Austria,2006-02-01,-0.0025475390270734977,-0.0009937876467756013,-0.022766290374978126,-0.16635742862260305,-0.02177250272820075
Austria,2006-03-01,0.02757830655779614,-5.2916266923830335e-08,-2.2674980545644985e-05,0.06550139453162676,-2.2622064284050225e-05
Austria,2006-04-01,0.0026639261546250737,-5.2891925506060034e-08,-2.2460563485537932e-05,-0.20311500250093267,-2.24076715547028e-05
Austria,2006-05-01,0.024374097490753144,7.656976796432957e-05,0.0021422639448474,0.09339363334328227,0.0020656941768830706
Austria,2006-06-01,-0.024977217562934584,-9.392926081375208e-08,-4.6879134611543805e-05,0.04709098212519244,-4.678520535605912e-05
Austria,2006-07-01,0.017762912170425693,-9.387171040486919e-08,-4.624371328176835e-05,0.06269060713145833,-4.614984156603441e-05
Austria,2006-08-01,0.07148606245544897,-9.598650472675274e-05,-0.00517184003390625,0.04161033126144825,-0.005075853529179497
Austria,2006-09-01,-0.03878992548234805,-4.423843691370166e-08,-2.572978043957619e-06,-0.003213322424398757,-2.528739610596631e-06
Austria,2006-10-01,-0.016972704307734787,-4.4219831352165784e-08,-2.564743486033194e-06,0.2073012441755495,-2.5205236529046715e-06
Austria,2006-11-01,-0.05217510130138692,-4.420123822512778e-08,-2.5565483916523135e-06,-0.09165743450591049,-2.512347151650829e-06
Austria,2006-12-01,-0.07404771727869885,-4.418266286165817e-08,-2.548392515677733e-06,-0.06263224695102981,-2.5042098563687887e-06
Austria,2007-01-01,-0.13478703881805743,0.0005021578089152712,0.010720091041189761,-0.05084056207708773,0.01021793323227449
Austria,2007-02-01,-0.08447422491068224,-0.0004991338324611405,-0.008357589717252978,-0.05579994699017832,-0.007858455884788285
Austria,2007-03-01,-0.10183140604041441,-4.5443956153690124e-08,-1.5600844591290297e-05,-0.0021686079777964995,-1.5555400636912964e-05
Austria,2007-04-01,-0.04333180494579025,-4.5424586758713303e-08,-1.5478330318785538e-05,-0.12725822774391357,-1.5432905732026825e-05
Austria,2007-05-01,-0.01370090170002669,9.240148309253016e-05,-0.0015468737376025388,0.06450910377929327,-0.001639275220695069
Austria,2007-06-01,0.0035870381482272506,-9.330737604784645e-08,-5.649260689466473e-06,0.03474801810580118,-5.555953315194984e-06
Austria,2007-07-01,0.013382867650983954,-9.325039940222268e-08,-5.6225015754307606e-06,0.05519849616464745,-5.529251170699467e-06
Austria,2007-08-01,-0.028137949183271616,-0.00013181237800097279,0.00079926618346704,-0.009670489202291743,0.0009310785614626838
