country,date,co2,population,gdp,co2_cap,gdp_cap
Czech Republic,2014-07-01,7534806.124,10528000.0,344894600000.0,0.7156920710486322,32759.745440729483
Czech Republic,2014-08-01,7776311.222,10530666.666666666,345609933333.3333,0.7384443424284629,32819.37832362623
Czech Republic,2014-09-01,8587113.223000001,10533333.333333334,346325266666.6667,0.8152322680063292,32878.98101265823
Czech Republic,2014-10-01,10911525.91,10536000.0,347040600000.0,1.0356421706529992,32938.553530751706
Czech Republic,2014-11-01,11853218.38,10536666.666666666,348044200000.0,1.124949545713382,33031.71781081936
Czech Republic,2014-12-01,12762438.85,10537333.333333334,349047800000.0,1.2111640057573072,33124.8703024168
Czech Republic,2015-01-01,13108047.81,10538000.0,350051400000.0,1.2438838308977036,33218.011007781366
Czech Republic,2015-02-01,12991043.39,10538666.666666666,351636233333.3333,1.2327027508223685,33366.29238360324
Czech Republic,2015-03-01,12474276.6,10539333.333333334,353221066666.6667,1.1835925675248276,33514.55500031628
Czech Republic,2015-04-01,10056650.78,10540000.0,354805900000.0,0.954141440227704,33662.79886148008
Czech Republic,2015-05-01,8601515.178,10541666.666666666,356725166666.6667,0.8159540089802372,33839.54150197629
Czech Republic,2015-06-01,7487207.505,10543333.333333334,358644433333.3333,0.7101366587100854,34016.22826430603
Czech Republic,2015-07-01,7549485.106,10545000.0,360563700000.0,0.7159303087719298,34192.85917496444
Czech Republic,2015-08-01,7814464.3100000005,10547000.0,362132800000.0,0.7409182051768276,34335.147435289655
Czech Republic,2015-09-01,8809102.004,10549000.0,363701900000.0,0.8350651250355484,34477.38174234525
Czech Republic,2015-10-01,10928822.94,10551000.0,365271000000.0,1.0358092067102644,34619.56212681263
Czech Republic,2015-11-01,11244813.260000002,10552666.666666666,367305600000.0,1.0655897334007205,34806.898730178786
Czech Republic,2015-12-01,13005891.86,10554333.333333334,369340200000.0,1.2322798086094178,34994.17616776679
Czech Republic,2016-01-01,13602587.84,10556000.0,371374800000.0,1.2886119590754073,35181.39446760136
Czech Republic,2016-02-01,12187042.33,10557666.666666666,373669733333.3333,1.1543310387396206,35393.211883939
Czech Republic,2016-03-01,12338397.01,10559333.333333334,375964666666.6667,1.1684825756045203,35604.96243449713
Czech Republic,2016-04-01,10597949.64,10561000.0,378259600000.0,1.003498687624278,35816.64615093268
Czech Republic,2016-05-01,8524593.295,10563666.666666666,380514900000.0,0.8069729539932473,36021.10062793853
Czech Republic,2016-06-01,7842061.045,10566333.333333334,382770200000.0,0.7421742999779173,36225.45190700022
Czech Republic,2016-07-01,7711580.53,10569000.0,385025500000.0,0.7296414542530041,36429.70006623143
Czech Republic,2016-08-01,8057703.961,10571666.666666666,386932500000.0,0.7621980729307899,36600.898628409275
Czech Republic,2016-09-01,8450865.795,10574333.333333334,388839500000.0,0.7991866275257699,36772.010843867225
Czech Republic,2016-10-01,11147841.03,10577000.0,390746500000.0,1.0539700321452208,36943.03677791434
Czech Republic,2016-11-01,12736245.12,10577333.333333334,393494833333.3333,1.2041073793016512,37201.70490356737
Czech Republic,2016-12-01,13196535.809999999,10577666.666666666,396243166666.6667,1.2475847675920966,37460.35672643621
Czech Republic,2017-01-01,14405717.959999999,10578000.0,398991500000.0,1.3618564908300246,37718.992248062015
Czech Republic,2017-02-01,12775292.29,10580000.0,402758333333.3333,1.2074945453686199,38067.89540012602
Czech Republic,2017-03-01,11797586.78,10582000.0,406525166666.6667,1.1148730655830654,38416.66666666667
Czech Republic,2017-04-01,10944418.58,10584000.0,410292000000.0,1.0340531538170823,38765.30612244898
Czech Republic,2017-05-01,9135594.467,10587666.666666666,412169933333.3333,0.8628524824796148,38929.2510153323
Czech Republic,2017-06-01,7964715.26,10591333.333333334,414047866666.6667,0.7520030773588467,39093.08239441052
Czech Republic,2017-07-01,7851774.635,10595000.0,415925800000.0,0.7410830235960358,39256.80037753657
Czech Republic,2017-08-01,7942239.94,10598666.666666666,417960700000.0,0.7493621782614166,39435.21512139892
Czech Republic,2017-09-01,8889130.150999999,10602333.333333334,419995600000.0,0.8384126278177758,39613.50646084195
Czech Republic,2017-10-01,10586729.11,10606000.0,422030500000.0,0.9981830199886856,39791.674523854424
Czech Republic,2017-11-01,12066498.28,10608000.0,423802600000.0,1.137490411010558,39951.22549019608
Czech Republic,2017-12-01,12596413.58,10610000.0,425574700000.0,1.1872208840716305,40110.71630537229
Czech Republic,2018-01-01,14320342.68,10612000.0,427346800000.0,1.3494480474934036,40270.14700339238
Czech Republic,2018-02-01,12483384.899999999,10614333.333333334,429661033333.3333,1.1760875137392832,40479.32355619759
Czech Republic,2018-03-01,11586086.24,10616666.666666666,431975266666.6667,1.0913111058084772,40688.40816326531
Czech Republic,2018-04-01,10794094.33,10619000.0,434289500000.0,1.01648877766268,40897.40088520577
Czech Republic,2018-05-01,8884138.78,10623666.666666666,436507366666.6667,0.8362591804461736,41088.20244109065
Czech Republic,2018-06-01,7931311.472999999,10628333.333333334,438725233333.3333,0.7462422587109925,41278.83644346871
Czech Republic,2018-07-01,7852794.183,10633000.0,440943100000.0,0.7385304413617982,41469.30311295025
Czech Republic,2018-08-01,7900935.588,10637333.333333334,443560366666.6667,0.7427552884181499,41698.45512659814
Czech Republic,2018-09-01,8972246.2,10641666.666666666,446177633333.3333,0.8431241534847298,41927.42051683633
Czech Republic,2018-10-01,10485042.48,10646000.0,448794900000.0,0.9848809393199324,42156.199511553634
Czech Republic,2018-11-01,12047829.89,10648333.333333334,452416633333.3333,1.1314286952574737,42487.084050712154
Czech Republic,2018-12-01,12394304.459999999,10650666.666666666,456038366666.6667,1.1637116105408112,42817.82361041563
Czech Republic,2019-01-01,14140152.86,10653000.0,459660100000.0,1.3273399849807566,43148.41828592885
Czech Republic,2019-02-01,11927731.91,10656000.0,462651700000.0,1.1193442107732734,43417.01388888889
Czech Republic,2019-03-01,11305233.72,10659000.0,465643300000.0,1.060627987616099,43685.458298151796
Czech Republic,2019-04-01,10745594.02,10662000.0,468634900000.0,1.0078403695366722,43953.751641343086
Czech Republic,2019-05-01,8612237.038999999,10666666.666666666,471302200000.0,0.8073972224062499,44184.58125
Czech Republic,2019-06-01,7668239.197,10671333.333333334,473969500000.0,0.7185830446367214,44415.20897107515
Czech Republic,2019-07-01,7352692.261,10676000.0,476636800000.0,0.6887122762270513,44645.63506931435
Czech Republic,2019-08-01,7603085.3889999995,10680333.333333334,478885533333.3333,0.7118771626041633,44838.06997284728
Czech Republic,2019-09-01,9087655.7,10684666.666666666,481134266666.6667,0.8505324483683784,45030.34878642292
Czech Republic,2019-10-01,10332150.09,10689000.0,483383000000.0,0.9666152203199551,45222.47169987838
Czech Republic,2019-11-01,11790225.18,,,,
Czech Republic,2019-12-01,11951114.52,,,,
France,2000-01-01,50540172.019999996,60738000.0,1545193600000.0,0.832101353683032,25440.310843294148
France,2000-02-01,44291729.019999996,60774400.0,1556457433333.3333,0.7287892438263479,25610.412169158943
France,2000-03-01,44301156.589999996,60810800.0,1567721266666.6667,0.7285080378814289,25780.30985724027
France,2000-04-01,39264501.8,60847200.0,1578985100000.0,0.6452967728999854,25950.004272998594
France,2000-05-01,30113825.64,60883900.0,1589226566666.6667,0.4946106547051027,26102.575010251752
France,2000-06-01,29943600.13,60920600.0,1599468033333.3333,0.4915184704352879,26254.961923115225
France,2000-07-01,29522009.72,60957300.0,1609709500000.0,0.48430638692986727,26407.16534360938
France,2000-08-01,28568265.029999997,60994233.333333336,1617534766666.6667,0.46837649182135793,26519.470419881225
France,2000-09-01,29872261.05,61031166.666666664,1625360033333.3333,0.489459118701647,26631.63957213118
France,2000-10-01,37012301.61,61068100.0,1633185300000.0,0.6060824163515812,26743.673046975426
France,2000-11-01,42719436.64,61105266.666666664,1641326733333.3333,0.6991121873837389,26860.642672371938
France,2000-12-01,43883962.440000005,61142433.333333336,1649468166666.6667,0.7177333326064332,26977.47009305594
France,2001-01-01,45914489.83,61179600.0,1657609600000.0,0.7504869242361832,27094.155568195936
France,2001-02-01,44176740.080000006,61216933.333333336,1663980900000.0,0.7216424880261889,27181.709526993618
France,2001-03-01,40990663.19,61254266.666666664,1670352200000.0,0.6691887017938342,27269.15676078075
France,2001-04-01,40237022.85,61291600.0,1676723500000.0,0.6564851113366269,27356.49746457916
France,2001-05-01,31319406.76,61329033.333333336,1685471566666.6667,0.5106783045115663,27482.441432035183
France,2001-06-01,30360782.29,61366466.666666664,1694219633333.3333,0.4947454846132035,27608.231748718354
France,2001-07-01,29765652.61,61403900.0,1702967700000.0,0.4847518253726555,27733.868695636596
France,2001-08-01,28801517.8,61441466.666666664,1707354933333.3333,0.4687635136748038,27788.316685148573
France,2001-09-01,31469541.349999998,61479033.333333336,1711742166666.6667,0.5118743682805682,27842.698133943766
France,2001-10-01,32236909.009999998,61516600.0,1716129400000.0,0.5240359351784721,27897.013163926484
France,2001-11-01,46471382.7,61554300.0,1725569433333.3333,0.7549656595883635,28033.288224109983
France,2001-12-01,52208165.1,61592000.0,1735009466666.6667,0.8476452315235745,28169.396458414514
France,2002-01-01,48191837.86,61629700.0,1744449500000.0,0.7819580147234206,28305.33817299127
France,2002-02-01,42566895.53,61666966.666666664,1751101833333.3333,0.6902706234942642,28396.107802718798
France,2002-03-01,42647933.03,61704233.333333336,1757754166666.6667,0.6911670516933738,28486.767790648617
France,2002-04-01,38693782.23,61741500.0,1764406500000.0,0.6267062223949855,28577.318335317414
France,2002-05-01,33748485.98,61778300.0,1768697000000.0,0.5462838242554424,28629.74539603712
France,2002-06-01,29975488.08,61815100.0,1772987500000.0,0.48492177607089526,28682.110034603196
France,2002-07-01,29519150.310000002,61851900.0,1777278000000.0,0.477255352058708,28734.41236243349
France,2002-08-01,28443905.93,61888300.0,1776005333333.3333,0.45960069883968374,28696.94810381499
France,2002-09-01,30096184.529999997,61924700.0,1774732666666.6667,0.4860126012721902,28659.527888979144
France,2002-10-01,36765933.39,61961100.0,1773460000000.0,0.5933712182320844,28622.151640303353
France,2002-11-01,41567680.86,61997066.666666664,1768943466666.6667,0.6704781870325048,28532.696170571515
France,2002-12-01,45020081.3,62033033.333333336,1764426933333.3333,0.7257436704422535,28443.34443315416
France,2003-01-01,50002702.79000001,62069000.0,1759910400000.0,0.8055986529507485,28354.09624772431
France,2003-02-01,47528597.96,62105566.666666664,1754388566666.6667,0.7652872441386092,28248.49141273971
France,2003-03-01,41091375.69,62142133.333333336,1748866733333.3333,0.6612482302399231,28143.01086112267
France,2003-04-01,37101908.7,62178700.0,1743344900000.0,0.5966980445072027,28037.654373603822
France,2003-05-01,31442297.57,62215833.333333336,1747782766666.6667,0.5053745306527009,28092.250364992833
France,2003-06-01,29997154.5,62252966.666666664,1752220633333.3333,0.481859035901368,28146.78122434861
France,2003-07-01,29487403.66,62290100.0,1756658500000.0,0.4733882857789601,28201.247068153687
France,2003-08-01,28762535.59,62327833.333333336,1759232700000.0,0.4614717703433725,28225.474975064644
France,2003-09-01,29984171.709999997,62365566.666666664,1761806900000.0,0.4807808749700021,28249.673564525725
France,2003-10-01,39442714.66,62403300.0,1764381100000.0,0.6320613598960311,28273.842889718973
France,2003-11-01,41703559.58,62441633.333333336,1772510066666.6667,0.66788066477014,28386.670431960727
France,2003-12-01,46912110.0,62479966.666666664,1780639033333.3333,0.7508344274618158,28499.35952804072
France,2004-01-01,46955478.93,62518300.0,1788768000000.0,0.7510677502427289,28611.91043262533
France,2004-02-01,45809899.44,62557133.333333336,1795089200000.0,0.7322889812725859,28695.195964861985
France,2004-03-01,45749030.35,62595966.666666664,1801410400000.0,0.7308622709450396,28778.378159615186
France,2004-04-01,38706416.53,62634800.0,1807731600000.0,0.6179698271567883,28861.45720909143
France,2004-05-01,33035995.450000003,62674133.333333336,1813830333333.3333,0.5271073358812567,28940.652815834706
France,2004-06-01,29975626.44,62713466.666666664,1819929066666.6667,0.4779775067981146,29019.749081005466
France,2004-07-01,29410960.18,62752800.0,1826027800000.0,0.4686796474420265,29098.746191405004
France,2004-08-01,28762508.720000003,62792600.0,1835651466666.6667,0.4580557059271316,29233.563615245534
France,2004-09-01,29926553.42,62832400.0,1845275133333.3333,0.47629174470496116,29368.210243971793
France,2004-10-01,34468841.78,62872200.0,1854898800000.0,0.5482366098211928,29502.686401939172
France,2004-11-01,43924416.79000001,62912533.333333336,1863081066666.6667,0.6981822931413774,29613.829994659252
France,2004-12-01,48386710.720000006,62952866.666666664,1871263333333.3333,0.7686180674854098,29724.831169986435
France,2005-01-01,47676897.8,62993200.0,1879445600000.0,0.7568578481486891,29835.690201482066
France,2005-02-01,48890290.480000004,63032666.666666664,1887715300000.0,0.7756341761414717,29948.206221112865
France,2005-03-01,44883075.63,63072133.333333336,1895985000000.0,0.7116149915652131,30060.58142951668
France,2005-04-01,38133582.81,63111600.0,1904254700000.0,0.60422462447474,30172.816090861266
France,2005-05-01,31960662.560000002,63150200.0,1916689966666.6667,0.5061054843848476,30351.28893759112
France,2005-06-01,30548843.580000002,63188800.0,1929125233333.3333,0.4834534534601069,30529.54373770879
France,2005-07-01,30190071.169999998,63227400.0,1941560500000.0,0.47748398906170425,30707.58089056327
France,2005-08-01,29047086.99,63265166.666666664,1953264733333.3333,0.4591323870692403,30874.25255077175
France,2005-09-01,30452349.48,63302933.333333336,1964968966666.6667,0.4810574783264388,31040.72533763575
France,2005-10-01,32993589.05,63340700.0,1976673200000.0,0.52089081822588,31206.99960688783
France,2005-11-01,44955528.9,63377633.333333336,1989569066666.6667,0.7093279842678463,31392.290340072654
France,2005-12-01,51053438.54000001,63414566.666666664,2002464933333.3333,0.8050743105816384,31577.365242580963
France,2006-01-01,50810737.45999999,63451500.0,2015360800000.0,0.8007807137735119,31762.224691299652
France,2006-02-01,48182658.669999994,63487333.333333336,2030833766666.6667,0.758933414591887,31988.01493211244
France,2006-03-01,45711675.14,63523166.666666664,2046306733333.3333,0.7196063662863156,32213.550436979684
France,2006-04-01,36506431.199999996,63559000.0,2061779700000.0,0.5743707610251891,32438.83163674696
France,2006-05-01,30311128.46,63593733.333333336,2069744833333.3333,0.4766370343618763,32546.36463131587
France,2006-06-01,29059494.0,63628466.666666664,2077709966666.6667,0.4567058664518083,32653.780226250936
France,2006-07-01,28916225.669999998,63663200.0,2085675100000.0,0.4542062866773897,32761.07861370462
France,2006-08-01,27826276.76,63696900.0,2093452466666.6667,0.43685448993593096,32865.84538127706
France,2006-09-01,29182971.57,63730600.0,2101229833333.3335,0.457911451798665,32970.501349953294
France,2006-10-01,31451672.159999996,63764300.0,2109007200000.0002,0.49324892079110094,33075.04669540794
France,2006-11-01,40542539.900000006,63796900.0,2121898666666.6667,0.6354938860665644,33260.2158830079
France,2006-12-01,47162383.01,63829500.0,2134790133333.3335,0.7388806587862978,33445.19592560389
France,2007-01-01,44194718.99,63862100.0,2147681600000.0,0.6920336003670409,33629.987112857234
France,2007-02-01,41344482.129999995,63894000.0,2157393133333.3335,0.647079258302814,33765.191306434615
France,2007-03-01,43867385.15,63925900.0,2167104666666.6667,0.6862224098526575,33900.26056209872
France,2007-04-01,33203866.909999996,63957800.0,2176816200000.0002,0.5191527368045805,34035.19508175704
France,2007-05-01,31183510.89,63988966.666666664,2185219633333.3335,0.4873263706920308,34149.944078901106
France,2007-06-01,29685761.84,64020133.333333336,2193623066666.6667,0.463694158296036,34264.58135045017
France,2007-07-01,29173850.470000003,64051300.0,2202026500000.0,0.4554763208553145,34379.10705949762
France,2007-08-01,28346817.79,64081733.333333336,2207451766666.6665,0.4423541049139328,34447.44160062254
France,2007-09-01,30062573.759999998,64112166.666666664,2212877033333.3335,0.4689059085508991,34515.71126645229
France,2007-10-01,37462682.18000001,64142600.0,2218302300000.0,0.5840530658252083,34583.91614932977
France,2007-11-01,45694704.8,64172300.0,2228237033333.3335,0.7120627560489494,34722.72356348975
France,2007-12-01,49111342.31,64202000.0,2238171766666.6665,0.7649503490545466,34861.40255236078
France,2008-01-01,44175670.89,64231700.0,2248106500000.0,0.6877549697423546,34999.95329408999
France,2008-02-01,42554737.4,64260800.0,2249876966666.6665,0.6622192285187859,35011.65510959506
France,2008-03-01,43874975.019999996,64289900.0,2251647433333.3335,0.6824551760074288,35023.34633174625
France,2008-04-01,38562565.39,64319000.0,2253417900000.0,0.5995516937452385,35035.02697492187
France,2008-05-01,29773028.54,64347533.333333336,2260476233333.3335,0.46269106207645355,35129.18236700086
France,2008-06-01,29675133.6,64376066.666666664,2267534566666.6665,0.46096531112494193,35223.254294297774
France,2008-07-01,29280585.11,64404600.0,2274592900000.0,0.4546349967238365,35317.24286774547
France,2008-08-01,28157932.85,64432533.333333336,2269083833333.3335,0.4370142130579997,35216.43051957189
France,2008-09-01,30484400.07,64460466.666666664,2263574766666.6665,0.47291621743352774,35115.705543552795
France,2008-10-01,37025618.79,64488400.0,2258065700000.0,0.5741438582752867,35015.06782615168
France,2008-11-01,42597260.53,64515700.0,2248380866666.6665,0.6602619289568276,34850.135186732325
France,2008-12-01,48161526.15,64543000.0,2238696033333.3335,0.7461928659963125,34685.342071693805
France,2009-01-01,50156192.92,64570300.0,2229011200000.0,0.776768776356932,34520.688304065494
France,2009-02-01,44812133.61,64597433.333333336,2230601766666.6665,0.6937138412104092,34530.811079697174
France,2009-03-01,42613917.82,64624566.666666664,2232192333333.3335,0.6594074052334071,34540.925355012056
France,2009-04-01,34581768.64,64651700.0,2233782900000.0,0.5348934156410428,34551.03114071246
France,2009-05-01,28283943.599999998,64678566.666666664,2237049266666.6665,0.43730009889932625,34587.18060645541
France,2009-06-01,28085737.18,64705433.333333336,2240315633333.3335,0.43405531395354224,34623.30005259733
France,2009-07-01,27902622.240000002,64732300.0,2243582000000.0,0.4310463592364245,34659.38951651649
France,2009-08-01,27463881.42,64758966.666666664,2253721633333.3335,0.4240938797149842,34801.69232677689
France,2009-09-01,28899232.349999998,64785633.333333336,2263861266666.6665,0.4460747061205442,34943.8779894102
France,2009-10-01,35316779.690000005,64812300.0,2274000900000.0,0.5449086005279863,35085.9466490157
France,2009-11-01,39220049.09,64838733.333333336,2279579466666.6665,0.6048861085606237,35157.68043998392
France,2009-12-01,47120172.18,64865166.666666664,2285158033333.3335,0.7264326078455052,35229.355766191926
France,2010-01-01,49418542.13,64891600.0,2290736600000.0,0.761555303459924,35300.97269908586
France,2010-02-01,43885440.96,64918100.0,2300131466666.6665,0.6760124057851354,35431.28136323563
France,2010-03-01,42865847.51,64944600.0,2309526333333.3335,0.6600371318015662,35561.48368506902
France,2010-04-01,35110493.07,64971100.0,2318921200000.0,0.540401702757072,35691.57979470873
France,2010-05-01,32621098.569999997,64997633.333333336,2327752600000.0,0.5018813285509369,35812.88241777008
France,2010-06-01,29174594.580000002,65024166.666666664,2336584000000.0,0.44867310225685325,35934.08604493202
France,2010-07-01,29205248.47,65050700.0,2345415400000.0,0.4489613250895071,36055.190797331925
France,2010-08-01,28042953.16,65077300.0,2355429933333.3335,0.4309175881605414,36194.34016674529
France,2010-09-01,29453359.509999998,65103900.0,2365444466666.6665,0.45240545512634417,36333.37582950739
France,2010-10-01,35961006.39,65130500.0,2375459000000.0,0.5521377294815794,36472.29792493532
France,2010-11-01,41807442.83,65157166.666666664,2391857400000.0,0.6416399755974657,36709.04556418711
France,2010-12-01,49037369.86,65183833.333333336,2408255800000.0,0.7522934346195247,36945.59949680774
France,2011-01-01,47458290.57,65210500.0,2424654200000.0,0.7277706898428934,37181.95996043582
France,2011-02-01,43249158.79,65237066.666666664,2429486866666.6665,0.6629537623293915,37240.89679078152
France,2011-03-01,42283142.79,65263633.333333336,2434319533333.3335,0.6478821455440472,37299.78563865839
France,2011-04-01,32935127.36,65290200.0,2439152200000.0,0.5044421269960883,37358.626562638805
France,2011-05-01,29841636.29,65316700.0,2446001066666.6665,0.45687605604692216,37448.3258748018
France,2011-06-01,28991324.31,65343200.0,2452849933333.3335,0.44367775545121757,37537.952431673584
France,2011-07-01,28495368.259999998,65369700.0,2459698800000.0,0.4359109535457559,37627.50632173622
France,2011-08-01,27854902.32,65396066.666666664,2458789466666.6665,0.42594155489473884,37598.43048664497
France,2011-09-01,29155458.59,65422433.333333336,2457880133333.3335,0.44564925369636205,37569.37808794435
France,2011-10-01,35150567.21,65448800.0,2456970800000.0,0.5370696973817702,37540.349097309656
France,2011-11-01,39901071.8,65475066.666666664,2455211433333.3335,0.6094086471593257,37498.41822739649
France,2011-12-01,43425170.33,65501333.333333336,2453452066666.6665,0.6629662041994056,37456.52098685013
France,2012-01-01,44011226.1,65527600.0,2451692700000.0,0.6716441026376672,37414.657335229735
France,2012-02-01,50597464.89,65554566.666666664,2452351400000.0,0.7718373785807956,37409.31447948961
France,2012-03-01,39452071.01,65581533.333333336,2453010100000.0,0.601572866701297,37403.976017639114
France,2012-04-01,38324637.77,65608500.0,2453668800000.0,0.5841413501299375,37398.64194426027
France,2012-05-01,30302500.779999997,65636133.33333333,2462916200000.0,0.46167406946580236,37523.78567902639
France,2012-06-01,29320313.36,65663766.666666664,2472163600000.0,0.44652195340606415,37648.82408512457
France,2012-07-01,28996824.29,65691399.99999999,2481411000000.0,0.4414097475468631,37773.757295475516
France,2012-08-01,28500921.040000003,65719733.33333333,2490758166666.6665,0.433673717077367,37899.699836477324
France,2012-09-01,29294997.8,65748066.66666666,2500105333333.3335,0.44556439885177873,38025.53383065257
France,2012-10-01,34541287.97,65776399.99999999,2509452500000.0,0.5251319313614001,38151.259418271606
France,2012-11-01,40892202.22,65805399.99999999,2524962733333.3335,0.6214110425588174,38370.1449019888
France,2012-12-01,43708035.8,65834399.99999999,2540472966666.6665,0.6639087741363178,38588.83754794859
France,2013-01-01,45990464.800000004,65863399.99999999,2555983200000.0,0.6982704324404755,38807.337610873416
France,2013-02-01,45840129.35,65891999.99999999,2572706533333.3335,0.6956858093547017,39044.292680952676
France,2013-03-01,44184842.25,65920600.0,2589429866666.6665,0.6702736663501242,39281.04214261803
France,2013-04-01,36580320.61,65949200.0,2606153200000.0,0.5546742130306357,39517.58626336635
France,2013-05-01,33565806.839999996,65977400.0,2613193200000.0,0.5087470382282417,39607.39889719813
France,2013-06-01,28403716.86,66005600.0,2620233200000.0,0.4303228341231653,39697.134788563395
France,2013-07-01,28318742.470000003,66033800.0,2627273200000.0,0.42885223128155586,39786.79403578168
France,2013-08-01,27856155.470000003,66061566.66666667,2637423600000.0,0.4216696163225516,39923.72165964375
France,2013-09-01,29019698.810000002,66089333.333333336,2647574000000.0,0.4390980714487462,40060.534226400625
France,2013-10-01,32020190.41,66117100.00000001,2657724400000.0,0.48429514316266137,40197.23188101111
France,2013-11-01,41584097.33,66144500.00000001,2656006033333.3335,0.6286856402270785,40154.60141558759
France,2013-12-01,43511235.93,66171900.0,2654287666666.6665,0.6575485354055121,40112.00625441715
France,2014-01-01,41279319.47,66199300.0,2652569300000.0,0.6235612683215683,40069.44635366235
France,2014-02-01,39271491.68,66225300.0,2654672800000.0,0.5929983205814092,40085.47790647985
France,2014-03-01,39581423.970000006,66251300.0,2656776300000.0,0.5974437327267541,40101.49687628771
France,2014-04-01,32520531.259999998,66277300.0,2658879800000.0,0.4906737489306293,40117.503277894546
France,2014-05-01,29647688.57,66301900.0,2664767133333.3335,0.44716197529784213,40191.414323470875
France,2014-06-01,26123835.18,66326500.00000001,2670654466666.6665,0.3938672352679547,40265.27054294537
France,2014-07-01,25329953.14,66351100.00000001,2676541800000.0,0.3817563407388875,40339.07199729921
France,2014-08-01,24721503.87,66374300.00000001,2675106666666.6665,0.372455963678713,40303.350342928905
France,2014-09-01,26609343.59,66397500.0,2673671533333.3335,0.40075821514364246,40267.65365161841
France,2014-10-01,30760746.78,66420700.0,2672236400000.0,0.46311988250650776,40231.98189720976
France,2014-11-01,38059193.050000004,66442500.0,2675337966666.6665,0.5728139827670543,40265.46211636628
France,2014-12-01,45228682.16,66464300.00000001,2678439533333.3335,0.6804958776365657,40298.92037279161
France,2015-01-01,44487087.12,66486100.00000001,2681541100000.0,0.6691186145675561,40332.35668808968
France,2015-02-01,44491672.23,66507466.66666667,2688909200000.0,0.6689725899949077,40430.1852824545
France,2015-03-01,40330436.220000006,66528833.333333336,2696277300000.0,0.6062098822315137,40527.95103877266
France,2015-04-01,32568160.68,66550200.0,2703645400000.0,0.4893773524347034,40625.65401756869
France,2015-05-01,27713280.88,66571133.333333336,2713532366666.6665,0.4162957650312898,40761.396581301
France,2015-06-01,26167227.040000003,66592066.666666664,2723419333333.3335,0.39294811454017053,40897.05380320579
France,2015-07-01,26282760.2,66613000.0,2733306300000.0,0.39455902301352586,41032.62576373981
France,2015-08-01,25319312.46,66633466.666666664,2742895333333.3335,0.3799789164003674,41163.92963695921
France,2015-09-01,27793676.220000003,66653933.33333333,2752484366666.6665,0.4169847873943924,41295.152874198975
France,2015-10-01,35591536.66,66674399.99999999,2762073400000.0,0.5338111278091742,41426.29554971624
France,2015-11-01,37876989.33,66694399.99999999,2779084600000.0,0.5679185858182996,41668.93472315517
France,2015-12-01,39122853.8,66714399.99999999,2796095800000.0,0.5864229281834207,41911.42841725325
France,2016-01-01,40715812.519999996,66734399.99999999,2813107000000.0,0.6101173086144477,42153.77676280899
France,2016-02-01,39029577.85,66755266.666666664,2823813400000.0,0.5846666457777614,42300.98299360151
France,2016-03-01,40630040.910000004,66776133.33333333,2834519800000.0,0.6084515362275146,42448.09722435761
France,2016-04-01,34775629.49,66797000.0,2845226200000.0,0.5206166368250071,42595.119541296765
France,2016-05-01,29067798.25,66818733.333333336,2856386566666.6665,0.43502468244933307,42748.28965130537
France,2016-06-01,27054041.84,66840466.666666664,2867546933333.3335,0.4047554301934856,42901.36015407832
France,2016-07-01,26825393.58,66862200.0,2878707300000.0,0.4012041718639231,43054.33114674659
France,2016-08-01,26276836.04,66884833.333333336,2890717033333.3335,0.3928668837230164,43219.320274402024
France,2016-09-01,28440107.13,66907466.66666667,2902726766666.6665,0.4250662675914596,43384.1977776272
France,2016-10-01,35420187.089999996,66930100.00000001,2914736500000.0,0.5292116266074605,43548.963769664166
France,2016-11-01,40431341.809999995,66953566.66666667,2923051166666.6665,0.6038713667233061,43657.88578850914
France,2016-12-01,44573434.47,66977033.333333336,2931365833333.3335,0.6655032665923791,43766.73148158747
France,2017-01-01,47893787.25,67000500.0,2939680500000.0,0.7148273109902165,43875.50092909754
France,2017-02-01,38835037.61,67025366.66666667,2948576366666.6665,0.5794080590880766,43991.94683008074
France,2017-03-01,36813315.410000004,67050233.333333336,2957472233333.3335,0.5490408247647163,44108.30635936141
France,2017-04-01,34960132.79000001,67075100.00000001,2966368100000.0,0.5212088060994319,44224.57961300095
France,2017-05-01,28736141.619999997,67101300.00000001,2978288433333.3335,0.4282501474636109,44384.958761355345
France,2017-06-01,27797090.48,67127500.0,2990208766666.6665,0.41409393288890545,44545.21271709309
France,2017-07-01,28173313.57,67153700.0,3002129100000.0,0.4195347921261226,44705.34162674581
France,2017-08-01,26528753.08,67181300.0,3013574533333.3335,0.3948829969053888,44857.341750358115
France,2017-09-01,28427330.18,67208900.0,3025019966666.6665,0.42296972841394515,45009.21703325998
France,2017-10-01,32868255.669999998,67236500.0,3036465400000.0,0.4888454287477783,45160.9676291895
France,2017-11-01,42341470.71,67265500.0,3041586233333.3335,0.6294678655477176,45217.62617290191
France,2017-12-01,43754703.77,67294500.0,3046707066666.6665,0.6501973232582158,45274.23588356651
France,2018-01-01,45969381.18,67323500.0,3051827900000.0,0.6828132996650501,45330.79682428869
France,2018-02-01,37577094.07,67351800.0,3067550433333.3335,0.5579226400779193,45545.18859679078
France,2018-03-01,35883143.839999996,67380100.0,3083272966666.6665,0.5325480941702372,45759.40027792577
France,2018-04-01,34242133.46,67408400.0,3098995500000.0,0.5079802140386065,45973.43209451641
France,2018-05-01,28404342.88,67436000.0,3114743633333.3335,0.4212044439171955,46188.14332601776
