date,austria,belgium,bulgaria,croatia,czech_republic,germany,hungary,italy,lithuania,netherlands,portugal,romania,slovakia,spain
2001-01-01,-0.0191378363523497,-0.0289940312254657,-0.04600050303371,-0.1252719636266839,-0.0086869049803013,-0.0046546351305103,-0.1053269833572976,-0.0736285598739172,0.0300355435138115,0.0324271609039321,-0.2306262783478487,-0.0922052897797378,-0.0804021491223139,-0.1312609274532974
2001-02-01,0.0396105479736128,-0.0487071240374668,-0.0169950293322251,-0.0114372291577353,0.0136049242563558,0.0068815955043213,-0.0402354918459018,-0.028711643189613,0.0589845436521834,0.0190705590140254,-0.1479112680521908,-0.02457208024083,-0.0271770084181497,-0.0413893315648081
2001-03-01,0.0221597714838068,-0.0138826037543289,-0.0170366750646024,-0.0881696697119345,-0.0373273795981567,0.0057181326896191,-0.0774960128049038,-0.0721295677364786,0.0793948333396343,0.0447680904095086,-0.1555688708344753,-0.0325228481455077,-0.0252287967413558,-0.1104522219417631
2001-04-01,0.1197176837737501,0.0227239652173665,0.0610205782055359,0.1600005942616853,0.0554510272429773,0.0698542912875197,0.0727250511903427,0.0470343432782307,0.1074579060421747,0.053739519533444,-0.1298630174675139,0.117687899738204,0.1257604272059183,-0.0789217437658464
2001-05-01,0.0243257560870375,-0.0045884615763611,0.0446278029679092,0.0705994783644428,-0.0210795475277016,-0.0083961952669149,0.0256421784203482,0.0091649008111858,0.0414053877225377,0.0268554297937697,0.1418723599770288,0.0790041506311318,0.0661830751957559,0.0148809598417578
2001-06-01,0.1029230147343867,0.0260133672394395,0.0382190165730733,0.0618112085201403,0.0041609403119053,0.0311234090995107,0.0152851791298438,-0.0071310811189455,0.0592388470953331,0.0237256947949759,0.0529899396372357,0.0791217953760181,0.093632615160498,0.0251248131366708
2001-07-01,-0.0244264320102267,0.0272764911551135,0.0671935629160849,0.0598774812792015,-0.06335766269056,-0.0813205592597086,0.0446332116073087,-0.0167028032948373,-0.0267880229287449,0.0258332438281385,0.047750063322038,0.0550942683913788,0.0875710748436624,0.031074345501409
2001-08-01,0.0374979649451212,0.039008065691874,0.0424794603040226,0.0553253342343644,-0.049859504247081,-0.0242415059228271,-0.0017871964695999,-0.0042825211270027,0.0650172293402384,0.0271690783218936,0.0207372037612216,0.0553296053769791,0.0720685112371803,0.0286615005123529
2001-09-01,0.1166061457134333,0.0952880729134619,0.0523010494034785,0.0564358064388379,-0.0377381552093361,0.0227793515158332,0.065995794876752,-0.0262629132251852,0.0111623778800158,0.0587648347396658,0.0476078284937919,0.0361064065896528,0.0574327298731169,0.0039106338275338
2001-10-01,0.0468629511314055,-0.1016902425331345,0.0285822959369816,0.0062321477468785,-0.0347185966480729,-0.0498528145894496,0.0187964052064906,-0.0246119820975145,0.0691058043861616,-0.0784390644223371,-0.0210228409376362,0.0429739977542276,0.0653302447949037,0.0224421420677103
2001-11-01,0.1579416535845013,0.0498126818303568,0.1017241281784961,0.254487346084673,0.0935739647477937,0.0928542143415107,0.1848224814161163,0.0637311861419007,0.0875687555861652,0.0254616600140877,0.0859411334258624,0.1737608217400357,0.138362439459815,0.0568281957842344
2001-12-01,0.1743849549215994,0.0793041146022766,0.1643186027287342,0.243362394143741,0.0672323423729928,0.0980490442775625,0.2012566762490877,0.1300968268642783,0.0940902055385422,0.0511925676212037,0.1749234913109205,0.1497373007817515,0.103411296797514,0.1804446839239943
2002-01-01,0.0520595191071038,-0.0526901078026753,0.0374519939917981,0.164355310608613,-0.117724184412193,-0.0505702892056696,0.0666496313980395,0.1289991221731838,0.0122620105636102,-0.0191857389164731,0.2625288558829801,0.0350803108104784,-0.0181324138453895,0.1675178596038762
