date,austria,belgium,bulgaria,croatia,czech_republic,germany,hungary,italy,lithuania,netherlands,portugal,romania,slovakia,spain
2016-04-01,0.0054110870112751,-0.0010916077137217,-0.1414434787075364,-0.0594660146628776,0.0524263674326483,0.0357248309540594,-0.0263337200147582,-0.0689793267530056,-0.0666699255258578,-0.0123736387270945,-0.0717011321902383,-0.0858709363774465,0.019444282811083,0.0096669612451023
2016-05-01,0.0178552949490189,-0.0588834996583678,-0.1097319155268827,0.0129390614962154,-0.0089830565291748,-0.0257123917939807,0.0238047594962189,0.0099843335316123,-0.0970498667111883,-0.0569180346803115,-0.0487040746144877,0.0358014751958322,0.0250058850707119,-0.0297463400255608
2016-06-01,0.0318371960694356,0.0152451221329208,-0.0699054846495563,0.0150420286849488,0.0463057899682759,0.0357456686710051,0.0453508746118842,-0.0366434223935812,0.0275267240691903,0.012703699592091,-0.0679186794041442,0.0104340631302974,0.0540476504708493,-0.0564176123619404
2016-07-01,-0.0142337815508035,-0.0024594300105462,-0.0316985521626733,0.0033164482030194,0.0212438009175528,0.0264814497376306,0.0126571469690368,-0.0776526287632854,-0.0335683568073292,-0.0337959054500949,0.030554731162546,-0.0173120830060753,0.0303405542195989,-0.0871968363592046
2016-08-01,-0.0269772590674648,-0.0111144772245701,-0.0145801007540526,0.0067509518693356,0.0306522324346829,0.0122256181752362,0.009794461403608,-0.049789918095648,-0.0881884039432243,-0.0170261902733415,0.0544405850269562,-0.0118256005021279,0.0280251667585886,-0.0458201665892836
2016-09-01,-0.0377743450545082,-0.1128427535333109,0.0147732242329396,0.0209225025431649,-0.0415166085144989,-0.0731092817149985,0.0147103271236694,0.0031110829798706,0.0037018625636449,-0.0189678217739626,0.0328204441587658,0.0004876400380418,0.0112566360639974,-0.0295553283070297
2016-10-01,0.017356421110847,0.0120556244292835,0.0341220343388535,0.056828586849015,0.0198422439310803,0.0010301020168803,0.0488488853598454,0.041443761516831,-0.0594677813887081,0.045061025573382,-0.0180905275308767,0.0178797838179107,0.0306022851494383,-0.0050884795088741
2016-11-01,0.0648397696443012,0.081537373071356,0.0212166580318786,0.040578317245,0.1245448963663626,0.1185211146654978,0.032136876972487,0.0451400169184736,0.129900207396524,0.1176512122501058,0.0555783572560137,0.0970813429515189,0.067507736105707,0.0205013100558097
2016-12-01,0.0668687581966125,0.1491889179450787,0.0544011573496945,0.1096232542093851,0.0145518817245431,0.0173392446460347,0.0900448618070974,0.0486553643133937,-0.0056445287235398,0.1421836103151577,0.0866530601296631,0.0288346137750465,0.0278918797876919,0.0331134359438429
2017-01-01,0.0713012757600317,0.1288108298882093,0.142823448060259,0.1602763391416246,0.0573651513283337,0.0531707317083345,0.1650062887524157,0.1150284939010646,-0.0541751627279651,0.1146379824664443,0.2114618816325233,0.0947635856544799,0.0829788010793279,0.1481433112889227
2017-02-01,0.03880388032767,-0.017243473761578,0.1812511289528835,0.0544296932026568,0.0471397324628739,-0.0020286170224146,0.1408884779614858,0.0151589902784401,0.1045306971177382,0.0163204804392584,0.0982979704676658,0.1368785214972518,0.069000411762218,0.0295359841867046
2017-03-01,-0.0256854952753613,-0.1035772928614271,0.109280992614309,-0.0922120930054717,-0.044821107707289,-0.0796217720027137,-0.025534985844569,-0.0864925348277942,0.0612815865585538,-0.0535564058050219,0.0520692609564541,-0.0011443563349011,0.004957549630884,-0.0533886610526899
2017-04-01,0.0429681103002472,0.0328642173822331,0.1256650362842251,0.0714665672102441,0.0321690553709892,0.0058109373864816,0.0985654736104848,0.0391464311536786,0.1120527087044003,0.0083059957062623,0.0945812758306487,0.1499796952784358,0.0684921463800165,-0.0165005941906102
2017-05-01,0.038644445327705,-0.0040547824488932,0.1215286913484199,0.0292602296387585,0.0692229487650664,0.0609108864938825,0.0326795379258868,-0.0363897884363986,0.1162233812212392,0.0057246074385943,0.1637186449181982,0.0588488265393465,0.0652905185096024,0.1042397380581761
2017-06-01,0.0449295700059551,-0.0044477752275078,0.0294791839570898,0.0306194573804532,0.0155195056154866,0.002589430809639,0.0212713534465684,0.0191799515187724,0.0157019836445222,0.0238128830236021,0.1171839200439848,0.0502939476813892,0.0594871460844395,0.1174400807631315
2017-07-01,0.0866891358203645,-0.008162584046218,-0.0204441550371896,0.0397052894569043,0.0180164104255204,0.0209194175835207,0.0260907338439615,-0.0180263264552529,0.0803010664574941,0.0120104285027835,0.0328488342094175,0.0564939570891915,0.0742981722345099,0.0827821338380161
2017-08-01,0.0750754410899219,-0.0209697527384982,-0.0165261576265471,0.0212754747031986,-0.0144333037872357,-0.0020662427899651,0.0283895717650395,-0.0052514264747749,0.1226826636176063,-0.0591633352956719,0.0623094549430582,0.0273045469519992,0.051919139260633,0.043274127848349
2017-09-01,0.0917637419091796,0.0222752806030399,-0.0115997694834852,0.0007283344868866,0.0505603018897637,0.0842791339728279,0.0196904101042854,-0.0899071150370609,0.0188790968235821,-0.0309540180660405,0.0030097961558652,0.0324635760318372,0.0692228494020703,0.0363776567113092
2017-10-01,-0.0361833858813085,-0.1266741946848917,-0.0117638698502169,-0.054977458123961,-0.0516446035679045,-0.1190134144925139,-0.0553723851517489,-0.0746059111619459,0.0459193709288463,-0.1188636771951827,-0.0008646501756253,-0.0123165272966367,0.0256440184366049,0.0665387546273166
