date,austria,belgium,bulgaria,croatia,czech_republic,germany,greece,hungary,italy,lithuania,netherlands,portugal,romania,slovakia,spain
2010-04-01,8129422099.0,10358811400.0,4191118287.0,2117241222.0,10489004100.0,73851153960.0,7488447531.0,4738507947.0,38259723780.0,1542367287.0,16350784020.0,5132124105.0,8108937614.0,3704035836.0,24975865630.0
2010-05-01,7303756335.0,9883366101.0,4095232258.0,1791744777.0,9404137850.0,69118363880.0,7422877418.0,4618948851.0,32735968220.0,1358044913.0,15352250230.0,5461698463.0,6569283744.0,3241789987.0,24637214620.0
2010-06-01,6629090453.0,8606581759.0,4084520530.0,1753555995.0,8504674402.000001,59011686570.0,7457663815.0,4498732381.0,32297427850.0,1232796160.0,13576459020.0,5376457055.0,6193211735.0,2971875124.0,24954588060.0
2010-07-01,6386995375.0,8646206429.0,4332961169.0,1753755182.0,8558946737.0,58488971390.0,8052079455.0,4482041296.0,34252329070.0,1188463131.0,13983820600.0,5692890298.0,6088090109.0,2891713458.0,25999815830.0
2010-08-01,6111034447.0,8234311126.000001,4246799587.000001,1698480748.0,8250426984.0,55629972800.0,8069636991.0,4370469322.0,31850465100.0,1165833631.0,13648052950.0,5552545475.0,5939809667.0,2760895972.0,25291664130.0
2010-09-01,7173825940.0,8700840542.0,4328662648.0,1785411365.0,9520195284.0,63707365460.0,7629068359.0,4637634773.0,33453390870.000004,1351357308.0,13708260730.0,5855115871.0,6604756788.0,3174701162.0,26383672950.0
2010-10-01,8896324570.0,10375927120.0,4578001326.0,2306968027.0,11752079520.0,78909633830.0,7690823472.0,5588795228.0,38318927200.0,1689651239.0,15722663520.0,5891506058.0,9417635914.0,4008171399.0,26070100730.0
2010-11-01,9266729148.0,11388204960.0,4396559647.0,2353729124.0,11979630800.0,84032998070.0,7263851321.0,5505537654.0,42134280740.0,1718433671.0,17510969210.0,6545613274.0,8995882252.0,4034008733.0,28491558050.0
2010-12-01,10739440600.0,13527779990.0,5005573784.0,3040034769.0,14330350630.0,100916860100.0,8520737223.0,7132945247.0,50626210200.0,1995562976.0,20195971030.0,6847337661.0,11656001090.0,4784691103.0,29741512700.0
2011-01-01,10599590150.0,12292478120.0,5760347779.0,2945915831.0,14464266690.0,98935192840.0,9304088975.0,6943075491.0,48906841960.0,1989439751.0,19444529840.0,6139442878.0,12267399770.0,4532231299.0,32284953200.0
2011-02-01,9928574655.0,11466378620.0,5282289793.0,2798467415.0,13450413130.0,92000429640.0,8527909680.000001,6536467140.0,45260781480.0,2056073697.0,18105448450.0,6594314677.0,11378802880.0,4358118240.0,29763055290.0
2011-03-01,9856865817.0,11157118930.0,5402986595.0,2607462696.0,13565903050.0,93105449860.0,8670754702.0,5915406081.0,45166256780.0,1978724793.0,18328922610.0,6333341610.0,11285125760.0,4262014199.0,30072427810.0
2011-04-01,8082753981.0,8917941224.0,4683475067.0,1951771989.0,10572506120.0,71003689480.0,7324051077.0,4666481741.0,35810146190.0,1616059851.0,14874255630.0,4867795162.0,8907308374.0,3611496808.0,25669685660.0
2011-05-01,7410557716.0,8811074501.0,4575691710.0,1764635981.0,9707895844.0,65205173540.0,7002730171.0,4575434625.0,33038554920.000004,1373292532.0,13907436540.0,5819596175.0,7474108358.0,3283259426.0,25637994450.0
2011-06-01,6492970936.0,8202192577.0,4542370044.0,1715572656.0,8388109033.000001,57079898840.0,6971184353.0,4470182662.0,31930070040.0,1161722165.0,13101713430.0,5453778345.0,6595026918.0,2943339328.0,25450728930.0
2011-07-01,6449897709.0,8078715808.0,4774619376.0,1700417936.0,8478986585.000001,57675455690.0,7263382103.0,4530853768.0,33251574900.0,1185939733.0,13419861290.0,5235485029.0,6560966231.0,2867712239.0,25819478940.0
2011-08-01,5891235305.0,7723414195.0,4632901289.0,1664317184.0,7938834859.0,53879208240.0,7084296699.0,4468045897.0,31578273300.0,1179060587.0,13140368940.0,5279903172.0,6229427536.0,2727838029.0,25359116370.0
2011-09-01,6530542449.0,8065359245.0,4627953268.0,1752471074.0,8234273880.000001,56015468060.0,7039790566.0,4600128456.0,33878772110.0,1308151418.0,13105820400.0,5314718541.0,6491477537.0,2841480424.0,25484197480.0
2011-10-01,8396211444.000001,9742666252.0,4727124654.0,2184311572.0,10858469510.0,73440409150.0,7071543390.0,5043940045.0,36432226490.0,1651897061.0,15253614140.0,5440121783.0,9165581435.0,3681536070.0,25822116220.0
2011-11-01,9421108362.0,10792904630.0,5223234203.0,2723472944.0,12746765750.0,86346071350.0,8357407477.999999,6436438373.0,41520710080.0,1746222134.0,16987098139.999998,5886685779.0,10966774510.0,4189224914.000001,28535348330.0
2011-12-01,9742294110.0,11365300650.0,5217855490.0,2732691518.0,12753846390.0,87134453590.0,8563631707.0,6296018785.0,45178199280.0,1761913962.0,17232425090.0,6544216372.0,10720939370.0,4213987404.000001,30813232140.0
2012-01-01,9982622708.0,11280642510.0,5388905855.0,2748747763.0,13227404770.0,93428488270.0,9387814404.0,6457626902.0,48161694220.0,1881144536.0,18373333190.0,6920213906.0,11741153690.0,4181791627.0,30849856330.0
2012-02-01,10673830060.0,12932200180.0,5406125218.0,3118758084.0,14218177830.0,101422275200.0,9039873955.0,7127320713.0,51179483420.0,1992048399.0,19362572850.0,6892965435.0,12679860580.0,4407974186.0,31006342870.0
2012-03-01,8857567377.0,10337617470.0,4656294071.0,2252083056.0,11808618490.0,83216235140.0,7788554140.0,5172545863.0,40274049000.0,1912880100.0,17055786740.0,5664217832.0,10244196580.0,3854470844.0,27850185560.0
2012-04-01,7985115547.0,10111142540.0,4083167863.0,1998031647.0,10390027400.0,75366896440.0,6554934006.0,4330285972.0,36403066960.0,1674864739.0,16349865270.0,5213925711.0,8078610024.0,3423096314.0,25973208070.0
2012-05-01,6829004374.0,8314910754.0,4102384457.0,1647993661.0,8747482897.0,62556512620.0,6541801678.0,4278258465.0,30600572740.0,1495285261.0,13601833360.0,4662039118.0,6750660476.0,2993561195.0,24874249620.0
2012-06-01,6257926100.0,7997888484.0,4161806138.0,1625279809.0,8139733700.0,59082450980.0,6669473984.0,4246721667.0,31103839320.0,1382733057.0,12978430580.0,4787663889.0,6395105468.0,2816850412.0,25692355390.0
2012-07-01,5959167952.0,7847591356.0,4327781266.0,1615206330.0,7928519960.0,56444793080.0,6941593099.0,4295461954.0,32657253210.0,1314023339.0,13288779240.0,5124340536.0,6225106633.0,2704210329.0,25648886070.0
2012-08-01,5924401708.0,7681645165.0,4285754506.0,1588848126.0,7940687031.0,56195045740.0,6865641516.0,4278950623.0,31335461230.0,1253986893.0,13027207190.0,5095955184.0,6184928153.0,2645204992.0,25484058400.0
2012-09-01,6678332715.0,8263363692.999999,4214505053.0,1646285421.0,8658971244.0,62053025200.0,6685905477.0,4337438143.0,31695893230.0,1433504290.0,13087748350.0,5360413559.0,6560109848.0,2835571993.0,25073536950.0
2012-10-01,8307245199.000001,9605396896.0,4489284460.0,1936257720.0,10962653330.0,77718808340.0,7031942038.0,4717517417.0,32854271270.0,1770112299.0,15250731700.0,5080750186.0,8473978970.0,3530305374.0,26254822040.0
2012-11-01,8986899630.0,10668842980.0,4569096279.0,2144283585.0,11539259170.0,83744085530.0,7104288169.0,5201610356.0,37069991390.0,1785744774.0,16664318260.0,5499143934.0,9656252467.0,3746971043.0,27790439720.0
2012-12-01,10358234550.0,11369932130.0,5137905939.0,2780747922.0,14687973790.0,101755736300.0,8531230525.999999,6648994888.0,46032668480.0,1985709460.0,17351453080.0,5524316651.0,12628840830.0,4461725847.0,29214303370.0
2013-01-01,10596340490.0,12495440710.0,4896764519.0,2749818329.0,14494021230.0,106509532600.0,8040298505.0,6555969237.0,45686534420.0,1997570150.0,19390367770.0,6425024578.0,11831658900.0,4554255011.0,28057910560.0
2013-02-01,9889167663.0,12394542940.0,4406272498.0,2650871587.0,12412875310.0,95135514630.0,7277955193.0,5747289021.0,44629325440.0,1755527322.0,18663777050.0,6035969901.0,9963864102.0,4132508497.0,26834319020.0
2013-03-01,9781840570.0,12462525430.0,4377795665.0,2612377611.0,13070193070.0,99807247500.0,7041662310.0,5891322222.0,42123857500.0,2015790540.0,19240101570.0,5623852021.0,10430415190.0,4210792279.0,25948131650.0
2013-04-01,8089162199.0,10143731700.0,3866867466.0,1924562789.0,10092988150.0,76779061270.0,6118349083.0,4301742233.0,33048105030.0,1672762984.0,15773662950.0,4988601226.0,7800591015.0,3480919435.0,24011734530.0
2013-05-01,7107150290.0,9295659702.0,3769932004.0,1638060658.0,8615229235.0,65822381640.00001,6036602625.0,4167953664.0,28716636850.0,1319279009.0,13994555140.0,4955530634.0,6097405236.0,3026867908.0,23002059810.0
2013-06-01,6337925097.0,7875567075.0,3714745728.0,1595831441.0,7536524011.0,57127325270.0,6014124795.0,4062534228.0,27798380340.0,1266407042.0,12589511530.0,4778420494.0,5740760791.0,2738521623.0,22559006460.0
2013-07-01,6037485440.0,7765284432.0,3998159558.0,1590002311.0,7554046667.0,56713995910.0,6449337172.0,4173015247.000001,29507406430.0,1207644985.0,12907983940.0,5392590881.0,5721793988.0,2647116974.0,23240686810.0
2013-08-01,5964684141.0,7461974268.0,3946984266.0,1558474415.0,7578342984.0,56228943760.0,6364659827.0,4152403711.0,28175634020.0,1186879568.0,12610494050.0,4659324101.0,5670280732.0,2610550905.0,22994078110.0
2013-09-01,6844367569.0,7848032705.0,4001819294.0,1634152738.0,8556019812.0,63471975850.0,6343643821.0,4298427545.0,29613382260.0,1403687796.0,12778272270.0,4761510124.0,6598126456.0,2931767242.0,23176050330.0
2013-10-01,8197145798.0,8712971749.0,4246925054.000001,1850487772.0,10874427500.0,78510101950.0,6555346631.0,4494196392.0,30614359500.0,1661467552.0,14167048640.0,4826360654.0,8640459305.0,3453331902.0,23898814350.0
2013-11-01,9126193719.0,10721136230.0,4242382876.0,2284216008.0,11701270510.0,87987769600.0,6679958605.0,5167159752.0,37456886840.0,1710329717.0,16531208800.0,5541578062.0,9155536975.0,3891945546.0,26057065370.0
2013-12-01,9581441668.0,11118860660.0,4815634934.0,2642155523.0,12107228360.0,89045126150.0,7939997392.0,6350750310.0,43108556180.0,1727042971.0,16979533710.0,6828432058.0,10714642420.0,4171849832.0,28425683680.0
2014-01-01,9543098855.0,10775756000.0,4963979854.0,2495981187.0,12945760940.0,94239429900.0,7634209128.0,6272735069.0,42175451580.0,1942323079.0,17953123700.0,5715382550.0,10802902670.0,4026244727.0,27696317510.0
2014-02-01,9066223924.0,10267003860.0,4349013459.0,2319878157.0,12242496680.0,86858015660.0,6966959472.0,5497757895.0,38266805680.0,1750994829.0,16646868460.000002,5384338074.0,10102520260.0,3831580783.0,25858336880.0
2014-03-01,8593633548.0,10130065750.0,4301238331.0,2216450278.0,11605937470.0,84185053160.0,6660139904.0,4987480179.0,39133049790.0,1765961291.0,16747199140.0,5578805193.0,9262966930.0,3694089437.0,25189363600.0
2014-04-01,7723666310.0,8930982502.0,4008616772.0,1884641585.0,9954118780.0,71957432630.0,6261682451.0,4325208527.0,32742083850.0,1614243989.0,14425652850.0,4832291734.0,8113925197.0,3352224815.0,22253668880.0
2014-05-01,7109312257.0,8339047558.0,4034396196.0,1638064023.0,8688514409.0,65264730250.0,5870653819.0,4245249677.0,28411492540.0,1439897028.0,13476247960.0,5006886394.0,6586667148.0,2975907572.0,22718443990.0
2014-06-01,6318183068.0,7787046309.0,4108664340.000001,1550556127.0,7636277390.0,57674894820.0,6093748627.0,4185210020.000001,27445944830.0,1321347528.0,12519280270.0,5084819523.0,5870813170.0,2753783965.0,23223286650.0
2014-07-01,5968962928.0,7579740252.0,4278736371.0,1526335683.0,7534806124.0,56485318500.0,6427567459.0,4238198366.0,27647156070.0,1232123717.0,12717661330.0,5154522441.0,5773198578.0,2589426060.0,23481253540.0
2014-08-01,6013759283.0,7434637221.0,4235817094.0,1484588050.0,7776311222.0,57005062690.0,6364501880.0,4152553835.0,26572474740.0,1238462981.0,12325951680.0,4898787032.0,5769074716.0,2497833690.0,23280046080.0
2014-09-01,6738557909.0,8156122546.0,4359610538.0,1586887948.0,8587113223.0,62140759590.0,6131653117.0,4392844317.0,28600002190.0,1418408320.0,12742484510.0,5176941567.0,6475606820.0,2833590893.0,23814561890.0
2014-10-01,7994125080.0,9272241973.0,4540693378.0,1859209447.0,10911525910.0,75963431960.0,6112658283.0,4796876601.0,30602055020.0,1771271205.0,14166823340.0,5208709664.0,8779300875.0,3483246761.0,23980254970.0
2014-11-01,8731569727.0,10267100830.0,4582757330.0,2167198760.0,11853218380.0,85925825070.0,6422700683.0,5455145724.0,35168987280.0,1814533850.0,16294762940.0,5820719419.0,9933240838.0,3758879724.0,25435750970.0
2014-12-01,9625298550.0,11580595960.0,4907826837.0,2637024555.0,12762438850.0,92671578170.0,7122480196.0,6295073011.0,42539253580.0,1856596636.0,17896093800.0,6570877248.0,10736511260.0,4018824500.0,28908624740.0
