date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2005-01-01,switzerland,5817227049.0,1,0,0
2005-02-01,switzerland,5676808924.0,1,0,0
2005-03-01,switzerland,5102787619.0,1,0,0
2005-04-01,switzerland,4420833682.0,1,0,0
2005-05-01,switzerland,3782456942.0,1,0,0
2005-06-01,switzerland,3169527502.0,1,0,0
2005-07-01,switzerland,3081730781.0,1,0,0
2005-08-01,switzerland,3232338694.0,1,0,0
2005-09-01,switzerland,3384174882.0,1,0,0
2005-10-01,switzerland,4156025329.0,1,0,0
2005-11-01,switzerland,5014323808.0,1,0,0
2005-12-01,switzerland,5843527761.0,1,0,0
2006-01-01,switzerland,6096535204.0,1,0,0
2006-02-01,switzerland,5505863066.0,1,0,0
2006-03-01,switzerland,5410601149.0,1,0,0
2006-04-01,switzerland,4471125425.0,1,0,0
2006-05-01,switzerland,3884236577.0,1,0,0
2006-06-01,switzerland,3278735339.0,1,0,0
2006-07-01,switzerland,2957337014.0,1,0,0
2006-08-01,switzerland,3487563121.0,1,0,0
2006-09-01,switzerland,3265767454.0,1,0,0
2006-10-01,switzerland,4047349069.0,1,0,0
2006-11-01,switzerland,4721859344.0,1,0,0
2006-12-01,switzerland,5377873092.0,1,0,0
2007-01-01,switzerland,5116476000.0,1,0,0
2007-02-01,switzerland,4866034826.0,1,0,0
2007-03-01,switzerland,4883775796.0,1,0,0
2007-04-01,switzerland,3872791885.0,1,0,0
2007-05-01,switzerland,3708326407.0,1,0,0
2007-06-01,switzerland,3297591787.0,1,0,0
2007-07-01,switzerland,3140192676.0,1,0,0
2007-08-01,switzerland,3150610958.0,1,0,0
2007-09-01,switzerland,3662782166.0,1,0,0
2007-10-01,switzerland,4314832711.0,1,0,0
2007-11-01,switzerland,5048833445.0,1,0,0
2007-12-01,switzerland,5492151912.0,1,0,0
